Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_age,HOST,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25213892,WXS,598,70476114,PRJNA991269,SAMN36291115,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",48385719,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960441,Spain,Europe,Spain,Infants,Homo sapiens,Inf 16,Illumina MiSeq,40.41 N 3.70 W,Inf 16,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,LA 016,SRP447710
SRR25213893,WXS,598,105816633,PRJNA991269,SAMN36291114,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",73010241,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960440,Spain,Europe,Spain,Infants,Homo sapiens,Inf 14,Illumina MiSeq,40.41 N 3.70 W,Inf 14,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,LA 014,SRP447710
SRR25213894,WXS,598,107654362,PRJNA991269,SAMN36291113,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",73457494,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960439,Spain,Europe,Spain,Infants,Homo sapiens,Inf 13,Illumina MiSeq,40.41 N 3.70 W,Inf 13,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 013,SRP447710
SRR25213895,WXS,598,93919751,PRJNA991269,SAMN36291112,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",64519000,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960438,Spain,Europe,Spain,Infants,Homo sapiens,Inf 12,Illumina MiSeq,40.41 N 3.70 W,Inf 12,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 012,SRP447710
SRR25213896,WXS,598,79425733,PRJNA991269,SAMN36291111,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",54521959,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960437,Spain,Europe,Spain,Infants,Homo sapiens,Inf 11,Illumina MiSeq,40.41 N 3.70 W,Inf 11,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,LA 011,SRP447710
SRR25213897,WXS,598,111515073,PRJNA991269,SAMN36291066,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",74132205,SAN PABLO CEU,2017,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960436,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 06,Illumina MiSeq,40.41 N 3.70 W,Gran 06,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AA 006,SRP447710
SRR25213898,WXS,598,94753721,PRJNA991269,SAMN36291110,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",64704585,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960435,Spain,Europe,Spain,Infants,Homo sapiens,Inf 09,Illumina MiSeq,40.41 N 3.70 W,Inf 09,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 009,SRP447710
SRR25213899,WXS,598,77666685,PRJNA991269,SAMN36291109,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",52374659,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960434,Spain,Europe,Spain,Infants,Homo sapiens,Inf 08,Illumina MiSeq,40.41 N 3.70 W,Inf 08,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,LA 008,SRP447710
SRR25213900,WXS,596,77846071,PRJNA991269,SAMN36291108,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",53431599,SAN PABLO CEU,2017,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960433,Spain,Europe,Spain,Infants,Homo sapiens,Inf 07,Illumina MiSeq,40.41 N 3.70 W,Inf 07,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 007,SRP447710
SRR25213901,WXS,598,57140220,PRJNA991269,SAMN36291107,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",38911874,SAN PABLO CEU,2017,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960432,Spain,Europe,Spain,Infants,Homo sapiens,Inf 06,Illumina MiSeq,40.41 N 3.70 W,Inf 06,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 006,SRP447710
SRR25213902,WXS,597,67500409,PRJNA991269,SAMN36291106,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",45818565,SAN PABLO CEU,2017,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960431,Spain,Europe,Spain,Infants,Homo sapiens,Inf 05,Illumina MiSeq,40.41 N 3.70 W,Inf 05,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 005,SRP447710
SRR25213903,WXS,596,71743174,PRJNA991269,SAMN36291105,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",49170239,SAN PABLO CEU,2017,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960430,Spain,Europe,Spain,Infants,Homo sapiens,Inf 04,Illumina MiSeq,40.41 N 3.70 W,Inf 04,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 004,SRP447710
SRR25213904,WXS,597,72434771,PRJNA991269,SAMN36291104,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",49178845,SAN PABLO CEU,2017,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960429,Spain,Europe,Spain,Infants,Homo sapiens,Inf 03,Illumina MiSeq,40.41 N 3.70 W,Inf 03,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 003,SRP447710
SRR25213905,WXS,598,97353842,PRJNA991269,SAMN36291103,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",65892658,SAN PABLO CEU,2018,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960428,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 67,Illumina MiSeq,40.41 N 3.70 W,Gran 67,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AC 009 010,SRP447710
SRR25213906,WXS,598,103506885,PRJNA991269,SAMN36291102,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",69800362,SAN PABLO CEU,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960427,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 66,Illumina MiSeq,40.41 N 3.70 W,Gran 66,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AC 005 006,SRP447710
