Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_age,HOST,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25213846,WXS,597,69326157,PRJNA991269,SAMN36291184,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",46762615,SAN PABLO CEU,2019,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960487,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 55,Illumina MiSeq,40.41 N 3.70 W,Moth 55,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MC 013,SRP447710
SRR25213847,WXS,597,70276822,PRJNA991269,SAMN36291183,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",47040627,SAN PABLO CEU,2019,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960486,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 54,Illumina MiSeq,40.41 N 3.70 W,Moth 54,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,MC 012,SRP447710
SRR25213848,WXS,597,86350404,PRJNA991269,SAMN36291182,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",57707170,SAN PABLO CEU,2019,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960485,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 53,Illumina MiSeq,40.41 N 3.70 W,Moth 53,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MC 011,SRP447710
SRR25213849,WXS,598,81705873,PRJNA991269,SAMN36291181,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",54827296,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960484,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 51,Illumina MiSeq,40.41 N 3.70 W,Moth 51,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MC 007,SRP447710
SRR25213850,WXS,598,103311622,PRJNA991269,SAMN36291073,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",68953384,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960483,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 13,Illumina MiSeq,40.41 N 3.70 W,Gran 13,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AA 013,SRP447710
SRR25213851,WXS,598,96827282,PRJNA991269,SAMN36291180,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",64347159,SAN PABLO CEU,2018,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960482,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 50,Illumina MiSeq,40.41 N 3.70 W,Moth 50,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MC 004,SRP447710
SRR25213852,WXS,598,92697334,PRJNA991269,SAMN36291179,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",61917489,SAN PABLO CEU,2017,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960481,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 49,Illumina MiSeq,40.41 N 3.70 W,Moth 49,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MC 003,SRP447710
SRR25213853,WXS,598,104755499,PRJNA991269,SAMN36291178,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",70338876,SAN PABLO CEU,2017,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960480,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 44,Illumina MiSeq,40.41 N 3.70 W,Moth 44,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,MC 002,SRP447710
SRR25213854,WXS,594,76418028,PRJNA991269,SAMN36291177,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",52197413,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960479,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 36,Illumina MiSeq,40.41 N 3.70 W,Moth 36,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 036,SRP447710
SRR25213855,WXS,598,80802661,PRJNA991269,SAMN36291176,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",54646055,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960478,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 35,Illumina MiSeq,40.41 N 3.70 W,Moth 35,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 035,SRP447710
SRR25213856,WXS,597,97241651,PRJNA991269,SAMN36291175,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",65727277,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960477,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 34,Illumina MiSeq,40.41 N 3.70 W,Moth 34,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 034,SRP447710
SRR25213857,WXS,595,73619491,PRJNA991269,SAMN36291174,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",50506497,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960476,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 33,Illumina MiSeq,40.41 N 3.70 W,Moth 33,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 033,SRP447710
SRR25213858,WXS,598,49754802,PRJNA991269,SAMN36291173,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",35575573,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960475,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 32,Illumina MiSeq,40.41 N 3.70 W,Moth 32,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 032,SRP447710
SRR25213859,WXS,598,93349192,PRJNA991269,SAMN36291172,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",62073791,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960474,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 31,Illumina MiSeq,40.41 N 3.70 W,Moth 31,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 031,SRP447710
SRR25213860,WXS,598,84864349,PRJNA991269,SAMN36291171,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",56790038,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960473,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 30,Illumina MiSeq,40.41 N 3.70 W,Moth 30,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,MA 030,SRP447710
SRR25213861,WXS,597,86605400,PRJNA991269,SAMN36291072,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",58105184,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960472,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 12,Illumina MiSeq,40.41 N 3.70 W,Gran 12,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AA 012,SRP447710
SRR25213862,WXS,598,66024123,PRJNA991269,SAMN36291170,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",44400513,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960471,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 29,Illumina MiSeq,40.41 N 3.70 W,Moth 29,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 029,SRP447710
SRR25213863,WXS,598,69471697,PRJNA991269,SAMN36291169,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",47532713,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960470,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 28,Illumina MiSeq,40.41 N 3.70 W,Moth 28,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,MA 028,SRP447710
SRR25213864,WXS,598,105270994,PRJNA991269,SAMN36291168,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",70815165,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960469,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 27,Illumina MiSeq,40.41 N 3.70 W,Moth 27,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 027,SRP447710
SRR25213865,WXS,598,81944832,PRJNA991269,SAMN36291167,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",55467678,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960468,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 26,Illumina MiSeq,40.41 N 3.70 W,Moth 26,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,MA 026,SRP447710
SRR25213866,WXS,598,59878526,PRJNA991269,SAMN36291166,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",40588955,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960467,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 25,Illumina MiSeq,40.41 N 3.70 W,Moth 25,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MC 001,SRP447710
SRR25213867,WXS,598,110382889,PRJNA991269,SAMN36291165,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",74510206,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960466,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 24,Illumina MiSeq,40.41 N 3.70 W,Moth 24,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 024,SRP447710
SRR25213868,WXS,598,74444217,PRJNA991269,SAMN36291164,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",50114673,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960465,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 23,Illumina MiSeq,40.41 N 3.70 W,Moth 23,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 023,SRP447710
SRR25213869,WXS,598,106543251,PRJNA991269,SAMN36291163,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",71019906,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960464,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 22,Illumina MiSeq,40.41 N 3.70 W,Moth 22,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,MA 022,SRP447710
SRR25213870,WXS,598,100724081,PRJNA991269,SAMN36291162,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",67692507,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960463,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 21,Illumina MiSeq,40.41 N 3.70 W,Moth 21,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 021,SRP447710
SRR25213871,WXS,598,97402769,PRJNA991269,SAMN36291161,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",65322896,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960462,Spain,Europe,Spain,Mothers,Homo sapiens,Moth 20,Illumina MiSeq,40.41 N 3.70 W,Moth 20,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,MA 020,SRP447710
SRR25213872,WXS,598,58800921,PRJNA991269,SAMN36291071,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",40102949,SAN PABLO CEU,2018,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960461,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 11,Illumina MiSeq,40.41 N 3.70 W,Gran 11,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AA 011,SRP447710
SRR25213873,WXS,598,88372182,PRJNA991269,SAMN36291062,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",59042439,SAN PABLO CEU,2017,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960460,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 02,Illumina MiSeq,40.41 N 3.70 W,Gran 02,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AA 002,SRP447710
SRR25213874,WXS,598,110847048,PRJNA991269,SAMN36291061,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",74521293,SAN PABLO CEU,2017,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960459,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 01,Illumina MiSeq,40.41 N 3.70 W,Gran 01,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AA 001,SRP447710
SRR25213875,WXS,598,93650775,PRJNA991269,SAMN36291068,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",62560522,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960458,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 08,Illumina MiSeq,40.41 N 3.70 W,Gran 08,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AA 008,SRP447710
SRR25213876,WXS,598,69462111,PRJNA991269,SAMN36291130,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",47304903,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960457,Spain,Europe,Spain,Infants,Homo sapiens,Inf 31,Illumina MiSeq,40.41 N 3.70 W,Inf 31,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 031,SRP447710
SRR25213877,WXS,598,76609916,PRJNA991269,SAMN36291129,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",51067739,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960456,Spain,Europe,Spain,Infants,Homo sapiens,Inf 30,Illumina MiSeq,40.41 N 3.70 W,Inf 30,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 030,SRP447710
SRR25213878,WXS,598,73745476,PRJNA991269,SAMN36291128,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",50260752,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960455,Spain,Europe,Spain,Infants,Homo sapiens,Inf 29,Illumina MiSeq,40.41 N 3.70 W,Inf 29,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 029,SRP447710
SRR25213879,WXS,598,98670960,PRJNA991269,SAMN36291127,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",66966591,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960454,Spain,Europe,Spain,Infants,Homo sapiens,Inf 28,Illumina MiSeq,40.41 N 3.70 W,Inf 28,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 028,SRP447710
SRR25213880,WXS,598,84948989,PRJNA991269,SAMN36291126,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",57916606,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960453,Spain,Europe,Spain,Infants,Homo sapiens,Inf 27,Illumina MiSeq,40.41 N 3.70 W,Inf 27,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 027,SRP447710
SRR25213881,WXS,597,96284418,PRJNA991269,SAMN36291125,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",65725265,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960452,Spain,Europe,Spain,Infants,Homo sapiens,Inf 26,Illumina MiSeq,40.41 N 3.70 W,Inf 26,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 026,SRP447710
SRR25213882,WXS,597,110510028,PRJNA991269,SAMN36291124,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",75098336,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960451,Spain,Europe,Spain,Infants,Homo sapiens,Inf 25,Illumina MiSeq,40.41 N 3.70 W,Inf 25,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LC 001,SRP447710
SRR25213883,WXS,597,90004652,PRJNA991269,SAMN36291123,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",60151387,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960450,Spain,Europe,Spain,Infants,Homo sapiens,Inf 24,Illumina MiSeq,40.41 N 3.70 W,Inf 24,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 024,SRP447710
SRR25213884,WXS,597,77961755,PRJNA991269,SAMN36291122,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",52656608,SAN PABLO CEU,2018,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960449,Spain,Europe,Spain,Infants,Homo sapiens,Inf 23,Illumina MiSeq,40.41 N 3.70 W,Inf 23,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,LA 023,SRP447710
SRR25213885,WXS,598,107720050,PRJNA991269,SAMN36291121,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",74289264,SAN PABLO CEU,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960448,Spain,Europe,Spain,Infants,Homo sapiens,Inf 22,Illumina MiSeq,40.41 N 3.70 W,Inf 22,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 022,SRP447710
SRR25213886,WXS,598,85471118,PRJNA991269,SAMN36291067,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",57277263,SAN PABLO CEU,2017,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960447,Spain,Europe,Spain,Grandmothers,Homo sapiens,Gran 07,Illumina MiSeq,40.41 N 3.70 W,Gran 07,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,AA 007,SRP447710
SRR25213887,WXS,598,86001399,PRJNA991269,SAMN36291120,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",59312993,SAN PABLO CEU,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960446,Spain,Europe,Spain,Infants,Homo sapiens,Inf 21,Illumina MiSeq,40.41 N 3.70 W,Inf 21,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:38:00Z,1,LA 021,SRP447710
SRR25213888,WXS,598,73039413,PRJNA991269,SAMN36291119,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",48708935,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960445,Spain,Europe,Spain,Infants,Homo sapiens,Inf 20,Illumina MiSeq,40.41 N 3.70 W,Inf 20,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 020,SRP447710
SRR25213889,WXS,598,79927276,PRJNA991269,SAMN36291118,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",54071795,SAN PABLO CEU,2018,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960444,Spain,Europe,Spain,Infants,Homo sapiens,Inf 19,Illumina MiSeq,40.41 N 3.70 W,Inf 19,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 019,SRP447710
SRR25213890,WXS,598,75447309,PRJNA991269,SAMN36291117,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",50430821,SAN PABLO CEU,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",ENVO:01001029,ENVO:01001033,collection kit,SRX20960443,Spain,Europe,Spain,Infants,Homo sapiens,Inf 18,Illumina MiSeq,40.41 N 3.70 W,Inf 18,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 018,SRP447710
SRR25213891,WXS,597,81548273,PRJNA991269,SAMN36291116,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",54959392,SAN PABLO CEU,2018,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",ENVO:01001029,ENVO:01001033,collection kit,SRX20960442,Spain,Europe,Spain,Infants,Homo sapiens,Inf 17,Illumina MiSeq,40.41 N 3.70 W,Inf 17,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2024-03-05T00:00:00Z,2023-07-10T13:39:00Z,1,LA 017,SRP447710
