sample_id	TNFRSF14	LDL-receptor	ITGB2	IL-17RA	TNF-R2	MMP-9	EPHB4	IL2-RA	OPG	ALCAM	TFF3	SELP	CSTB	MCP-1	CD163	Gal-3	GRN	MEPE	BLM-hydrolase	PLC	LTBR	Notch-3	TIMP4	CNTN1	CDH5	TLT-2	FABP4	TFPI	PAI	CCL24	TR	TNFRSF10C	GDF-15	SELE	AZU1	DLK-1	SPON1	MPO	CXCL16	IL-6RA	RETN	IGFBP-1	CHIT1	TR-AP	CCL22	PSP-D	PI3	Ep-CAM	AP-N	AXL	IL-1RT1	MMP-2	FAS	MB	TNFSF13B	PRTN3	PCSK9	U-PAR	OPN	CTSD	PGLYRP1	CPA1	JAM-A	Gal-4	IL-1RT2	SHPS-1	CCL15	CASP-3	uPA	CPB1	CHI3L1	ST2	t-PA	SCGB3A2	EGFR	IGFBP-7	CD93	IL-18BP	COL1A1	PON3	CTSZ	MMP-3	RARRES2	ICAM-2	KLK6	PDGF-subunit-A	TNF-R1	IGFBP-2	vWF	PECAM-1	NT-pro-BNP	CCL16
s_974	4.363605583	5.330886532	4.290707947	4.256376778	4.474473815	5.509316102	4.950954598	4.576068428	5.043016568	4.627425389	4.381803658	4.786275275	5.116698666	4.806319761	5.157404029	4.930063821	4.980879878	4.75597671	4.758836231	5.001252332	4.409117925	4.720558783	5.524915059	4.689255646	3.319389554	4.114764678	6.029506457	5.120136229	5.782372019	3.87800665	4.714556808	4.66845374	5.298369449	4.945590959	4.599272062	4.508268312	4.987589162	4.945444146	4.67338301	5.243885706	5.160504586	3.58504964	4.054879118	5.539333827	4.926087817	3.965243408	4.930399842	2.522304733	4.964012564	4.423217987	4.5833189	4.955815436	4.260013994	4.068828458	4.692191028	4.350495446	5.962721296	5.054389638	5.087277678	5.719061423	5.109345154	5.385677043	4.836149808	4.281625744	4.66439073	4.895018541	5.279610668	4.950487611	5.104724628	5.714489229	7.562906774	5.019116799	5.60799389	4.071421355	4.686127698	4.774777406	4.25235155	4.622548754	4.265017967	4.855213479	4.54526387	4.760471068	4.957733876	4.426331821	4.853882346	5.393369479	4.672734892	4.085715359	5.375354136	4.667835953	4.781075966	4.953135458
s_1396	4.262609403	4.995420214	4.319155666	4.808701945	4.337765747	5.179816769	4.549128042	4.310135925	4.461742435	4.530861863	4.752748722	4.417533107	4.416817988	4.544593069	4.891912153	4.400751477	4.698888503	5.00154003	4.806011954	4.694180543	4.239368165	4.551113098	4.771981359	4.808731344	3.563351961	4.597017094	5.053925208	3.778518949	5.038814133	3.416957134	5.005052358	4.923781234	4.70901708	4.935811549	4.609905941	4.439986064	4.724416816	4.870401103	4.247925661	4.336471398	5.502937023	2.948346186	5.697630817	4.126926266	4.872938334	4.020716689	4.595420646	5.40926512	4.553546194	4.410177785	4.243036881	4.289409971	4.276750869	4.142278855	4.709437229	5.015977565	4.013594061	4.523194651	4.552029332	4.503815341	5.289300474	4.790368888	4.327278903	4.034536042	4.708453773	4.891061918	4.353780426	3.90471388	4.630785226	4.997462698	4.024878153	4.287609839	4.547415875	4.067772495	4.655068391	4.018292329	4.231793949	4.413174341	4.839052729	4.323968593	4.718704014	4.164890669	5.034880984	4.474952527	4.575093212	4.585740889	4.381638308	3.813841016	4.148872983	4.422741885	4.199925966	1.992689459
s_1273	4.010924081	3.785925722	3.722823993	4.523325016	4.01602582	3.605373177	4.513380457	4.030995978	4.107850041	4.088227111	3.027545527	4.153271806	3.574844899	7.239899696	4.759466995	4.005736804	4.521495546	5.141013135	4.042455393	3.7120342	3.775314844	3.819612128	3.880947832	4.172743314	2.935021894	4.548609245	3.75045315	3.950100419	4.044509923	3.194585003	4.580474466	4.452893276	3.953561254	3.459471699	3.669000353	4.36927051	4.361967817	4.360507183	4.351158372	3.9128934	4.014592003	3.412493691	4.945188353	3.871415993	4.650032677	3.965243408	4.082047855	2.711965266	4.111982234	4.179389248	3.981654339	4.621225056	3.972099259	3.714588386	4.41431803	4.593426452	4.016121106	4.402585392	4.369061156	4.029627789	3.850883305	3.611638636	4.288673185	3.851338495	3.729673868	4.224101972	3.087763804	5.0408027	4.432301909	3.776444508	3.50641597	3.720692039	4.007734275	2.697332515	4.188842378	4.101264037	3.948652126	4.256388906	3.759889358	3.868223783	3.808605018	4.166325197	3.836287478	4.03949171	3.933842087	3.257607381	3.944353843	4.120948589	3.402202658	3.897177299	4.996525966	3.177850665
s_383	4.736609349	4.135928043	4.115120575	4.324388838	4.806168291	4.242388069	4.752216329	4.87446574	4.163464334	4.529922349	4.112116456	4.646420304	4.636921903	4.477324195	4.523647893	4.55418798	4.39727575	3.633309815	4.721500639	4.639840649	4.696466283	4.525836196	4.200324575	4.13547162	5.092459063	5.133139586	5.715833779	4.695773283	5.168345068	4.644683306	5.110110876	3.923222106	4.479732804	4.848903136	4.984529867	4.135816324	4.415006299	4.907541632	4.442942369	4.511972794	5.426604702	3.163778667	6.281847617	4.532354555	4.737457623	4.436167758	4.832938054	4.180051722	4.529003887	4.70743863	4.14180152	4.390391585	4.700227565	4.531631315	4.410568109	4.264255418	4.767389889	4.52236169	4.782661908	4.44025529	4.571400136	4.083610241	4.874155298	4.5259045	4.713325208	5.042759189	4.236479167	4.871988193	4.628699884	4.459962138	4.529965327	4.43296872	5.337467951	4.746685207	4.482244084	4.626782942	4.816723897	4.83890723	4.936492255	4.221859407	4.902888846	5.666401892	4.490164061	4.358645445	4.429081809	3.680619874	5.081936953	4.306898255	6.176960835	4.980483236	4.762805966	4.930224217
s_680	4.74009506	4.641468531	4.995088241	4.729579185	4.549081785	4.300327757	5.14971555	4.949776324	4.591197984	5.056380099	4.434262494	4.665246684	4.416244245	4.746793608	5.00709335	5.015424088	5.278728876	5.95414585	5.069761799	4.983133411	4.524486159	4.95713385	4.694394439	5.390724221	4.119385001	4.836404426	4.026136968	4.636893126	3.745740288	4.982825704	4.679601248	5.090794271	4.376991179	5.029079856	4.690223193	4.476558482	5.021236519	5.174637121	4.855085461	4.954664241	4.281897094	4.214168431	4.849195681	5.682469873	4.796933953	4.696981581	5.225809083	6.880024562	5.072048995	5.013153044	5.003003466	5.48094815	4.82433067	5.024808416	4.85936433	4.915199004	5.57862907	4.581002038	5.636668872	5.013574011	4.664538927	5.339768141	4.80611153	5.023861888	4.962716346	4.655057532	4.20579342	3.971052643	5.121366824	4.959765166	5.172794576	4.58472689	4.169048147	3.600724667	5.150623723	5.144779218	5.072032029	4.799593654	4.751181823	5.43859347	4.657818583	4.904245528	4.832512823	4.579909202	5.029427251	3.7339923	4.898839852	4.940011917	3.348024395	4.88988103	6.258845966	4.807930525
s_1267	5.030725683	5.691655819	4.746178758	4.682996259	5.356193589	5.53210414	5.058088165	5.27192308	4.993234128	5.209111607	5.021534627	5.798876642	6.258882784	5.26381419	4.65375766	5.968260713	5.11251992	5.108332039	5.184163738	5.241305791	4.809635525	4.795393731	5.650621801	4.827004714	3.637267091	5.084948328	6.697401028	5.453131277	5.500251969	3.592102573	4.69155711	5.025167296	5.703871538	5.383985199	5.815507355	5.038911062	5.05855568	5.409487289	5.429012772	5.625067858	5.506757159	5.68674275	5.929640239	5.723625755	4.98508476	5.671802663	5.429728447	5.480062042	4.968465532	4.547045135	4.859536494	4.873749945	5.091721091	4.686175504	5.397683835	6.213169613	5.683065118	5.80101318	5.165767313	5.48456985	5.645553999	5.281254945	5.015335351	4.765646649	5.419496874	5.580165258	4.943644352	4.640296598	5.212174834	4.976290876	6.326378107	5.016028849	5.054107194	8.023855241	5.393140471	4.886574086	5.15192286	5.291091884	4.385522553	5.308240567	5.412892916	5.738304223	5.604469477	4.166996727	4.820134186	5.287195864	5.336911161	5.05309694	4.674586042	4.883518065	7.487645966	5.871148876
s_703	4.91091664	4.504970963	4.206479452	3.651759866	4.817824906	4.377779925	4.944764273	5.021261532	4.627897226	4.626865272	4.650748684	4.880803646	4.900779876	5.284440479	4.680957768	4.968225172	4.697705133	5.701825798	4.411478032	4.690570128	4.469788847	4.656026179	4.548788138	4.748892588	3.667471749	4.178758684	3.992398432	4.801639737	4.517651604	4.181841262	4.716819055	4.877138479	5.126780534	5.268521459	4.628432407	4.430685755	4.739818783	4.609575451	4.899342058	4.849421825	4.887325151	4.887763369	6.644535484	4.753931608	4.498042415	4.94970756	4.57939615	4.053919438	4.710717565	5.016548784	4.581593397	5.147020302	4.935442543	4.602755842	4.726014107	4.396108902	3.492736251	4.914683576	5.414141856	5.094460896	4.897392132	5.761437779	4.730336804	5.159670832	4.610245082	4.927381286	4.556993634	4.30633282	5.231003976	5.955703788	4.643867237	5.222991528	4.977357454	4.721500411	4.880365014	4.765344524	4.938270138	4.814398448	5.226832356	5.613253947	4.908096465	5.439353996	4.536737999	4.301116373	4.870179471	5.053039277	4.846397645	5.311151163	3.4729994	4.539902594	5.126995966	4.785940857
s_129	4.71589425	4.273414794	4.444464428	5.335347746	4.51025006	3.8670657	4.950262763	5.115260021	5.276882429	4.762725965	4.223029019	4.149292744	4.469291013	4.362043085	4.709776058	4.537854161	4.69214488	4.816334291	4.742904229	4.678494815	4.548875828	4.55019535	4.356531429	4.577671205	3.828452775	4.891080643	5.245426072	4.073791436	4.89915133	5.002718735	4.959253014	4.331166547	4.107418104	3.938544066	4.576960273	4.780147554	4.686116898	4.55588099	4.702902519	4.363670547	4.720601639	4.083206545	3.859700136	4.720641342	3.928956771	5.595968297	3.838285209	5.386263621	4.588094149	4.936477286	4.754060572	4.8152451	4.728567382	4.278000503	4.515954762	4.067504958	4.758953176	4.61211521	4.475149907	4.427701275	4.449003712	3.850268055	4.298079753	4.558452715	4.809424462	4.886979018	4.800875693	3.6433189	4.728770506	4.3346486	4.207702446	4.193843535	3.651888097	3.609691027	5.033847528	4.416883121	4.790489474	4.450325346	4.775124896	4.753961812	4.536722584	4.660384484	4.838402468	3.883430516	4.396152532	4.004357049	4.794182743	3.868633593	2.366116516	4.300135196	4.903755966	5.041516585
s_91	5.123118944	5.67451894	4.850421989	4.469774747	5.101653543	6.150225545	5.089612482	5.263132709	5.487440646	5.412754958	9.225099555	4.197211093	5.197062792	4.944427051	4.330100873	5.435928391	5.298356945	4.353839035	5.235695999	5.197929414	5.524250671	5.145073523	5.659774902	5.151814505	4.280158754	4.997344255	5.708761956	4.825939129	4.191607259	4.287362999	5.435383259	4.875727526	5.865886747	4.157575224	4.213697621	4.419186833	4.954533457	4.377559434	5.320634655	4.520149941	5.259495769	7.864042838	6.881658906	4.99201146	4.26334819	4.849825282	4.207111363	6.728717254	5.022518956	4.935742889	5.461317293	5.080417523	4.913631152	5.54817637	5.199534783	4.368138994	5.280665714	5.515225347	5.44439432	5.636230358	5.056509294	5.595292698	5.083029047	4.538159014	5.121029246	4.815580502	7.030030132	5.328060612	4.813564228	5.976620183	6.450655028	5.00366136	4.035164309	5.186144064	5.422390444	4.670498075	5.262335165	4.872081592	4.719894651	4.983663921	5.801573695	5.350265796	5.41398275	4.873374492	5.232742853	5.499586425	5.149258937	4.52321549	5.019526364	4.5437894	7.066125966	6.183887849
s_373	5.219290938	6.030449011	5.402443868	5.416600286	5.181342568	6.084393291	5.034889565	5.182349001	5.025422931	5.272093924	5.119095179	5.541068712	5.494865861	5.121523024	5.71836834	5.143876023	5.694471727	4.76864391	5.531518394	5.325333869	5.264725786	4.971949948	5.071553424	5.515456026	5.884509486	5.143816627	4.867622563	5.656950817	5.879431521	4.181808707	5.246489165	4.10540676	5.085685158	5.198143744	5.249890151	6.093791569	4.971556183	5.173811297	5.227501963	5.671150141	5.27943382	3.820946407	5.775525034	5.766494052	6.298416137	5.221493224	6.03869652	4.763888304	5.570072252	5.443847821	5.626737262	5.220089505	5.320454839	5.046006935	5.145399748	5.195462658	6.227908542	5.230367579	4.825178108	5.432115471	5.400420252	5.55702463	5.497134129	5.174682492	5.446451446	5.146636291	5.093133163	5.983532825	4.814774363	5.628829896	5.247158951	6.004653712	5.933959371	4.28662054	5.397466604	5.502299716	5.031571809	5.325762265	5.087147468	4.906655517	5.333067704	5.096713972	5.609980896	5.530427722	5.58055118	4.802496595	5.153006643	4.993916198	5.563198497	5.392074098	4.115305966	5.87645342
s_558	5.667286774	5.518632608	5.747424535	5.609976756	5.617655937	5.49599227	5.3871599	5.750604629	5.323284694	5.298494579	5.435879855	5.899129096	5.901525261	5.676450217	5.560161863	5.331356041	5.212237829	5.026929154	5.130062914	5.739065702	5.565916622	5.659248428	5.599069703	5.17800721	6.650869533	5.431381383	5.73562726	5.864714306	6.447850827	4.979997745	5.589715923	4.724442925	5.939244176	5.975711578	4.855271535	6.100514274	5.187853003	5.221957805	5.159121078	5.142454769	5.98816315	5.731262864	6.126666286	5.414125354	4.588956872	5.934036479	5.982386659	5.528542225	4.941978421	5.136163029	5.764462474	5.24429726	5.743955496	6.278479289	5.129418454	5.156371043	4.774004746	5.483124321	4.895107631	5.595272585	5.734638111	5.700780598	5.204153425	5.7386132	4.958949651	5.26823454	5.540052615	5.122803987	5.058351422	6.813619638	6.560448164	6.028178223	6.036361992	5.323028065	5.059870387	5.730873078	5.410822663	5.657816487	5.105149134	4.613095978	5.305017147	6.318942974	5.618970831	5.932239492	5.462322806	5.417707596	5.940090758	6.375662119	6.518987151	6.04788418	5.545205966	5.437171737
s_985	5.232110343	5.397407392	5.124139094	4.699914304	5.180990897	4.298174566	5.040664256	5.509626218	5.22222598	5.237608343	4.784690356	5.565834716	5.001831493	5.164793787	4.764469431	5.314214925	5.107790166	4.970600062	5.695286432	5.207143475	5.548810242	5.301927331	4.962807839	5.488590981	6.058203731	5.122838262	4.631464225	5.20425262	5.133688323	4.716734827	4.839559935	5.577649186	5.002803351	5.17564193	5.253285126	4.838258222	5.0831965	5.499088879	5.202334225	5.498976339	5.563468203	6.679119008	5.309528619	5.500247292	7.081119882	4.886829762	5.100205957	4.40253094	5.535600472	4.9322262	5.548620734	5.171072729	5.123279928	4.735402903	5.945871108	5.053537535	5.152919562	4.764435475	4.663926468	5.11125876	5.382082354	5.018677284	4.800570596	5.70072598	5.126024291	5.016733079	5.244313899	4.692837695	5.102127767	5.243190171	4.915545821	4.845242737	5.490990551	5.649243248	5.407273385	5.40956022	5.175226593	5.119519228	5.268663201	5.782922303	5.170203577	4.985593464	5.502550508	5.604783858	5.281072881	5.582922497	5.34297197	5.704508987	6.388049675	5.288536514	4.006545966	5.320162543
s_449	5.220105279	5.420148704	5.038140266	4.909757677	5.133910348	5.68534635	5.172010176	5.525160617	5.256032114	5.252591878	6.96957411	5.175183666	5.456713642	5.389250225	4.809554231	5.131649317	5.028414305	4.708681933	5.078532832	5.199287214	5.521900429	5.08313964	6.857685522	4.9913107	5.872196225	4.863196408	6.162971051	5.419095159	4.591145403	4.342119234	5.696534087	5.83614357	6.074898832	4.594361645	5.592382849	4.552488084	5.182304489	5.630516175	5.648814226	5.262111544	5.347015828	6.118746921	0	6.19910519	6.390308583	5.884278687	5.998767744	3.397453489	5.307780449	5.400610732	5.644279818	5.154987201	5.607067185	5.487363444	5.03122222	5.767788804	5.541619562	5.482534602	4.838474036	5.653888141	5.942402398	4.859518074	5.568879446	5.142028176	5.45242229	5.160157946	6.87548483	5.47208575	4.77368695	4.760458742	5.336170122	5.750358419	5.617497172	7.572516286	5.373843378	5.294098133	5.175145546	4.929852721	4.684150696	5.268729302	5.614931327	7.0513047	5.603351213	5.5286932	5.02151163	4.976515278	5.394692962	5.357006988	5.386633836	4.971056563	6.311005966	5.938425124
s_535	5.720232348	5.824788127	5.778089169	5.984125059	5.848014472	5.793167226	5.291695544	5.727417518	5.395227956	5.642215471	5.29093959	6.063298758	5.80436269	5.673474089	6.148195835	5.619975688	5.857509483	5.289524481	5.915803693	5.638226847	5.801431208	5.602671307	5.187942024	5.813783455	6.304075674	6.036616593	4.925413373	6.08451498	5.499694745	6.668469513	4.867553411	5.573514811	5.158055342	6.371619552	5.893941418	6.001021411	5.946296886	5.535512653	5.849320452	5.739518022	5.479279371	6.223034753	4.493846305	5.935336304	4.846408179	5.023314624	6.309264705	5.228759805	5.969986235	5.985200144	5.976277735	5.377401055	5.947122923	7.872363117	5.530163862	5.308553676	4.779976234	5.451442384	5.319579937	5.791336405	5.88452597	6.305871302	5.658190379	5.110314697	6.220114988	6.064526821	5.69780127	6.755052635	5.717574254	6.106253731	4.766103071	5.942455908	5.966560826	5.35001496	5.946855956	5.915371278	5.511251588	6.040264017	5.684514542	6.179065881	5.760556767	6.42173065	5.564740221	6.286674283	5.577912632	6.268122168	5.771913356	6.295437184	5.9978952	5.908299569	3.780555182	6.359131135
s_603	5.104994779	5.469746097	5.184423339	4.518825036	5.122688124	6.835769945	5.134944321	5.434386933	5.433684701	5.03523156	4.671864709	5.389150862	5.528294637	5.193425562	4.702649643	5.031094217	5.185223748	5.249345624	4.859228579	4.845680186	4.971763047	4.966836126	5.227347589	5.042502382	5.795324001	4.903239458	4.732849142	5.558445298	5.928699852	3.760895955	4.892050261	5.905272038	5.408452722	5.361312149	5.789053959	5.078431807	5.210329626	5.389821796	5.395482795	4.399233557	4.909668869	5.671128973	6.613236343	5.06706495	5.073026198	7.240688594	5.664729759	5.66829906	4.916724589	4.589166949	4.933901848	4.795582597	5.101293094	4.787235463	5.379421334	5.767878523	5.787336399	5.653224732	5.8350334	4.843826968	5.754265872	4.619709171	4.985099626	5.070872483	5.228568701	5.118443804	4.670511096	5.374870511	4.572232625	5.008667423	5.394604791	5.081135093	5.32388109	6.564778633	4.982375234	5.235379751	5.2085328	5.241049141	5.319246976	4.731864931	4.997900441	5.200550211	5.244439041	4.795923283	4.979370692	5.765650931	5.148991212	5.285252203	5.063961383	4.920397648	4.742145966	5.254879224
s_940	4.890250481	5.706044957	5.010401172	5.235158347	4.924115297	5.261027865	5.024536301	4.843003309	4.910984135	4.665814949	4.38257226	5.41067905	4.795074689	4.803536953	4.549631288	5.061458841	5.189618954	5.853119453	4.94998428	4.904168763	4.82714028	4.922681153	4.748514102	4.797530612	3.638324497	4.819392264	4.908783597	5.152321009	5.055193863	3.790244708	4.190213111	5.222581413	5.336800432	5.659144616	4.787784731	5.201013573	5.073389001	4.969585599	4.701145114	4.683251142	5.008787646	3.94110296	3.852368098	4.94146605	6.227572992	4.179502575	5.258986394	6.019057229	4.808896983	4.70712278	4.731986974	5.378570322	5.235326427	5.076732483	4.75509783	4.865335856	5.484185719	5.105624092	5.653172477	5.281096247	4.971158616	4.688243761	5.211002039	5.097428226	4.853522478	4.843169095	4.877236886	5.306480279	4.90941802	4.805504568	4.713741976	5.044246596	6.197510055	4.350293744	4.781624411	5.070580448	4.566728704	4.776765588	5.039779682	5.036963432	5.288070529	5.64645155	5.033650807	4.920326284	5.187939639	4.930832058	5.064053117	4.742634866	7.153312103	5.201729382	5.380475966	4.714887577
s_1289	5.398892671	6.302004847	5.237418246	4.942447853	5.302113016	5.679216837	5.243109042	5.095637049	5.018094731	5.011361338	4.578498571	5.735352793	5.383786432	5.6285511	5.488896112	4.7481241	5.25698772	4.833424967	5.790797375	5.367833784	5.267526208	5.11504598	5.01569678	5.026251724	5.381222611	5.101855235	5.686565142	5.355811286	5.524931239	6.123297204	5.424109058	5.13474468	5.363421776	5.666264061	4.803824537	5.632397036	4.57932944	4.74401497	5.149236585	4.65127487	4.874234832	5.376572886	4.296569332	5.476546551	7.460410324	5.58875959	5.248949635	3.734290573	5.103916542	4.995187647	5.233689879	4.839462005	5.41056098	5.530757293	5.290269361	4.601298256	5.326594872	5.298673575	4.567100767	5.336110553	4.92558753	5.573914827	5.455127376	5.75423582	5.234917501	5.653158946	4.979061487	5.50433054	5.0269823	5.160427305	6.054601174	5.895805328	5.555323417	4.971216086	5.182405769	5.266007987	5.120202207	5.250457081	4.647965148	4.743621688	5.152942247	5.294181768	5.238515987	5.213070926	5.449304439	4.816849943	5.503063617	4.584541854	5.973080785	5.450840361	4.879155966	5.410640881
s_618	4.487045326	4.067242015	4.97338472	4.493051077	4.42187106	4.372189811	4.762696831	4.231937637	4.64327734	4.637278663	4.140777062	4.489209295	3.996299098	4.290724653	4.433562522	4.387375541	4.747047306	4.513068196	4.240593144	4.668762091	4.679307651	4.756933382	4.454781881	4.738298049	5.106489004	4.495668241	4.643587223	4.560670227	3.203805631	3.96021379	5.348853173	4.103113488	3.863642969	4.566546688	4.711936155	4.484866825	4.83979695	5.122902162	4.723925101	4.716722126	4.919007479	4.556757693	3.568591302	4.225361782	3.8912953	3.965243408	4.247306233	4.60789527	4.356010315	4.451654809	4.41550365	4.286899006	4.729053862	4.349753041	5.045076214	4.968018587	4.475797933	4.468248102	4.163724437	4.039455875	4.364666884	3.942807285	4.74326604	4.323036884	4.203371757	4.553923487	4.251391116	5.178645017	4.363036162	3.941779555	4.214425884	3.471293647	3.747094378	8.617536944	4.686309716	4.722798271	4.855137374	4.645783257	4.786632886	5.411072575	4.308052799	4.072219764	4.705018466	4.585187179	4.972128174	4.072921372	4.567578171	4.41416348	4.453133437	4.506755325	5.796605966	4.234730753
