project_accession	sample_accession	sample_name	experiment_accession	run_accession	experiment_title	library_name	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	file_type	file_name	file_md5	file2_name	file2_md5	file3_name	file3_md5
CNP0000334	CNS0046716	HK0071	CNX0037047	CNR0055126	DNA-seq of human gut	HK0071	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0071_RmHost.1.fq.gz	88b77a68d70c0b9137585d58a68c9abf	HK0071_RmHost.2.fq.gz	89694f10d08065f698405fce617344b4		
CNP0000334	CNS0046838	HK0072	CNX0037048	CNR0055127	DNA-seq of human gut	HK0072	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0072_RmHost.1.fq.gz	84fac7719f4cb0c5d19a60cb9a2d6acf	HK0072_RmHost.2.fq.gz	11c59501e299ce2af2f7b6e342c198f3		
CNP0000334	CNS0046919	HK0073	CNX0037049	CNR0055128	DNA-seq of human gut	HK0073	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0073_RmHost.1.fq.gz	fc49c0da03d5787ad8c8a601d2d21f2a	HK0073_RmHost.2.fq.gz	abc7e81f6dc20672f8b075980ffaf82d		
CNP0000334	CNS0047020	HK0074	CNX0037050	CNR0055129	DNA-seq of human gut	HK0074	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0074_RmHost.1.fq.gz	033f11875e2824139e024d9c01eb0603	HK0074_RmHost.2.fq.gz	f7659cca1a5ee883fc968dfd312d96dc		
CNP0000334	CNS0046932	HK0075	CNX0037051	CNR0055130	DNA-seq of human gut	HK0075	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0075_RmHost.1.fq.gz	81993565e3b12d5d30e79c3e429c947d	HK0075_RmHost.2.fq.gz	fb94b6bffa960b35f34db1bfad6262dd		
CNP0000334	CNS0046703	HK0076	CNX0037052	CNR0055131	DNA-seq of human gut	HK0076	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0076_RmHost.1.fq.gz	1f98beeb0b3baa3a17a234e4aed4ce70	HK0076_RmHost.2.fq.gz	a8a410efa1d4774bc54bed3eed8e4d59		
CNP0000334	CNS0047033	HK0077	CNX0037053	CNR0055132	DNA-seq of human gut	HK0077	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0077_RmHost.1.fq.gz	07a40aff3665c9aa13a29a1706238f8f	HK0077_RmHost.2.fq.gz	f9b31a2b8fee55f8a0fb791aad448fdb		
CNP0000334	CNS0046923	HK0078	CNX0037054	CNR0055133	DNA-seq of human gut	HK0078	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0078_RmHost.1.fq.gz	a0b639ba387bc110ceebbfcf6fd26bd8	HK0078_RmHost.2.fq.gz	b55aa0de39dfb9b03d963a5c0b5e14c3		
CNP0000334	CNS0046989	HK0079	CNX0037055	CNR0055134	DNA-seq of human gut	HK0079	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0079_RmHost.1.fq.gz	e57b2490268b09a6cb92da1041e3a98b	HK0079_RmHost.2.fq.gz	cd50be2f58830e6eca0fd14828551b0d		
CNP0000334	CNS0046839	HK0080	CNX0037056	CNR0055135	DNA-seq of human gut	HK0080	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0080_RmHost.1.fq.gz	cac41d180788dc23f3c981683b10a3ae	HK0080_RmHost.2.fq.gz	272f1efe66bc878f45699532bb100bfe		
CNP0000334	CNS0046695	HK0082	CNX0037057	CNR0055136	DNA-seq of human gut	HK0082	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0082_RmHost.1.fq.gz	4d17c9ef71eb16c1c4458431f0d4ae79	HK0082_RmHost.2.fq.gz	08d62edefbd851768a78b347ab7e2639		
CNP0000334	CNS0046818	HK0083	CNX0037058	CNR0055137	DNA-seq of human gut	HK0083	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0083_RmHost.1.fq.gz	e68675b0775741876ec058ebfffb5063	HK0083_RmHost.2.fq.gz	862e14a267379fda155b1de4b13ca323		
CNP0000334	CNS0046888	HK0084	CNX0037059	CNR0055138	DNA-seq of human gut	HK0084	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0084_RmHost.1.fq.gz	44a4c0afc955f21b9930ab6027a5a23f	HK0084_RmHost.2.fq.gz	8754550b980ed6bc4864e68411388c6a		
CNP0000334	CNS0046967	HK0085	CNX0037060	CNR0055139	DNA-seq of human gut	HK0085	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0085_RmHost.1.fq.gz	e7e4ce66dd3fa0581cf416b34fd7147c	HK0085_RmHost.2.fq.gz	d171ea9a3726fee1f7922c1cbc72368d		
CNP0000334	CNS0046748	HK0087	CNX0037061	CNR0055140	DNA-seq of human gut	HK0087	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0087_RmHost.1.fq.gz	cf1f5042a1f0eda2f5220da287d4377a	HK0087_RmHost.2.fq.gz	8791038e41369847839dc78fc6ed4a55		
CNP0000334	CNS0047006	HK0088	CNX0037062	CNR0055141	DNA-seq of human gut	HK0088	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0088_RmHost.1.fq.gz	d013174eba5588da927ff2e1513fc90a	HK0088_RmHost.2.fq.gz	0540db39a3378fa73093d2030cc83b4a		
CNP0000334	CNS0046820	HK0089	CNX0037063	CNR0055142	DNA-seq of human gut	HK0089	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0089_RmHost.1.fq.gz	ba9efa6c8e0628c5b2e82382e6f9dd47	HK0089_RmHost.2.fq.gz	4235956b617d14f33ea9efc0f9097dd9		
CNP0000334	CNS0046798	HK0090	CNX0037064	CNR0055143	DNA-seq of human gut	HK0090	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0090_RmHost.1.fq.gz	a33d35fba14e15b674d4976d51df9a76	HK0090_RmHost.2.fq.gz	b6cdb6c973fbd75781852c1401472e49		
CNP0000334	CNS0046787	HK0092	CNX0037065	CNR0055144	DNA-seq of human gut	HK0092	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0092_RmHost.1.fq.gz	6fe8a8a4aec82a11468b93321ae39b30	HK0092_RmHost.2.fq.gz	6951838c3f970bdf7e08ec201189725d		
CNP0000334	CNS0046750	HK0093	CNX0037066	CNR0055145	DNA-seq of human gut	HK0093	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0093_RmHost.1.fq.gz	31a83d73b0b36d190c88127e466e648d	HK0093_RmHost.2.fq.gz	30027ac3495a12c4ca4d6726afa96415		
CNP0000334	CNS0046858	HK0094	CNX0037067	CNR0055146	DNA-seq of human gut	HK0094	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0094_RmHost.1.fq.gz	4032bc4272cf004d91b3b3a0abefe4a9	HK0094_RmHost.2.fq.gz	ec986e805014c9425cdb2235700fb0f5		
CNP0000334	CNS0046710	HK0095	CNX0037068	CNR0055147	DNA-seq of human gut	HK0095	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0095_RmHost.1.fq.gz	3d826ada0be931e76fc5770e4abcda15	HK0095_RmHost.2.fq.gz	25ee97887aae7b75cfbf9f247d257219		
CNP0000334	CNS0046948	HK0096	CNX0037069	CNR0055148	DNA-seq of human gut	HK0096	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0096_RmHost.1.fq.gz	b94d8a51dfc22895dd34fd3aca48c70e	HK0096_RmHost.2.fq.gz	73197598581bdf5dd86147f0ffc68819		
CNP0000334	CNS0046735	HK0097	CNX0037070	CNR0055149	DNA-seq of human gut	HK0097	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0097_RmHost.1.fq.gz	0b9ba3be326b345f877227380d106036	HK0097_RmHost.2.fq.gz	9594b2493e250ed80638b4216d40c54f		
