"","sample_id","3.oxolithocholic_acid","Acetate","alloisolithocholic_acid","Butyrate","cholic_acid","deoxycholic_acid","glycocholic_acid","isodeoxycholic_acid","lithocholic_acid","propionate","succinate","taurocholic_acid","5aminovalerate","allocholic_acid","alpha.muricholic_acid","beta.muricholic_acid","chenodeoxycholic_acid","Glycine","glycochenodeoxycholic_acid","proline","taurochenodeoxycholic_acid","Tyramine","ursocholic_acid","ursodeoxycholic_acid","5hiaa","anthranilic_acid","kynurenic_acid","kynurenine","niacin","Phenylalanine","serotonin","tryptamine","Tryptophan","Tyrosine"
"280","LiverD-149.04",0,13.51,0,1.12,11.046,2.118,0,0,2.334,0.85,0,0,,,,,,,,,,,,,,,,,,,,,,
"281","LiverD-146.18",0,15.31,0,0.67,804.787,0.34,74.454,0,0.153,1.18,10.29,453.174,,,,,,,,,,,,,,,,,,,,,,
"282","LiverD-146.16",0,10.74,0,0.54,862.345,0.277,88.473,0,0,1.37,0.79,241.376,,,,,,,,,,,,,,,,,,,,,,
"283","LiverD-003.01",0,12.7,0,0.67,259.15,0.76,45.78,0,0,0.27,1.08,64.65,,,,,,,,,,,,,,,,,,,,,,
"284","LiverD-146.15",0,26.88,0,0.54,1830.602,0.805,75.353,0,0,2.2,13.81,504.84,,,,,,,,,,,,,,,,,,,,,,
"285","LiverD-146.14",0,30.07,0,0.54,1637.777,0.789,161.697,0,0,2.52,14.35,421.799,,,,,,,,,,,,,,,,,,,,,,
"286","LiverD-029.02",24.86320499,45.96,0.830657968,13.82,0.360436446,67.65628869,0,4.820635719,146.4247592,20.42,0.87,0,,,,,,,,,,,,,,,,,,,,,,
"287","LiverD-146.11",0,0.66,0,0.39,8.646119,0,0.002203,0,0,0.37,0.61,0,,,,,,,,,,,,,,,,,,,,,,
"288","LiverD-146.10",0,0.26,0,0.39,8.185606,0,0.061849,0,0,0.44,0.82,0,,,,,,,,,,,,,,,,,,,,,,
"289","LiverD-146.09",0,2.03,0,0.41,9.661465,0,0,0,0,0.75,3.44,0,,,,,,,,,,,,,,,,,,,,,,
"290","LiverD-146.07",0,8.81,0,0,10.72651161,0.013792226,0.02830418,0,0,1.17,0,0,,,,,,,,,,,,,,,,,,,,,,
"291","LiverD-138.06",0,27.57,0,0.54,1.957,0.565,163.308,0,0,4.11,4,27.711,,,,,,,,,,,,,,,,,,,,,,
"292","LiverD-138.05",150.88,73.74,3.174,14.89,0.535,219.507,0,21.202,1011.256,10.57,1.17,0,,,,,,,,,,,,,,,,,,,,,,
"293","LiverD-138.04",177.517,67.26,13.362,16.95,3.008,427.234,0,48.931,1850.955,9.14,0,0,,,,,,,,,,,,,,,,,,,,,,
"294","LiverD-138.08",0,21.19,0,0.54,2.21,0,69.716,0,0,10.74,32.85,10.5,,,,,,,,,,,,,,,,,,,,,,
"295","LiverD-027.02",0.1913550075,21.27,0,5.73,6.92671492,0.011778992,0.0037449505,0,0,1.73,5.8,0,,,,,,,,,,,,,,,,,,,,,,
"296","LiverD-136.13",0,56.74,0,1.13,759.593266,0,2.96461,0,0.041771,12.66,0,15.76302,,,,,,,,,,,,,,,,,,,,,,
"297","LiverD-129.10",0,3.27,0,0.54,2.024,0,0,0,0,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,
"298","LiverD-129.09",0,12.62,0,4.93,5.206,0,0,0,0,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,
"299","LiverD-032.07",0.08,20.94,0,1.32,468.431,0.566,7.24,0.332,0.146,1.63,0.99,6.568,,,,,,,,,,,,,,,,,,,,,,
"300","LiverD-028.02",0,18.03,0,3.53,278.38,0.14,1.554,0,0.334,3.16,0.57,0.886,,,,,,,,,,,,,,,,,,,,,,
"301","LiverD-104.01",0,52.01,0,22.92,40.461,0.132,0,0,0,0.63,3.95,0,,,,,,,,,,,,,,,,,,,,,,
"302","LiverD-102.01",0,10.56,0,0.55,0.341,0,0,0,0,0.45,0.72,0,,,,,,,,,,,,,,,,,,,,,,
"303","LiverD-100.03",0,0.35,0,0,7.044,0,349.2,0,0.006,0,0.3,246.27,,,,,,,,,,,,,,,,,,,,,,
"304","LiverD-098.01",0.423,71.97,0,28.2,0.364,16.155,0,1.267,28.802,45.49,0.86,0,,,,,,,,,,,,,,,,,,,,,,
"305","LiverD-097.01",0.387,102.74,0,14.29,6.403,25.855,0,1.284,10.43,29.13,9.35,0,,,,,,,,,,,,,,,,,,,,,,
"306","LiverD-095.03",0.005,12.78,0,0.55,66.208,0.652,0.359,0,0.071,0.45,0,6.075,,,,,,,,,,,,,,,,,,,,,,
"307","LiverD-100.01",1.721,33.67,0,2.18,165.829,70.497,8.463,2.033,95.762,3.63,20.51,32.351,,,,,,,,,,,,,,,,,,,,,,
"308","LiverD-010.02",0,26.7,0,2.78,12.74742434,0.417239903,0,0,0.069420537,2.62,7.45,0,,,,,,,,,,,,,,,,,,,,,,
"309","LiverD-095.02",0,3.04,0,0,0.592,0.002,0,0,0,0,0.78,0,,,,,,,,,,,,,,,,,,,,,,
"310","LiverD-095.01",0.063,1.12,0,0,26.25,0.576,0.367,0,0,0,0.72,5.95,,,,,,,,,,,,,,,,,,,,,,
"311","LiverD-094.04",0,0,0,0,0,0,1.867,0,0.014,0,0.26,4.159,,,,,,,,,,,,,,,,,,,,,,
"312","LiverD-094.02",0,0,0,0,0.116,0,0.558,0,0,0,0.57,1.356,,,,,,,,,,,,,,,,,,,,,,
"313","LiverD-094.01",1.482,53.07,0.262,6.25,1.165,6.123,0,0.229,9.952,10.31,6.11,0,,,,,,,,,,,,,,,,,,,,,,
"314","LiverD-093.02",0,7.21,0,0,21.83,0.723,0,0,0,0,3.45,0,,,,,,,,,,,,,,,,,,,,,,
"315","LiverD-094.03",0,0.72,0,0,0,0.024,2.048,0,0,0,0.57,3.145,,,,,,,,,,,,,,,,,,,,,,
"316","LiverD-093.01",0.949,21.43,0,1.17,0.524,35.13,0.142,2.046,12.955,5.03,0.87,0.496,,,,,,,,,,,,,,,,,,,,,,
"317","LiverD-092.02",181.889,25.92,11.804,2.68,1.67,148.468,0,10.836,665.447,14.99,4.05,0,,,,,,,,,,,,,,,,,,,,,,
"318","LiverD-092.01",17.342,61.32,5.922,12.53,48.224,490.581,0,78.15,209.327,28.58,15.63,0,,,,,,,,,,,,,,,,,,,,,,
"319","LiverD-010.01",0,25.63,0,1.13,12.38,0,31.87,0,0,2.57,9.08,15.63,,,,,,,,,,,,,,,,,,,,,,
"320","LiverD-145.01",21.145,0,1.584,0,1.893,342.9,0.124,30.598,308.894,0,5.36,0,,,,,,,,,,,,,,,,,,,,,,
"321","LiverD-144.04",3.682,0,0.988,0,0,0,0,0,7.385,0,10.2,0,,,,,,,,,,,,,,,,,,,,,,
"322","LiverD-142.01",16.708,0,8.833,0,5.904,577.254,0.027,90.63,471.337,0,0.11,0,,,,,,,,,,,,,,,,,,,,,,
"323","LiverD-139.02",54.392,0,3.343,0,0,21.966,0,0.171,120.76,0,0,0.35,,,,,,,,,,,,,,,,,,,,,,
"324","LiverD-139.01",2.122,0,2.076,0,0,29.883,0,1.936,103.097,0,0.26,0,,,,,,,,,,,,,,,,,,,,,,
"325","LiverD-142.02",66.806,0,14.82,0,0,285.461,0,39.946,347.1,0,12.38,0,,,,,,,,,,,,,,,,,,,,,,
"326","LiverD-138.01",0.445,0,0.749,0,121.135,0,0,0,2.581,0,0.03,0,,,,,,,,,,,,,,,,,,,,,,
"327","LiverD-136.08",0,88.02,0,15.4,519.14,1.12,3.14,0.39,0,35.49,1.11,0.11,,,,,,,,,,,,,,,,,,,,,,
"328","LiverD-136.07",0.079,29.44,0,1.97,148.258,0.159,1.078,0,0.045,6.46,0.58,0,,,,,,,,,,,,,,,,,,,,,,
"329","LiverD-022.01",0.653199751,38.41,0,13.02,0.61965373,21.07755764,0,0.660585794,101.3004368,24.39,3.07,0,,,,,,,,,,,,,,,,,,,,,,
"330","LiverD-136.03",0.013,23.97,0,1.99,360.272,0.68,3.785,0.064,0.091,5.07,0.58,0.962,,,,,,,,,,,,,,,,,,,,,,
"331","LiverD-136.02",0.028,19.52,0,2.33,286.573,0.994,3.289,0.261,0.096,5.48,1.48,1.191,,,,,,,,,,,,,,,,,,,,,,
"332","LiverD-136.01",0.061,42.12,0,4.83,220.112,0.651,2.018,0.112,0.092,10.11,3.41,0.697,,,,,,,,,,,,,,,,,,,,,,
"333","LiverD-001.03",2.52,53.85,1.68,11.06,0.22,15.03,0,0.74,28.32,21.51,1,0,,,,,,,,,,,,,,,,,,,,,,
"334","LiverD-135.03",0,8.83,0,0.66,40.5,0.35,0.46,0,0,0.61,1.01,6.19,,,,,,,,,,,,,,,,,,,,,,
"335","LiverD-135.01",0.021,12.76,0,0.55,6.952,0.083,0,0,0,0.45,0.85,0,,,,,,,,,,,,,,,,,,,,,,
"336","LiverD-134.09",0,0,0.053,0,0,0,7.73,0,0,0,13.63,4.442,,,,,,,,,,,,,,,,,,,,,,
"337","LiverD-134.04",0,0,0.082,0,0,0,8.857,0,0,0,32.94,3.284,,,,,,,,,,,,,,,,,,,,,,
"338","LiverD-133.01",9.953,61.92,2.132,21.43,7.173,174.8,2.271,18.969,91.045,24.94,2.3,0.005,,,,,,,,,,,,,,,,,,,,,,
"339","LiverD-132.14",0,0,0.02,0,11.813,0,0,0,0,0,20.03,0.72,,,,,,,,,,,,,,,,,,,,,,
"340","LiverD-332.01",65.17,25.25,6.6,4.22,12.19,672.71,2.92,32.86,450.61,14.16,4.76,0.95,,,,,,,,,,,,,,,,,,,,,,
"341","LiverD-336.02",1.653333333,37.2,0,21.76,0.32,9.14,0,0.51,21.31,0.76,63.37,0,,,,,,,,,,,,,,,,,,,,,,
"342","LiverD-331.01",2.733333333,37.26,0.01,9.61,1.15,82.12,0,6.03,83.45,14.85,21.74,0.03,,,,,,,,,,,,,,,,,,,,,,
"343","LiverD-330.04",0,12.08,0,0.41,64.93,0.76,1.01,0,0,0.3,1.78,18.63,,,,,,,,,,,,,,,,,,,,,,
"344","LiverD-330.02",0,5.28,0,0.41,40.26,0.35,0.68,0,0,0.3,2.07,17.01,,,,,,,,,,,,,,,,,,,,,,
"345","LiverD-330.01",0,9.2,0,0.41,78.27,6.41,0.36,0,0,0.3,1.68,5.29,,,,,,,,,,,,,,,,,,,,,,
"346","LiverD-328.01",146.1233333,12.84,0.27,0.65,5.8,373.26,0.25,19.01,75.68,2.85,1.45,0.02,,,,,,,,,,,,,,,,,,,,,,
"347","LiverD-327.01",0,25.52,0,20.37,79.86,0.24,0,0,0,4.61,2.53,0,,,,,,,,,,,,,,,,,,,,,,
"348","LiverD-326.01",0,0.53,0,0.28,0.11,0,2.46,0,0,0.45,1.37,3.49,,,,,,,,,,,,,,,,,,,,,,
"349","LiverD-329.01",49.11333333,62.8,0,4.5,225.42,132.61,6.59,14.39,98.31,18.92,1.45,1.52,,,,,,,,,,,,,,,,,,,,,,
"350","LiverD-060.02",0.288854923,45.93,0,25.36,49.46337173,14.1076397,0.166275856,0.803786284,5.508237776,13.08,9.69,0.284060172,,,,,,,,,,,,,,,,,,,,,,
"351","LiverD-007.01",0,17.43,0,1.56,16.52,0,4.26,0,0,2.09,1.51,0.36,,,,,,,,,,,,,,,,,,,,,,
"352","LiverD-324.01",0,8.92,0,1.85,10.9,2.06,0,0,0.62,0.44,1.17,0,,,,,,,,,,,,,,,,,,,,,,
"353","LiverD-322.01",58,27.03,16.71,1.75,0.58,28.18,0,2.02,51.04,4.24,0,0,,,,,,,,,,,,,,,,,,,,,,
"354","LiverD-318.04",0,0.1,0.5,0.51,0.2,0.42,32.55,0.4,0,0.62,1.37,47.08,,,,,,,,,,,,,,,,,,,,,,
"355","LiverD-318.03",0,0,0,0.28,0,0,77.85,0,0,0.13,0,116.31,,,,,,,,,,,,,,,,,,,,,,
"356","LiverD-318.02",0,0,0,0.28,0,0,108.51,0,0,0.13,0,168.82,,,,,,,,,,,,,,,,,,,,,,
"357","LiverD-318.07",0,10.25,0,0.41,7.51,0,1460.23,0,0,5.55,1.45,2150.24,,,,,,,,,,,,,,,,,,,,,,
"358","LiverD-317.06",0,18.58,0,0.41,11.83,0.17,0.06,0,0,0.54,7.77,0.51,,,,,,,,,,,,,,,,,,,,,,
"359","LiverD-317.05",1.34,94.25,0.54,0.51,8.3,0.59,0.17,0.35,0.48,8.7,3.92,0.32,,,,,,,,,,,,,,,,,,,,,,
"360","LiverD-317.04",0,54.64,0,4.41,16.34,0,0,0,0.99,14.76,0.21,0,,,,,,,,,,,,,,,,,,,,,,
"361","LiverD-316.02",0,15.43,0,0.41,2.44,0,0,0,0,0.3,1.9,0,,,,,,,,,,,,,,,,,,,,,,
"362","LiverD-316.01",0,11.01,0,0.28,2.48,0,4.97,0,0,0.46,1.04,1.88,,,,,,,,,,,,,,,,,,,,,,
"363","LiverD-312.09",1.35,0,0.64,0.41,177.89,0.58,2.05,0.33,0.49,0.3,3.72,61.07,,,,,,,,,,,,,,,,,,,,,,
"364","LiverD-312.08",0,2.37,0,0.28,56.89,0,0.71,0,0,0.13,0,55.31,,,,,,,,,,,,,,,,,,,,,,
"365","LiverD-060.01",0.594642899,110.4,0.009342646,17.68,1.980141714,2.459434307,1.431591523,0.070897561,11.0592847,36.6,0.85,1.643231089,,,,,,,,,,,,,,,,,,,,,,
"366","LiverD-312.07",0,4.78,0,0.28,158.75,0,0.49,0,0,0.13,0,28.38,,,,,,,,,,,,,,,,,,,,,,
"367","LiverD-310.02",0,89.03,0,19.87,102.73,79.39,0,1.97,11.82,4.23,0,0,,,,,,,,,,,,,,,,,,,,,,
"368","LiverD-310.01",1.933333333,98.22,0.05,35.02,27.3,130.52,0,8.88,78.66,8.77,1.74,0,,,,,,,,,,,,,,,,,,,,,,
"369","LiverD-303.06",0,6.78,0,0.41,3.67,0,0,0,0,0.3,3.5,0.58,,,,,,,,,,,,,,,,,,,,,,
"370","LiverD-279.10",0.043333333,16.51,0,0.95,407.81,0.43,2518.96,0,0,2.72,9.1,241.74,,,,,,,,,,,,,,,,,,,,,,
"371","LiverD-279.09",0,16.22,0,0.75,2160.7,0.44,29.15,0,0,4.43,18.68,9.45,,,,,,,,,,,,,,,,,,,,,,
"372","LiverD-058.01",45.1297389,25.97,4.872903312,5.86,0.416514229,84.08276105,0.38086108,7.053606107,138.2996603,13.59,2.03,0.131547094,,,,,,,,,,,,,,,,,,,,,,
"373","LiverD-302.03",0,0.78,0,0.28,7.22,0,114.4,0,0,0.13,0,70.05,,,,,,,,,,,,,,,,,,,,,,
"374","LiverD-256.06",1.58,40.64,1.2,14.07,5156.4,4.29,5.02,6.33,1.63,32.16,4.3,0.63,,,,,,,,,,,,,,,,,,,,,,
"375","LiverD-249.02",0.073333333,100.94,0,14.67,189.66,41.37,53.81,1.32,1.7,7.31,11.21,14.05,,,,,,,,,,,,,,,,,,,,,,
"376","LiverD-139.06",17.49,50.12,3.85,9.91,0.06,25.82,0,1.62,189.42,17.48,0,0,,,,,,,,,,,,,,,,,,,,,,
"377","LiverD-128.05",4.953333333,86.78,0,10.45,87.63,627.08,0.21,38.4,101.13,15.41,37.57,0.06,,,,,,,,,,,,,,,,,,,,,,
"378","LiverD-029.12",55.65333333,43.22,0.26,3.75,0.79,66.07,0,2.97,180.66,1.69,1.65,0,,,,,,,,,,,,,,,,,,,,,,
"379","LiverD-028.15",3.253333333,78.45,0.71,14.42,921.94,2.45,2.47,0.25,3.01,7.91,8.45,11.57,,,,,,,,,,,,,,,,,,,,,,
"380","LiverD-312.03",0,0,0,0.28,0.85,0,44.12,0,0,0.13,0,40.87,,,,,,,,,,,,,,,,,,,,,,
"381","LiverD-094.09",0.033333333,23.59,0,10.92,774.17,1.19,6.71,0,0,6.28,2.5,22.03,,,,,,,,,,,,,,,,,,,,,,
"382","LiverD-313.02",0,17.97,0,0.28,239.13,0.14,2.85,0,0,0.32,0.71,15.93,,,,,,,,,,,,,,,,,,,,,,
"383","LiverD-319.01",0,0.68,0,0.28,2.18,0,0,0,2.31,0.13,1.32,0,,,,,,,,,,,,,,,,,,,,,,
"384","LiverD-057.01",94.40508438,17.39,32.97893426,4.17,0.480429253999999,113.2021605,0.408407652,11.34268683,1115.023895,6.4,1.02,0,,,,,,,,,,,,,,,,,,,,,,
"385","LiverD-318.01",0,0,0,0.28,0,0,0,0,0,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,
"386","LiverD-317.02",0,36.99,0,1.48,3.33,0,7.54,0,0,9.64,0,30.21,,,,,,,,,,,,,,,,,,,,,,
"387","LiverD-317.01",0,10.64,0,0.74,1.55,0,0,0,0,2.84,0,0,,,,,,,,,,,,,,,,,,,,,,
"388","LiverD-315.02",0.21,69.51,0,0.83,4.9,0,0,0,0,17.01,0,0,,,,,,,,,,,,,,,,,,,,,,
"389","LiverD-317.03",0.1,51.06,0,5.67,90.47,0.98,0,0,2.65,14.72,9.47,0,,,,,,,,,,,,,,,,,,,,,,
"390","LiverD-315.01",0,101.16,0,0.71,2.54,0,0,0,0,13.47,0,0,,,,,,,,,,,,,,,,,,,,,,
"391","LiverD-313.03",0,109.79,0,11.5,357,0.34,3.32,0,0,16.96,0,2.56,,,,,,,,,,,,,,,,,,,,,,
"392","LiverD-313.01",0,9.94,0,0.28,375.67,0.66,3.78,0,0,0.65,0.73,40.14,,,,,,,,,,,,,,,,,,,,,,
"393","LiverD-312.06",0,9.12,0,0.28,73.98,0,0.01,0,0,0.13,0,14.08,,,,,,,,,,,,,,,,,,,,,,
"394","LiverD-055.01",0.253041465,44.9,0.126667986,0.57,346.3021486,0.235368636,0.169396194,0,0.053641515,25.17,2.33,0.798415608,,,,,,,,,,,,,,,,,,,,,,
"395","LiverD-312.04",0,2.39,0,0.28,1.32,0,3.38,0,0,0.13,0,5.17,,,,,,,,,,,,,,,,,,,,,,
"396","LiverD-312.02",0,0,0,0.28,1.24,0,21.26,0,0,0.13,0,16.25,,,,,,,,,,,,,,,,,,,,,,
"397","LiverD-312.05",0,2.38,0,0.28,14.66,0,0,0,0,0.13,0,0.45,,,,,,,,,,,,,,,,,,,,,,
"398","LiverD-312.01",0,1.17,0,0.28,2.51,0,128.27,0,0,0.13,0,99.97,,,,,,,,,,,,,,,,,,,,,,
"399","LiverD-308.02",0,14.09,0,0.04,63.4,1.51,0.01,0,0,0,8.09,5.72,,,,,,,,,,,,,,,,,,,,,,
"400","LiverD-305.02",0,8.4,0,0.28,7.1,0,0,0,0,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,
"401","LiverD-303.05",0,59.25,0,2.4,3.32,0,0,0,0,10.79,0,0,,,,,,,,,,,,,,,,,,,,,,
"402","LiverD-284.06",0,16.98,0,1.16,12.6,0,0,0,0.2,1.75,2.62,0,,,,,,,,,,,,,,,,,,,,,,
"403","LiverD-279.08",0,0,0,0.28,13.57,0,2919.08,0,0,0.13,0,399.41,,,,,,,,,,,,,,,,,,,,,,
"404","LiverD-087.04",17.413,58.82,0,15.87,0.338,59.562,0,5.537,55.83,27.32,2.44,0,,,,,,,,,,,,,,,,,,,,,,
"405","LiverD-087.01",0,6.25,0,0.92,43.376,1.718,0.01,0.094,0,0.62,1.93,0,,,,,,,,,,,,,,,,,,,,,,
"406","LiverD-086.02",0,1.56,0,0,115.115,0.099,817.521,0,0,0,0.7,422.933,,,,,,,,,,,,,,,,,,,,,,
"407","LiverD-088.01",0.905,30.25,1.413,8,110.264,0.23,0,0,1.685,19.81,29.01,0.186,,,,,,,,,,,,,,,,,,,,,,
"408","LiverD-086.01",0,35.94,0,12.99,639.593,0.684,36.726,0.113,0,18.11,0.74,0.052,,,,,,,,,,,,,,,,,,,,,,
"409","LiverD-085.01",0.403,71.9,0,22.45,321.286,161.324,0.24,5.995,18.358,6.45,93.65,0.455,,,,,,,,,,,,,,,,,,,,,,
"410","LiverD-084.05",0,6.54,0,0,0,0,0.427,0,0,0,3.17,0.739,,,,,,,,,,,,,,,,,,,,,,
"411","LiverD-084.04",0,2.38,0,0,0,0,0,0,0,0,2.89,0,,,,,,,,,,,,,,,,,,,,,,
"412","LiverD-084.02",0,1.57,0,0,0,0.016,1.262,0,0,0,1.23,1.015,,,,,,,,,,,,,,,,,,,,,,
"413","LiverD-009.02",0,30.53,0,0.92,140.99,13.41,0,0.22,5.1,0.27,1.07,0,,,,,,,,,,,,,,,,,,,,,,
"414","LiverD-084.01",0.044,16.68,0,7.99,34.148,1.389,0,0,0.492,1.77,2.89,0,,,,,,,,,,,,,,,,,,,,,,
"415","LiverD-084.03",0,7.06,0,0,0,0,0.075,0,0,0,4.1,0.063,,,,,,,,,,,,,,,,,,,,,,
"416","LiverD-074.08",19.478,45.67,0.889,3.35,4.946,1068.451,0,109.319,331.136,5.72,1.38,1.78,,,,,,,,,,,,,,,,,,,,,,
"417","LiverD-074.06",15.794,86.67,1.111,9.8,3.488,626.733,0.657,43.913,319.194,12.87,2.68,1.703,,,,,,,,,,,,,,,,,,,,,,
"418","LiverD-074.05",0,23.31,0,0,1.917,0.071,0,0,0,0,4.19,0,,,,,,,,,,,,,,,,,,,,,,
"419","LiverD-072.07",0.463,12.34,2.737,0,40.982,2.045,0.864,0.111,0.423,9.92,1.77,0.949,,,,,,,,,,,,,,,,,,,,,,
"420","LiverD-065.02",0.536,40.13,0,2.21,14.397,0.096,0,0,0.504,16.88,0.81,0,,,,,,,,,,,,,,,,,,,,,,
"421","LiverD-060.10",0,51.55,0,0,398.422,0.111,0.564,0,0.071,12.31,0.74,1.183,,,,,,,,,,,,,,,,,,,,,,
"422","LiverD-060.09",0,13.32,0,0,77.214,0.047,0.853,0,0,5.07,0.85,0.053,,,,,,,,,,,,,,,,,,,,,,
"423","LiverD-069.03",0.719,26.17,0.73,0.19,178.905,6.279,0.943,0.32,6.433,2.43,6.23,0.813,,,,,,,,,,,,,,,,,,,,,,
"424","LiverD-060.08",0,14.31,0,0,56.742,0.041,0.722,0,0,0.54,0.94,0.747,,,,,,,,,,,,,,,,,,,,,,
"425","LiverD-111.12",0,30.72,0,7.2,96.73420531,1.557232077,0.154618088,0,0.194850494,31.2,0,0.288915061,,,,,,,,,,,,,,,,,,,,,,
"426","LiverD-015.03",0,67.35,0,17.34,47.788,0,0,0,0.023,17.99,1.21,0,,,,,,,,,,,,,,,,,,,,,,
"427","LiverD-009.01",0,78.96,0,5.3,144.07,5.4,0,0.16,0.55,1.28,12.88,0,,,,,,,,,,,,,,,,,,,,,,
"428","LiverD-092.03",0,7.08,0,0,292.8458273,180.8225496,30.23136238,0.0030472,3.787883378,0,0,46.29078227,,,,,,,,,,,,,,,,,,,,,,
"429","LiverT-077.01",0.051,16.21,0.366,3.28,6.349,0,0,0,0.094,4.36,4.37,0,,,,,,,,,,,,,,,,,,,,,,
"430","LiverD-164.01",0,4.68,0,0,200.3526772,1.67820034,4.022908391,0,0,0,0,5.184570987,,,,,,,,,,,,,,,,,,,,,,
"431","LiverD-162.02",0.100965544,52.72,0,2.77,16.8458892,0.731288143,0,0,0,15.82,0,0,,,,,,,,,,,,,,,,,,,,,,
"432","LiverD-158.04",0,1.93,0,0,0.184227718,0,18.601135,0,0,0,0,18.41387232,,,,,,,,,,,,,,,,,,,,,,
"433","LiverD-158.01",0,2.35,0,0,0.354843169,0,26.29490064,0,0,0,0,24.18471428,,,,,,,,,,,,,,,,,,,,,,
"434","LiverD-011.06",0.115,2.84,0,0.23,0,0.323,0,0,1.073,0.73,1.32,0,,,,,,,,,,,,,,,,,,,,,,
"435","LiverD-159.01",0,0,0.085,0,18.676,1.253,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"436","LiverD-156.01",0,2.66,0,0,20.04168591,1.261577226,0.984463572,0,0,0,0,1.872216008,,,,,,,,,,,,,,,,,,,,,,
"437","LiverD-155.04",0,0,0.02,0,0,0,0,0,0,0,0.18,0,,,,,,,,,,,,,,,,,,,,,,
"438","LiverD-155.01",0,0,0.084,0,0,0,0,0,0,0,19.27,0,,,,,,,,,,,,,,,,,,,,,,
"439","LiverD-147.02",33.361,0,44.656,0,0.907,348.499,0,49.485,447.713,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"440","LiverD-136.12",0,28.21,0,2.32,347.38,0.33,2.83,0.12,0,5.26,2.6,0.34,,,,,,,,,,,,,,,,,,,,,,
"441","LiverD-136.09",0,77.51,0,2.4,204.25,0.46,0.28,0.08,0,7.33,1.22,0,,,,,,,,,,,,,,,,,,,,,,
"442","LiverD-135.08",0.21,5.45,0,0.58,11.65,0.11,1.1,0,0,1.69,3.51,0.4,,,,,,,,,,,,,,,,,,,,,,
"443","LiverD-146.03",1.16,23.29,0,6.38,7.51,9.51,0,0.54,13.2,11.36,2.85,0,,,,,,,,,,,,,,,,,,,,,,
"444","LiverD-134.15",0,3.36,0,0,0,0,4.608792995,0,0,0,0,2.125847374,,,,,,,,,,,,,,,,,,,,,,
"445","LiverD-134.14",0,0,0.057,0,0,0,5.005,0,0,0,0,2.431,,,,,,,,,,,,,,,,,,,,,,
"446","LiverD-024.01",0,44.57,0,2.36,23.52529045,0,0,0,0,14.01,56.17,0,,,,,,,,,,,,,,,,,,,,,,
"447","LiverD-123.19",0,1.56,0,0,0.065150574,0,0.322024088,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"448","LiverD-001.02",0,10.44,0,1.11,0,0,0,0,0,0.27,0.89,0,,,,,,,,,,,,,,,,,,,,,,
"449","LiverD-001.01",0.03,4.55,0.2,1.66,3.89,1.91,0.49,0.03,0.95,1.57,3.51,0.39,,,,,,,,,,,,,,,,,,,,,,
"450","LiverD-024.09",0.165483465,22.19,0.029199755,2.05,303.5128498,0.178599411,0.589518427,0,0,4.45,1.05,19.45416105,,,,,,,,,,,,,,,,,,,,,,
"451","LiverD-003.02",0,15.65,0,0.67,42.9,0,0,0,0,0.43,0.39,9.22,,,,,,,,,,,,,,,,,,,,,,
"452","LiverD-222.07",0,9.79,0,0.51,70.079,0,0.073,0,0,0.1,0,5.89,,,,,,,,,,,,,,,,,,,,,,
"453","LiverD-224.01",7.077,48.51,0.847,60.52,0.722,110.406,0.182,8.395,190.073,23.3,0.46,0.083,,,,,,,,,,,,,,,,,,,,,,
"454","LiverD-222.06",0,15.09,0,0.67,132.5,0.102,0.026,0,0,0.31,0.63,0,,,,,,,,,,,,,,,,,,,,,,
"455","LiverD-222.05",0,8.18,0,0.67,63.67,0.073,0,0,0,0.31,0.46,0,,,,,,,,,,,,,,,,,,,,,,
"456","LiverD-222.03",0,4.22,0,0.67,45.477,0,0,0,0,0.31,0.46,0,,,,,,,,,,,,,,,,,,,,,,
"457","LiverD-222.01",0,4.75,0,0.67,5.537,0,0,0,0,0.31,0.63,0,,,,,,,,,,,,,,,,,,,,,,
"458","LiverD-218.01",1.431,38.33,0,17.39,1.924,25.873,0,1.444,37.279,15.31,9.62,0,,,,,,,,,,,,,,,,,,,,,,
"459","LiverD-215.01",0,54.72,0,23.02,0,1.102,0,0,0.577,25.3,0.85,0,,,,,,,,,,,,,,,,,,,,,,
"460","LiverD-208.09",0,6.01,0,0.67,4.897,0,0,0,0,0.31,0.46,0.576,,,,,,,,,,,,,,,,,,,,,,
"461","LiverD-221.01",8.88,26.94,0.481,6.12,54.776,250.36,0,31.182,61.613,6.78,0.65,0,,,,,,,,,,,,,,,,,,,,,,
"462","LiverD-208.08",0,11.17,0,0.67,12.622,0,0,0,0,0.31,0.46,0,,,,,,,,,,,,,,,,,,,,,,
"463","LiverD-024.08",0.089544096,26.85,0,1.39,234.0638767,0.123522798,0.425521274,0.065814502,0,1.99,1.71,0.817732339,,,,,,,,,,,,,,,,,,,,,,
"464","LiverD-207.04",0,2.79,0,0.54,0,0,26.296,0,0,0.52,0,71.654,,,,,,,,,,,,,,,,,,,,,,
