"","sample_id","3.oxolithocholic_acid","Acetate","alloisolithocholic_acid","Butyrate","cholic_acid","deoxycholic_acid","glycocholic_acid","isodeoxycholic_acid","lithocholic_acid","propionate","succinate","taurocholic_acid","5aminovalerate","allocholic_acid","alpha.muricholic_acid","beta.muricholic_acid","chenodeoxycholic_acid","Glycine","glycochenodeoxycholic_acid","proline","taurochenodeoxycholic_acid","Tyramine","ursocholic_acid","ursodeoxycholic_acid","5hiaa","anthranilic_acid","kynurenic_acid","kynurenine","niacin","Phenylalanine","serotonin","tryptamine","Tryptophan","Tyrosine"
"643","LiverD-303.03",0,29.31,0,1.72,3.35,0,0,0,0,1.95,1.56,0,,,,,,,,,,,,,,,,,,,,,,
"644","LiverD-208.06",0,6.87,0,0.51,0.095,0,1.05,0,0,0.1,0,0.451,,,,,,,,,,,,,,,,,,,,,,
"645","LiverD-136.14",0,11.99,0,0.51,113.481,0,1.607,0,0,1.1,0,0.121,,,,,,,,,,,,,,,,,,,,,,
"646","LiverD-129.23",0,14.99,0,8.48,0,0,0,0,0,12.32,16.08,0,,,,,,,,,,,,,,,,,,,,,,
"647","LiverD-123.30",0,34.71,0,0.51,0.086,0,26.674,0,0,0.1,2.4,23.405,,,,,,,,,,,,,,,,,,,,,,
"648","LiverD-028.14",0,11.33,0,0.13,1596.04,1.05,7.63,0,0,0,2.76,41.29,,,,,,,,,,,,,,,,,,,,,,
"649","LiverD-353.01",1.36,0.04,0.33,0.46,9.68,0.51,2116.91,0.36,0.37,0.3,3.72,647.67,,,,,,,,,,,,,,,,,,,,,,
"650","LiverD-347.04",1.39,11.91,0.68,0.45,63.33,1.12,0.87,0.34,0.63,0.3,4.8,1.35,,,,,,,,,,,,,,,,,,,,,,
"651","LiverD-063.01",0.624911388,55.62,0,11.93,12.44771628,1.306331137,0,0.454229801,2.131672447,23.84,0.97,0,,,,,,,,,,,,,,,,,,,,,,
"652","LiverD-346.04",1.36,13.52,0.58,3.69,29.5,0.68,24.98,0.35,0.37,6.39,5.32,19.82,,,,,,,,,,,,,,,,,,,,,,
"653","LiverD-346.03",1.38,7.13,0.69,3.43,44.08,0.72,54.09,0.36,0.48,6.58,5.03,39.13,,,,,,,,,,,,,,,,,,,,,,
"654","LiverD-336.08",3.05,13.23,0.65,16.18,1.08,4.08,0.33,0.51,6.35,15.29,38.53,0.51,,,,,,,,,,,,,,,,,,,,,,
"655","LiverD-330.05",0.08,0,0.52,0.46,9.04,0.52,0.39,0.4,0,0.62,1.44,3.77,,,,,,,,,,,,,,,,,,,,,,
"656","LiverD-315.03",0.06,10.33,0.3,1.47,353.96,0.79,24.46,0.41,0.08,1.4,1.8,124.21,,,,,,,,,,,,,,,,,,,,,,
"657","LiverD-270.06",2.42,57.91,0.33,8.44,113.18,1.12,0.91,3.36,0.86,22.64,3.86,0.53,,,,,,,,,,,,,,,,,,,,,,
"658","LiverD-062.02",3.836069409,60.49,0.064957468,13.46,119.31089,242.5026409,0.694183833,18.52998569,66.97168574,8.03,1.98,2.199795989,,,,,,,,,,,,,,,,,,,,,,
"659","LiverD-317.09",1.36,13.71,0.63,0.41,28.32,0.8,5.75,0.34,0.51,0.3,4.44,13.62,,,,,,,,,,,,,,,,,,,,,,
"660","LiverD-239.09",1.31,3.13,0.33,0.45,1.6,0.67,4.68,0.35,0.46,0.39,3.72,8.02,,,,,,,,,,,,,,,,,,,,,,
"661","LiverD-179.05",1.64,14,0.81,1.48,89.56,0.67,0.22,0.55,0.73,5.69,3.72,0.79,,,,,,,,,,,,,,,,,,,,,,
"662","LiverD-163.01",5.45,56.56,2.61,53.07,5.01,303.2,0.38,29.51,166.46,19.41,4.03,0.9,,,,,,,,,,,,,,,,,,,,,,
"663","LiverD-160.01",19.11,28.15,2.72,5.02,3.69,514.52,0.42,22.98,347.67,11.74,4.43,0.36,,,,,,,,,,,,,,,,,,,,,,
"664","LiverD-134.07",1.37,0,0.58,0.41,1.67,2.13,10.38,0.47,1.49,0.3,3.72,3.93,,,,,,,,,,,,,,,,,,,,,,
"665","LiverD-094.10",1.41,81.93,0.33,0.54,81.83,0.79,0.23,0.34,0.52,7.07,4.1,0.29,,,,,,,,,,,,,,,,,,,,,,
"666","LiverD-088.07",1.26,3.22,0.6,3.11,36.37,0.6,0.21,0.77,0.47,1.24,6.33,15.09,,,,,,,,,,,,,,,,,,,,,,
"667","LiverD-134.16",1.34,0,0.33,0.45,0.72,0.55,3.31,0.36,0.46,0.3,3.72,1.58,,,,,,,,,,,,,,,,,,,,,,
"668","LiverD-084.07",1.37,0,0.63,0.41,1.41,0.57,37.08,0.35,0.44,0.48,4.6,19.91,,,,,,,,,,,,,,,,,,,,,,
"669","LiverD-075.07",1.47,0.6,0.55,0.46,25.33,0.68,0.23,0.49,1.76,0.43,5.58,0.28,,,,,,,,,,,,,,,,,,,,,,
"670","LiverD-062.01",10.32521422,30.3,0.455157871,5.13,42.37679458,308.3114038,0.153258431,35.93129882,80.02995063,2.39,1.05,0.911233054,,,,,,,,,,,,,,,,,,,,,,
"671","LiverD-074.07",8.56,65.13,1.02,7.37,4.66,879.03,0.23,48.77,157.32,9.57,3.72,15.73,,,,,,,,,,,,,,,,,,,,,,
"672","LiverD-011.08",4.32,65.59,0.57,15.13,1.4,12.54,0.2,2.29,28.25,11.69,3.98,0.28,,,,,,,,,,,,,,,,,,,,,,
"673","LiverD-011.07",3.28,57.19,0.72,10.29,2.18,9.38,0.22,1.51,17.21,7.72,4.06,0.28,,,,,,,,,,,,,,,,,,,,,,
"674","LiverD-001.07",1.37,11.89,0.69,5.95,2.38,0.61,0.2,0.35,0.5,3.41,5.12,0.26,,,,,,,,,,,,,,,,,,,,,,
"675","LiverD-029.04",1.51,7.27,0.52,0.87,212.99,0.92,1.92,2.65,0.86,0.88,4.15,3.65,,,,,,,,,,,,,,,,,,,,,,
"676","MLiverD-402.08",0.783333333,86.48,0,20.21,93.17,69.33,0.23,4.72,10.47,23.1,3.34,0,,,,,,,,,,,,,,,,,,,,,,
"677","LiverD-336.06",0,8.72,0,0.41,0.32,0,20.45,0,0,1.2,10.16,46.97,,,,,,,,,,,,,,,,,,,,,,
"678","LiverD-336.04",0.043333333,11.46,0,0.78,18.19,0.88,0.89,0,0,3.13,14.92,13.72,,,,,,,,,,,,,,,,,,,,,,
"679","LiverD-336.03",0.263333333,16.71,0,8.68,0.15,3.87,0,0.59,9.26,0.51,38.49,0,,,,,,,,,,,,,,,,,,,,,,
"680","LiverD-060.03",0.340969307,15.34,0,12.74,5.696232613,0.439630675,0,0,0,8.68,4.67,0.193412721,,,,,,,,,,,,,,,,,,,,,,
"681","LiverD-333.01",0,18.48,0,0.41,0.06,0,0,0,0,0.38,1.87,0,,,,,,,,,,,,,,,,,,,,,,
"682","LiverD-298.01",61.875,57.3,6.723,11.59,2.203,86.305,0.785,6.082,142.419,16.37,1.15,0.29,,,,,,,,,,,,,,,,,,,,,,
"683","LiverD-052.01",242.238921,38.79,25.79388096,4.8,0.961723475,141.7184514,0.12361349,14.23180433,621.7299412,10.67,0.97,0.023893294,,,,,,,,,,,,,,,,,,,,,,
"684","LiverD-297.01",0.488,45.97,0,8.95,0.153,14.603,0,0.461,6.865,15.26,1.26,0,,,,,,,,,,,,,,,,,,,,,,
"685","LiverD-299.01",0.809,42.81,1.063,13.5,4.226,380.921,0,31.956,121.938,18.26,0.72,0,,,,,,,,,,,,,,,,,,,,,,
"686","LiverD-296.01",1.957,52.06,8.719,26.5,0.932,54.546,0,2.908,63.664,16.65,1.23,0,,,,,,,,,,,,,,,,,,,,,,
"687","LiverD-295.02",0.089,3.04,0,0.46,39.38,0.588,0.141,0,0,0.66,3.64,0.757,,,,,,,,,,,,,,,,,,,,,,
"688","LiverD-295.01",0.052,0,0,0.46,0.168,0,0,0,0,0.66,0.72,0,,,,,,,,,,,,,,,,,,,,,,
"689","LiverD-294.08",0,9.12,0,0,34.64,0.13,0,0,0,0,0.07,1.54,,,,,,,,,,,,,,,,,,,,,,
"690","LiverD-294.06",0,21.66,0,0,11,0,0.82,0,0,0,0.33,7.8,,,,,,,,,,,,,,,,,,,,,,
"691","LiverD-294.05",0,0,0,0,0.04,0,13.19,0,0,0,0.07,12,,,,,,,,,,,,,,,,,,,,,,
"692","LiverD-294.04",0,0,0,0,0,0,3.95,0,0,0,0.33,3.61,,,,,,,,,,,,,,,,,,,,,,
"693","LiverD-294.07",0,3.14,0,0,10.23,0,0,0,0,0,0.39,0,,,,,,,,,,,,,,,,,,,,,,
"694","LiverD-294.03",0,0,0,0,0,0,60.01,0,0,0,0.07,48.57,,,,,,,,,,,,,,,,,,,,,,
"695","LiverD-051.02",0.893623917,100.16,0.054980423,36.09,224.9795251,0.477485508,1.034758185,1.406218261,4.894233552,41.63,1.01,0.76315448,,,,,,,,,,,,,,,,,,,,,,
"696","LiverD-294.02",0,0,0,0.46,0.238,0,14.726,0,0,0.66,0.72,10.098,,,,,,,,,,,,,,,,,,,,,,
"697","LiverD-294.01",0,0.15,0,0.46,1.07,0,3.382,0,0,0.66,0.72,3.542,,,,,,,,,,,,,,,,,,,,,,
"698","LiverD-293.01",4.442,16.23,2.226,2.56,0.148,2.872,0,0.011,12.951,5.05,1.86,0,,,,,,,,,,,,,,,,,,,,,,
"699","LiverD-292.02",0,0,0,0,0,0,0.25,0,0,0,0.38,0.58,,,,,,,,,,,,,,,,,,,,,,
"700","LiverD-292.01",0,2.67,0,0.46,0.481,0,4.779,0,0,0.66,1.76,11.517,,,,,,,,,,,,,,,,,,,,,,
"701","LiverD-293.03",0,4.38,0,0,13.33,1.04,0,0,0,0,0.18,0.14,,,,,,,,,,,,,,,,,,,,,,
"702","LiverD-285.03",0.007,8.14,0,0.46,0.303,0,0,0,0,0.66,0.86,0,,,,,,,,,,,,,,,,,,,,,,
"703","LiverD-284.04",0,2.75,0,0.31,4.18,0,0.68,0,0,0,3.68,0.52,,,,,,,,,,,,,,,,,,,,,,
"704","LiverD-284.03",0,40.12,0,3.92,106.28,0.09,0.75,0,0.15,0.78,55.79,0.54,,,,,,,,,,,,,,,,,,,,,,
"705","LiverD-281.12",0,3.77,0,0.28,2.29,0,0,0,0,0.13,0,0.56,,,,,,,,,,,,,,,,,,,,,,
"706","LiverD-281.11",0,18.61,0,0,2.29,0,0.35,0,0,0,5.02,0.66,,,,,,,,,,,,,,,,,,,,,,
"707","LiverD-281.10",0,2.53,0,0,8.78,0,3.01,0,0,0,0.07,6.17,,,,,,,,,,,,,,,,,,,,,,
"708","LiverD-281.09",0,1.37,0,0,2.07,0,2.46,0,0,0,0.07,1.94,,,,,,,,,,,,,,,,,,,,,,
"709","LiverD-051.01",1.862012135,63.13,0,19.01,140.4491162,0.389131809,0.357486354,1.209448772,4.422159976,25.61,1.06,0.297215751,,,,,,,,,,,,,,,,,,,,,,
"710","LiverD-281.08",0,0,0,0,0.02,0,2.26,0,0,0,0.07,0.7,,,,,,,,,,,,,,,,,,,,,,
"711","LiverD-281.07",0,0,0,0,0,0,0.06,0,0,0,0.07,0.01,,,,,,,,,,,,,,,,,,,,,,
"712","LiverD-281.05",0,8.72,0,0,1.1,0,0,0,0,0,0.47,0.23,,,,,,,,,,,,,,,,,,,,,,
"713","LiverD-281.04",0,3.73,0,0,0.64,0,0.21,0,0,0,0.07,0.84,,,,,,,,,,,,,,,,,,,,,,
"714","LiverD-281.02",0.007,3.01,0,0.46,95.66,0,45.833,0,0,0.66,0.72,22.264,,,,,,,,,,,,,,,,,,,,,,
"715","LiverD-279.05",1,40.95,0.66,12.15,0.45,0,0,0,0.73,17.48,1.29,0,,,,,,,,,,,,,,,,,,,,,,
"716","LiverD-049.01",0.1693793,10.12,0,0.84,347.5549011,5.717840806,1.024371525,0.098968064,0.053810757,0.58,1.79,0.345881417,,,,,,,,,,,,,,,,,,,,,,
"717","LiverD-281.03",0,0.67,0,0,0.02,0,0,0,0,0,0.07,0,,,,,,,,,,,,,,,,,,,,,,
"718","LiverD-006.01",0,99.16,0,20.79,34,39.89,0,1.64,12.46,21.34,0.88,0,,,,,,,,,,,,,,,,,,,,,,
"719","LiverD-203.11",0.058,81.96,0,3.31,355.241,0,0.714,0,0.507,3.3,9.54,1.461,,,,,,,,,,,,,,,,,,,,,,
"720","LiverD-202.03",0,1.81,0,0.54,0,0,0.539,0,0,0.52,0,0.115,,,,,,,,,,,,,,,,,,,,,,
"721","LiverD-187.20",0,57.54,0,3.18,99.15,29.75,5.75,0,6.59,19.65,21.34,9.97,,,,,,,,,,,,,,,,,,,,,,
"722","LiverD-129.27",0,7,0,0.01,2.81,0,0,0,0,0.16,5.51,0,,,,,,,,,,,,,,,,,,,,,,
"723","LiverD-129.26",0,23.09,0,10.82,5.01,0,0,0,0,4.45,18.91,0,,,,,,,,,,,,,,,,,,,,,,
"724","LiverD-283.01",71.214,51.63,12.582,10.43,8.404,504.291,0.064,83.825,347.493,32.15,1.23,0,,,,,,,,,,,,,,,,,,,,,,
"725","LiverD-281.01",6.631,74.56,1.506,7.59,26.728,79.204,0.602,3.476,44.897,20.34,5.05,0,,,,,,,,,,,,,,,,,,,,,,
"726","LiverD-279.04",2.261,73.28,0.254,6.4,1.679,0,0,0,1.42,20.3,0.86,0,,,,,,,,,,,,,,,,,,,,,,
"727","LiverD-284.01",0.252,17.82,0,3.68,27.854,0,0.554,0,0.366,2.29,8.91,0.042,,,,,,,,,,,,,,,,,,,,,,
"728","LiverD-279.03",1.163,96.14,0.943,22.77,6.726,0,0,0,3.763,38.02,1.39,0,,,,,,,,,,,,,,,,,,,,,,
"729","LiverD-045.03",0.139662801,19.72,0.123763988,3.8,29.19359311,1.443711411,0.123465365,0.045360625,0.339209437,10.96,0.54,0.12849019,,,,,,,,,,,,,,,,,,,,,,
"730","LiverD-279.02",1.942,82.04,0.696,20.42,2.15,0,0,0,2.965,33.23,2.13,0,,,,,,,,,,,,,,,,,,,,,,
"731","LiverD-279.01",0.817,69.97,0.714,10.62,11.718,0.066,0.154,0.232,9.888,26.92,0.9,0,,,,,,,,,,,,,,,,,,,,,,
"732","LiverD-270.04",0,13.92,0,0.62,26.498,0.058,0,0,0,1.11,4.06,0,,,,,,,,,,,,,,,,,,,,,,
"733","LiverD-268.05",0,0,0,0.62,0.818,0,30.96,0,0,0.24,0.72,26.449,,,,,,,,,,,,,,,,,,,,,,
"734","LiverD-268.03",0.215,1.93,0,0.58,0.131,0.03,1.404,0.044,0,0.49,0,2,,,,,,,,,,,,,,,,,,,,,,
"735","LiverD-278.01",6.841,23.65,0,4.89,0.683,19.264,0,1.883,17.921,4.59,1.15,0,,,,,,,,,,,,,,,,,,,,,,
"736","LiverD-266.04",0.186,1.93,0,0.58,4.681,0.033,286.184,0.048,0,0.49,0,209.007,,,,,,,,,,,,,,,,,,,,,,
"737","LiverD-264.11",6.709,44.91,2.253,6.66,15.6,173.338,0.004,11.461,61.753,15.97,1.46,0.11,,,,,,,,,,,,,,,,,,,,,,
"738","LiverD-264.09",2.956,10.18,0.27,1.07,0.189,3.619,0,0,1.424,2.32,29.34,0,,,,,,,,,,,,,,,,,,,,,,
"739","LiverD-264.08",104.554,40.22,7.586,11.41,2.027,926.839,0.02,67.851,1020.44,15.48,0.41,0,,,,,,,,,,,,,,,,,,,,,,
"740","LiverD-262.04",0.176,3.43,0,0.58,0.715,0.096,3.4,0.054,0,0.49,0,2.864,,,,,,,,,,,,,,,,,,,,,,
"741","LiverD-260.07",0.22,6.08,0,0.58,57.012,0.476,0.302,0.052,0,0.49,0,8.76,,,,,,,,,,,,,,,,,,,,,,
"742","LiverD-250.04",0.107,62.11,0,12.47,2.796,0,0,0,0.261,22.76,1.09,0,,,,,,,,,,,,,,,,,,,,,,
"743","LiverD-045.02",0.269553289,30.49,0.143157497,2.05,23.75500727,2.163471893,0.018146647,0.132299413,0.166888447,22.73,29.17,0.534936262,,,,,,,,,,,,,,,,,,,,,,
"744","LiverD-203.10",0.008,77.53,0,6.15,144.071,0.071,0.498,0.724,0.096,2.61,2.84,0.853,,,,,,,,,,,,,,,,,,,,,,
"745","LiverD-270.03",0,43.68,0,0.62,0.41,1.136,0,0,2.63,0.24,1.32,0,,,,,,,,,,,,,,,,,,,,,,
"746","LiverD-002.12",0,0.79,0.011,0.62,116.756,0.695,0.683,0.009,0.672,0.24,1.14,2.857,,,,,,,,,,,,,,,,,,,,,,
"747","LiverD-203.09",0,41.04,0.085,2.6,902.032,1.35,151.975,1.462,0.221,2,3.07,234.57,,,,,,,,,,,,,,,,,,,,,,
"748","LiverD-270.01",2.693,55.34,0.132,17.52,0.158,68.111,0,3.43,51.477,39.3,1.02,0,,,,,,,,,,,,,,,,,,,,,,
"749","LiverD-269.01",331.882,66.14,24.925,6.31,2.384,1040.566,2.372,137.512,483.131,19.37,0.72,0.294,,,,,,,,,,,,,,,,,,,,,,
"750","LiverD-268.01",0,0,0,0.62,0,0,0,0,0,0.24,0.72,0,,,,,,,,,,,,,,,,,,,,,,
"751","LiverD-266.02",0.047,54.59,0.042,7.35,3.876,0,0,0,0.399,11.19,6.7,0,,,,,,,,,,,,,,,,,,,,,,
"752","LiverD-043.02",0,19.53,0,0.22,50.73810746,0.184014826,0.303889327,0,0,0.08,1.68,5.768041191,,,,,,,,,,,,,,,,,,,,,,
"753","LiverD-265.01",1.048,36.92,0.913,7.37,0.262,5.407,0,0.289,14.331,22.39,0,0,,,,,,,,,,,,,,,,,,,,,,
"754","LiverD-264.07",50.44,19.43,3.966,3.55,1.731,159.347,0,12.084,217.579,6.89,1.26,0.002,,,,,,,,,,,,,,,,,,,,,,
"755","LiverD-266.01",0.134,70.02,0,9.12,4.772,0,0,0,0.327,13.29,4.42,0,,,,,,,,,,,,,,,,,,,,,,
"756","LiverD-264.06",22.392,13.81,5.448,2.27,1.902,56.283,0,3.983,160.668,5.63,1.27,0,,,,,,,,,,,,,,,,,,,,,,
"757","LiverD-264.05",54.3,3.62,6.2,1.4,2.524,40.612,0,2.168,217.715,2.71,0.72,0,,,,,,,,,,,,,,,,,,,,,,
"758","LiverD-264.04",63.131,6.84,14.301,2.17,2.857,88.257,0,4.201,315.228,5.17,0.72,0.066,,,,,,,,,,,,,,,,,,,,,,
"759","LiverD-264.03",29.632,8.19,14.701,1.89,2.987,89.083,0.042,5.038,337.216,4.7,0.72,0.146,,,,,,,,,,,,,,,,,,,,,,
"760","LiverD-262.03",0,3.47,0,0.62,1.719,0,32.097,0,0,1.14,4.04,42.127,,,,,,,,,,,,,,,,,,,,,,
"761","LiverD-262.01",0,0,0,0.81,162.188,3.03,2.143,0,0.306,0.24,0.72,7.085,,,,,,,,,,,,,,,,,,,,,,
"762","LiverD-261.01",0.379,128.62,0.995,40.43,0.368,10.766,0,1.009,10.188,13.08,5.28,0,,,,,,,,,,,,,,,,,,,,,,
"763","LiverD-264.01",49.328,8.66,14.563,3.32,3.32,122.933,0,6.482,324.614,7.53,0.72,0,,,,,,,,,,,,,,,,,,,,,,
"764","LiverD-043.01",0.109742314,21.62,0,0.22,9.466435623,0,0,0,0,0.08,1.44,5.482960421,,,,,,,,,,,,,,,,,,,,,,
"765","LiverD-260.06",0,4.76,0,0.62,166.876,2.026,3.04,0,0,0.24,0.72,24.761,,,,,,,,,,,,,,,,,,,,,,
"766","LiverD-260.05",0,3.19,0,0.62,43.058,0.846,0.041,0,0,0.24,0.72,0.416,,,,,,,,,,,,,,,,,,,,,,
"767","LiverD-260.03",0,0.91,0.053,0.62,18.751,0.32,1.984,0,0.005,0.24,0.72,8.055,,,,,,,,,,,,,,,,,,,,,,
"768","LiverD-236.03",0.071,29.02,0,28.83,78.516,49.766,0,2.548,22.634,11.46,0.85,0,,,,,,,,,,,,,,,,,,,,,,
"769","LiverD-236.01",0,12.57,0,11.06,55.515,18.16,0,0,13.307,7.38,0,0,,,,,,,,,,,,,,,,,,,,,,
"770","LiverD-235.02",0,10.11,0,1.62,62.684,0,0,0,0,0.1,1.76,0,,,,,,,,,,,,,,,,,,,,,,
"771","LiverD-237.01",2.699,55.21,0,6.65,13.415,53.435,0,2.069,28.635,22.83,9.02,0,,,,,,,,,,,,,,,,,,,,,,
"772","LiverD-235.01",0,24.46,0,5.43,81.485,0,0,0,0,0.47,3.49,0,,,,,,,,,,,,,,,,,,,,,,
"773","LiverD-234.10",0.188,10.07,0.032,0.89,1.458,0.038,0,0.045,0.07,2.84,33.53,0,,,,,,,,,,,,,,,,,,,,,,
"774","LiverD-234.08",0.223,29.48,0,9.02,1.492,0.062,0,0.048,0.004,19.36,0.49,0,,,,,,,,,,,,,,,,,,,,,,
"775","LiverD-234.07",0,19.29,0,0.51,0.424,0,0,0,0,2.61,37.98,0,,,,,,,,,,,,,,,,,,,,,,
"776","LiverD-233.07",0,8.2,0,0.51,218.049,0,1.084,0,0,0.1,0,63.174,,,,,,,,,,,,,,,,,,,,,,
"777","LiverD-034.06",0.187387468,30.13,0.031848715,1.77,210.0156865,0.349557625,0.370521559,0.105660016,0.293869753,1.7,1.03,2.321799706,,,,,,,,,,,,,,,,,,,,,,
"778","LiverD-233.05",0,8.8,0,0.51,203.654,0,1.817,0,0,0.1,0.22,12.293,,,,,,,,,,,,,,,,,,,,,,
"779","LiverD-234.05",0,16.09,0,0.51,1.362,0,0,0,0,0.57,26.92,0,,,,,,,,,,,,,,,,,,,,,,
"780","LiverD-231.11",0.182,3.85,0,0.58,0.068,0.025,8.351,0.042,0,0.49,0,40.796,,,,,,,,,,,,,,,,,,,,,,
"781","LiverD-228.10",0,2.16,0,0.51,0.383,0,92.197,0,0,0.1,0.35,46.995,,,,,,,,,,,,,,,,,,,,,,
"782","LiverD-228.09",0,2.16,0,0.51,0.627,0,46.384,0,0,0.1,0,10.07,,,,,,,,,,,,,,,,,,,,,,
"783","LiverD-228.07",0,3.44,0,0.51,0.22,0,4.902,0,0,0.1,0,4.397,,,,,,,,,,,,,,,,,,,,,,
"784","LiverD-222.11",0,83.1,0,5.77,92.443,0.091,0,0,0,48.19,3.04,0,,,,,,,,,,,,,,,,,,,,,,
"785","LiverD-222.09",0,26.32,0,4.72,47.232,0,0,0,0,11.06,0,0,,,,,,,,,,,,,,,,,,,,,,
"786","LiverD-228.08",0,2.16,0,0.51,0.441,0,94.279,0,0,0.1,0,19.458,,,,,,,,,,,,,,,,,,,,,,
"787","LiverD-218.04",0.179,3.42,0,0.58,1.289,0.079,2.809,0.049,0.087,0.49,0.28,1.511,,,,,,,,,,,,,,,,,,,,,,
"788","LiverD-032.02",0.077986589,114.03,0.245678771,3.14,29.63825011,0.087459711,0.038262342,0,1.398703494,3.43,8.99,0.003473938,,,,,,,,,,,,,,,,,,,,,,
"789","LiverD-110.04",0,8.86,0,0.51,70.392,27.191,227.234,0.607,0,0.1,0.09,21.529,,,,,,,,,,,,,,,,,,,,,,
"790","LiverD-034.05",0,6.27,0,0.22,22.65999906,0.008727952,0.416929521,0,0,0.08,0.92,55.50178175,,,,,,,,,,,,,,,,,,,,,,
"791","LiverD-002.06",0,9.28,0,0.51,81.169,0,0.11,0,0,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,
"792","LiverD-002.05",0,8.49,0,0.51,50.218,0,0,0,0,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,
"793","LiverD-002.03",0.037,16.18,0,1.68,6.399,0,0,0,0.914,0.42,0,0,,,,,,,,,,,,,,,,,,,,,,
"794","LiverD-234.04",0,18.65,0,0.51,0.934,0,0,0,0.114,0.1,20,0,,,,,,,,,,,,,,,,,,,,,,
"795","LiverD-234.01",0,24.13,0,5.5,1.134,0,0,0,0,21.51,6.29,0,,,,,,,,,,,,,,,,,,,,,,
"796","LiverD-233.04",0,4.16,0,0.51,118.883,0,0,0,0,0.1,0,0.17,,,,,,,,,,,,,,,,,,,,,,
"797","LiverD-233.01",0,4.09,0,0.67,192.446,0,0.168,0,0,0.31,0.46,1.299,,,,,,,,,,,,,,,,,,,,,,
"798","LiverD-234.03",0,21.41,0,3.16,4.422,0,0,0,0.122,7.83,0.19,0,,,,,,,,,,,,,,,,,,,,,,
"799","LiverD-232.01",1.227,43.13,0,7,4.905,201.447,0,10.446,49.841,7.16,1.5,0,,,,,,,,,,,,,,,,,,,,,,
"800","LiverD-231.07",0,2.16,0,0.51,0,0,0,0,0,0.1,0,0.817,,,,,,,,,,,,,,,,,,,,,,
"801","LiverD-029.03",0.177362993,14.13,0,0.93,48.70720999,0.037716501,0.250331383,0,0.128320035,1.23,0.74,0.050836951,,,,,,,,,,,,,,,,,,,,,,
"802","LiverD-231.06",0,2.16,0,0.51,0,0,4.341,0,0,0.1,0,11.612,,,,,,,,,,,,,,,,,,,,,,
"803","LiverD-230.01",0,15.1,0,0.51,3.861,0,0,0,0,0.1,0,4.185,,,,,,,,,,,,,,,,,,,,,,
"804","LiverD-228.04",0,3.81,0,0.51,0,0,0.775,0,0,0.1,0,0.528,,,,,,,,,,,,,,,,,,,,,,
"805","LiverD-228.03",0,1.55,0,0.67,7.014,0,5.678,0,0,0.31,0.46,1.623,,,,,,,,,,,,,,,,,,,,,,
"806","LiverD-231.02",0,3.19,0,0.67,0,0,2.894,0,0,0.31,0.46,7.908,,,,,,,,,,,,,,,,,,,,,,
"807","LiverD-228.01",0.574,9.86,0.234,1.01,3.118,0.136,0,0,0.826,0.87,3.07,0,,,,,,,,,,,,,,,,,,,,,,
"808","LiverD-227.02",0,17.19,0,0.67,2.916,0,0,0,0,0.68,6.76,0,,,,,,,,,,,,,,,,,,,,,,
"809","LiverD-227.01",0,36.54,0,24.69,6.71,0,0,0,0,5.06,11.34,0,,,,,,,,,,,,,,,,,,,,,,
"810","LiverD-226.02",0,54.2,0,2.55,61.413,227.709,0.679,15.463,52.605,6.92,20.31,0.065,,,,,,,,,,,,,,,,,,,,,,
"811","LiverD-138.09",0,7.58,0,0.67,0.513,0,183.512,0,0,0.31,0.46,35.281,,,,,,,,,,,,,,,,,,,,,,
"812","LiverD-136.16",0,5.58,0,0.67,636.627,0,6.883,0,0,1.58,5.22,4.989,,,,,,,,,,,,,,,,,,,,,,
"813","LiverD-129.13",0,12.12,0,3.79,0.749,0,0,0,0,1.1,1.09,0,,,,,,,,,,,,,,,,,,,,,,
"814","LiverD-129.12",0,34.18,0,15.58,15.41,0.154,0,0,0,6.21,15.47,0,,,,,,,,,,,,,,,,,,,,,,
"815","LiverD-123.34",0,8.02,0,0.67,0,0,19.088,0,0,0.31,4.26,17.016,,,,,,,,,,,,,,,,,,,,,,
"816","LiverD-024.07",0.025322592,27.06,0.005712297,1.17,384.2364722,0.158515746,1.231335918,0,0,5.77,1.33,1.179730723,,,,,,,,,,,,,,,,,,,,,,
"817","LiverD-123.32",0,1.55,0,0.67,0,0,24.826,0,0,0.31,0.46,23.736,,,,,,,,,,,,,,,,,,,,,,
"818","LiverD-123.31",0,7.62,0,0.67,0,0,10.901,0,0,0.31,1.41,10.341,,,,,,,,,,,,,,,,,,,,,,
"819","LiverD-123.29",0,4.59,0,0.67,0,0,18.078,0,0,0.31,0.46,17.7,,,,,,,,,,,,,,,,,,,,,,
"820","LiverD-123.28",0,2.83,0,0.67,0.396,0,69.245,0,0,0.31,0.66,67.139,,,,,,,,,,,,,,,,,,,,,,
"821","LiverD-119.06",0,59.23,0,7.22,107.127,0,0,0,0.101,14.69,1.75,0,,,,,,,,,,,,,,,,,,,,,,
"822","LiverD-077.02",12.261,35.54,0.051,5.62,42.856,68.014,1.15,5.577,106.956,28.36,14.77,0,,,,,,,,,,,,,,,,,,,,,,
"823","LiverD-024.06",0.0067592,18.55,0,0.22,1605.341684,0.094256786,6.287509682,0,0.011945258,3.32,4.43,11.90954549,,,,,,,,,,,,,,,,,,,,,,
