Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,3-oxolithocholic_acid,Acetate,alloisolithocholic_acid,Butyrate,cholic_acid,deoxycholic_acid,glycocholic_acid,isodeoxycholic_acid,lithocholic_acid,propionate,succinate,taurocholic_acid,adapter,DNAconc,ForwardBarcode,Group,libraryname,mouse.number,nseqs,reads.in,reads.out,ReverseBarcode,sampleid,treatment
SRR22802543,WGA,311,2556526814,PRJNA912122,SAMN32225901,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1107449001,UNIVERSITY OF CHICAGO,2021-12-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761800,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-235.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:54:00Z,1,LiverD-235.04,SRP413645,0.218,24.37,0,0.86,2.547,0.034,0,0.048,0.005,0.49,1.25,0,,,,,,,,,,,,
SRR22802544,WGA,313,3603195903,PRJNA912122,SAMN32225487,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1515275250,UNIVERSITY OF CHICAGO,2021-06-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762369,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-079.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:03:00Z,1,LiverD-079.01,SRP413645,0.433,61.5,0,34.13,16.868,101.491,10.697,2.413,42.385,36.83,8.41,4.891,,,,,,,,,,,,
SRR22802545,WGA,292,1932484077,PRJNA912122,SAMN32225285,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",991444057,UNIVERSITY OF CHICAGO,2021-04-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762368,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-004.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:57:00Z,1,LiverD-004.05,SRP413645,0,9.74,0,0.55,374.3080208,0,2.969417009,0,0,0.33,1.23,3.123911869,,,,,,,,,,,,
SRR22802546,WGA,313,1855962123,PRJNA912122,SAMN32225485,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",787618982,UNIVERSITY OF CHICAGO,2021-06-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762367,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-077.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:50:00Z,1,LiverD-077.01,SRP413645,9.471,85.12,0.457,24.4,2.248,47.25,0.153,5.112,81.766,31.71,18.41,0.087,,,,,,,,,,,,
SRR22802547,WGA,291,2075244901,PRJNA912122,SAMN32225480,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1110159392,UNIVERSITY OF CHICAGO,2021-06-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762365,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-075.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:57:00Z,1,LiverD-075.02,SRP413645,0.564,27.69,0.209,9.51,642.101,0.657,0.439,0.702,3.108,10.33,1.98,0.233,,,,,,,,,,,,
SRR22802548,WGA,313,2480894126,PRJNA912122,SAMN32225479,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1055817563,UNIVERSITY OF CHICAGO,2021-05-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762364,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-075.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:49:00Z,1,LiverD-075.01,SRP413645,0.200487623,7.37,0,0.54,5.408990267,0.025880506,0,0,0,0.39,1.15,0,,,,,,,,,,,,
SRR22802549,WGA,292,1947686245,PRJNA912122,SAMN32225472,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1036129583,UNIVERSITY OF CHICAGO,2021-07-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762363,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-074.11,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:34:00Z,1,LiverD-074.11,SRP413645,0.969,48.9,0.298,7.82,210.061,20.1,0.651,0.667,1.374,35.67,10.49,1.777,,,,,,,,,,,,
SRR22802550,WGA,313,2497807491,PRJNA912122,SAMN32225484,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1053937839,UNIVERSITY OF CHICAGO,2021-05-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762366,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-076.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:51:00Z,1,LiverD-076.01,SRP413645,0.152,56.08,0,0.58,30.963,0.03,0.019,0,0.015,1.43,9.82,0.032,,,,,,,,,,,,
SRR22802551,WGA,291,2199121974,PRJNA912122,SAMN32225471,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1179994497,UNIVERSITY OF CHICAGO,2021-07-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762362,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-074.10,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:48:00Z,1,LiverD-074.10,SRP413645,6.32,34.73,0.75,3.79,2.395,231.223,0.468,8.815,68.535,10.53,0,1.088,,,,,,,,,,,,
SRR22802552,WGA,313,1886607309,PRJNA912122,SAMN32225465,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",795373813,UNIVERSITY OF CHICAGO,2021-06-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762361,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-074.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:39:00Z,1,LiverD-074.03,SRP413645,0.025,5.45,0,0.58,4.033,0.209,8.898,0,0,0.34,1.01,18.459,,,,,,,,,,,,
SRR22802553,WGA,313,1988249101,PRJNA912122,SAMN32225464,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",834235559,UNIVERSITY OF CHICAGO,2021-06-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762360,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-074.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:47:00Z,1,LiverD-074.02,SRP413645,0.073,52.13,0.446,15.51,11.526,3.019,0.17,0.205,0.861,5.47,4.7,0.112,,,,,,,,,,,,
SRR22802554,WGA,313,1884583828,PRJNA912122,SAMN32225463,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",788255138,UNIVERSITY OF CHICAGO,2021-05-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762359,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-074.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:40:00Z,1,LiverD-074.01,SRP413645,5.208,64.2,18.436,11.59,1.827,23.265,0.034,3.221,36.715,22.89,2.13,0.057,,,,,,,,,,,,
SRR22802555,WGA,291,1839744834,PRJNA912122,SAMN32225457,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",994247993,UNIVERSITY OF CHICAGO,2021-07-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762358,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-072.08,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:34:00Z,1,LiverD-072.08,SRP413645,1.479,14.97,1.509,1.32,216.486,12.015,0.41,1.277,2.081,8.17,0,2.278,,,,,,,,,,,,
SRR22802556,WGA,291,1363699552,PRJNA912122,SAMN32225284,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",735278675,UNIVERSITY OF CHICAGO,2021-04-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762357,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-004.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:29:00Z,1,LiverD-004.02,SRP413645,0,18.04,0,0.67,8.09,0,0,0,0,1.87,4.4,0,,,,,,,,,,,,
SRR22802557,WGA,291,1571678395,PRJNA912122,SAMN32225271,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",841257610,UNIVERSITY OF CHICAGO,2021-04-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762356,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-002.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:36:00Z,1,LiverD-002.01,SRP413645,0,17.84,0,2.33,59.87,0,0,0,0,0.68,0.95,0,,,,,,,,,,,,
SRR22802558,WGA,291,1950593406,PRJNA912122,SAMN32225455,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1047579230,UNIVERSITY OF CHICAGO,2021-06-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762355,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-072.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:07:00Z,1,LiverD-072.04,SRP413645,15.408,36.51,15.305,15.42,1.263,68.154,0.446,8.363,74.596,17.27,2.95,0.207,,,,,,,,,,,,
SRR22802559,WGA,313,2844124514,PRJNA912122,SAMN32225454,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1208213548,UNIVERSITY OF CHICAGO,2021-06-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762354,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-072.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:53:00Z,1,LiverD-072.03,SRP413645,53.604,29.31,59.024,7.95,1.145,373.277,0.115,39.496,326.387,16.78,1.01,0.04,,,,,,,,,,,,
SRR22802560,WGA,313,3051312975,PRJNA912122,SAMN32225453,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1291359636,UNIVERSITY OF CHICAGO,2021-05-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762353,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-072.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:08:00Z,1,LiverD-072.02,SRP413645,167.7184945,59.1,28.02798571,10.22,0.835830501,266.0517801,0.11669403,15.67253057,390.6784457,22.59,1.05,0,,,,,,,,,,,,
SRR22802561,WGA,313,2751033375,PRJNA912122,SAMN32225452,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1158266318,UNIVERSITY OF CHICAGO,2021-05-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762352,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-072.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:13:00Z,1,LiverD-072.01,SRP413645,105.3506582,32.47,24.51776486,7.81,0.73053342,203.7832958,0.460526773,14.67917467,221.0377991,11.48,1.02,0.095010938,,,,,,,,,,,,
SRR22802562,WGA,313,2781024410,PRJNA912122,SAMN32225451,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1171811535,UNIVERSITY OF CHICAGO,2021-06-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761842,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-070.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:51:00Z,1,LiverD-070.01,SRP413645,0.717,12.72,0.362,1.95,0.7,1.67,0.052,0.32,1.799,3.67,1.21,0.341,,,,,,,,,,,,
SRR22802563,WGA,313,2553594350,PRJNA912122,SAMN32225397,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1089607008,UNIVERSITY OF CHICAGO,2021-05-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762350,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-049.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:37:00Z,1,LiverD-049.02,SRP413645,0,26.42,0,0.58,62.565,0.275,2.165,0,0,13.13,2.08,18.614,,,,,,,,,,,,
SRR22802564,WGA,291,1874712264,PRJNA912122,SAMN32225395,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1002012688,UNIVERSITY OF CHICAGO,2021-07-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762349,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-048.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:41:00Z,1,LiverD-048.02,SRP413645,2.863,22.53,1.863,2.7,0.343,2.969,0.195,0.351,4.188,5.11,0.75,0.267,,,,,,,,,,,,
SRR22802565,WGA,291,1917574309,PRJNA912122,SAMN32225394,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1030638543,UNIVERSITY OF CHICAGO,2021-07-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762348,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-048.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:54:00Z,1,LiverD-048.01,SRP413645,20.994,30.27,27.802,2.2,0.764,39.55,0.171,3.365,94.079,6.88,0.15,0.231,,,,,,,,,,,,
SRR22802566,WGA,312,41735502,PRJNA912122,SAMN32225393,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",17561589,UNIVERSITY OF CHICAGO,2021-05-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762347,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-047.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:06:00Z,1,LiverD-047.05,SRP413645,0.197303503,6.55,0,0.54,0.233078091,0,1.800647278,0,0,0.39,1.22,1.98626565,,,,,,,,,,,,
SRR22802567,WGA,313,2907391937,PRJNA912122,SAMN32225387,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1237219155,UNIVERSITY OF CHICAGO,2021-06-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762346,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-044.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:58:00Z,1,LiverD-044.04,SRP413645,0.566,25.71,0,4.55,0.861,0.017,0,0,0.011,18.91,2.6,0,,,,,,,,,,,,
SRR22802568,WGA,313,3724155135,PRJNA912122,SAMN32225386,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1579752155,UNIVERSITY OF CHICAGO,2021-05-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762345,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-044.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:45:00Z,1,LiverD-044.03,SRP413645,0.155,10.6,0.015,0.73,2.907,0.018,0,0,0,1.02,3.8,0,,,,,,,,,,,,
SRR22802569,WGA,291,1567811462,PRJNA912122,SAMN32225303,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",843630632,UNIVERSITY OF CHICAGO,2021-04-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762344,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-015.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:35:00Z,1,LiverD-015.01,SRP413645,0,54.8,0,11.95,68.08734046,0.013542368,0,0,0,5.51,7.1,4.281574194,,,,,,,,,,,,
SRR22802570,WGA,313,2499596923,PRJNA912122,SAMN32225385,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1054848226,UNIVERSITY OF CHICAGO,2021-05-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762343,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-044.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:53:00Z,1,LiverD-044.02,SRP413645,0.773900342,20.12,0,4.58,5.699581957,0.011802571,0,0,0,17.15,0.98,0,,,,,,,,,,,,
SRR22802571,WGA,313,2529453504,PRJNA912122,SAMN32225370,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1062449248,UNIVERSITY OF CHICAGO,2021-05-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762342,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-035.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:52:00Z,1,LiverD-035.02,SRP413645,0.479355932,86.08,0,7.55,48.72813739,0.894983311,0.20983136,0,0,10.39,2.78,0.055556188,,,,,,,,,,,,
SRR22802572,WGA,292,1608699330,PRJNA912122,SAMN32225364,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",859975361,UNIVERSITY OF CHICAGO,2021-07-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762341,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-033.06,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:17:00Z,1,LiverD-033.06,SRP413645,2.262,79.71,0.633,5.42,42.249,102.314,0.445,6.55,54.485,15.53,18.66,0.963,,,,,,,,,,,,
SRR22802573,WGA,313,1924223750,PRJNA912122,SAMN32225357,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",810277319,UNIVERSITY OF CHICAGO,2021-05-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762340,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-032.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:50:00Z,1,LiverD-032.04,SRP413645,0.349301824,7.01,0.06067216,0.54,7.230989815,0.015784076,306.3157521,0,0,0.39,1,178.2973456,,,,,,,,,,,,
SRR22802574,WGA,313,2290447147,PRJNA912122,SAMN32225356,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",978591549,UNIVERSITY OF CHICAGO,2021-05-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762339,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-032.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:34:00Z,1,LiverD-032.03,SRP413645,0.235514867,11.08,0,0.54,8.851385234,0.039625213,1263.491245,0,0,0.39,1.02,339.1875924,,,,,,,,,,,,
SRR22802575,WGA,312,1658353063,PRJNA912122,SAMN32225350,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",725805178,UNIVERSITY OF CHICAGO,2021-06-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762338,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-029.06,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:21:00Z,1,LiverD-029.06,SRP413645,0.035,11.04,0,0.9,102.259,1.045,1.157,5.626,0.063,0.53,1.33,31.129,,,,,,,,,,,,
SRR22802576,WGA,313,2740231058,PRJNA912122,SAMN32225349,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1164709011,UNIVERSITY OF CHICAGO,2021-05-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762337,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-029.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:37:00Z,1,LiverD-029.05,SRP413645,0.449486485,14.73,0.035784941,0.94,107.1708207,0.360747791,0.839801615,1.212914533,0.078551393,0.68,1.3,3.854506722,,,,,,,,,,,,
SRR22802577,WGA,292,2176976822,PRJNA912122,SAMN32225317,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1166457726,UNIVERSITY OF CHICAGO,2021-06-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762336,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-022.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:50:00Z,1,LiverD-022.03,SRP413645,0.45,20.02,0.043,11.05,197.452,0.851,0.195,0,1.691,11.52,1.02,1.206,,,,,,,,,,,,
SRR22802578,WGA,291,2251514283,PRJNA912122,SAMN32225311,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1212323204,UNIVERSITY OF CHICAGO,2021-07-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762335,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-020.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:55:00Z,1,LiverD-020.02,SRP413645,19.969,23.63,10.883,3.32,4.727,147.671,0.908,10.473,54.861,4.07,0,2.138,,,,,,,,,,,,
SRR22802579,WGA,287,2313360970,PRJNA912122,SAMN32225582,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1343761744,UNIVERSITY OF CHICAGO,2021-07-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762334,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-116.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:46:00Z,1,LiverD-116.01,SRP413645,0.395,13.94,0,0.75,31.142,8.669,2.614,1.151,2.258,0.77,2.86,5.162,,,,,,,,,,,,
