Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,3-oxolithocholic_acid,Acetate,alloisolithocholic_acid,Butyrate,cholic_acid,deoxycholic_acid,glycocholic_acid,isodeoxycholic_acid,lithocholic_acid,propionate,succinate,taurocholic_acid,adapter,DNAconc,ForwardBarcode,Group,libraryname,mouse.number,nseqs,reads.in,reads.out,ReverseBarcode,sampleid,treatment
SRR22802194,WGA,311,1391867,PRJNA912122,SAMN32225537,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",611220,UNIVERSITY OF CHICAGO,2021-07-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761869,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-101.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:37:00Z,1,LiverD-101.05,SRP413645,0.057,0.16,0,0.24,2.296,0,118.841,0,0,0.2,1.66,53.729,,,,,,,,,,,,
SRR22802195,WGA,314,1750833401,PRJNA912122,SAMN32225476,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",726805867,UNIVERSITY OF CHICAGO,2021-08-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761865,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-074.18,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:25:00Z,1,LiverD-074.18,SRP413645,1.206,0,0.105,0,30.375,94.486,0.062,11.151,20.57,0,0.04,0.507,,,,,,,,,,,,
SRR22802196,WGA,313,3232533391,PRJNA912122,SAMN32225475,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1374369696,UNIVERSITY OF CHICAGO,2021-08-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761971,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-074.17,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:16:00Z,1,LiverD-074.17,SRP413645,0.979,0,0.243,0,1.099,69.828,0,6.323,26.643,0,0,0,,,,,,,,,,,,
SRR22802197,WGA,291,1205118528,PRJNA912122,SAMN32225604,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",645286454,UNIVERSITY OF CHICAGO,2021-07-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761863,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-121.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:26:00Z,1,LiverD-121.01,SRP413645,1.164,47.2,0.274,7.01,978.147,0.627,1.308,0.27,1.643,8.7,5.13,0.642,,,,,,,,,,,,
SRR22802198,WGA,291,2142376010,PRJNA912122,SAMN32225603,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1153020519,UNIVERSITY OF CHICAGO,2021-07-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761862,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-120.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:39:00Z,1,LiverD-120.01,SRP413645,0.937,44.78,0.482,8.46,11.276,0.108,0.193,0.108,0.789,14.2,0.49,0.126,,,,,,,,,,,,
SRR22802199,WGA,292,2052730164,PRJNA912122,SAMN32225597,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1094092793,UNIVERSITY OF CHICAGO,2021-07-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761860,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-119.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:33:00Z,1,LiverD-119.02,SRP413645,1.215,30.47,1.034,11.86,35.209,0.16,0.202,0.367,1.721,11.33,0,0.385,,,,,,,,,,,,
SRR22802200,WGA,292,2008117022,PRJNA912122,SAMN32225596,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1072841321,UNIVERSITY OF CHICAGO,2021-07-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761859,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-119.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:18:00Z,1,LiverD-119.01,SRP413645,1.789,48.86,0.65,8.79,88.573,0.223,0.232,0.357,2.122,19.6,0,0.513,,,,,,,,,,,,
SRR22802201,WGA,291,1940803126,PRJNA912122,SAMN32225592,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1041104244,UNIVERSITY OF CHICAGO,2021-07-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761858,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-118.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:30:00Z,1,LiverD-118.02,SRP413645,0.925,14.95,0.527,6.98,106.15,0.3,2.475,0.076,0.979,7.32,9.76,28.768,,,,,,,,,,,,
SRR22802202,WGA,292,2359502743,PRJNA912122,SAMN32225296,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1227509255,UNIVERSITY OF CHICAGO,2021-04-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761861,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-011.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:50:00Z,1,LiverD-011.04,SRP413645,0,39.09,0,26.51,64.207,5.052,0,2.504,1.333,8.18,2.11,0,,,,,,,,,,,,
SRR22802203,WGA,292,2155263162,PRJNA912122,SAMN32225591,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1154263073,UNIVERSITY OF CHICAGO,2021-07-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761857,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-118.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:38:00Z,1,LiverD-118.01,SRP413645,0.889,5.96,0.448,6.94,12.356,0.207,0.242,0.104,1.018,1.1,0.94,5.399,,,,,,,,,,,,
SRR22802204,WGA,291,1970942317,PRJNA912122,SAMN32225584,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1045935500,UNIVERSITY OF CHICAGO,2021-07-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761856,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-116.07,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:46:00Z,1,LiverD-116.07,SRP413645,0.853,4.05,0.265,0.6,2.571,0.175,0.371,0.051,0.552,0.5,0.86,8.948,,,,,,,,,,,,
SRR22802205,WGA,291,1981218074,PRJNA912122,SAMN32225583,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1061265459,UNIVERSITY OF CHICAGO,2021-07-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761855,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-116.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:48:00Z,1,LiverD-116.02,SRP413645,0.91,3.96,0.42,0.64,0.392,0.123,0.265,0.058,0.6,0.54,0,2.106,,,,,,,,,,,,
SRR22802206,WGA,292,1488153846,PRJNA912122,SAMN32225581,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",801018306,UNIVERSITY OF CHICAGO,2021-07-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761854,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-115.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:45:00Z,1,LiverD-115.02,SRP413645,0.906,14.99,0.241,0.76,0.341,0.094,1.705,0.066,0.519,0.72,3.87,2.166,,,,,,,,,,,,
SRR22802207,WGA,292,1922338310,PRJNA912122,SAMN32225557,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1032085359,UNIVERSITY OF CHICAGO,2021-07-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761852,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-105.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:29:00Z,1,LiverD-105.04,SRP413645,1.002,13.27,0.478,0.79,414.682,20.602,2.292,0.341,1.982,0.69,4.94,0.833,,,,,,,,,,,,
SRR22802208,WGA,292,2024725203,PRJNA912122,SAMN32225553,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1077577515,UNIVERSITY OF CHICAGO,2021-07-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761851,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-104.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:44:00Z,1,LiverD-104.02,SRP413645,0.889,30.14,0.367,22.91,34.059,0.277,0.179,0.067,0.629,27.97,8.43,0.156,,,,,,,,,,,,
SRR22802209,WGA,292,1497578134,PRJNA912122,SAMN32225295,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",770442967,UNIVERSITY OF CHICAGO,2021-04-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761850,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-011.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:37:00Z,1,LiverD-011.03,SRP413645,0.15817422,45.09,0,23.64,0.727270438,6.427235643,0,0.52020347,9.440308696,8.62,1.34,0,,,,,,,,,,,,
SRR22802210,WGA,292,1647028743,PRJNA912122,SAMN32225580,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",890222273,UNIVERSITY OF CHICAGO,2021-07-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761853,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-115.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:44:00Z,1,LiverD-115.01,SRP413645,0.882,6.81,0.503,0.9,0.207,0.091,0.165,0.054,0.656,0.9,2.24,0.133,,,,,,,,,,,,
SRR22802211,WGA,292,2065060646,PRJNA912122,SAMN32225543,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1092918414,UNIVERSITY OF CHICAGO,2021-07-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761849,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-102.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:30:00Z,1,LiverD-102.05,SRP413645,0.864,7.36,0.289,0.6,275.674,0.139,4.113,0.067,0.588,0.5,0,20.333,,,,,,,,,,,,
SRR22802212,WGA,292,1815131759,PRJNA912122,SAMN32225542,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",962272290,UNIVERSITY OF CHICAGO,2021-07-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761848,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-102.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:41:00Z,1,LiverD-102.04,SRP413645,0.883,5.3,0.309,0.6,3.827,0.063,0.253,0.068,0.643,0.5,0,0.4,,,,,,,,,,,,
SRR22802213,WGA,291,48637159,PRJNA912122,SAMN32225536,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",25799235,UNIVERSITY OF CHICAGO,2021-07-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761847,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-101.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T01:58:00Z,1,LiverD-101.02,SRP413645,0.876,2.27,0.29,0.67,6.523,0.089,21.8,0.055,0.588,0.55,0,0.714,,,,,,,,,,,,
SRR22802214,WGA,292,1484934753,PRJNA912122,SAMN32225535,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",791677514,UNIVERSITY OF CHICAGO,2021-07-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761846,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-101.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:36:00Z,1,LiverD-101.01,SRP413645,0.96,26.4,0.484,5.58,485.702,1.031,17.685,0.176,0.706,4.73,10.74,5.334,,,,,,,,,,,,
SRR22802215,WGA,291,1940995936,PRJNA912122,SAMN32225492,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1032217561,UNIVERSITY OF CHICAGO,2021-06-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761844,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-083.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:50:00Z,1,LiverD-083.01,SRP413645,1.7,49.8,4.439,20.36,0.201,12.125,0.074,1.265,39.484,20.05,2.81,0,,,,,,,,,,,,
SRR22802216,WGA,292,2036591388,PRJNA912122,SAMN32225491,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1092686428,UNIVERSITY OF CHICAGO,2021-06-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761843,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-081.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:18:00Z,1,LiverD-081.02,SRP413645,0.989,34.55,0.916,2.58,0.203,1.991,0.163,0.268,5.372,1.65,3.89,0.199,,,,,,,,,,,,
SRR22802217,WGA,292,2088773817,PRJNA912122,SAMN32225450,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1100354055,UNIVERSITY OF CHICAGO,2021-07-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761841,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-069.09,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:48:00Z,1,LiverD-069.09,SRP413645,0.854,2.63,0.521,0.6,0.253,0.083,0.163,0.058,0.669,0.5,0,0.195,,,,,,,,,,,,
SRR22802218,WGA,292,2367432829,PRJNA912122,SAMN32225449,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1249851154,UNIVERSITY OF CHICAGO,2021-07-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761840,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-069.08,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:39:00Z,1,LiverD-069.08,SRP413645,0.855,4.78,0.274,0.6,0.318,0.084,0.173,0.064,0.667,0.5,0,0.272,,,,,,,,,,,,
SRR22802219,WGA,313,2916621351,PRJNA912122,SAMN32225448,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1243128895,UNIVERSITY OF CHICAGO,2021-07-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761839,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-069.07,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:29:00Z,1,LiverD-069.07,SRP413645,2.582,3.65,1.457,0.6,0.662,12.005,0.231,0.949,5.083,0.53,0,0.562,,,,,,,,,,,,
SRR22802220,WGA,313,1914886064,PRJNA912122,SAMN32225446,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",808564872,UNIVERSITY OF CHICAGO,2021-07-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761838,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-069.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:41:00Z,1,LiverD-069.05,SRP413645,0,0.38,0,0,5.1,0,0,0,0.017,0,0.35,0.501,,,,,,,,,,,,
SRR22802221,WGA,313,2584108236,PRJNA912122,SAMN32225443,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1083501106,UNIVERSITY OF CHICAGO,2021-05-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761837,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-069.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:58:00Z,1,LiverD-069.01,SRP413645,0.238322875,16.09,0,25.73,12.23570086,0.040203691,0,0,0,0.39,9.81,0,,,,,,,,,,,,
SRR22802222,WGA,290,2302258913,PRJNA912122,SAMN32226105,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1243192160,UNIVERSITY OF CHICAGO,2021-04-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761836,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,MLiverD-402.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:54:00Z,1,MLiverD-402.01,SRP413645,0,21.34,0.2,4.82,198.81,0,2.64,0,0.15,20.37,1.47,1.13,,,,,,,,,,,,
SRR22802223,WGA,313,2380533634,PRJNA912122,SAMN32225441,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1014137410,UNIVERSITY OF CHICAGO,2021-05-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761835,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-066.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:46:00Z,1,LiverD-066.01,SRP413645,0.213505787,8.25,0,0.54,227.7670736,5.951244174,1.617316615,0,0,0.39,0.99,8.797484168,,,,,,,,,,,,
SRR22802224,WGA,313,1972984529,PRJNA912122,SAMN32225436,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",828271184,UNIVERSITY OF CHICAGO,2021-05-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761833,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-063.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:27:00Z,1,LiverD-063.02,SRP413645,3.591099576,39.89,0.143400711,4.83,0.352644007,18.67930284,0,1.299330486,132.0039506,14.55,1.02,0,,,,,,,,,,,,
SRR22802225,WGA,312,3403351243,PRJNA912122,SAMN32225432,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1475885771,UNIVERSITY OF CHICAGO,2021-06-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761832,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-061.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T04:00:00Z,1,LiverD-061.02,SRP413645,0.081,10.62,0,0.58,13.94,1.994,0.046,0,0.36,0.34,1.23,0.001,,,,,,,,,,,,
SRR22802226,WGA,292,2437756170,PRJNA912122,SAMN32225422,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1293821209,UNIVERSITY OF CHICAGO,2021-06-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761831,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-060.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:58:00Z,1,LiverD-060.05,SRP413645,0.019,9.68,0,0.58,0.283,0,0.008,0,0,0.34,1.01,0,,,,,,,,,,,,
SRR22802227,WGA,313,3169469029,PRJNA912122,SAMN32225438,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1326418118,UNIVERSITY OF CHICAGO,2021-05-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761834,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-064.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:10:00Z,1,LiverD-064.02,SRP413645,11.58144522,36.15,0.096452722,8.22,0.836440892,30.84630794,0,2.623638457,99.64497507,14.82,1.07,0.216693043,,,,,,,,,,,,
SRR22802228,WGA,313,672495210,PRJNA912122,SAMN32225421,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",288483308,UNIVERSITY OF CHICAGO,2021-06-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761830,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-060.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:11:00Z,1,LiverD-060.04,SRP413645,0.07,16.33,0.009,0.58,5.743,0.127,0.062,0,0,0.34,1.26,0.03,,,,,,,,,,,,
SRR22802229,WGA,313,1430146353,PRJNA912122,SAMN32225413,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",602086585,UNIVERSITY OF CHICAGO,2021-06-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761829,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-054.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:31:00Z,1,LiverD-054.04,SRP413645,0.097,5.25,0,0.58,21.963,0.006,0.804,0,0,0.34,1.17,0.592,,,,,,,,,,,,
SRR22802230,WGA,313,3138207158,PRJNA912122,SAMN32225412,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1323849224,UNIVERSITY OF CHICAGO,2021-05-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18761828,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-054.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:31:00Z,1,LiverD-054.03,SRP413645,1.803552189,51.48,0.595942302,9.38,527.212109,0.833514765,0.551142039,0.029245341,0.626180653,13.53,1.23,0.02140218,,,,,,,,,,,,
