"sample_id","(+/-)-Tryptophan","(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one","(2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid","(2S)-2-[[(2S)-2-azaniumyl-4-methylpentanoyl]amino]-3-phenylpropanoate","(7r)-4,7-Dihydroxy-N,N,N-Trimethyl-10-Oxo-3,5,9-Trioxa-4-Phosphaheptacosan-1-Aminium 4-Oxide","(R,S)-ANATABINE","(R)-(+)-Atenolol","(R)-Baclofen","[3-[2-Aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] hexadecanoate","1-(9Z,12Z-Octadecadienoyl-2-hydroxy-sn-glycero-3-phosphocholine","1-Isomangostin","1-linolenoyl-GPC (18:3)","1-O-palmitoyl-sn-glycero-3-phosphocholine","1-Oleoyl-sn-glycero-3-phosphocholine","1-Oleoylglycerophosphocholine","1-oxo-1,2-dihydroisoquinoline-3-carboxylic acid","1-Palmitoylglycerophosphocholine","1-phenyl-1H-pyrazole-5-carboxylic acid","1,5-isoquinolinediol","1453-93-6","15861-40-2","1H-Indole-3-carboxaldehyde","2-(1H-imidazol-2-yl)benzoic acid","2-Amino-1-phenylethanol","2-methyl-3-(pyridin-2-yl)benzoic acid","2-oxo-1,2,3,4-tetrahydroquinoline-4-carboxylic acid","2-phenyloxazole-5-carboxylic acid","2,3-Diaminonaphthalene","2,3-Diaminonaphthalene (Chimeric precursor selection)","2,6-DIMETHYLQUINOLINE","2'-deoxyguanosine","2'-deoxyinosine","2227803-25-8","23012-16-0","3-(2-aminocyclohexyl)propanoic acid","3-Acetamidobenzoic acid","3-Acetamidophenol","3-Cyclopropylquinoline-2-carboxylic acid","3-Dehydrosphinganine","3-isomangostin","34014-51-2","4-Aminoquinoline-2-carboxylic acid","4-hydroxyisoquinoline-3-carboxylic acid","4-methyl-2-propyl-1,3-oxazole-5-carboxylic acid","4-methylquinoline-6-carboxylic Acid","5-methyl-1-(4-methylphenyl)-1H-pyrazole-4-carboxylic acid","5-methyl-2-(3-methylphenyl)-1H-imidazole-4-carboxylic acid","76474-56-1","8-Aminooctanoic acid","8-Hydroxyquinoline","8-HYDROXYQUINOLINE (Chimeric precursor selection)","8-methylquinoline-5-carboxylic acid","883715-21-7","98483-00-2","abacavir","Ala-phe","amitriptyline","amoxicillin","Asp-Phe methyl ester","atenolol","atorvastatin","baclofen","Benzododecinium","BEPHENIUM","berberine","Bisdemethoxycurcumin","Butylscopolamine","C18:0 LPE","CA","celecoxib","Cer 18:1;2O/16:0","Cer 18:5;2O/9:0;O","Cer 27:5;3O","Cer 34:1;2O","cetirizine","Chalconaringenin","CHEMBL5028245","CID 6993119","ciprofloxacin","Columbamine","Cratoxyarborenone E","Cratoxylone","curcumin","D-erythro-Dihydrosphingosine","D-phenylalanine","D-Sphingosine","D-Tryptophan","D-tyrosine","daidzein","Demethoxycurcumin","Deoxycholic acid glycine conjugate","diphenhydramine","diprotin A","doxepin","doxycycline","enoxolone","famotidine","Fendizoic acid","feruloylputrescine","fluconazole","gabapentin","gamma-glutamylphenylalanine","gamma-Mangostin","Garcinone C","GARCINONE D","GCA","genistein","glycitein","GLYCOCHENODEOXYCHOLIC ACID","glycoursodeoxycholate","H-ILE-TRP-OH","Hispidol","hydroxyzine","INDOLE-3-CARBOXALDEHYDE (Chimeric precursor selection)","Indolizine-1-carboxylic acid","Jatrorrhizine","Jineol","L-(-)-Phenylalanine.1","L-tyrosine","LETESTUIANIN B","Levocetirizine","LEVOFLOXACIN","lisinopril","loperamide","LPC 16:0","LPC 16:1","LPC 18:0","m-tyramine","METHYL NICOTINATE","metoprolol","minocyclin","minocycline zwitterion","montelukast","Moxacin","mycophenolic acid","N-(5-acetamidopentyl)acetamide","N-Valylphenylalanine","NCGC00024645-01","NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","NCIOpen2_005816","nortriptyline","octopamine","oleamide","Omeprazole sulfide","PAF C-16-d4","Phe-ala","Piperin","Piperolein B","protriptyline","ranitidine","Robinetin","SCHEMBL3706","SCHEMBL424527","sertraline","solanidine","Sulfachloropyridazine","sulfadimethoxine","Sulfadimidine","sulfamethizole","sulfapyridine","taurochenodeoxycholate","taurocholate","taurodeoxycholate","taurohyodeoxycholate/ tauroursodeoxycholate","Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate","trans-Zeatin","trazadone","trimethoprim","tryptamine","tyramine","tyramine (Chimeric precursor selection)","Val-Tyr","valsartan","Vidarabine","VORTIOXETINE","Z2961795382"
"PLCL18796",0,0,0,0,4218,0,0,0,0,0,5084,2585,2064,530,5300,0,3096,0,0,0,0,0,0,897,0,0,0,0,0,0,0,4940,0,0,0,0,0,0,0,2542,0,0,0,0,0,0,0,0,692,0,0,0,7522,0,0,0,0,6712,5061,0,4688,0,64440,0,0,40010,0,3309,4076,0,645,0,8871,645,0,0,0,0,10976,17604,2542,2542,0,0,0,NA,0,2085,0,29780,0,0,0,0,0,0,0,0,0,0,5620,2169,0,0,0,0,0,0,0,0,0,0,48880,0,0,26406,0,0,4865,0,0,0,0,0,516,0,1406,66800,0,0,0,0,0,1678,0,0,0,0,0,0,0,6378,0,0,9842,0,NA,0,0,0,0,0,0,19140,0,0,0,0,0,0,1575,0,1050,2625,0,0,0,0,0,66800,33400,3310,0,0,0,0
"PLCL18800",0,0,0,0,3201,0,0,0,0,0,5040,0,4804,3497,34970,0,7206,0,623,0,1821,607,0,856,5316,0,0,0,0,0,0,10312,0,0,0,0,9000,4674,0,2520,0,0,0,6608,0,0,0,0,854,607,1214,0,8322,8056,0,0,0,25872,13923,0,6224,0,215040,0,0,24940,0,3861,28404,0,548,0,9677,548,0,0,0,0,12600,0,2520,2520,0,0,0,NA,0,1839,0,5080,0,0,0,11922,0,0,0,2184,14270,0,7590,5967,0,0,0,0,0,8028,0,0,2754,0,0,607,1869,0,3738,0,4291,0,0,0,0,37480,1201,0,1067,3200,0,0,0,0,0,6468,0,0,0,0,0,0,0,13542,0,0,7469,0,NA,0,0,25760,0,0,0,44920,4204,162000,0,0,647400,0,0,0,0,0,22032,3712,0,7420,0,3200,1600,5758,0,0,0,0
"PLCL18813",0,0,0,7518,2586,0,0,0,0,0,5456,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,6096,0,0,0,0,0,0,0,2728,0,0,0,0,0,0,0,4362,0,0,0,0,10446,3004,0,0,0,12728,8218,0,8512,0,6384,0,0,20610,0,4639,21932,0,0,0,8261,0,0,0,0,0,0,4560,2728,2728,0,0,1298,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700,3522,0,0,0,0,0,0,0,0,836,0,0,0,0,6840,0,5192,0,2908,0,0,0,34120,0,0,862,0,0,0,0,0,4320,3182,0,0,0,0,0,0,0,9186,0,0,6034,0,NA,0,0,7540,0,0,0,26050,0,0,0,0,0,0,0,0,0,0,6688,2184,0,7530,0,0,0,4636,0,0,0,0
"PLCL18816",0,0,0,0,3315,0,0,0,0,0,6200,0,3124,1452,14520,0,4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3972,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,7424,0,0,0,0,6384,0,0,0,0,147840,0,0,30080,0,2985,0,0,615,0,0,615,0,0,0,0,0,0,3100,3100,0,0,0,NA,0,0,0,0,0,0,0,0,0,4264,0,0,0,0,8340,0,0,0,0,14917,0,0,0,0,0,0,54440,0,0,0,0,0,0,0,0,0,0,0,781,0,1105,2632,0,0,0,0,0,1596,0,0,0,0,0,0,0,0,0,0,7735,0,NA,0,0,0,0,0,0,23590,0,0,0,0,0,0,8517,0,5678,14195,0,0,0,0,0,2632,1316,1356,0,0,0,0
"PLCL18818",0,0,0,13860,2526,0,0,0,0,0,4472,0,76280,1605,16050,0,114420,0,0,5604,0,0,0,1047,4332,0,0,0,0,0,0,21276,0,0,0,0,12470,722,0,2236,0,0,0,0,0,0,0,18006,926,0,0,0,10350,3850,0,0,0,33552,11592,0,4336,0,116280,0,8230,62930,0,4602,2324,0,640,0,16900,640,0,0,0,0,15632,0,2236,2236,0,0,0,NA,0,2712,4764,31610,0,0,0,0,8560,0,0,0,6480,0,16640,4968,0,0,0,0,0,4158,0,0,4450,3176,0,0,0,0,0,0,6328,12004,0,0,0,16360,19070,0,842,0,0,0,0,0,0,8388,27770,0,0,0,0,0,0,11028,0,0,5894,0,NA,0,0,8970,0,0,0,53810,0,0,0,0,0,0,0,0,0,0,35600,3812,15790,5630,0,0,0,7820,0,0,0,0
"PLCL18823",0,0,0,11970,3012,0,0,0,0,0,5660,0,4032,1786,17860,0,6048,0,0,0,0,0,0,1494,0,0,0,0,0,0,0,20308,0,0,0,0,7380,0,0,2830,0,0,0,0,0,0,0,5940,0,0,0,0,7508,2588,0,0,0,18320,0,0,7520,0,121020,0,9990,31510,0,3096,7616,1786,857,0,41500,857,0,0,0,0,9072,9700,2830,2830,0,0,0,NA,0,2055,3918,15750,0,0,0,0,6320,14932,0,0,0,0,6190,0,0,0,0,0,0,0,0,0,847,2612,0,0,0,14550,0,0,4795,3960,0,0,0,25290,1008,0,1004,0,0,0,0,0,0,4580,22520,0,0,0,0,0,0,17898,0,0,7028,0,NA,0,0,11430,0,0,0,51830,0,0,0,0,0,0,0,0,0,0,6776,3740,13020,0,0,0,0,9086,0,0,0,0
"PLCL18824",0,0,0,36274,3267,0,0,0,0,0,6208,0,4196,1581,15810,0,6294,0,0,0,0,0,0,0,0,0,0,0,0,0,4744,15452,0,0,0,0,7640,0,0,3104,0,0,0,0,0,0,0,0,742,0,0,0,7612,2862,0,0,0,24664,9464,0,19344,0,145800,0,0,41980,0,3044,4236,0,616,0,9875,616,0,13150,0,0,7096,9812,3104,3104,0,0,0,NA,0,0,0,14750,0,0,0,2990,0,13228,0,0,11490,0,6840,4056,0,0,0,11053,0,0,0,0,0,0,36150,0,0,14718,0,0,0,0,0,0,0,15270,1049,0,1089,3060,0,0,0,0,0,6166,0,0,0,0,0,0,0,14310,0,0,7623,0,NA,0,0,8230,0,0,0,53900,0,0,0,0,0,0,4896,0,3264,8160,0,2220,0,0,0,3060,1530,5034,0,4744,0,0
"PLCL18827",0,0,0,31920,2583,0,0,0,0,0,5216,0,8664,2047,20470,0,12996,0,0,2472,0,0,0,962,0,0,0,0,0,0,0,21332,0,0,0,0,5370,3420,0,2608,0,0,0,0,0,0,0,0,0,0,0,0,7158,2272,0,0,0,10632,5334,0,12144,0,112500,0,0,22160,0,4936,6944,0,758,0,8626,758,0,0,0,0,0,0,2608,2608,0,2307,0,NA,0,0,0,8730,0,0,0,0,5140,3588,0,0,0,0,10650,2286,0,0,0,5152,0,0,0,0,750,0,145400,0,0,0,0,0,0,0,0,0,0,6710,2166,0,861,0,0,0,0,0,0,2658,0,0,0,0,0,0,0,7878,0,0,6027,0,NA,0,0,0,0,0,0,7720,0,0,0,0,0,0,1815,0,1210,3025,6000,0,0,0,0,0,0,2438,0,0,0,0
"PLCL18832",0,0,0,0,3123,0,0,0,0,0,6860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4172,0,0,0,0,0,0,0,3430,0,0,0,0,0,0,0,0,0,0,0,0,8310,0,0,3300,0,11104,0,0,0,0,28974,0,0,32660,0,3590,0,0,697,0,6101,697,0,0,0,0,4624,0,3430,3430,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,2776,0,0,0,0,0,0,0,5682,0,0,7287,1320,NA,0,0,0,0,0,0,17930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,0,0,0,0
"PLCL18839",0,0,0,15834,3789,0,0,0,0,0,6112,0,3260,0,0,0,4890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76040,0,0,0,0,0,0,0,3056,0,0,0,0,0,0,0,0,511,0,0,0,7070,4186,0,2550,0,21296,8148,0,0,0,44478,0,0,37900,0,3253,4168,0,561,0,12410,561,0,0,0,0,0,0,3056,3056,0,0,0,NA,0,0,0,10970,0,0,0,0,0,0,0,0,0,0,6880,3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20640,815,0,1263,4672,0,0,0,0,0,5324,0,0,0,0,0,0,0,7398,0,0,8841,1020,NA,0,0,0,0,0,0,131800,0,0,0,0,0,0,0,0,0,0,0,2268,0,0,0,4672,2336,3430,0,0,0,0
"PLCL18850",0,0,0,0,3096,0,0,0,0,0,4060,0,3344,0,0,0,5016,0,0,9432,0,0,0,0,3444,0,0,0,0,0,5700,23736,0,0,0,0,7680,10410,0,2030,0,0,0,0,0,0,0,7848,559,0,0,0,7782,6200,0,0,0,22480,10570,0,12992,0,58764,0,0,34640,0,5877,13264,0,655,0,15480,655,0,0,0,0,7840,0,2030,2030,0,0,0,NA,0,2169,0,10960,0,0,0,0,0,0,0,0,7370,0,6910,4530,3426,2284,0,0,0,4032,0,0,1748,0,0,0,0,0,0,0,5061,5232,0,4808,0,30120,836,0,1032,4296,0,0,0,0,0,5620,7650,0,0,0,0,0,0,16344,0,0,7224,0,NA,0,0,14820,0,0,0,74130,0,9310,0,0,299900,0,0,0,0,0,13984,3688,0,13880,0,4296,2148,4978,0,5700,0,0
"PLCL18852",0,0,0,5796,2916,0,0,0,0,0,5600,0,5504,1958,19580,0,8256,0,890,3822,0,0,0,521,0,0,0,0,0,0,0,16060,0,0,0,0,5780,0,0,2800,0,0,0,0,0,0,0,6096,0,0,0,0,8878,5644,0,0,0,22360,4459,0,0,0,114120,0,0,25170,0,3449,7692,0,739,0,10800,739,0,0,0,0,6264,13068,2800,2800,0,0,0,NA,0,0,0,5960,0,0,0,0,0,0,0,0,0,0,7090,1911,0,0,0,0,0,0,0,0,0,0,0,0,2670,19602,5340,0,0,4064,0,0,0,43780,1376,0,972,0,0,0,0,0,0,5590,0,0,0,0,0,0,0,16212,0,0,6804,0,NA,0,0,0,0,0,0,31400,0,0,0,0,0,0,0,0,0,0,0,4332,0,0,0,0,0,9106,0,0,0,0
"PLCL18857",0,0,0,0,3897,0,1232,0,0,0,5384,0,3264,2210,22100,0,4896,0,0,0,0,0,0,1248,5502,0,0,0,0,0,3520,9536,0,0,0,0,9560,5617,0,2692,0,0,0,4336,0,0,0,5616,1041,0,0,0,6664,2322,0,0,0,31280,10017,4928,0,0,152700,0,0,32210,0,2969,10384,0,532,0,113600,532,0,0,0,0,13472,18744,2692,5400,0,0,0,NA,0,0,0,14770,0,0,0,0,0,0,0,0,6800,0,7010,4293,4014,2676,4062,0,0,18252,0,0,2158,0,0,0,0,28116,0,0,0,3744,0,4024,0,20800,816,0,1299,0,0,0,0,0,0,7820,6720,0,0,0,0,0,0,15714,0,0,9093,0,NA,0,0,5170,0,0,0,53410,0,6090,0,0,153700,0,0,0,0,0,17264,6200,5770,0,0,0,0,5580,0,3520,0,0
"PLCL18864",0,0,0,0,3135,0,0,0,0,0,5640,0,0,0,0,0,0,0,0,14490,0,0,0,0,0,0,0,0,0,0,2784,3544,0,0,0,0,0,2112,0,2820,0,0,0,0,0,0,0,0,0,11254,33762,0,6038,1300,0,0,0,18024,0,0,5080,0,22860,0,0,31620,0,3377,18240,0,677,0,31080,677,0,0,0,0,6264,6220,2820,2820,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6760,0,11004,7336,0,0,0,16566,0,0,0,0,0,0,0,9330,0,0,0,0,0,0,0,24240,0,0,1045,0,0,0,0,0,7600,4506,7030,0,0,0,0,0,0,6240,0,0,7315,0,NA,0,0,0,0,0,0,119300,0,0,0,0,40260,0,0,0,0,0,0,5276,5280,5140,0,0,0,1754,0,2784,0,0
"PLCL18867",0,0,0,6916,2874,0,2542,0,0,0,5500,1165,7716,3081,30810,10641,11574,0,0,0,0,0,0,1722,6576,0,7094,0,0,0,2124,16844,0,7094,0,0,21750,1096,0,2750,3547,0,7094,6824,0,0,0,10668,873,0,0,0,8244,8400,0,2845,0,15552,35161,10168,0,0,155580,0,0,32730,0,4048,2280,0,0,0,5046,0,0,0,0,0,15600,5860,2750,5346,0,0,0,NA,0,7896,0,77760,0,0,0,1774,0,0,0,0,8310,0,8580,15069,0,0,3894,0,0,0,0,0,0,0,0,0,0,8790,0,0,18424,7112,0,0,0,0,1929,0,958,5000,0,0,0,0,0,3888,0,0,0,0,0,0,0,10998,0,0,6706,1138,NA,0,0,26720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5980,0,6120,0,5000,2500,23560,0,2124,0,0
"PLCL18870",0,0,0,4081,3504,0,0,0,0,0,5252,0,0,0,0,0,0,0,0,6018,0,0,0,0,0,0,0,0,0,0,9028,5968,0,0,0,0,0,0,0,2626,0,0,0,0,0,0,0,0,0,0,0,0,8010,4056,0,3225,0,12712,6356,0,4168,0,40350,543,12440,23920,0,4561,3288,0,516,0,6189,516,0,0,0,0,0,0,2626,2626,0,0,0,NA,0,0,3648,20470,0,4887,0,0,6460,0,0,0,0,0,7150,2724,0,0,0,0,0,8322,0,0,6650,2432,12850,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,17764,0,0,0,0,0,3178,61330,0,0,8880,0,0,0,4818,0,0,8176,1290,NA,0,0,0,0,0,0,8380,0,0,0,0,0,0,0,0,0,0,53200,2148,16870,0,0,17764,8882,1540,0,9028,0,0
"PLCL18880",0,0,0,0,2877,0,0,0,0,0,4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,0,0,0,0,0,0,0,0,0,0,0,7682,0,0,3585,0,0,0,0,0,0,13956,0,0,41060,0,2505,6556,0,595,0,2015,595,0,0,0,0,0,0,2218,2218,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713,1434,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLCL18883",0,0,0,0,2964,2664,0,0,19170,0,4672,0,2436,821,8210,0,3654,0,0,7596,0,0,0,12550,3918,0,0,0,0,3265,6588,22200,2676,0,0,0,5940,5481,0,2336,0,0,0,4560,0,1338,1338,0,0,0,0,0,10388,1818,41980,0,0,22712,12047,0,10216,0,58860,0,0,19580,0,4669,9764,0,556,0,6793,556,0,0,0,0,8048,4612,2336,2336,0,0,4112,NA,0,1848,0,6890,0,0,0,0,0,0,0,0,9070,0,8130,5163,4938,3292,0,0,0,23742,0,0,1030,0,0,0,0,6918,0,16448,4312,0,0,4632,0,39700,609,0,988,0,0,0,0,0,0,5678,0,0,0,0,0,0,0,9684,0,0,6916,0,NA,0,0,16930,0,0,0,20530,0,0,0,0,77040,521600,0,0,0,0,8240,5844,0,6300,3996,0,0,2438,0,6588,0,0
"PLCL18886",0,0,0,4438,3024,0,1276,0,0,0,5888,0,23616,3470,34700,4560,35424,0,0,0,0,0,0,654,6180,0,3040,0,0,0,3008,40040,0,3040,0,0,24900,1030,0,2944,1520,0,3040,8168,0,0,0,3534,837,0,0,0,8154,4894,0,0,0,17600,15540,5104,8000,0,266280,0,0,46880,0,4201,6724,0,611,0,13770,611,0,0,0,0,14472,5112,2944,2944,0,0,0,NA,0,10047,0,31080,0,0,0,0,0,0,0,0,10350,0,7450,6660,0,0,0,3626,0,0,0,0,0,0,68990,0,0,7668,0,0,23443,2356,0,0,0,0,5904,0,1008,0,0,0,0,0,5872,4400,0,0,0,0,0,0,0,18300,0,0,7056,0,NA,0,0,10640,0,0,0,0,0,0,0,0,0,0,3768,0,2512,6280,0,0,0,0,0,0,0,12556,0,3008,0,0
"PLCL18887",0,0,0,0,3264,6188,1718,0,15440,0,5976,0,0,828,8280,0,0,0,0,0,0,0,0,21560,6114,0,0,0,0,4425,6960,5404,2984,0,0,0,10140,1019,0,2988,0,0,0,6352,0,1492,1492,0,575,0,0,0,8360,2210,40300,2730,0,15016,21637,6872,0,0,79080,0,5940,26460,0,4069,11228,0,585,0,1844,585,0,0,0,0,9648,0,2988,2988,0,0,0,NA,0,1572,0,5100,0,0,0,0,0,0,0,0,9820,0,5960,9273,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,3668,0,0,0,0,0,0,0,1088,20636,0,0,0,0,0,3754,6520,0,0,0,0,0,0,28734,0,0,7616,1092,NA,0,0,17610,0,0,0,44060,0,0,0,0,0,146200,0,0,0,0,9336,3508,0,0,9282,20636,10318,9448,0,6960,0,0
"PLCL18890",0,0,0,5390,4206,0,0,0,0,0,5808,0,5368,987,9870,0,8052,0,0,0,0,0,0,850,0,0,0,0,0,0,0,23984,0,0,0,0,0,0,0,2904,0,0,0,0,0,0,0,6666,0,0,0,0,0,2992,0,3270,0,11040,0,0,12768,0,72840,0,0,53640,0,3378,19908,1374,541,0,19760,541,0,0,0,0,0,15812,2904,2904,0,0,0,NA,0,0,0,7560,0,0,0,0,0,6696,0,0,0,0,7530,0,0,0,0,0,0,0,0,0,0,0,11340,0,0,23718,0,0,0,4444,0,0,0,29970,1342,0,1402,4044,0,0,0,0,4976,2760,0,0,0,0,0,0,0,6114,0,0,9814,1308,NA,0,0,7690,0,0,0,34520,0,0,0,0,0,0,0,0,0,0,0,2864,0,0,0,4044,2022,3450,0,0,0,0
"PLCL18891",0,0,0,0,3699,0,0,0,0,576,6020,957,2732,4379,43790,0,4098,0,0,12312,3360,1120,0,3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0,0,0,1120,2240,0,6092,0,0,0,0,10296,10178,0,0,0,531240,0,0,16700,0,3191,0,0,589,0,0,589,0,0,0,0,0,2804,3010,3010,0,0,0,NA,0,0,0,48870,0,0,0,10298,0,2316,0,0,0,0,5700,4362,0,0,0,7427,0,0,0,0,0,0,31810,1120,0,4206,0,0,0,0,0,0,0,0,683,0,1233,245240,0,0,0,0,0,2574,0,0,0,0,0,0,0,0,0,0,8631,0,NA,0,0,0,0,0,0,11560,0,0,0,0,0,0,2964,0,1976,4940,0,3876,0,0,0,245240,122620,2740,0,0,0,0
"PLCL18893",4680,0,0,0,3075,0,0,0,0,0,4484,0,0,1126,11260,0,0,0,0,58606,0,0,0,0,0,0,0,0,0,0,2244,7576,0,0,0,0,0,0,0,2242,0,0,0,0,0,0,0,0,0,0,0,0,9030,2960,0,2530,0,34528,3822,0,6528,0,89520,0,0,22150,0,6543,86800,0,530,0,37110,530,0,0,0,0,7584,4380,2242,2242,0,0,0,NA,3510,0,0,7180,0,0,0,0,0,0,0,0,5480,0,7020,1638,3036,2024,0,0,0,7830,0,0,3055,0,0,0,0,6570,0,0,0,0,0,0,0,5180,0,1277,1025,0,0,0,0,0,0,8632,0,0,0,0,0,0,0,7704,0,0,7175,1012,NA,0,0,8980,0,0,0,58900,0,0,0,0,0,0,0,0,0,0,24440,5344,0,6150,0,0,0,2660,0,2244,0,0
"PLCL18894",0,0,0,25291,2955,8020,0,0,21940,0,7512,0,8364,0,0,0,12546,0,0,0,0,0,0,14170,3360,0,0,0,0,3135,0,3944,3536,0,0,0,9350,560,0,5546,0,0,0,5656,0,1768,1768,0,0,0,0,0,8604,3738,52230,2940,0,26448,11599,0,0,0,49080,0,0,39690,0,3710,247720,0,584,0,102200,584,0,0,0,0,12272,21128,4114,3398,0,0,0,NA,0,0,4308,13740,0,0,0,0,0,0,0,0,8490,0,7040,4971,6960,4640,0,0,0,9120,0,0,674,2872,0,0,0,31692,0,0,0,0,0,0,0,22290,2091,0,985,0,0,0,0,0,7584,6612,0,0,0,0,0,0,0,7458,0,0,6895,1176,NA,0,0,12990,0,0,0,103500,0,0,0,0,0,732900,0,0,0,0,5392,5396,0,10680,12030,0,0,0,0,0,0,0
"PLCL18904",3060,1650,0,0,3066,0,0,0,0,0,4924,0,5168,1222,12220,0,7752,0,1119,0,4935,1645,0,0,0,0,0,0,0,0,2956,14772,0,0,0,0,5240,4308,0,2462,0,0,0,0,0,0,0,0,0,1645,3290,0,6690,0,0,2660,0,24064,0,0,6872,0,107700,0,0,32050,0,3573,10376,1272,552,0,5510,552,2556,0,0,0,4448,16040,2462,2462,3850,0,0,NA,2295,2859,0,10290,0,0,0,37460,0,10528,0,0,0,0,5940,0,0,0,0,11893,0,0,0,0,0,0,563600,1645,3357,24060,6714,0,6671,0,5964,0,0,14180,1292,0,1022,45840,0,0,0,0,0,6016,7590,0,0,0,0,0,0,5496,0,0,7154,1064,NA,0,0,12230,0,0,0,124500,0,0,0,0,0,0,2823,0,1882,4705,0,2896,5070,0,0,45840,22920,3016,0,2956,0,0
"PLCL18906",0,0,0,5285,3084,0,0,0,0,0,5580,0,5204,1124,11240,0,7806,0,2524,0,0,0,0,0,0,0,0,0,0,0,0,4528,0,0,0,0,0,7820,0,2790,0,0,0,0,0,0,0,0,0,0,0,0,8484,0,0,2665,0,201864,4235,0,0,0,106020,0,0,32060,0,3924,14040,0,614,0,37080,614,0,34250,0,0,0,10340,2790,2790,0,0,0,NA,0,1647,0,15540,0,0,0,0,0,0,0,0,0,0,7020,1815,0,0,0,8785,0,0,0,0,0,0,27760,0,7572,15510,15144,0,3843,0,0,0,0,8660,1301,0,1028,0,0,0,0,0,0,4416,0,0,0,0,0,0,0,5142,0,6170,7196,1066,NA,0,0,10420,0,0,0,18410,0,0,0,0,0,0,1806,0,1204,3010,0,7296,0,0,0,0,0,2244,0,0,0,0
"PLCL18909",0,0,0,0,3630,0,0,0,0,0,5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,0,0,0,0,0,0,0,0,0,0,0,0,5478,0,0,0,0,0,0,0,4000,0,13410,0,0,37900,0,2428,5584,0,616,0,4160,616,0,0,0,0,0,0,2546,2546,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5890,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8470,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLCL18911",0,7977,0,0,3579,0,0,0,0,0,5528,0,7180,0,0,0,18950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5928,0,0,0,0,0,0,0,2764,0,0,0,0,0,0,0,15564,0,0,0,0,8232,0,0,0,0,0,0,0,0,0,22008,0,0,37330,0,3299,0,0,0,0,0,0,11946,0,0,0,0,0,2764,2764,18613,0,0,NA,0,0,0,352030,0,0,0,0,0,0,5120,0,0,0,7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10376,27874,0,0,0,2613,0,1193,0,0,0,0,0,0,0,5750,0,0,0,0,0,0,0,0,0,8351,0,NA,0,0,5910,0,0,0,10580,0,0,0,62680,0,25280,0,0,0,0,0,0,0,7700,0,0,0,1338,0,0,0,0
