"sample_id","(+/-)-Tryptophan","(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one","(2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid","(2S)-2-[[(2S)-2-azaniumyl-4-methylpentanoyl]amino]-3-phenylpropanoate","(7r)-4,7-Dihydroxy-N,N,N-Trimethyl-10-Oxo-3,5,9-Trioxa-4-Phosphaheptacosan-1-Aminium 4-Oxide","(R,S)-ANATABINE","(R)-(+)-Atenolol","(R)-Baclofen","[3-[2-Aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] hexadecanoate","1-(9Z,12Z-Octadecadienoyl-2-hydroxy-sn-glycero-3-phosphocholine","1-Isomangostin","1-linolenoyl-GPC (18:3)","1-O-palmitoyl-sn-glycero-3-phosphocholine","1-Oleoyl-sn-glycero-3-phosphocholine","1-Oleoylglycerophosphocholine","1-oxo-1,2-dihydroisoquinoline-3-carboxylic acid","1-Palmitoylglycerophosphocholine","1-phenyl-1H-pyrazole-5-carboxylic acid","1,5-isoquinolinediol","1453-93-6","15861-40-2","1H-Indole-3-carboxaldehyde","2-(1H-imidazol-2-yl)benzoic acid","2-Amino-1-phenylethanol","2-methyl-3-(pyridin-2-yl)benzoic acid","2-oxo-1,2,3,4-tetrahydroquinoline-4-carboxylic acid","2-phenyloxazole-5-carboxylic acid","2,3-Diaminonaphthalene","2,3-Diaminonaphthalene (Chimeric precursor selection)","2,6-DIMETHYLQUINOLINE","2'-deoxyguanosine","2'-deoxyinosine","2227803-25-8","23012-16-0","3-(2-aminocyclohexyl)propanoic acid","3-Acetamidobenzoic acid","3-Acetamidophenol","3-Cyclopropylquinoline-2-carboxylic acid","3-Dehydrosphinganine","3-isomangostin","34014-51-2","4-Aminoquinoline-2-carboxylic acid","4-hydroxyisoquinoline-3-carboxylic acid","4-methyl-2-propyl-1,3-oxazole-5-carboxylic acid","4-methylquinoline-6-carboxylic Acid","5-methyl-1-(4-methylphenyl)-1H-pyrazole-4-carboxylic acid","5-methyl-2-(3-methylphenyl)-1H-imidazole-4-carboxylic acid","76474-56-1","8-Aminooctanoic acid","8-Hydroxyquinoline","8-HYDROXYQUINOLINE (Chimeric precursor selection)","8-methylquinoline-5-carboxylic acid","883715-21-7","98483-00-2","abacavir","Ala-phe","amitriptyline","amoxicillin","Asp-Phe methyl ester","atenolol","atorvastatin","baclofen","Benzododecinium","BEPHENIUM","berberine","Bisdemethoxycurcumin","Butylscopolamine","C18:0 LPE","CA","celecoxib","Cer 18:1;2O/16:0","Cer 18:5;2O/9:0;O","Cer 27:5;3O","Cer 34:1;2O","cetirizine","Chalconaringenin","CHEMBL5028245","CID 6993119","ciprofloxacin","Columbamine","Cratoxyarborenone E","Cratoxylone","curcumin","D-erythro-Dihydrosphingosine","D-phenylalanine","D-Sphingosine","D-Tryptophan","D-tyrosine","daidzein","Demethoxycurcumin","Deoxycholic acid glycine conjugate","diphenhydramine","diprotin A","doxepin","doxycycline","enoxolone","famotidine","Fendizoic acid","feruloylputrescine","fluconazole","gabapentin","gamma-glutamylphenylalanine","gamma-Mangostin","Garcinone C","GARCINONE D","GCA","genistein","glycitein","GLYCOCHENODEOXYCHOLIC ACID","glycoursodeoxycholate","H-ILE-TRP-OH","Hispidol","hydroxyzine","INDOLE-3-CARBOXALDEHYDE (Chimeric precursor selection)","Indolizine-1-carboxylic acid","Jatrorrhizine","Jineol","L-(-)-Phenylalanine.1","L-tyrosine","LETESTUIANIN B","Levocetirizine","LEVOFLOXACIN","lisinopril","loperamide","LPC 16:0","LPC 16:1","LPC 18:0","m-tyramine","METHYL NICOTINATE","metoprolol","minocyclin","minocycline zwitterion","montelukast","Moxacin","mycophenolic acid","N-(5-acetamidopentyl)acetamide","N-Valylphenylalanine","NCGC00024645-01","NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","NCIOpen2_005816","nortriptyline","octopamine","oleamide","Omeprazole sulfide","PAF C-16-d4","Phe-ala","Piperin","Piperolein B","protriptyline","ranitidine","Robinetin","SCHEMBL3706","SCHEMBL424527","sertraline","solanidine","Sulfachloropyridazine","sulfadimethoxine","Sulfadimidine","sulfamethizole","sulfapyridine","taurochenodeoxycholate","taurocholate","taurodeoxycholate","taurohyodeoxycholate/ tauroursodeoxycholate","Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate","trans-Zeatin","trazadone","trimethoprim","tryptamine","tyramine","tyramine (Chimeric precursor selection)","Val-Tyr","valsartan","Vidarabine","VORTIOXETINE","Z2961795382"
"PLCL18236",0,0,0,0,2907,0,0,0,0,0,5112,0,4108,1625,16250,0,6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37888,0,0,0,0,0,0,0,2556,0,0,0,0,0,0,0,14340,0,0,0,0,8662,0,0,3140,0,4248,0,0,0,0,130020,0,0,31820,0,3372,0,37460,0,0,692,0,0,0,0,0,4960,5796,2556,2556,0,0,0,NA,0,0,0,19350,0,0,0,3326,0,5584,0,0,0,0,8300,0,0,0,0,0,0,0,0,0,0,0,7790,0,0,8694,0,0,0,9560,0,0,0,0,1027,0,969,0,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,0,0,6783,1256,NA,0,0,5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLCL18250",0,0,0,61173,3585,0,0,0,0,0,7931,0,16776,1176,11760,0,25164,0,0,0,0,0,0,2925,4632,0,0,0,0,0,3504,18144,0,0,0,0,10840,772,0,5828,0,0,0,0,0,0,0,0,0,0,0,0,7948,3438,0,0,0,9928,13979,0,7992,0,92460,0,0,65040,0,3851,7568,0,600,0,21510,600,0,5110,0,0,11776,11624,4338,3593,0,0,0,NA,0,0,0,25990,0,0,0,0,0,3952,0,0,9210,0,6850,5991,0,0,0,28504,0,0,0,0,0,0,142800,0,0,17436,0,0,0,0,0,0,0,13740,4194,0,1195,4816,0,0,0,0,0,2482,0,0,0,0,0,0,0,8160,0,0,8365,0,NA,0,0,6300,0,0,0,59930,0,0,0,0,0,0,13533,0,9022,22555,0,2076,0,6080,0,4816,2408,4704,0,3504,0,0
"PLCL18257",0,0,0,0,2454,0,1570,0,0,0,4600,0,8700,5068,50680,0,13050,0,0,3474,0,0,0,2901,6030,0,0,0,0,0,2036,14028,0,0,0,0,15800,7193,0,2300,0,0,0,6784,0,0,0,13008,1113,0,0,0,8040,6462,0,0,0,53168,16331,6280,5048,0,406200,3842,92450,32100,0,4907,8580,0,641,0,54360,641,0,0,0,0,19896,5152,2300,2300,0,796,0,NA,0,1842,23898,19630,0,34578,0,0,23140,0,0,0,12730,0,7960,6999,0,0,0,0,0,17166,0,0,29480,15932,0,0,0,7728,0,0,4298,8672,0,7128,0,32500,2175,0,818,4652,0,0,0,0,0,13292,239890,0,0,36550,0,0,0,12012,0,0,5726,0,NA,0,0,9410,3570,0,0,14170,3548,37360,0,0,3668000,0,0,0,0,0,235840,0,58160,7200,0,4652,2326,6596,0,2036,0,0
"PLCL18260",0,2910,0,0,3549,0,0,0,0,6131,6528,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9716,0,0,0,0,5140,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,6180,0,0,2590,0,0,0,0,17448,0,16146,0,0,21250,0,3113,0,0,774,0,0,774,5706,0,0,0,7824,0,3264,3264,6790,0,0,NA,0,0,0,193300,0,0,0,3174,5000,0,0,0,0,0,8210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13314,0,0,0,0,0,1183,54160,0,0,0,0,0,0,11340,0,0,0,0,0,0,3390,0,0,8281,1036,NA,0,0,15990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,5940,0,0,54160,27080,1978,0,0,0,0
"PLCL18266",0,0,0,0,3117,0,1310,0,0,0,5432,524,1170,1305,13050,0,4680,0,913,0,0,0,0,1118,0,0,0,0,0,0,0,12820,0,0,0,0,5690,0,0,2716,0,0,0,0,0,0,0,0,0,0,0,0,10938,2424,0,2945,0,4552,20797,5240,0,0,92760,0,0,39010,0,4240,0,0,0,0,0,0,0,0,0,0,0,3248,2716,2716,0,0,0,NA,0,2907,0,10990,0,0,0,1094,0,2540,0,0,5010,0,8030,8913,0,0,0,0,0,0,0,0,0,0,6870,0,2739,4872,5478,0,6783,0,0,0,0,0,585,0,1039,82880,0,0,0,0,0,1138,0,0,0,0,0,0,0,20592,0,0,7273,1178,NA,0,0,20490,0,0,0,7670,0,0,0,0,0,0,0,0,0,0,0,2868,0,0,0,82880,41440,14512,0,0,0,0
"PLCL18269",0,0,0,105120,3021,13516,1644,0,25090,0,5224,0,10776,2918,29180,0,16164,0,535,0,0,0,0,41570,3936,0,0,0,0,21467,6148,5444,5092,0,0,0,7050,3608,1963,2612,0,0,0,7048,0,2546,2546,3054,0,0,0,0,7378,0,236900,0,0,21536,15659,6576,0,0,234420,0,0,34870,0,3334,55600,0,511,0,3198,511,0,0,0,0,6472,5364,2612,2612,0,0,0,19630,0,0,0,5140,0,0,0,0,0,0,0,0,15150,0,148240,15886,0,0,0,0,6354,13254,0,0,0,0,0,0,1605,8046,3210,0,0,2036,0,0,0,0,2694,0,1007,2836,19856,0,0,0,0,5384,0,0,0,0,0,0,0,9714,0,0,7049,0,NA,0,0,10760,0,0,0,0,0,0,0,0,0,724200,0,0,0,0,0,0,0,0,20274,2836,1418,3626,0,6148,0,0
"PLCL18273",0,0,0,21847,3210,0,0,0,0,0,5660,0,4748,2316,23160,0,7122,0,0,0,0,0,0,904,3450,0,0,0,0,0,0,11236,0,0,0,0,11910,575,0,2830,0,0,0,0,16890,0,0,29052,555,0,0,11260,8448,1056,0,2855,0,26776,7049,0,0,0,166980,0,0,32350,0,4213,6372,0,599,0,12520,599,0,20710,0,0,8544,29924,2830,7174,0,0,0,NA,0,0,0,14260,0,0,0,0,0,8752,0,0,0,0,7210,3021,0,0,6516,18935,0,0,0,0,0,0,58350,0,0,44886,0,0,0,19368,0,0,0,5100,1187,0,1070,17628,0,0,7962,1327,0,6694,0,0,0,0,0,0,0,12948,0,0,7490,1142,NA,0,0,19070,0,0,0,16590,0,0,0,0,0,0,4122,0,2748,6870,0,0,0,0,0,17628,8814,9112,0,0,0,0
"PLCL18276",0,0,0,0,3294,0,0,0,0,0,5780,0,0,528,5280,0,0,0,0,0,3354,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890,0,0,0,0,0,0,0,0,0,1118,2236,0,6152,0,0,2505,0,0,0,0,0,0,56346,0,0,35070,0,3363,0,0,594,0,699,594,0,8380,0,0,0,4892,2890,2890,0,0,0,NA,0,0,0,0,0,0,0,2944,0,0,0,0,0,0,8170,0,0,0,0,5495,0,0,0,0,0,0,57910,1118,0,7338,0,0,0,0,0,0,0,0,0,0,1098,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,3792,0,0,7686,1002,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,11646,0,7764,19410,0,0,0,0,0,3672,1836,2490,0,0,0,0
"PLCL18278",2588,0,0,0,3327,0,0,0,0,0,5920,0,3736,535,5350,0,5604,0,0,0,0,0,0,2585,0,0,0,0,0,0,0,19688,0,0,0,0,5090,0,0,2960,0,0,0,0,0,0,0,0,0,0,0,0,6396,2408,0,0,0,17224,6027,0,5160,0,60120,0,0,41580,0,3405,6016,0,0,0,7171,0,0,0,0,0,4008,7192,2960,2960,0,0,0,NA,1941,0,0,9370,0,0,0,0,0,4760,0,0,0,0,6270,2583,0,0,0,4676,0,0,0,0,0,0,194400,0,0,10788,0,0,0,0,0,0,0,0,934,0,1109,0,0,0,0,0,0,4306,0,0,0,0,0,0,0,5334,0,0,7763,0,NA,0,0,7120,0,0,0,49680,0,0,0,0,0,0,3264,0,2176,5440,0,0,0,0,0,0,0,2304,0,0,0,0
"PLCL18279",0,0,0,19145,2526,0,1438,0,0,0,4840,0,16800,1987,19870,0,25200,0,0,0,0,0,0,0,4854,0,0,0,0,0,0,50960,0,0,0,0,11700,809,0,2420,0,0,0,4328,0,0,0,4146,591,0,0,0,9924,6098,0,2510,0,42840,10157,5752,0,0,136680,0,0,33360,0,4743,19944,0,587,0,93740,587,0,8320,0,0,10016,10804,2420,2420,0,0,0,NA,0,3414,0,13500,0,0,0,0,0,3552,0,0,0,0,8080,4353,0,0,0,6804,0,0,0,0,0,0,27300,0,0,16206,0,0,7966,2764,0,0,0,0,4200,0,842,2920,0,0,0,0,12912,10710,0,0,0,0,0,0,0,9402,0,0,5894,1004,NA,0,0,20300,0,0,0,32910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920,1460,8534,0,0,0,0
"PLCL18281",0,0,0,29036,2676,0,0,0,0,0,4860,0,3084,2773,27730,0,4626,0,2578,0,0,0,0,0,7962,0,0,0,0,0,0,4580,0,0,0,0,14810,5643,0,2430,0,0,0,4952,0,0,0,20694,1041,0,0,0,10210,1682,0,2900,0,61624,6083,0,18688,0,232560,0,5800,36740,0,5226,9520,0,506,0,31700,506,0,0,0,0,19800,13944,2430,2430,0,0,12602,NA,0,2079,3384,24760,0,0,0,0,7380,0,0,0,5730,0,8480,2607,0,0,0,0,0,7038,0,0,2027,2256,0,0,7734,20916,15468,50408,4851,13796,0,0,0,28580,771,0,892,0,0,0,0,0,0,15406,16900,0,0,0,0,0,0,21246,0,0,6244,1160,NA,0,0,22260,0,1204,0,181900,0,0,0,0,0,0,0,4816,0,0,16216,5056,9200,0,0,0,0,11316,0,0,0,0
"PLCL18283",0,3276,0,0,2949,0,0,0,0,0,4908,0,7028,0,0,0,10542,0,19050,0,7863,2621,0,0,0,0,0,0,0,0,4100,19364,0,0,0,0,6010,0,0,2454,0,0,0,0,0,0,0,5742,0,2621,5242,0,10528,1212,0,2960,0,14536,8365,0,0,0,37338,0,0,34460,0,4222,0,0,586,0,634,586,4188,0,0,0,0,3864,2454,2454,7644,0,0,NA,0,2907,0,37430,0,0,0,0,0,0,0,0,0,0,8110,3585,0,0,0,0,0,0,0,0,0,0,7330,2621,57150,5796,114300,0,6783,3828,9772,0,0,0,1757,0,983,5812,0,0,0,0,0,3634,0,0,0,0,0,0,0,6144,0,0,6881,1184,NA,0,0,9600,0,0,0,0,0,37510,0,12970,0,0,0,0,0,0,0,2916,0,0,0,5812,2906,4566,0,4100,0,0
"PLCL18290",0,0,0,35329,3465,0,1678,0,1042,0,5748,0,21630,4461,44610,1503,38730,0,0,0,1539,513,0,1927,7926,0,1002,0,0,0,2148,16444,0,1002,5660,0,18980,7109,0,2874,501,0,1002,8472,0,0,0,15246,1550,513,1026,0,7910,6472,0,2680,0,78504,13958,6712,5848,0,249000,0,0,43100,0,3324,8844,0,0,0,232900,0,0,0,0,0,16328,7840,2874,6922,0,2582,0,NA,0,4452,0,14580,0,0,0,0,0,0,0,0,13490,0,12570,5982,8148,5432,6072,0,0,16596,0,0,1295,0,9010,513,0,11760,0,0,10388,10164,0,0,0,58690,6036,0,1155,2320,0,0,0,0,0,19626,0,0,0,0,0,0,0,22650,0,0,8085,1072,NA,0,0,15790,0,0,0,0,0,0,0,0,0,12700,0,0,0,0,10360,3264,0,0,0,2320,1160,8362,0,2148,0,0
"PLCL18291",0,0,0,23580,2667,5568,1158,0,38540,0,5164,0,12252,2024,20240,0,18378,0,0,0,0,0,0,17280,6252,0,0,0,0,21575,0,5328,2492,0,0,0,12020,1042,0,2582,0,0,0,4960,0,1246,1246,0,1093,0,0,0,10692,4384,327500,0,0,25952,20608,4632,4000,0,111720,0,0,36090,0,5845,113720,0,613,586,13366,613,0,0,0,0,18128,10408,2582,2582,0,0,0,NA,0,0,0,5730,0,0,0,0,0,0,0,0,16770,0,6900,16482,3834,2556,0,0,0,8034,0,0,0,0,0,0,0,15612,0,0,0,0,0,0,0,11840,3063,0,889,2040,0,0,0,0,0,6488,0,0,0,0,0,0,0,9192,0,0,6223,0,NA,0,0,22490,0,0,0,71960,0,0,0,0,0,692200,0,0,0,0,0,3872,0,0,8352,2040,1020,4744,0,0,0,0
"PLCL18293",0,0,0,0,3315,0,0,0,0,0,5688,823,3380,763,7630,0,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12036,0,0,0,0,0,0,0,2844,0,0,0,0,0,0,0,0,0,0,0,0,7648,0,0,0,0,0,0,0,0,0,73980,0,0,30860,0,2929,0,0,0,0,0,0,0,0,0,0,0,0,2844,2844,0,0,0,NA,0,0,0,8310,0,0,0,2038,0,0,0,0,0,0,6950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4308,0,0,7735,0,NA,0,0,5350,0,0,0,22700,0,0,0,0,0,0,0,0,0,0,0,5576,0,0,0,0,0,1870,0,0,0,0
"PLCL18295",0,0,0,13370,2535,8168,0,0,18880,0,4396,0,16460,3929,39290,0,24690,0,0,0,0,0,0,4048,5490,0,0,0,0,0,0,39492,2628,0,0,0,12050,915,0,2198,0,0,0,0,0,1314,1314,4884,617,0,0,0,8662,3586,18880,3500,0,29328,11984,0,7800,0,236820,0,0,24980,0,5238,14020,0,675,0,6300,675,0,0,0,0,13616,0,2198,2198,0,0,0,NA,0,2073,0,13250,0,0,0,0,0,0,0,0,8430,0,8300,5136,0,0,0,0,0,19566,0,0,0,0,6840,0,0,0,0,0,4837,3256,0,0,0,11280,4115,0,845,0,0,0,0,0,0,7332,0,0,0,0,0,0,0,14730,0,0,5915,1400,NA,0,0,11900,0,0,0,207400,0,0,0,0,0,388000,0,0,0,0,0,0,0,0,12252,0,0,6640,0,0,0,0
"PLCL18302",0,0,0,4277,3396,5056,0,0,47120,0,4936,0,2280,846,8460,0,3420,0,0,0,0,0,0,9837,4698,0,0,0,0,2565,0,2420,6528,0,0,0,0,783,0,2468,0,0,0,0,0,3264,3264,0,0,0,0,0,5434,0,20740,0,114800,8464,6069,0,0,0,76620,553,13280,22650,0,2210,102380,0,553,0,3194,553,3324,0,0,0,5224,3352,2468,2468,0,0,0,NA,0,0,5184,6620,0,4977,0,0,26090,0,0,0,0,0,7430,2601,0,0,0,0,0,11190,0,0,0,3456,0,0,0,5028,0,0,0,0,7756,0,0,5730,570,0,1132,0,0,0,0,0,0,2116,57710,0,0,12480,0,0,123760,4248,0,0,7924,0,NA,0,53040,6490,1046,0,0,0,0,0,0,0,0,473600,0,0,0,0,0,0,20890,0,7584,0,0,2736,0,0,0,0
"PLCL18303",0,0,0,0,3549,0,0,0,0,0,5508,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7412,0,0,0,0,0,0,0,2754,0,0,0,0,0,0,0,0,0,0,0,0,6572,0,0,0,0,0,0,0,0,0,0,0,0,17400,0,3513,0,0,742,0,0,742,0,0,0,0,0,0,2754,2754,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,8780,0,0,0,0,0,6228,0,0,8281,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5696,29950,0,0,0
"PLCL18752",0,0,0,0,3633,0,0,0,0,0,6144,0,14388,2113,21130,0,21582,0,0,0,0,0,0,0,3354,0,0,0,0,0,0,6584,0,0,0,0,7350,559,0,3072,0,0,0,4864,0,0,0,0,899,1522,4566,0,6314,1474,0,0,0,16048,8463,0,8872,0,140100,0,0,40490,0,3333,14572,0,602,0,78000,602,0,0,0,0,5040,4108,3072,3072,0,0,1612,NA,0,0,0,0,0,0,0,0,8060,0,0,0,7790,0,12170,3627,0,0,0,0,0,0,0,0,4218,0,0,0,0,6162,0,6448,0,0,0,0,0,40750,3597,0,1211,0,0,0,0,0,0,4012,11240,0,0,0,0,0,0,7290,0,0,8477,0,NA,0,0,5810,0,0,0,76140,0,0,0,0,0,0,0,0,0,0,33744,2632,11230,0,0,0,0,5546,0,0,0,0
"PLCL18755",0,0,0,15183,3435,0,1048,0,1397,0,6168,0,4864,924,9240,0,7296,0,0,0,0,0,0,2891,4464,0,0,0,0,0,2404,29536,3352,0,0,0,10220,744,0,3084,0,0,0,0,0,1676,1676,0,652,0,0,0,8464,4118,8410,0,0,55440,14224,4192,11848,0,81360,0,0,34910,0,4420,13740,0,689,0,11710,689,0,0,0,0,7176,11952,3084,3084,0,0,2272,NA,0,3891,0,15050,0,0,0,3242,8510,4592,0,0,9910,0,6890,6096,0,0,0,11676,0,0,0,0,4031,0,126200,0,0,17928,0,9088,9079,0,0,0,0,10570,1216,0,1145,2344,0,0,0,0,0,13860,13230,0,0,0,0,0,0,12000,0,0,8015,0,NA,0,0,13360,0,0,0,35850,0,0,0,0,0,415200,8007,0,5338,13345,32248,3652,12120,5070,0,2344,1172,5498,0,2404,0,0
"PLCL18757",0,0,0,86450,2664,0,0,0,0,0,5360,0,0,816,8160,0,0,0,0,0,0,0,0,5528,7716,0,0,0,0,0,2088,3828,0,0,0,0,17330,3394,0,2680,0,0,0,5920,0,0,0,5778,932,0,0,0,9380,0,0,3155,0,43504,18158,0,5968,0,73620,0,0,27120,0,5028,207480,0,591,0,32060,591,0,0,0,0,23040,14696,2680,2680,0,0,0,NA,0,1878,0,6180,0,0,0,0,0,11208,0,0,5640,0,7800,7782,0,0,0,0,0,0,0,0,0,0,10560,0,0,22044,0,0,4382,3852,0,6408,0,33770,0,0,888,2640,0,0,0,0,18360,10876,90920,0,0,70700,0,0,0,20424,0,0,6216,1262,NA,0,0,25470,0,0,6720,36460,0,9230,0,0,0,0,0,0,0,0,0,4120,0,0,0,2640,1320,16780,0,2088,0,0
"PLCL18758",0,0,0,44345,3291,0,1796,0,0,0,5516,0,10364,2625,26250,0,30426,0,2212,0,0,0,0,4255,5226,0,0,0,0,0,0,7544,0,0,0,0,10570,871,0,2758,0,0,0,0,0,0,0,0,745,0,0,0,8776,2032,0,0,0,20024,16240,7184,4608,0,214740,0,0,30230,0,4226,5832,0,627,0,11040,627,0,51610,0,0,6480,7440,2758,2758,0,0,0,NA,0,3564,0,23970,0,0,0,0,0,28068,0,0,12340,0,6900,6960,0,0,0,52234,0,0,0,0,0,0,294400,0,6636,11160,13272,0,8316,0,0,0,0,18740,4079,0,1097,174720,0,0,0,0,4440,5006,0,0,0,0,0,0,0,23316,0,0,7679,0,NA,0,0,14810,0,0,0,26000,0,6090,0,0,0,0,21837,0,14558,36395,0,3616,0,0,0,174720,87360,11786,0,0,0,0
"PLCL18761",0,5952,0,0,3564,0,0,0,0,0,5452,0,0,0,0,0,0,0,0,0,4752,1584,0,0,0,0,0,0,0,0,0,21024,0,0,0,0,0,0,0,2726,0,0,0,0,0,0,0,0,0,1584,3168,0,8020,0,0,3225,0,156160,0,0,0,0,0,0,0,37250,0,3923,0,0,565,0,0,565,8121,0,0,0,0,0,2726,2726,13888,0,0,NA,0,3471,0,575600,0,0,0,0,0,4236,0,0,0,0,7620,0,0,0,0,0,0,0,0,0,867,0,0,1584,0,0,0,0,8099,0,18949,0,0,0,0,0,1188,0,0,0,0,0,0,39040,0,0,0,0,0,0,0,0,0,0,8316,1290,NA,0,0,0,0,0,0,54680,0,0,0,0,0,0,0,0,0,0,6936,0,0,0,0,0,0,0,0,0,0,0
"PLCL18776",0,0,0,4809,3435,0,0,0,0,0,5804,0,1212,0,0,0,4848,0,0,0,0,0,0,538,0,0,0,0,0,0,3808,6724,0,0,0,0,0,0,0,2902,0,0,0,0,0,0,0,0,514,0,0,0,6358,0,0,3040,0,13794,5887,0,0,0,19770,0,5170,45650,0,3235,0,0,686,0,24840,686,0,0,0,0,0,3948,2902,2902,0,0,0,NA,0,0,4266,0,0,0,0,0,15590,0,0,0,0,0,7070,2523,0,0,0,0,12540,0,0,0,0,2844,0,0,0,5922,0,0,0,0,0,0,0,0,606,0,1145,0,0,0,0,0,0,3116,29250,0,0,0,0,0,0,8244,0,0,8015,1216,NA,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,26600,0,0,0,0,1452,0,3808,0,0
"PLCL18788",0,0,0,6328,3015,0,0,0,0,0,5704,0,5880,1199,11990,0,8820,0,0,0,0,0,0,864,0,0,0,0,0,0,0,20964,0,0,39850,0,0,2484,0,2852,0,0,0,0,0,0,0,6000,0,0,0,0,10376,3630,0,0,0,28048,8512,0,21752,0,82800,0,8640,32280,0,5571,19436,0,704,0,82320,704,0,0,0,0,4040,4956,2852,2852,0,0,0,NA,0,1578,0,11950,0,0,0,0,0,0,0,0,0,0,8530,3648,3954,2636,0,0,0,4062,0,0,0,0,0,0,0,7434,0,0,3682,4000,0,0,0,50680,1470,0,1005,7452,0,0,0,0,0,7012,21610,0,0,0,0,0,0,8730,0,0,7035,0,NA,0,0,9760,0,0,0,104200,0,0,0,0,217300,0,0,0,0,0,0,0,9670,0,0,7452,3726,2548,0,0,0,0
"PLCL18791",0,0,0,0,3060,0,0,0,0,0,5360,0,6236,855,8550,0,9354,0,0,13998,0,0,0,0,3630,0,0,0,0,0,0,6436,0,0,0,0,9890,605,0,2680,0,0,0,4920,0,0,0,4602,540,0,0,0,0,2922,0,2685,0,23256,5320,0,9576,0,91680,0,0,16810,0,3562,64840,0,609,0,59230,609,0,0,0,0,9192,15516,2680,2680,0,0,1086,NA,0,1686,0,11910,0,0,0,0,0,0,0,0,6880,0,8740,2280,0,0,0,0,0,11178,0,0,0,0,10540,0,0,23274,0,4344,3934,3068,0,0,0,21770,1559,0,1020,0,0,0,0,0,17328,5814,0,0,0,0,0,0,0,8658,0,0,7140,1074,NA,0,0,8680,0,0,0,86700,0,0,0,0,0,0,0,0,0,0,0,2104,0,8730,0,0,0,4408,0,0,0,0
"PLCL18794",0,0,0,19789,3066,0,1262,0,0,0,5068,0,22748,1232,12320,0,34122,0,0,0,0,0,0,853,5808,0,0,0,0,0,5448,89280,0,0,0,0,15930,968,0,2534,0,0,0,7584,0,0,0,24126,1019,0,0,0,8018,14352,0,0,0,25696,17626,5048,7152,0,88620,0,0,27700,0,4502,12472,0,607,0,94970,607,0,0,0,0,10160,7548,2534,2534,0,0,0,NA,0,5622,0,23000,0,0,0,0,0,0,0,0,13480,0,13820,7554,0,0,0,0,0,10290,0,0,0,0,0,0,0,11322,0,0,13118,16084,0,0,0,54360,5687,0,1022,0,0,0,0,0,4376,6424,0,0,0,0,0,0,0,17988,0,0,7154,0,NA,0,0,9470,0,0,0,102100,4508,0,0,0,0,21180,0,0,0,0,0,4840,0,0,0,0,0,9770,0,5448,0,0
"PLCL18795",0,1527,0,16394,4296,0,0,0,0,0,6524,0,4560,0,0,0,6840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16348,0,0,0,0,0,0,0,3262,0,0,0,0,0,0,0,10248,0,0,0,0,5722,2690,0,0,120900,9128,5222,0,0,0,39852,0,0,34170,0,2916,129980,0,582,0,0,582,2862,0,0,0,0,0,3262,5502,3563,0,0,NA,0,1665,0,14300,0,0,0,0,0,0,0,0,0,0,7500,2238,0,0,3360,0,0,0,0,0,2519,0,0,0,0,0,0,0,3885,6832,6678,0,0,8680,1140,0,1432,0,0,0,0,0,0,2282,10210,0,0,0,0,0,63308,7104,0,0,10024,0,NA,0,27132,0,0,0,0,8780,0,0,0,0,0,0,0,0,0,0,20152,0,5760,0,0,0,0,3088,0,0,0,0
