"","Abiotrophia_defectiva","Acetanaerobacterium_elongatum","Acetivibrio_ethanolgignens","Acidaminobacter_hydrogenoformans","Acidaminococcus_fermentans","Acidaminococcus_intestini","Acidovorax_facilis","Acinetobacter_baumannii","Acinetobacter_guillouiae","Acinetobacter_johnsonii","Actinoalloteichus_hymeniacidonis","Actinomyces_cardiffensis","Actinomyces_graevenitzii","Actinomyces_lingnae","Actinomyces_naeslundii","Actinomyces_odontolyticus","Actinomyces_turicensis","Actinomycetospora_chlora","Adlercreutzia_equolifaciens","Aerococcus_viridans","Aeromicrobium_fastidiosum","Aeromicrobium_halocynthiae","Aerosphaera_taetra","Aggregatibacter_segnis","Akkermansia_muciniphila","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Alkaliflexus_imshenetskii","Alkanindiges_hongkongensis","Allisonella_histaminiformans","Allobaculum_stercoricanis","Alloprevotella_rava","Anaerofilum_pentosovorans","Anaeroglobus_geminatus","Anaerosporobacter_mobilis","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerotruncus_colihominis","Anaerovorax_odorimutans","Arcobacter_mytili","Atopobium_parvulum","Atopostipes_suicloacalis","Bacillus_cereus","Bacillus_coagulans","Bacteroides_acidifaciens","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_chinchillae","Bacteroides_clarus","Bacteroides_coprocola","Bacteroides_coprophilus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecichinchillae","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fluxus","Bacteroides_fragilis","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_oleiciplenus","Bacteroides_ovatus","Bacteroides_plebeius","Bacteroides_rodentium","Bacteroides_salyersiae","Bacteroides_sartorii","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Bifidobacterium_adolescentis","Bifidobacterium_angulatum","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bifidobacterium_pseudolongum","Bifidobacterium_pullorum","Bilophila_wadsworthia","Blautia_faecis","Blautia_glucerasea","Blautia_luti","Blautia_producta","Blautia_stercoris","Blautia_wexlerae","Brevundimonas_mediterranea","Burkholderia_ferrariae","Butyricicoccus_pullicaecorum","Butyricimonas_synergistica","Butyricimonas_virosa","Butyrivibrio_crossotus","Butyrivibrio_fibrisolvens","Caenispirillum_bisanense","Campylobacter_concisus","Campylobacter_gracilis","Campylobacter_ureolyticus","Cardiobacterium_hominis","Cardiobacterium_valvarum","Carnobacterium_maltaromaticum","Catabacter_hongkongensis","Catenibacterium_mitsuokai","Cellulomonas_marina","Cellulosilyticum_lentocellum","Cetobacterium_somerae","Christensenella_minuta","Chthonomonas_calidirosea","Citrobacter_amalonaticus","Citrobacter_freundii","Citrobacter_koseri","Cloacibacillus_porcorum","Clostridium_aldenense","Clostridium_aminobutyricum","Clostridium_asparagiforme","Clostridium_bartlettii","Clostridium_butyricum","Clostridium_cellulolyticum","Clostridium_chartatabidum","Clostridium_citroniae","Clostridium_clariflavum","Clostridium_clostridioforme","Clostridium_colinum","Clostridium_disporicum","Clostridium_glycolicum","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_hylemonae","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_lavalense","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_neonatale","Clostridium_nexile","Clostridium_paraputrificum","Clostridium_perfringens","Clostridium_piliforme","Clostridium_polysaccharolyticum","Clostridium_propionicum","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_saccharogumia","Clostridium_sartagoforme","Clostridium_scindens","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_symbiosum","Clostridium_tertium","Clostridium_thermocellum","Clostridium_viride","Collinsella_aerofaciens","Collinsella_tanakaei","Comamonas_denitrificans","Comamonas_kerstersii","Comamonas_testosteroni","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Corynebacterium_argentoratense","Corynebacterium_callunae","Corynebacterium_imitans","Corynebacterium_macginleyi","Corynebacterium_matruchotii","Corynebacterium_variabile","Cosenzaea_myxofaciens","Cronobacter_pulveris","Cryptobacterium_curtum","Curvibacter_gracilis","Curvibacter_lanceolatus","Dehalobacterium_formicoaceticum","Deinococcus_grandis","Deinococcus_radiodurans","Delftia_tsuruhatensis","Denitrobacterium_detoxificans","Desulfovibrio_desulfuricans","Desulfovibrio_fairfieldensis","Desulfovibrio_intestinalis","Desulfovibrio_legallii","Desulfovibrio_piger","Dialister_invisus","Dialister_micraerophilus","Dialister_pneumosintes","Dialister_propionicifaciens","Dialister_succinatiphilus","Dietzia_natronolimnaea","Dioscorea_elephantipes","Dorea_formicigenerans","Dorea_longicatena","Dysgonomonas_capnocytophagoides","Eggerthella_lenta","Eggerthella_sinensis","Eikenella_corrodens","Enterobacter_aerogenes","Enterobacter_asburiae","Enterobacter_cloacae","Enterobacter_lignolyticus","Enterobacter_sacchari","Enterococcus_asini","Enterococcus_casseliflavus","Enterococcus_durans","Enterococcus_faecalis","Enterococcus_faecium","Enterococcus_inusitatus","Escherichia/Shigella_boydii","Escherichia/Shigella_coli","Escherichia/Shigella_flexneri","Escherichia/Shigella_sonnei","Eubacterium_biforme","Eubacterium_contortum","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_dolichum","Eubacterium_eligens","Eubacterium_fissicatena","Eubacterium_hallii","Eubacterium_infirmum","Eubacterium_limosum","Eubacterium_ramulus","Eubacterium_rangiferina","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_siraeum","Eubacterium_sulci","Eubacterium_ventriosum","Eubacterium_xylanophilum","Exiguobacterium_indicum","Facklamia_tabacinasalis","Faecalibacterium_prausnitzii","Filifactor_villosus","Finegoldia_magna","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Fusobacterium_mortiferum","Fusobacterium_necrogenes","Fusobacterium_nucleatum","Fusobacterium_periodonticum","Fusobacterium_varium","Gardnerella_vaginalis","Gemella_haemolysans","Gemella_morbillorum","Gemella_sanguinis","Gemmiger_formicilis","Gilliamella_apicola","Gordonia_polyisoprenivorans","Gordonibacter_pamelaeae","Haemophilus_parainfluenzae","Haemophilus_pittmaniae","Halomonas_pantelleriensis","Helicobacter_pullorum","Helicobacter_rodentium","Herbaspirillum_huttiense","Herminiimonas_glaciei","Holdemania_filiformis","Howardella_ureilytica","Hydrogenoanaerobacterium_saccharovorans","Insolitispirillum_peregrinum","Intestinimonas_butyriciproducens","Jonesia_denitrificans","Kaistia_granuli","Klebsiella_granulomatis","Klebsiella_oxytoca","Klebsiella_pneumoniae","Klebsiella_variicola","Kluyvera_cryocrescens","Kluyvera_georgiana","Lachnospira_pectinoschiza","Lactobacillus_brevis","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_iners","Lactobacillus_johnsonii","Lactobacillus_kunkeei","Lactobacillus_mucosae","Lactobacillus_plantarum","Lactobacillus_reuteri","Lactobacillus_salivarius","Lactobacillus_sanfranciscensis","Lactobacillus_senioris","Lactococcus_garvieae","Lactococcus_lactis","Lactococcus_piscium","Lactonifactor_longoviformis","Larkinella_arboricola","Lautropia_mirabilis","Leuconostoc_carnosum","Leuconostoc_gelidum","Limnobacter_thiooxidans","Luteibacter_anthropi","Lysobacter_daejeonensis","Lysobacter_soli","Lysobacter_xinjiangensis","Mangroviflexus_xiamenensis","Marmoricola_aequoreus","Marvinbryantia_formatexigens","Megamonas_funiformis","Megamonas_rupellensis","Megasphaera_elsdenii","Megasphaera_micronuciformis","Megasphaera_paucivorans","Methanobrevibacter_smithii","Methylobacterium_adhaesivum","Methylobacterium_radiotolerans","Methylophilus_flavus","Methyloversatilis_universalis","Microbacterium_oleivorans","Mitsuokella_jalaludinii","Mobiluncus_curtisii","Morganella_morganii","Murdochiella_asaccharolytica","Myroides_odoratus","Myroides_profundi","Naasia_aerilata","Natranaerovirga_pectinivora","Neisseria_mucosa","Nesterenkonia_lacusekhoensis","Nevskia_ramosa","Nitriliruptor_alkaliphilus","Nocardioides_ganghwensis","Nocardioides_marinisabuli","Nocardioides_oleivorans","Nocardioides_pyridinolyticus","Nocardiopsis_coralliicola","Nocardiopsis_salina","Noviherbaspirillum_psychrotolerans","Oceanobacillus_chironomi","Odoribacter_laneus","Odoribacter_splanchnicus","Olsenella_profusa","Olsenella_uli","Oribacterium_sinus","Oscillibacter_valericigenes","Oscillospira_guilliermondii","Oxalobacter_formigenes","Pantoea_ananatis","Parabacteroides_chinchillae","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_gordonii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraeggerthella_hongkongensis","Paraprevotella_clara","Paraprevotella_xylaniphila","Parasutterella_excrementihominis","Parasutterella_secunda","Parvimonas_micra","Pasteurella_pneumotropica","Pediococcus_acidilactici","Peptoclostridium_difficile","Peptococcus_niger","Peptoniphilus_asaccharolyticus","Peptoniphilus_coxii","Peptoniphilus_duerdenii","Peptostreptococcus_stomatis","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Phenylobacterium_muchangponense","Photorhabdus_luminescens","Planococcus_maitriensis","Plesiomonas_shigelloides","Porphyromonas_bennonis","Porphyromonas_somerae","Porphyromonas_uenonis","Prevotella_baroniae","Prevotella_bivia","Prevotella_buccae","Prevotella_buccalis","Prevotella_copri","Prevotella_corporis","Prevotella_denticola","Prevotella_melaninogenica","Prevotella_oralis","Prevotella_ruminicola","Prevotella_stercorea","Prevotella_timonensis","Propionibacterium_acnes","Proteiniphilum_acetatigenes","Proteus_mirabilis","Providencia_rettgeri","Pseudacidovorax_intermedius","Pseudoflavonifractor_capillosus","Pseudolabrys_taiwanensis","Pseudomonas_aeruginosa","Pseudomonas_caeni","Pseudomonas_formosensis","Pyramidobacter_piscolens","Ralstonia_insidiosa","Ralstonia_solanacearum","Raoultella_ornithinolytica","Raoultella_planticola","Rhodococcus_erythropolis","Rhodovarius_lipocyclicus","Robinsoniella_peoriensis","Roseateles_aquatilis","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Roseomonas_frigidaquae","Rothia_aeria","Rothia_dentocariosa","Rothia_mucilaginosa","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gauvreauii","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Salmonella_bongori","Salmonella_enterica","Schlegelella_aquatica","Schlegelella_thermodepolymerans","Selenomonas_noxia","Selenomonas_ruminantium","Selenomonas_sputigena","Slackia_faecicanis","Slackia_isoflavoniconvertens","Slackia_piriformis","Snodgrassella_alvi","Solobacterium_moorei","Sphingobium_xenophagum","Sporobacter_termitidis","Staphylococcus_lentus","Staphylococcus_saprophyticus","Staphylococcus_sciuri","Stenotrophomonas_maltophilia","Stomatobaculum_longum","Streptococcus_anginosus","Streptococcus_cristatus","Streptococcus_equinus","Streptococcus_gordonii","Streptococcus_intermedius","Streptococcus_macedonicus","Streptococcus_mutans","Streptococcus_parasanguinis","Streptococcus_peroris","Streptococcus_pleomorphus","Streptococcus_salivarius","Streptococcus_sanguinis","Streptococcus_sobrinus","Streptococcus_thermophilus","Subdoligranulum_variabile","Succinatimonas_hippei","Succinivibrio_dextrinosolvens","Sutterella_parvirubra","Sutterella_stercoricanis","Sutterella_wadsworthensis","Synergistes_jonesii","Treponema_refringens","Turicibacter_sanguinis","Undibacterium_oligocarboniphilum","Undibacterium_pigrum","Vampirovibrio_chlorellavorus","Veillonella_atypica","Veillonella_denticariosi","Veillonella_dispar","Veillonella_magna","Veillonella_parvula","Veillonella_ratti","Veillonella_rogosae","Veillonella_tobetsuensis","Vibrio_rumoiensis","Victivallis_vadensis","Weissella_paramesenteroides"
"HC_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,640,128,91,0,0,383,0,57,0,0,73,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,147,230,0,0,0,0,0,0,0,0,0,0,0,0,1040,52,0,556,10,0,0,0,0,1171,349,211,0,68,0,0,0,0,0,0,0,0,0,0,35,144,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,15,0,40,12,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,38,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,71,0,0,0,0,0,3502,0,0,62,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,223,0,57,0,254,0,6,0,0,0,0,1377,207,79,0,116,0,0,0,15171,0,0,6,74,0,0,0,0,0,0,0,0,0,386,0,0,0,29,0,0,0,0,0,0,5,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,53,313,0,0,0,176,0,0,0,162,0,0,0,0,0,0,0,0,0,5,0,0,0,0,221,2,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,733,634,0,3142,0,0,0,0,74,0,17,0,19,0,0,290,0,416,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"HC_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,314,59,0,39,0,0,0,0,0,0,0,0,2695,0,0,0,0,1324,3728,0,0,0,0,733,3125,578,613,0,0,0,0,0,0,0,252,0,0,0,51,43,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,35,28,0,34,0,0,63,0,0,0,0,0,0,0,0,0,170,0,0,31,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348,0,0,0,0,0,0,289,0,2634,0,0,0,0,0,0,3826,0,0,7,0,0,0,0,15782,0,0,278,0,0,0,0,0,214,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,755,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,0,0,157,0,28,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,76,0,0,0,0,0,31,0,28,0,0,0,0,777,930,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,11,0,35,0,0,0,0,0,0
"HC_14",0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,12,0,0,44,0,0,0,0,0,23,816,215,0,0,1526,65,209,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,18,0,0,2831,0,0,0,0,0,0,0,0,0,0,844,0,0,50,0,1507,98,0,531,0,0,4077,8534,727,1459,2419,0,0,0,0,0,0,0,0,0,0,230,209,0,0,0,0,0,71,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,28,44,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,18,0,14,0,87,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,7,0,0,64,57,0,9,0,18,0,0,0,0,0,0,8,0,0,0,766,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,158,0,40,0,0,41,0,365,0,0,0,44,0,0,0,22453,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,20,23,36,0,0,0,1194,0,39,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,226,0,0,0,417,129,0,0,0,3005,562,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,176,0,832,0,0,0,0,2125,1727,37,0,0,0,52,65,53,594,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0
"HC_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,42,0,0,0,0,0,0,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13063,0,0,0,0,0,0,0,33,376,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,57,0,0,0,0,0,229,42,0,0,0,517,710,156,0,0,132,0,16,0,0,0,6,0,0,862,0,0,0,32,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4308,0,0,0,0,0,0,35,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,53,0,0,483,0,0,0,0,0,2332,0,0,0,0,42,12,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,50,0,3,0,0,0,0,2308,0,0,0,0,1,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,155,0,2715,0,1306,0,0,0,0,0,0
"HC_19",0,0,0,0,0,11,0,0,53,59,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,2757,0,0,0,195,0,0,0,0,0,0,87,11102,0,0,0,811,0,341,76,103,0,0,0,0,0,0,0,0,6,0,0,10,1691,0,882,0,0,0,0,21,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,78,0,75,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,16,94,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,351,0,22,0,61,124,433,0,66,0,0,79,0,3780,0,0,0,0,0,0,0,13357,0,0,29,164,0,0,0,0,0,0,0,0,0,738,0,0,0,40,0,0,0,0,0,0,23,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,73,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,11525,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,190,0,0,0,0,62,0,0,0,39,0,0,0,149,0,0,12,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,5021,0,0,0,0,0,5828,0,0,0,0,0,0,824,315,0,0,0,0,0,0,0,0,0,0,9,0,34,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"HC_21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,231,0,0,899,0,0,0,0,0,0,0,0,0,0,0,92,22,0,0,0,0,0,0,0,74,95,0,0,0,0,195,0,0,0,0,0,0,0,29,0,0,179,0,0,0,0,402,102,1848,0,205,1052,0,0,0,0,0,0,14,0,0,0,11,201,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,479,0,18,0,0,0,0,0,0,0,0,35,13,0,0,0,10,0,0,0,0,6,66,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,26,0,0,54,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,259,0,435,0,17,0,0,95,0,0,904,0,0,0,0,0,0,15352,0,0,699,41,21,0,0,0,0,0,0,0,0,1011,0,0,4,0,0,0,0,0,0,0,43,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,142,34,0,0,0,142,0,0,0,372,0,342,0,47,0,0,0,0,0,7,0,0,0,0,732,120,0,0,0,0,0,0,0,0,0,0,0,2532,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,99,2048,0,0,0,13,177,109,0,0,117,0,0,0,25,754,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HC_23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,46,0,61,0,0,180,0,55,0,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,0,0,0,0,0,13,0,834,0,0,0,0,0,88,64,607,0,0,455,24,0,0,0,1309,159,1302,2906,99,229,0,0,0,0,0,0,0,0,0,0,53,235,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,19,0,0,0,0,0,0,0,64,0,0,0,0,0,341,0,26,0,0,88,0,0,0,0,0,18,30,0,0,0,2,0,0,0,16,0,20,0,0,0,0,0,0,128,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,135,0,0,202,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,559,0,612,0,810,0,0,0,23,0,0,0,0,7562,11,56,0,0,0,0,0,18903,0,0,115,0,0,0,0,0,0,0,0,0,0,1176,0,0,0,74,0,0,0,0,0,0,12,47,66,0,69,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,94,372,0,0,0,815,0,0,0,372,0,1293,0,15,0,0,0,0,0,0,0,0,0,0,12,769,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1009,0,1029,3010,0,0,0,0,88,707,0,78,0,0,105,0,37,408,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HC_25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,61,0,17,0,0,119,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,146,2962,0,57,0,185,0,367,228,185,160,0,0,0,0,0,0,65,0,0,0,90,114,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,5,98,0,11,0,0,0,0,0,0,0,0,0,68,0,0,0,0,16,0,0,0,0,68,0,0,0,0,0,39,33,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,0,0,0,0,727,0,461,0,31,0,0,0,0,0,0,485,467,0,0,0,0,0,0,16949,0,0,19,0,0,0,0,0,0,0,0,0,0,300,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,155,324,0,0,0,437,0,0,0,93,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1687,0,0,0,0,0,0,0,0,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,370,0,4543,0,0,0,0,0,1325,267,0,0,0,0,0,0,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
