"","Acetate","Propionate","Isobutyrate","Butyrate","Isovalerate","Valerate","Hexanoate","TBA","Glycoursodeoxycholic acid","glycolithocholate","LCA-S","GCA","taurocholic acid","dehydrolithocholic acid","lithocholic acid","7-ketolithocholic acid","12-keto Lithocholic Acid","chenodeoxycholic acid","Deoxycholic acid","6-keto Lithocholic Acid","3β-Ursodeoxycholic Acid","ursodeoxycholic acid","α-hyodeoxycholic acid","Norcholic Acid","7_DHCA","3-dehydrocholic acid","3β-Cholic Acid","Tauro-β-muricholic Acid","Hyocholic acid","cholic acid","glycochenodeoxycholate","glycodeoxycholic acid","taurochenodeoxycholate","taurodeoxycholate"
"QCS-011-1f",0.5235,0.4734,0.1356,0.7172,0.1813,0.2204,0.003,2.45550539704809,58.6469978823529,293.091338352941,103.514288705882,158.016164705882,9.71512941176471,299220.791194353,1122177.2212248,232.332752941176,364493.40022,3599.16482352941,654198.048611765,1854.17811764706,631.732517647059,1463.74616470588,3260.38082352941,94.2450588235294,68.4210823529412,67.4246588235294,58.1247058823529,158.929552941176,1464.99169411765,1309.30051764706,180.186588235294,331.310823529412,5.86063105882353,12.6213647058824
"QCS-011-2f",0.9401,1.7101,0.15,3.5947,0.2326,0.0639,0.0034,0.287685719993708,25.3699413483146,5.73601280898876,325.259603146067,192.707191011236,15.7813707865169,980.982696629213,88918.5079775281,195.641415730337,3827.1806741573,14681.0365168539,171573.080606742,874.795483146067,695.966382022472,996.208943820225,1849.35460674157,14.4332134831461,1.18955056179775,41.5549662921348,63.2047865168539,15.1469438202247,383.669707865169,1369.01408988764,547.510471910112,2.85492134831461,89.3733128089888,0.158606741573034
"QCS-011-3f",0.8853,2.1007,0.0085,0.4028,0.0168,0.0924,4e-04,3.34998334963791,152.038944545455,4.64095581818182,59409.0287796364,1147.75912727273,599.801672727273,4.9406,7727.8042,123279.070309091,4399.70054545455,639570.526497,286170.716472727,465.763836363636,14859.7207090909,377876.151658,1120.48958181818,852.6064,167486.660818182,6990.56401818182,57838.5134181818,5454.74321818182,5376.72023636364,1588015.86494545,555.015454545455,2.30989090909091,551.039875636364,71.1574727272727
"QCS-012-1f",0.2227,0.1499,0.0503,0.2149,0.0785,0.0492,0.0104,3.79125908236582,41.9189687640449,2296.14662561798,139.531901797753,17.0502247191011,0.0793033707865168,176909.166516854,1875353.46252027,441.799078651685,306800.628034989,4615.932,1399487.1238427,346.714337078652,890.259640449438,1947.84939325843,3963.34456179775,1636.02853932584,933.638584269663,111.897056179775,328.633168539326,217.449842696629,5276.37047191011,7253.40350561798,21.174,2105.34588764045,0.817617752808989,123.316741573034
"QCS-012-2f",0.7622,0.6084,0.3031,2.2758,0.4478,0.8216,1.4975,3.90877281240443,75.969124516129,749.980803225806,4.36305827956989,74.4505161290322,2.73212903225806,153909.100666667,1787008.1153028,7963.32131182796,373618.086137333,14743.9343225806,1518743.70337634,2786.69572043011,8135.8249032258,18970.3102580645,14642.3143010753,2207.18079569892,182.976752688172,142.90552688172,586.876494623656,347.435741935484,1558.22425806452,1174.81548387097,69.4416129032258,1053.00806451613,0.782451397849462,20.2632903225806
"QCS-012-3f",1.232,0.3071,0.0116,1.5428,0.0108,0.0057,2e-04,0.918620506309484,79.1660206185567,5.26293958762887,61789.4159849485,197.98781443299,275.334762886598,1091.29777319588,49264.6217113402,22050.9383092784,29351.7480618557,230278.205907835,134673.26142268,3251.33682474227,9681.97521649485,108369.841731959,992.194721649484,330.416268041237,30587.916742268,14085.5851134021,13248.8119175258,3346.94725773196,4435.8438556701,200159.131731959,275.771340206186,2.61946391752577,721.52842556701,73.3449896907216
"QCS-013-1f",1.2915,1.6074,0.2104,0.9578,0.2508,0.5901,0.0106,6.39496614359057,326.062757045454,5.80119477272727,73349.2127163636,455.722227272727,1416.17165909091,81.4076136363636,5383.64990909091,225639.367522727,29013.0318636364,826332.2892,600739.183659091,13448.13675,473933.711977273,1633764.45867125,8020.13372727273,1575.05686363636,297688.073159091,37409.8863409091,292026.915522727,8864.04595454545,20084.5816590909,1844172.30809091,328.999045454545,2.88736363636364,561.211255681818,343.836886363636
"QCS-013-2f",0.714,0.6521,0.1518,0.8048,0.1845,0.2176,0.0032,3.50190080793061,53.9601923232323,726.547668282828,427.819600606061,70.7938787878788,7.41446464646465,679992.524093374,1483316.6918981,557.296828282828,526912.930561151,6457.78482828283,795440.093353535,791.993151515151,809.103454545454,813.523616161616,1804.42404040404,921.67498989899,144.867232323232,51.3309090909091,65.1617373737374,96.3880404040404,357.320161616162,945.130363636364,165.613474747475,945.700707070707,22.2947248484848,2.4239595959596
"QCS-013-3f",0.5422,0.4908,0.0706,0.5626,0.0937,0.0964,0.0012,4.70201141785651,126.511646595745,1460.37979021277,11011.8690744681,120.811936170213,0.976106382978723,262353.683868085,2608080.03800445,3932.35719148936,270886.851144404,13010.1465531915,1499550.78919149,1366.6240212766,3360.0585106383,6785.21580851064,8920.71131914894,1583.09438297872,941.867574468085,118.183957446809,152.873276595745,149.494446808511,1349.95512765957,4464.93585106383,228.333808510638,2022.71768085106,10.8625623404255,22.0750212765957
"QCS-014-1f",1.3597,1.5643,0.1995,2.2088,0.1978,0.5413,0.1614,2.54835906958156,25.5031543157895,619.774867157895,5589.67819726316,97.9204631578947,8.76677894736842,99632.7339578947,1320857.93859545,211.294231578947,177065.606189474,4699.58787368421,921557.785073684,499.334926315789,465.159347368421,912.042189473684,2592.88631578947,608.102421052632,169.689178947368,104.829873684211,259.882989473684,375.337010526316,1098.15050526316,9546.72509473684,325.262357894737,900.526505263158,32.39622,102.155263157895
"QCS-014-2f",1.684,1.5518,0.1731,2.3768,0.213,0.5928,0.0138,5.10248396391886,272.179790825688,62.6957607339449,176.458417798165,428.077412844037,1678.50895412844,6282.46177981651,570898.432656936,99820.7759816514,84505.0454862385,565308.528903578,1328116.16293578,5780.76100917431,215692.739009174,665853.538891927,940.138550458716,402.176495412844,161714.70906422,21915.8022752294,184026.406862385,4745.56609174312,11937.0205688073,1167740.98456881,721.405302752293,185.580073394495,726.890469541284,2550.91660550459
"QCS-014-3f",1.1925,1.0354,0.1412,2.1923,0.1584,0.2882,0.003,3.57593151454125,42.5966488073394,480.971618899083,14898.1325937615,116.165614678899,13.0799633027523,92740.6306972477,1242513.5929456,2617.61146788991,382822.203024092,27688.8577614679,1774879.40414679,1795.06308256881,7316.62066055046,6638.01662385321,7738.74086238532,1198.24119266055,1025.54682568807,243.015357798165,364.490660550459,581.799357798165,1708.23025688073,5526.09023853211,336.517669724771,2494.84111926606,46.6087009174312,104.445449541284
"QCS-016-1f",0.5665,0.4216,0.1068,0.6603,0.1518,0.1407,0.0057,1.27390698183837,51.2085578431373,315.925075490196,523.49186,91.1312352941176,15.6383137254902,77140.9645686275,654121.086173078,980.57762745098,96188.984254902,2317.03068627451,429095.53854902,1022.3028627451,586.575156862745,1438.10209803922,5176.69701960784,2413.55921568627,392.826137254902,80.8210196078431,18.3369607843137,230.076960784314,828.277058823529,534.262921568627,78.9527254901961,185.722274509804,30.8704464705882,48.0220784313725
"QCS-016-2f",0.7445,0.3628,0.026,1.2588,0.031,0.0451,0.0016,0.859762455991954,23.8440093181818,65.6169427272727,156.847207045455,1.12286363636364,8.50168181818182,56643.7383863636,300974.951196045,835.891772727273,93169.129,9805.48690909091,387594.721863636,788.571090909091,1109.71009090909,1651.49179545455,163.777681818182,405.032954545454,225.053954545455,232.272363636364,4958.80643181818,66.4093636363636,161.211136363636,682.540681818182,7.53922727272727,2.88736363636364,9.81543227272727,17.4845909090909
"QCS-016-3f",0.705,0.5134,0.2842,1.5527,0.3674,0.4933,0.0398,4.6505159267871,31.0422982795699,1519.12900946237,158.662322150538,19.8838279569892,1.13838709677419,198817.120900172,2475163.43253333,1419.64460215054,496758.598068,5215.71021505376,1444254.55797849,2831.0928172043,6854.83584946236,8729.00047311828,2237.68956989247,1275.06944086021,91.5263225806451,79.0799569892473,159.905440860215,418.62288172043,1481.11750537634,1263.83735483871,16.3927741935484,1716.15649462366,0.782451397849462,1.89731182795699
"QCS-017-1f",0.7491,1.1015,0.0204,0.6352,0.0185,0.01,4e-04,3.00028876237305,638.193275368421,23.4919957894737,12973.6463551579,1098.81915789474,2977.88164210526,739.752694736842,89097.1459157895,122292.405810526,10693.0928842105,369763.564614632,195605.783473684,6136.52237894737,107909.167642105,371171.264140947,900.897978947368,1040.49778947368,252126.544652632,33272.5264210526,157339.090547368,9734.24501052631,11632.0297684211,1240870.99191579,908.698926315789,2.67461052631579,947.63085431579,392.201915789474
"QCS-017-2f",0.1665,0.2811,0.0453,0.2534,0.0656,0.056,9e-04,2.64267646958638,125.660968095238,878.645378571429,371.309616666667,257.869071428571,17.3089047619048,125155.564880952,1530181.39346971,100.324428571429,146542.817309524,2790.26266666667,811543.040023809,1539.23216666667,2537.43502380952,1732.739,11449.8405,1085.25152380952,1.26035714285714,173.005023809524,78.2261666666667,2777.99519047619,1227.92395238095,231.401571428571,784.782380952381,804.696023809524,138.58551047619,149.898476190476
"QCS-017-3f",0.5421,1.119,0.0328,0.126,0.0227,0.0286,4e-04,3.42152138654823,4694.79109646018,88.2712205309735,23360.0175012389,25383.6910088496,95.501610619469,9952.21722123894,89833.4744778761,260766.616884956,28966.219380531,375830.875486195,404963.74299115,42157.683840708,96695.7242831858,627674.321868584,1780.80210619469,748.772601769911,460052.182513274,25026.5437168142,21452.2600884956,5576.63198230088,4663.83895575221,878104.143292035,24893.441079646,8620.94100884956,97.5190743362832,41.1612566371681
"QCS-018-1f",0.6882,1.0431,0.1487,1.1834,0.2181,0.0528,0.0013,3.04245944915264,989.203563409091,231.013954318182,321.684390909091,816.161454545454,8.26106818181818,95749.8706590909,1404514.61367673,5470.11040909091,178829.107431818,11958.2571136364,1271567.99672727,2408.46229545455,19514.8887727273,35655.5723181818,3405.24438636364,1082.60095454545,913.369363636363,162.494409090909,677.648204545454,822.577818181818,1619.40997727273,2323.60588636364,2149.40161363636,1170.82595454545,82.3091127272727,14.7576363636364
"QCS-018-2f",1.2853,1.1725,0.0488,1.6978,0.0419,0.1548,8e-04,1.42350067099652,4944.07199307692,520.532929230769,45219.6246665385,406.445788461538,34.8149423076923,34720.6094230769,402980.108969212,11221.33775,150455.046673077,239115.492019038,439820.559442308,872.138057692308,3467.85328846154,35013.85575,2259.03505769231,514.35175,2832.76901923077,1068.67621153846,1260.05659615385,323.242826923077,429.995076923077,36415.0044807692,8369.29496153846,411.603557692308,731.649246346154,92.5005192307692
"QCS-018-3f",1.9836,1.147,0.1552,2.4216,0.2437,0.2767,0.0017,2.36237711920334,59.1006233043478,82.794636173913,6823.17481634783,208.180313043478,15.9572173913043,45920.7596,789684.750779548,58899.8692347826,203636.5676284,101048.465391304,861382.439947826,9064.62008695652,47845.0772695652,164968.068001478,1800.28099130435,372.969269565217,22097.4932695652,2266.66135652174,5247.22406956522,755.083252173913,2126.72883478261,37388.6809565217,345.473756521739,136.679704347826,82.6099006956522,117.408295652174
"QCS-019-1f",0.5622,0.8033,0.1619,0.7167,0.2259,0.2975,0.0025,8.16201081895328,192.198350212766,3298.70647021276,6132.2291706383,55.4878936170213,3.529,442650.721552851,4218779.47596257,1623.71542553191,1061612.92602636,8918.68402127659,2381888.48859574,2090.44444680851,5125.91004255319,7911.5674893617,9846.06017021277,1866.841,181.180361702128,63.8223404255319,146.566127659574,708.653234042553,2657.41208510638,2051.92578723404,138.306765957447,4055.64693617021,2.96135659574468,7.35834042553191
"QCS-019-2f",1.3362,1.58,0.0162,2.4821,0.0105,0.0165,2e-04,3.40567527704548,342.0440902,393.7361764,192666.7727636,231.99646,90.41298,4807.41554,554846.55783098,32399.749,32086.51496,788496.9820695,1178679.2949,1533.63282,42459.30466,345373.6600578,1351.46584,883.16754,14324.63448,1149.95994,17672.5262,983.5323,4360.57356,188289.4421,987.55536,191.41296,658.698437,414.23402
"QCS-020-1f",0.5274,0.676,0.1584,0.5548,0.1824,0.3809,7e-04,3.50535805193146,54.472320625,126.09558125,79491.2756710417,197.624,766.969333333333,57432.8575416667,420415.210762229,61341.519125,451362.786114021,67737.831625,1629371.94325,5186.67422916667,12239.895375,31523.8217916667,2760.26616666667,690.80175,320085.8140625,34925.8513125,51324.6731875,2203.8605,4224.213,260851.3285,62.8603125,1353.88614583333,118.467794791667,9507.05247916667
"QCS-020-2f",1.5269,1.7784,0.0958,3.2639,0.0894,0.3945,0.0056,2.43392234261974,59.7258584946237,46.317176344086,13824.4347789247,123.628838709677,8.42406451612903,36700.7651827957,1122606.38262641,2678.92840860215,158667.103376344,19385.138516129,1050611.75967742,986.753935483871,5199.46922580645,11627.4099139785,4836.77909677419,745.871225806451,329.221548387097,95.0932688172043,677.871569892473,135.012709677419,710.277655913978,3204.71146236559,250.748731182796,72.9326666666666,72.4128032258064,265.168301075269
"QCS-020-3f",1.3207,2.3719,0.0156,0.4033,0.0104,0.0372,1e-04,5.52725913965648,277.477126153846,5.60994659340659,11384.687403956,1894.25861538462,2397.70342857143,152.794065934066,15399.9355164835,47362.5926593407,3673.80534065934,1241925.52565473,68082.2436043956,2423.22081318681,34866.6751208791,282532.932103956,816.478747252747,998.823340659341,119531.340703297,142156.806769231,336477.662769231,24647.5442857143,11478.7123736264,3175841.02569231,2062.40964835165,2.79217582417582,860.187157362637,5.89459340659341
"QCS-021-1f",0.3875,0.1685,0.0505,0.0342,0.0841,0.0572,0.0038,4.33854016211622,276.898381956522,1115.87286869565,374.513590652174,4.06602173913043,0.0767173913043478,656319.86246113,2381983.28198046,2484.03241304348,644160.9491205,4361.30697826087,627211.011217391,3822.13715217391,2246.97567391304,3873.69123913043,6266.58339130435,595.326956521739,123.898586956522,85.0795869565217,20.3301086956522,536.408,2049.12152173913,140.239391304348,175.529391304348,301.806217391304,11.009712826087,0.153434782608696
"QCS-021-2f",0.8497,1.1918,0.1251,1.722,0.1089,0.3438,0.2455,2.92050003611316,28.3447824742268,483.876106391753,1158.36041525773,36.8180206185567,0.0727628865979381,162480.908268041,1862401.0008014,52.8258556701031,167131.548164948,2460.11319587629,714771.227340206,516.834783505155,894.61969072165,1418.658,3335.66901030928,1525.25562886598,36.1631546391753,48.8966597938144,58.792412371134,303.13018556701,405.507567010309,290.687731958763,241.645546391753,360.976680412371,50.2449560824742,7.85839175257732
"QCS-021-3f",0.4815,0.2533,0.1189,0.1384,0.1687,0.1029,0.0031,1.86955822514868,23.5264241237113,548.018046185567,141.372467628866,47.3686391752577,25.3214845360825,426540.621660825,1107197.06006386,47.5141649484536,201920.97341266,636.820783505155,125743.145113402,1336.87251546392,180.015381443299,1162.82369072165,2147.01449484536,169.828577319588,6.54865979381443,137.376329896907,55.2270309278351,235.38793814433,1074.78059793814,141.232762886598,19.7187422680412,2.61946391752577,1.46544453608247,15.5712577319588
"QCS-022-3f",0.4596,0.4066,0.1139,0.3838,0.1526,0.1354,0.0307,4.96945093182029,295.119041363636,871.782504772727,7720.36843659091,88.1447954545454,5.93513636363636,677340.172091045,1935347.51559784,768.600159090909,1312908.90578573,7537.54297727273,1007280.38468182,3840.19363636364,668.344477272727,2360.17915909091,7760.91263636364,538.814136363636,236.844022727273,70.0987727272727,188.159863636364,790.736613636364,1739.47618181818,345.200363636364,110.040636363636,576.510272727273,31.3543629545454,29.5954772727273
"QCS-023-1f",1.8008,1.2266,0.1346,2.4588,0.1274,0.3299,0.0063,3.08851585455264,272.14324625,1340.97147625,411968.943953571,163.972464285714,0.0630178571428572,161666.991020071,1450001.01553525,24234.52525,152362.369375,24203.5834821429,763872.026660714,5866.58439285714,16548.4892857143,48475.3522857143,4335.50253571429,1197.21325,3659.131875,937.075535714286,2410.37001785714,1438.82371428571,6080.34096428572,5415.12446428571,629.485375,1434.979625,0.649714107142857,0.126035714285714
"QCS-023-2f",2.0792,0.8549,0.1175,0.1697,0.1782,0.0514,0.0161,4.23774140949329,86.892903908046,444.506349885057,53654.6539616092,35.695632183908,78.2058850574713,714564.819265701,1351071.16029069,306198.917655172,870540.266497816,68793.1902298851,561269.764436782,36183.9322068965,25389.9786666667,109461.710735632,1468.87526436782,20.2816091954023,104489.795931034,9567.24068965517,1928.86216091954,2614.70505747126,1139.82643678161,17179.0908735632,81.0453103448276,2.92055172413793,91.7028903448276,1383.368
"QCS-023-3f",0.7785,1.184,0.0312,0.824,0.0363,0.1413,0.0021,2.90187857070106,229.110188510638,22.3363174468085,394867.918440638,463.04985106383,448.858765957447,676.291553191489,77400.6559787234,68153.6998723404,17378.748212766,336738.004809894,442257.884085106,4606.39619148936,100003.075042553,642647.723193511,2295.35170212766,1294.61740425532,65571.2978085106,10658.3308510638,64701.9624468085,3485.15029787234,4464.86076595745,662154.904787234,680.120893617021,44.5254680851064,371.123155319149,262.572617021277
"QCS-024-1f",1.1024,1.0429,0.1587,1.1886,0.1763,0.2469,0.0042,5.96632599815104,388.280430625,1385.03104125,38225.3876452083,952.903520833333,68.8155,256887.982120833,3031398.40235225,8770.07964583333,681511.048600458,25582.5297291667,1792902.78889583,4835.09760416667,29991.2800208333,54859.4813333333,4055.55620833333,2103.725125,1253.4566875,520.821583333333,5130.28375,2264.0740625,5076.31945833333,6068.1155,1438.508625,1982.41575,179.309960416667,8494.303
"QCS-024-2f",1.256,1.002,0.0496,2.2941,0.0332,0.0341,0.0026,3.60179553068694,383.00669122449,5.20923612244898,4174.30933897959,554.773204081633,1695.2883877551,4506.31693877551,175160.978734694,185362.741571429,57719.459755102,550648.766714694,469886.061918367,10564.3855918367,128029.167163265,435748.369003469,2083.26232653061,1235.36606122449,203035.90155102,60474.2403673469,157158.757510204,7172.15234693877,16663.6499183673,1127234.0442449,1228.30806122449,2.59273469387755,622.614988163265,445.806326530612
"QCS-024-3f",1.3166,0.4938,0.0145,1.3139,0.0121,0.0199,3e-04,2.09924121448374,309.372630967742,110.783278709677,50911.7332290322,1900.2716344086,52.0622365591398,12434.5263655914,851985.187170194,4232.97858064516,71893.9263870968,73278.9640215054,923170.993827957,763.554172043011,8027.07098924731,46698.9913763441,2449.73313978495,1300.3416344086,2774.02167741935,499.600150537634,3082.97993548387,162.409892473118,1161.53430107527,37313.1415483871,3466.00924731183,785.259419354839,218.719830752688,257.047806451613
"QCS-025-1f",0.4575,0.6035,0.0523,0.2969,0.0581,0.072,0.0035,3.1638558599438,82.0186653333333,801.322187777778,11194.8506444444,113.947488888889,3.68584444444444,369555.543371644,1514696.88890071,793.711311111111,494826.056890778,3514.1782,745053.615955555,2288.75255555556,6023.53246666667,1304.3184,9576.60808888889,4.62691111111111,193.3892,132.768822222222,20.7818888888889,373.603466666667,1427.04917777778,185.546977777778,691.213466666667,947.497288888889,35.2162831111111,15.1354888888889
"QCS-025-2f",1.0391,1.088,0.0917,1.6362,0.1735,0.2757,0.0236,1.83182930895956,2657.61792237624,208.802194851485,15545.3679908911,162.334,9.29419801980198,33805.8633267327,635417.033294317,15548.2848316832,132086.906059406,199767.674278515,563018.476910891,1542.97663366337,3015.37326732673,43631.2282574257,4730.60702970297,798.182930693069,10864.2885544554,3699.92938613861,4025.78536633663,1390.35611881188,2814.46485148515,155108.005623762,1575.89067326733,254.856693069307,110.57510039604,39.1334653465347
"QCS-025-3f",0.4478,0.4443,0.17,1.3832,0.2371,0.3222,0.0083,3.573483666104,74.5907495348837,143.476008837209,2554.86715046512,278.380651162791,3.44693023255814,295948.775098512,1813039.22622433,473.542558139535,832829.42523,2977.73737209302,609473.400837209,2889.18409302326,301.360186046512,3053.81604651163,6168.85613953488,255.565255813953,95.5292093023256,119.329441860465,21.748488372093,627.915790697674,832.926069767442,341.656441860465,607.972837209302,360.368348837209,10.4048051162791,0.164139534883721
"QCS-026-1f",0.3204,0.3713,0.1751,0.3654,0.2312,0.2094,0.0142,3.9650389035648,72.8392658,1231.0408324,365.5034706,23.43256,7.7638,1044448.34862784,1846997.89289928,1281.23874,665883.69810408,2988.78068,379062.5944,5395.98216,420.6568,3732.69388,8339.45048,4.16422,94.85952,41.43046,172.00346,527.16202,3489.89868,202.84692,73.96784,137.9839,26.3658648,16.30398
"QCS-026-3f",0.3683,0.2293,6e-04,0.0213,0.0011,0.0052,1e-04,3.08004486546907,1239.14269418605,5.93610627906977,3607.35364837209,11163.6221860465,3340.89609302326,258.437697674419,1514.84376744186,149985.454511628,1700.73179069767,737797.534097442,5640.65511627907,12913.0213488372,32934.8438837209,148682.843162791,2516.25906976744,493.321372093023,18664.0603023256,86229.8018837209,286502.029139535,6202.83302325581,12858.5270232558,1545482.62751163,8061.46704651163,2.95451162790698,2245.50434139535,0.164139534883721
"QCS-027-2f",0.9464,0.6271,0.0205,0.6024,0.0121,0.032,5e-04,3.10646050077479,130.584655412844,26.408575412844,60648.7141009174,264.642623853211,348.302587155963,8160.40779816514,390413.034884422,73617.1415779816,108265.899614679,473166.254725596,964842.521743119,3882.35326605505,50106.425559633,272589.653418349,1619.45486238532,629.45704587156,59376.2991559633,16761.9082201835,62073.1674311927,8354.47042201835,10205.7384954128,539261.24506422,699.583779816514,259.397688073394,224.068836697248,533.364642201835
"QCS-028-1f",1.0281,0.6881,0.2708,1.3489,0.3241,0.4973,0.1369,3.24069829847482,68.4215483673469,55.0696848979592,482.103892040816,30.2485714285714,7.77820408163265,836432.828217306,1047193.02902314,3864.68712244898,856422.025091918,6980.72210204082,468737.192367347,5401.02646938775,1084.1952244898,3084.49004081633,1903.71544897959,46.4531632653061,422.471714285714,26.7195714285714,19.0854081632653,152.17912244898,408.643795918367,7135.34991836735,104.285551020408,581.060653061224,17.4260579591837,37.0905102040816
"QCS-028-2f",1.082,0.7239,0.0923,1.3674,0.1014,0.0926,0.0017,5.5606374488655,318.556563551402,613.999166542056,99203.8812680374,751.709981308411,137.729943925234,258469.632257346,1874762.80738004,151172.201757009,629744.875958299,233798.550776075,1610831.90474766,26563.9373457944,141714.481757009,427768.049311869,7673.76102803738,523.347401869159,22282.0400373832,3412.70790654206,7796.12168224299,1247.28712149533,5236.70618691589,49204.4842056075,1055.73168224299,1313.64551401869,373.366221121495,4665.9316635514
"QCS-028-3f",0.8952,0.8968,0.1545,1.4859,0.1806,0.2506,0.0029,2.91789407860218,123.303907522936,312.491978715596,19658.2757218349,266.067174311927,18.0658899082569,127990.160513761,1575042.71693789,2774.63577981651,288520.182723927,8890.81366972477,859860.534697248,1266.16634862385,6844.90020183486,8292.11396330275,5829.26047706422,1973.84416513761,1867.32664220183,296.695009174312,358.403944954128,778.387321100917,797.294990825688,5219.03486238532,542.559467889908,304.983302752294,43.9726350458716,21.8862752293578
"QCS-029-1f",0.5158,0.6318,0.067,0.1926,0.1054,0.0026,1e-04,3.01071799785208,1647.81201090909,661.851473737374,287020.863979596,1430.63521212121,7.34317171717172,411560.995846424,968946.791074768,87390.8014343434,251293.240246646,54178.2773939394,726373.927414141,18949.518020202,27255.572040404,90814.1453131313,3232.27882828283,1499.71806060606,22360.8133939394,3520.37355555556,6628.81656565657,1234.36577777778,3931.80505050505,29217.7673333333,8646.54905050505,2883.51381818182,30.0791997979798,0.142585858585859
"QCS-029-2f",1.4411,1.2559,0.0588,2.2905,0.0511,0.3082,0.0061,6.1035741367147,166.948663146067,457.892904719101,1037.48000404494,130.612651685393,0.237910112359551,308975.002510787,2067196.01030728,64757.6258202247,1142679.09435595,53952.3036404494,2227216.61155056,10466.0623595506,46021.6493483146,135477.754876404,4022.50487640449,2083.8546741573,10475.8166741573,1448.15885393258,1963.15494382022,1185.50608988764,8137.71539325843,14765.2566966292,150.279887640449,778.759101123595,13.0921934831461,14.7504269662921
"QCS-030-1f",0.0153,0.0042,0.0311,0.003,0.0436,0.0132,9e-04,4.33567639475933,273.1181325,690.02537,759.934181346154,31.4216730769231,0.0678653846153846,1409222.23608069,1970767.07186333,2404.74203846154,780680.108488385,1836.03011538462,135983.567788462,14513.4196923077,4711.28286538462,5814.77401923077,4919.08667307692,92.3647884615385,178.078769230769,135.527173076923,89.8537692307692,1027.75338461538,927.109019230769,114.081711538462,120.189596153846,275.533461538461,35.9930853846154,73.0231538461538
"QCS-030-2f",0.6491,0.6039,0.0539,0.5848,0.065,0.0902,0.0011,3.58378755473566,246.259171235955,921.421106966292,7226.83449730337,270.186584269663,29.6594606741573,267110.642365079,1787540.78231551,891.369887640449,464910.518605191,6216.9084494382,1034430.7894382,840.932943820225,1427.93649438202,1515.80462921348,3809.73393258427,1401.92498876404,256.149887640449,88.7404719101123,245.285325842697,906.596134831461,507.303662921348,847.435820224719,608.256853932584,1264.41294382022,203.071348539326,68.5974157303371
"QCS-030-3f",1.0555,0.904,0.0826,1.3151,0.0829,0.08,0.0061,3.76365423689914,693.32591368421,9.13379494736842,4563.50963368421,4293.34425263158,721.996252631579,19671.1660631579,264191.128483032,119368.982210526,132991.0708,780569.910377053,510988.947326316,14094.826,78163.0409052632,304669.070446632,1099.93357894737,1060.33448421053,80601.0226947368,88222.1768,159072.683936842,13507.3032210526,13256.9299578947,1166326.32757895,4243.49248421053,301.265157894737,704.739071157895,268.575473684211
"QCS-031-1f",0.2971,0.1565,0.038,0.067,0.066,0.0331,7e-04,1.83131481275763,78.5130402150537,1562.3930316129,315.055459354839,34.758752688172,30.9641290322581,635917.139985785,871872.625559806,4610.01238709677,149332.405075269,4165.43427956989,147076.80488172,2445.93851612903,2699.03991397849,2787.37875268817,992.97711827957,116.722623655914,1371.37698924731,775.241612903226,191.780279569892,130.003806451613,3976.76559139785,481.006494623656,99.6468172043011,202.708795698925,2.43159483870968,45.6872688172043
"QCS-031-2f",0.5742,0.5211,0.1118,0.5988,0.1167,0.1394,0.0024,1.78158988147468,200.69073978022,707.361291648352,196.773937582418,681.13578021978,96.7178681318681,190428.097538462,905746.618718242,1013.55982417582,191276.678706769,4151.73276923077,478021.586945055,828.345494505494,617.691340659341,1132.2272967033,2351.55496703297,476.531340659341,263.317692307692,161.946197802198,223.916989010989,106.955846153846,231.13010989011,691.916681318681,1014.10274725275,643.131164835165,266.67063010989,59.4888571428571
"QCS-031-3f",0.6218,0.5346,0.0727,0.3723,0.1089,0.0102,3e-04,1.12089990382574,281.839916237624,5.05450633663366,4274.59454138614,401.048138613861,268.343762376238,9849.19441584158,22484.9012079208,214680.111227723,29535.8432079208,154768.313168317,63569.658970297,80415.7073465346,74810.8167722772,173714.361128713,2526.41459405941,372.187207920792,113482.22770297,19687.137960396,28580.6372475248,1932.28473267327,1780.57267326733,122882.715009901,442.627445544554,2.51572277227723,148.209614257426,2.58560396039604
"QCS-032-1f",0.3878,0.2551,0.126,0.2473,0.2105,0.1597,0.002,3.29344465799644,151.844374259259,532.810380555556,260.989155555555,26.924962962963,0.0653518518518518,592169.56738487,2152533.46747994,251.343222222222,237953.993108667,1795.41142592593,298202.918018518,1846.18981481481,850.162240740741,547.191055555555,3683.03431481481,3.85575925925926,78.945037037037,105.608592592593,69.3383148148148,150.570666666667,2037.27862962963,46.9879814814815,95.1522962962963,35.0939444444444,15.7837792592593,0.130703703703704
"QCS-032-2f",0.5364,0.5203,0.0791,0.3846,0.092,0.1367,0.0018,5.41334477182614,215.491166590909,1071.29291568182,6131.70406977273,683.182318181818,65.6875227272727,681932.079942318,2849057.26098895,3088.11561363636,607663.722172591,10703.7778181818,1211317.29952273,4521.61145454545,6456.14509090909,8779.18954545454,14938.4174090909,1214.77804545455,165.943204545455,62.63975,98.9724090909091,1279.74372727273,1114.84318181818,728.337477272727,549.481340909091,1402.85770454545,96.6633202272727,5.53411363636364
