"","Acetate","Propionate","Isobutyrate","Butyrate","Isovalerate","Valerate","Hexanoate","TBA","Glycoursodeoxycholic acid","glycolithocholate","LCA-S","GCA","taurocholic acid","dehydrolithocholic acid","lithocholic acid","7-ketolithocholic acid","12-keto Lithocholic Acid","chenodeoxycholic acid","Deoxycholic acid","6-keto Lithocholic Acid","3β-Ursodeoxycholic Acid","ursodeoxycholic acid","α-hyodeoxycholic acid","Norcholic Acid","7_DHCA","3-dehydrocholic acid","3β-Cholic Acid","Tauro-β-muricholic Acid","Hyocholic acid","cholic acid","glycochenodeoxycholate","glycodeoxycholic acid","taurochenodeoxycholate","taurodeoxycholate"
"QCS-005-3f",0.7003,0.775,0.1525,1.42,0.1879,0.2742,0.0054,3.38148705550269,118.453318793103,690.864420172414,6355.58723155172,142.802810344828,2.73801724137931,137169.917896552,1379396.84526214,995.117155172414,410151.861297276,5888.44072413793,1412682.42948276,1736.268,1949.58996551724,4321.2605,10638.8397931034,1169.74181034483,239.850310344828,85.4261379310345,265.831051724138,442.463586206897,1805.44856896552,1722.27368965517,693.387655172414,2651.00913793103,34.6803348275862,135.927344827586
"QCS-006-1f",0.6624,0.4863,0.0534,1.1195,0.0705,0.1147,0.0023,2.64680434755011,41.0348048076923,372.986796538462,2715.51799423077,28.9785192307692,7.32946153846154,306237.139612962,1417380.62246106,1274.85125,210652.935187442,5839.47701923077,688033.792423077,1147.19646153846,1202.91394230769,2758.04923076923,4210.23273076923,1489.78092307692,153.104307692308,45.877,139.802692307692,303.154673076923,938.714,857.004076923077,428.637769230769,452.254923076923,60.3160392307692,32.64325
"QCS-006-2f",0.483,0.7566,0.2684,1.194,0.3691,0.026,9e-04,6.29918353554356,523.769077831325,1556.43696289157,297.18006626506,250.601518072289,37.5859759036145,234333.746802795,3652105.50853082,5309.91197590361,436992.584113325,15853.1183614458,1788660.97961446,10815.6621927711,35935.4243373494,96182.7674457831,1926.15371084337,3755.11110843373,310.977180722892,482.410048192771,859.630385542168,488.192506024096,8515.51951807229,1239.0616626506,1390.85118072289,1074.17657831325,181.240086024096,104.934602409639
"QCS-006-3f",1.0352,0.9002,0.0386,1.465,0.0309,0.0529,0.0334,2.64509180644524,123.023241521739,343.356356521739,329636.459153478,146.606934782609,123.745152173913,197457.909609652,1010411.48546826,33165.0049782609,302347.7119845,20977.2198913043,669548.731086956,4533.61423913043,12286.1367826087,37789.7594782609,939.481173913044,455.77802173913,8249.19093478261,930.735391304348,1925.75995652174,138.321456521739,1601.70569565217,7764.56717391304,268.817739130435,568.169,185.330805217391,3173.18473913043
"QCS-007-1f",0.6312,0.5527,0.133,0.894,0.1797,0.2714,0.126,3.06940898924114,736.689220659341,2827.0826756044,2325.58307824176,1648.39202197802,173.347582417582,461096.41204422,1534898.82377554,3911.21784615385,230568.579831055,17032.5052087912,781165.013758242,1476.59564835165,2785.97098901099,7216.92134065934,4594.758,1042.80010989011,251.838747252747,120.296241758242,142.245846153846,395.092879120879,823.691868131868,2598.04204395604,5777.39958241758,3786.65578021978,882.899956483516,1130.13316483516
"QCS-007-2f",0.623,0.6177,0.0394,0.8519,0.0468,0.1582,0.0179,2.50591252697104,21.5890410869565,339.663948478261,1301.02185369565,55.8502608695652,40.9670869565217,144815.967282609,1079420.1181253,3664.63634782609,341945.281729,27408.975826087,890492.823391304,924.751434782609,1056.01489130435,3131.29704347826,3341.73284782609,217.493804347826,1135.57082608696,124.589043478261,190.412565217391,128.501630434783,1234.76641304348,4106.75867391304,104.795956521739,535.410673913044,3.2236647826087,170.312608695652
"QCS-007-3f",0.796,1.2542,0.0436,0.5607,0.0419,0.0348,0.0011,4.9025588551912,572.353286862745,550.130274313726,78937.6476647059,4890.84801960784,3237.54611764706,103339.291823529,1332993.80667149,75310.3131176471,362627.235611667,333100.826782059,1250732.68007843,15961.2518235294,71783.9425686274,247355.174169314,2038.72405882353,953.798745098039,99300.6627058824,30831.2814901961,86824.1253921569,8044.32090196078,8646.11919607843,764723.851392157,10421.7597647059,2773.72480392157,1101.02239745098,5506.41633333333
"QCS-008-1f",0.5595,0.6467,0.0697,0.8663,0.1055,0.1391,0.0016,2.25291748462027,110.765017083333,306.970065,66064.9437297917,69.1831041666667,0.0735208333333333,75508.8366666667,1382780.02426694,6923.82447916667,144120.242833333,11833.9133333333,460295.41025,8521.8733125,19369.5046666667,56229.8361458333,1737.66489583333,2524.04372916667,375.323854166667,2487.13627083333,1180.37697916667,391.792520833333,10459.3678333333,1450.419,130.131875,44.9212291666667,0.757999791666667,0.147041666666667
"QCS-008-2f",0.2167,0.1234,0.0929,0.5624,0.191,0.205,0.005,9.5183545067904,388.889234418605,3748.00809860465,16373.9526837209,209.688255813954,15.0187674418605,308282.85316414,6506423.98031493,26840.9174418605,229744.573339,45225.4481162791,2244785.08195349,4491.67837209302,34426.4619069767,53378.8333023256,25329.684744186,3919.98037209302,825.047372093023,100.371325581395,626.110255813953,1081.10504651163,1057.30481395349,3652.92534883721,1227.51751162791,6112.14593023256,55.6605369767442,31.2685813953488
"QCS-008-3f",1.0331,1.2113,0.0408,2.1223,0.0279,0.0204,6e-04,1.76355790716735,440.327109904762,167.019167619048,140556.222381714,265.044704761905,7.73019047619048,17936.1256952381,739101.480693257,15477.1184952381,71146.1188190476,62089.6293142857,564641.008285714,1822.44281904762,31963.5309904762,96532.5348761905,1789.50548571429,852.539180952381,1520.42763809524,287.764742857143,3352.95331428571,173.223485714286,3335.40914285714,9383.30851428571,276.740819047619,296.301561904762,44.5205196190476,98.879219047619
"QCS-010-1f",1.0245,0.7699,0.0563,1.335,0.0633,0.1655,0.0027,2.07162310186847,70.0684847311828,544.572512258064,2948.87945333333,672.862666666667,44.8524516129032,79356.3573763441,787261.659508989,441.162946236559,208092.599697333,4005.30116129032,970990.158107527,1478.4612688172,1757.74556989247,1910.06176344086,3486.27253763441,939.245247311828,447.082559139785,67.316623655914,341.44023655914,324.668,3303.9788172043,1686.93789247312,552.648989247312,823.509225806452,52.4151365591398,22.8436344086021
"QCS-010-2f",0.1008,0.0453,0.0155,0.0373,0.024,0.0199,0.0016,2.37916444166035,138.017250989011,490.080373846154,3697.27202725275,285.344857142857,71.8985274725275,32742.2946813187,1142230.12496804,10139.9416263736,155728.797846154,111911.57043956,897890.45043956,497.938021978022,2925.03685714286,6293.64186813187,2617.27703296703,858.516505494506,804.379318681319,169.702241758242,400.677230769231,142.86632967033,270.841054945055,6854.48140659341,784.834087912088,749.466527472528,299.365457802198,169.624681318681
"QCS-010-3f",0.6849,0.6768,0.1069,1.775,0.1375,0.2309,0.0168,4.28114526001802,81.9832730434783,701.971802173913,194.783922173913,114.539065217391,0.0767173913043478,116075.561130435,1945533.9473688,5340.98806521739,328954.697474,88619.7109782609,1750226.0388913,1644.5907173913,2348.5495,6815.95663043478,7442.81443478261,1869.37267391304,921.222434782609,103.56847826087,839.211543478261,522.292,1939.64580434783,19299.2571086957,443.349804347826,1049.18704347826,32.943982173913,28.9991739130435
