accession_id,title,description,dataset_types,technologies,num_samples,access_type,extra_attributes,is_in_beacon,is_released,released_date,is_deprecated,policy_accession_id,submission_accession_id,created_at,edited_at
EGAD00001009268,Lifelines-DEEP circulating proteins data,"levels of 92 circulating proteins measured by Olink platform, CVDIII panel","{""Phenotype information""}",,1,controlled,,f,t,2001-01-01 00:00:00+01,f,EGAP00001001946,EGA00002257438,2022-08-17 10:49:57+02,2025-04-14 23:19:57.157609+02
