sample_alias,sample_accession_id,biosample_id,analysis_accession_id,study_accession_id,sample_attributes
All_samples,EGAN00003619558,SAMEA110666771,EGAZ00001823083,EGAS00001001704,ENA-CHECKLIST=ERC000026
