accession_id,title,description,analysis_type,experiment_types,genome,chromosomes,platform,extra_attributes,study_accession_id,submission_accession_id,created_at,edited_at
EGAZ00001823083,LLD_Olink_CVDIII_proteomics,"tab-separated file that contains levels of all 92 proteins from CVDIII panel, Olink platform",SAMPLE PHENOTYPE,,,,,,EGAS00001001704,EGA00002257435,2022-08-17 10:48:54+02,2022-08-17 10:48:54+02
