Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Label,env_biome,env_feature,env_material,env_broad_scale,env_local_scale,env_medium,Sample_Label
SRR12302398,WGS,151,2878338915,PRJNA296814,SAMN09779660,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1157778492,MARINE BIOLOGICAL LABORATORY,2015,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8805375,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700185445505,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:54:00Z,1,nhbcs_0618700185445505,SRP064159,nhbcs_0618700185445505,human,gastrointestinal tract,stool,,,,
SRR12302399,WGS,150,6737716721,PRJNA296814,SAMN15567711,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2928265206,MARINE BIOLOGICAL LABORATORY,2016,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8805374,USA,North America,USA: New Hampshire Lebanon,Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700185445504,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:11:00Z,1,nhbcs_0618700185445504,SRP064159,nhbcs_0618700185445504,,,,human,gastrointestinal tract,stool,
SRR12302400,WGS,152,2814450937,PRJNA296814,SAMN09515720,"MIGS/MIMS/MIMARKS.human-associated,MIMARKS.survey",1150537677,MARINE BIOLOGICAL LABORATORY,2015,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805373,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184615536,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:02:00Z,1,nhbcs_0618700184615536,SRP064159,nhbcs_0618700184615536,human,gastrointestinal tract,stool,,,,
SRR12302401,WGS,155,5640829886,PRJNA296814,SAMN09515719,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",2334520942,MARINE BIOLOGICAL LABORATORY,2016,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8805372,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184615534,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:05:00Z,1,nhbcs_0618700184615534,SRP064159,nhbcs_0618700184615534,human,gastrointestinal tract,stool,,,,
SRR12302402,WGS,152,3993074230,PRJNA296814,SAMN09515715,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1683432872,MARINE BIOLOGICAL LABORATORY,2015,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805371,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184415481,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:57:00Z,1,nhbcs_0618700184415481,SRP064159,nhbcs_0618700184415481,human,gastrointestinal tract,stool,,,,
SRR12302403,WGS,154,3067983950,PRJNA296814,SAMN09515714,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1280031125,MARINE BIOLOGICAL LABORATORY,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8805370,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184415480,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:55:00Z,1,nhbcs_0618700184415480,SRP064159,nhbcs_0618700184415480,human,gastrointestinal tract,stool,,,,
SRR12302404,WGS,152,4291803992,PRJNA296814,SAMN09515712,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1782173237,MARINE BIOLOGICAL LABORATORY,2015,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8805369,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184405483,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:58:00Z,1,nhbcs_0618700184405483,SRP064159,nhbcs_0618700184405483,human,gastrointestinal tract,stool,,,,
SRR12302405,WGS,152,5552360662,PRJNA296814,SAMN09515711,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",2314828781,MARINE BIOLOGICAL LABORATORY,2016,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805368,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184405482,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:04:00Z,1,nhbcs_0618700184405482,SRP064159,nhbcs_0618700184405482,human,gastrointestinal tract,stool,,,,
SRR12302406,WGS,152,8595455142,PRJNA296814,SAMN09515699,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",3467596792,MARINE BIOLOGICAL LABORATORY,2015,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8805367,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700182645524,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:14:00Z,1,nhbcs_0618700182645524,SRP064159,nhbcs_0618700182645524,human,gastrointestinal tract,stool,,,,
SRR12302407,WGS,152,3420653595,PRJNA296814,SAMN09515698,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1374677020,MARINE BIOLOGICAL LABORATORY,2016,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8805366,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700182645522,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:55:00Z,1,nhbcs_0618700182645522,SRP064159,nhbcs_0618700182645522,human,gastrointestinal tract,stool,,,,
SRR12302408,WGS,152,5978881057,PRJNA296814,SAMN09515695,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",2563532985,MARINE BIOLOGICAL LABORATORY,2015,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805365,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700182425489,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:10:00Z,1,nhbcs_0618700182425489,SRP064159,nhbcs_0618700182425489,human,gastrointestinal tract,stool,,,,
SRR12302409,WGS,152,2813231149,PRJNA296814,SAMN09515694,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1131648938,MARINE BIOLOGICAL LABORATORY,2016,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8805364,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700182425488,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:54:00Z,1,nhbcs_0618700182425488,SRP064159,nhbcs_0618700182425488,human,gastrointestinal tract,stool,,,,
SRR12302410,WGS,150,4413598427,PRJNA296814,SAMN09515687,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1910377478,MARINE BIOLOGICAL LABORATORY,2015,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8805363,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700181235533,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:58:00Z,1,nhbcs_0618700181235533,SRP064159,nhbcs_0618700181235533,human,gastrointestinal tract,stool,,,,
SRR12302411,WGS,152,3296286871,PRJNA296814,SAMN09515686,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1331175671,MARINE BIOLOGICAL LABORATORY,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8805362,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700181235530,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:56:00Z,1,nhbcs_0618700181235530,SRP064159,nhbcs_0618700181235530,human,gastrointestinal tract,stool,,,,
SRR12302412,WGS,300,1861792359,PRJNA296814,SAMN09515684,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",855691766,MARINE BIOLOGICAL LABORATORY,2015,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8805361,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700179825467,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:51:00Z,1,nhbcs_0618700179825467,SRP064159,nhbcs_0618700179825467,human,gastrointestinal tract,stool,,,,
SRR12302413,WGS,300,13691695652,PRJNA296814,SAMN09515683,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",5976314198,MARINE BIOLOGICAL LABORATORY,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805360,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700179825465,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:29:00Z,1,nhbcs_0618700179825465,SRP064159,nhbcs_0618700179825465,human,gastrointestinal tract,stool,,,,
SRR12302414,WGS,298,6025701810,PRJNA296814,SAMN09515674,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",2403087073,MARINE BIOLOGICAL LABORATORY,2015,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8805359,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700177205428,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:57:00Z,1,nhbcs_0618700177205428,SRP064159,nhbcs_0618700177205428,human,gastrointestinal tract,stool,,,,
SRR12302415,WGS,296,14172782958,PRJNA296814,SAMN09515673,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",5818846300,MARINE BIOLOGICAL LABORATORY,2015,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8805358,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700177205426,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:24:00Z,1,nhbcs_0618700177205426,SRP064159,nhbcs_0618700177205426,human,gastrointestinal tract,stool,,,,
SRR12302416,WGS,300,7934661840,PRJNA296814,SAMN09515560,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",3309855156,MARINE BIOLOGICAL LABORATORY,2014,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8805357,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700125864890,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:05:00Z,1,nhbcs_0618700125864890,SRP064159,nhbcs_0618700125864890,human,gastrointestinal tract,stool,,,,
SRR12302417,WGS,152,3843867390,PRJNA296814,SAMN15567742,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1590549550,MARINE BIOLOGICAL LABORATORY,2015,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8805356,USA,North America,USA: New Hampshire Lebanon,Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700176445441,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:00:00Z,1,nhbcs_0618700176445441,SRP064159,nhbcs_0618700176445441,,,,human,gastrointestinal tract,stool,
SRR12302418,WGS,152,6598094389,PRJNA296814,SAMN15567710,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2726980055,MARINE BIOLOGICAL LABORATORY,2016,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805355,USA,North America,USA: New Hampshire Lebanon,Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700176445439,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:08:00Z,1,nhbcs_0618700176445439,SRP064159,nhbcs_0618700176445439,,,,human,gastrointestinal tract,stool,
SRR12302419,WGS,152,3203137663,PRJNA296814,SAMN09515670,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1260529556,MARINE BIOLOGICAL LABORATORY,2016,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8805354,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700176015419,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:56:00Z,1,nhbcs_0618700176015419,SRP064159,nhbcs_0618700176015419,human,gastrointestinal tract,stool,,,,
SRR12302420,WGS,152,3561323622,PRJNA296814,SAMN09515663,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1435304055,MARINE BIOLOGICAL LABORATORY,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805353,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700173805453,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:56:00Z,1,nhbcs_0618700173805453,SRP064159,nhbcs_0618700173805453,human,gastrointestinal tract,stool,,,,
SRR12302421,WGS,300,6777740540,PRJNA296814,SAMN09515657,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",2744857211,MARINE BIOLOGICAL LABORATORY,2015,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805352,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700169945443,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:58:00Z,1,nhbcs_0618700169945443,SRP064159,nhbcs_0618700169945443,human,gastrointestinal tract,stool,,,,
SRR12302422,WGS,155,3453156017,PRJNA296814,SAMN15567707,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1427253794,MARINE BIOLOGICAL LABORATORY,2015,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8805351,USA,North America,USA: New Hampshire Lebanon,Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700167885212,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:56:00Z,1,nhbcs_0618700167885212,SRP064159,nhbcs_0618700167885212,,,,human,gastrointestinal tract,stool,
SRR12302423,WGS,300,6882600507,PRJNA296814,SAMN09515652,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",2718344574,MARINE BIOLOGICAL LABORATORY,2015,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8805350,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700167525372,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:58:00Z,1,nhbcs_0618700167525372,SRP064159,nhbcs_0618700167525372,human,gastrointestinal tract,stool,,,,
SRR12302425,WGS,155,4942711267,PRJNA296814,SAMN09515648,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",2149706923,MARINE BIOLOGICAL LABORATORY,2014,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8805348,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700165725369,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:02:00Z,1,nhbcs_0618700165725369,SRP064159,nhbcs_0618700165725369,human,gastrointestinal tract,stool,,,,
SRR12302426,WGS,152,9919638633,PRJNA296814,SAMN09515647,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",4045104611,MARINE BIOLOGICAL LABORATORY,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8805347,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700165725367,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:11:00Z,1,nhbcs_0618700165725367,SRP064159,nhbcs_0618700165725367,human,gastrointestinal tract,stool,,,,
SRR12302428,WGS,300,7662268110,PRJNA296814,SAMN09515643,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",3008520007,MARINE BIOLOGICAL LABORATORY,2015,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8805345,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700163495330,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:01:00Z,1,nhbcs_0618700163495330,SRP064159,nhbcs_0618700163495330,human,gastrointestinal tract,stool,,,,
SRR12302429,WGS,297,11582227168,PRJNA296814,SAMN09515642,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",4590781298,MARINE BIOLOGICAL LABORATORY,2015,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8805344,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700163455203,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:08:00Z,1,nhbcs_0618700163455203,SRP064159,nhbcs_0618700163455203,human,gastrointestinal tract,stool,,,,
SRR12302432,WGS,300,8555515720,PRJNA296814,SAMN09515638,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",3416540241,MARINE BIOLOGICAL LABORATORY,2015,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8805341,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700162875355,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:13:00Z,1,nhbcs_0618700162875355,SRP064159,nhbcs_0618700162875355,human,gastrointestinal tract,stool,,,,
SRR12302433,WGS,301,13539489209,PRJNA296814,SAMN09515637,"MIGS/MIMS/MIMARKS.human-associated,MIMARKS.survey",5834235341,MARINE BIOLOGICAL LABORATORY,2014,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8805340,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700162165326,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:29:00Z,1,nhbcs_0618700162165326,SRP064159,nhbcs_0618700162165326,human,gastrointestinal tract,stool,,,,
SRR12302434,WGS,300,6237967153,PRJNA296814,SAMN09515636,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",2450057367,MARINE BIOLOGICAL LABORATORY,2015,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8805339,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700162165325,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:04:00Z,1,nhbcs_0618700162165325,SRP064159,nhbcs_0618700162165325,human,gastrointestinal tract,stool,,,,
SRR12302436,WGS,300,6473088318,PRJNA296814,SAMN09515633,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",2559739754,MARINE BIOLOGICAL LABORATORY,2015,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8805337,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700162095304,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:05:00Z,1,nhbcs_0618700162095304,SRP064159,nhbcs_0618700162095304,human,gastrointestinal tract,stool,,,,
SRR12302437,WGS,300,18723166108,PRJNA296814,SAMN09515632,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",8204488816,MARINE BIOLOGICAL LABORATORY,2015,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8805336,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700161405240,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:30:00Z,1,nhbcs_0618700161405240,SRP064159,nhbcs_0618700161405240,human,gastrointestinal tract,stool,,,,
SRR12302438,WGS,152,3159053733,PRJNA296814,SAMN09515710,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1301004614,MARINE BIOLOGICAL LABORATORY,2015,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805335,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184325551,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:58:00Z,1,nhbcs_0618700184325551,SRP064159,nhbcs_0618700184325551,human,gastrointestinal tract,stool,,,,
SRR12302439,WGS,155,4601720895,PRJNA296814,SAMN09515709,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",1987416539,MARINE BIOLOGICAL LABORATORY,2016,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8805334,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184325548,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:05:00Z,1,nhbcs_0618700184325548,SRP064159,nhbcs_0618700184325548,human,gastrointestinal tract,stool,,,,
SRR12302440,WGS,301,13381663617,PRJNA296814,SAMN09515562,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",5487898949,MARINE BIOLOGICAL LABORATORY,2014,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8805333,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700127404902,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:26:00Z,1,nhbcs_0618700127404902,SRP064159,nhbcs_0618700127404902,human,gastrointestinal tract,stool,,,,
SRR12302441,WGS,152,4332973601,PRJNA296814,SAMN09779661,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1807082838,MARINE BIOLOGICAL LABORATORY,2015,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8805332,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184005478,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T10:05:00Z,1,nhbcs_0618700184005478,SRP064159,nhbcs_0618700184005478,human,gastrointestinal tract,stool,,,,
SRR12302443,WGS,300,490878461,PRJNA296814,SAMN15567726,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",205566165,MARINE BIOLOGICAL LABORATORY,2016,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8805330,USA,North America,USA: New Hampshire Lebanon,Homo sapiens,NextSeq 500,43.674125 N 72.273013 W,nhbcs_0618700184005477,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2020-07-23T00:00:00Z,2020-07-23T09:53:00Z,1,nhbcs_0618700184005477,SRP064159,nhbcs_0618700184005477,,,,human,gastrointestinal tract,stool,
