Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Label,env_biome,env_feature,env_material,env_broad_scale,env_local_scale,env_medium,Sample_Label
SRR4255962,AMPLICON,502,76879794,PRJNA296814,SAMN05788891,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",47685802,MARINE BIOLOGICAL LABORATORY,2012,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX2175725,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800071748315,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800071748315,SRP064159,nhbcs_0915800071748315,human,gastrointestinal tract,stool,,,,
SRR4255963,AMPLICON,502,106117780,PRJNA296814,SAMN05788892,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",66377833,MARINE BIOLOGICAL LABORATORY,2012,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX2175726,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800075456806,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800075456806,SRP064159,nhbcs_0915800075456806,human,gastrointestinal tract,stool,,,,
SRR4255964,AMPLICON,502,73164492,PRJNA296814,SAMN05788901,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",44577543,MARINE BIOLOGICAL LABORATORY,2012,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX2175727,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800089261889,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800089261889,SRP064159,nhbcs_0915800089261889,human,gastrointestinal tract,stool,,,,
SRR4255965,AMPLICON,502,57284224,PRJNA296814,SAMN05788902,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",35928518,MARINE BIOLOGICAL LABORATORY,2013,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX2175728,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800089282755,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800089282755,SRP064159,nhbcs_0915800089282755,human,gastrointestinal tract,stool,,,,
SRR4255966,AMPLICON,502,84030784,PRJNA296814,SAMN05788903,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",52176940,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX2175729,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800091264894,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800091264894,SRP064159,nhbcs_0915800091264894,human,gastrointestinal tract,stool,,,,
SRR4255967,AMPLICON,502,55777220,PRJNA296814,SAMN05788904,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",33908048,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX2175730,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800091664236,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800091664236,SRP064159,nhbcs_0915800091664236,human,gastrointestinal tract,stool,,,,
SRR4255968,AMPLICON,502,66530060,PRJNA296814,SAMN05788905,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",41452466,MARINE BIOLOGICAL LABORATORY,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX2175731,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800093344637,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800093344637,SRP064159,nhbcs_0915800093344637,human,gastrointestinal tract,stool,,,,
SRR4255969,AMPLICON,502,65923644,PRJNA296814,SAMN05788906,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",41068831,MARINE BIOLOGICAL LABORATORY,2013,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX2175732,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800096247869,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800096247869,SRP064159,nhbcs_0915800096247869,human,gastrointestinal tract,stool,,,,
SRR4255970,AMPLICON,502,104004862,PRJNA296814,SAMN05788907,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",64006019,MARINE BIOLOGICAL LABORATORY,2013,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX2175733,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800098134080,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800098134080,SRP064159,nhbcs_0915800098134080,human,gastrointestinal tract,stool,,,,
SRR4255971,AMPLICON,502,74580132,PRJNA296814,SAMN05788908,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",47300954,MARINE BIOLOGICAL LABORATORY,2013,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX2175734,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800104297888,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800104297888,SRP064159,nhbcs_0915800104297888,human,gastrointestinal tract,stool,,,,
SRR4255972,AMPLICON,502,76762326,PRJNA296814,SAMN05788909,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",47264565,MARINE BIOLOGICAL LABORATORY,2013,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX2175735,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800104625822,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800104625822,SRP064159,nhbcs_0915800104625822,human,gastrointestinal tract,stool,,,,
SRR4255973,AMPLICON,502,79232668,PRJNA296814,SAMN05788910,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",48248640,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2175736,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800106583328,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800106583328,SRP064159,nhbcs_0915800106583328,human,gastrointestinal tract,stool,,,,
SRR4255974,AMPLICON,502,56341468,PRJNA296814,SAMN05788893,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",33675762,MARINE BIOLOGICAL LABORATORY,2012,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX2175737,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800077694650,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800077694650,SRP064159,nhbcs_0915800077694650,human,gastrointestinal tract,stool,,,,
SRR4255975,AMPLICON,502,73948114,PRJNA296814,SAMN05788911,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",42119670,MARINE BIOLOGICAL LABORATORY,2013,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX2175738,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800107955420,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800107955420,SRP064159,nhbcs_0915800107955420,human,gastrointestinal tract,stool,,,,
SRR4255976,AMPLICON,502,60677242,PRJNA296814,SAMN05788912,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",36630450,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX2175739,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800116097465,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800116097465,SRP064159,nhbcs_0915800116097465,human,gastrointestinal tract,stool,,,,
SRR4255977,AMPLICON,502,18795884,PRJNA296814,SAMN05788913,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11140061,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX2175740,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800118076416,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800118076416,SRP064159,nhbcs_0915800118076416,human,gastrointestinal tract,stool,,,,
SRR4255978,AMPLICON,502,35686678,PRJNA296814,SAMN05788914,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19387054,MARINE BIOLOGICAL LABORATORY,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX2175741,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800119995682,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800119995682,SRP064159,nhbcs_0915800119995682,human,gastrointestinal tract,stool,,,,
SRR4255979,AMPLICON,502,8153484,PRJNA296814,SAMN05788915,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",4949050,MARINE BIOLOGICAL LABORATORY,2013,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX2175742,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800121152303,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800121152303,SRP064159,nhbcs_0915800121152303,human,gastrointestinal tract,stool,,,,
SRR4255980,AMPLICON,502,55399716,PRJNA296814,SAMN05788916,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30378740,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX2175743,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800122067786,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800122067786,SRP064159,nhbcs_0915800122067786,human,gastrointestinal tract,stool,,,,
SRR4255981,AMPLICON,502,66355866,PRJNA296814,SAMN05788917,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",40780085,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX2175744,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800122221140,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800122221140,SRP064159,nhbcs_0915800122221140,human,gastrointestinal tract,stool,,,,
SRR4255982,AMPLICON,502,77260812,PRJNA296814,SAMN05788918,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",45493496,MARINE BIOLOGICAL LABORATORY,2013,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX2175745,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800122526428,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800122526428,SRP064159,nhbcs_0915800122526428,human,gastrointestinal tract,stool,,,,
SRR4255983,AMPLICON,502,30674710,PRJNA296814,SAMN05788919,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17012982,MARINE BIOLOGICAL LABORATORY,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX2175746,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800122563228,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800122563228,SRP064159,nhbcs_0915800122563228,human,gastrointestinal tract,stool,,,,
SRR4255984,AMPLICON,502,58537718,PRJNA296814,SAMN05788920,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",37197848,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX2175747,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800123123445,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800123123445,SRP064159,nhbcs_0915800123123445,human,gastrointestinal tract,stool,,,,
SRR4255985,AMPLICON,502,71309602,PRJNA296814,SAMN05788894,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",44179761,MARINE BIOLOGICAL LABORATORY,2012,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX2175748,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800080731230,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800080731230,SRP064159,nhbcs_0915800080731230,human,gastrointestinal tract,stool,,,,
SRR4255986,AMPLICON,502,92266596,PRJNA296814,SAMN05788921,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",54867957,MARINE BIOLOGICAL LABORATORY,2013,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX2175749,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800124005024,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800124005024,SRP064159,nhbcs_0915800124005024,human,gastrointestinal tract,stool,,,,
SRR4255987,AMPLICON,502,23733556,PRJNA296814,SAMN05788922,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13561417,MARINE BIOLOGICAL LABORATORY,2013,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX2175750,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800124856326,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800124856326,SRP064159,nhbcs_0915800124856326,human,gastrointestinal tract,stool,,,,
SRR4255988,AMPLICON,502,14660910,PRJNA296814,SAMN05788923,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8397331,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX2175751,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800125016621,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800125016621,SRP064159,nhbcs_0915800125016621,human,gastrointestinal tract,stool,,,,
SRR4255989,AMPLICON,502,7405504,PRJNA296814,SAMN05788924,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",4394594,MARINE BIOLOGICAL LABORATORY,2013,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX2175752,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800125075696,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800125075696,SRP064159,nhbcs_0915800125075696,human,gastrointestinal tract,stool,,,,
SRR4255990,AMPLICON,502,28354466,PRJNA296814,SAMN05788925,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16479006,MARINE BIOLOGICAL LABORATORY,2014,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX2175753,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800128509183,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800128509183,SRP064159,nhbcs_0915800128509183,human,gastrointestinal tract,stool,,,,
SRR4255991,AMPLICON,502,83876168,PRJNA296814,SAMN05788926,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",51862217,MARINE BIOLOGICAL LABORATORY,2014,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX2175754,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800130567741,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800130567741,SRP064159,nhbcs_0915800130567741,human,gastrointestinal tract,stool,,,,
SRR4255992,AMPLICON,502,16916396,PRJNA296814,SAMN05788927,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10327710,MARINE BIOLOGICAL LABORATORY,2014,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX2175755,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800132015548,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800132015548,SRP064159,nhbcs_0915800132015548,human,gastrointestinal tract,stool,,,,
SRR4255993,AMPLICON,502,13384324,PRJNA296814,SAMN05788928,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7839066,MARINE BIOLOGICAL LABORATORY,2014,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX2175756,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800132635652,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800132635652,SRP064159,nhbcs_0915800132635652,human,gastrointestinal tract,stool,,,,
SRR4255994,AMPLICON,502,9540008,PRJNA296814,SAMN05788929,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",5440846,MARINE BIOLOGICAL LABORATORY,2014,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX2175757,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800133821587,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:36:00Z,1,nhbcs_0915800133821587,SRP064159,nhbcs_0915800133821587,human,gastrointestinal tract,stool,,,,
SRR4255995,AMPLICON,502,50290360,PRJNA296814,SAMN05788930,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29162138,MARINE BIOLOGICAL LABORATORY,2014,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX2175758,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800133882146,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800133882146,SRP064159,nhbcs_0915800133882146,human,gastrointestinal tract,stool,,,,
SRR4255996,AMPLICON,502,89461420,PRJNA296814,SAMN05788895,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",53858744,MARINE BIOLOGICAL LABORATORY,2012,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX2175759,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800083148280,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800083148280,SRP064159,nhbcs_0915800083148280,human,gastrointestinal tract,stool,,,,
SRR4255997,AMPLICON,502,24882634,PRJNA296814,SAMN05788931,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14624092,MARINE BIOLOGICAL LABORATORY,2014,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX2175760,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800134003230,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800134003230,SRP064159,nhbcs_0915800134003230,human,gastrointestinal tract,stool,,,,
SRR4255998,AMPLICON,502,35885470,PRJNA296814,SAMN05788932,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19920331,MARINE BIOLOGICAL LABORATORY,2014,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX2175761,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800134993906,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800134993906,SRP064159,nhbcs_0915800134993906,human,gastrointestinal tract,stool,,,,
SRR4255999,AMPLICON,502,16866196,PRJNA296814,SAMN05788933,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9555277,MARINE BIOLOGICAL LABORATORY,2014,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX2175762,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800135505634,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800135505634,SRP064159,nhbcs_0915800135505634,human,gastrointestinal tract,stool,,,,
SRR4256000,AMPLICON,502,10758362,PRJNA296814,SAMN05788934,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",6435092,MARINE BIOLOGICAL LABORATORY,2014,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX2175763,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800136204974,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800136204974,SRP064159,nhbcs_0915800136204974,human,gastrointestinal tract,stool,,,,
SRR4256001,AMPLICON,502,13137340,PRJNA296814,SAMN05788935,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7705491,MARINE BIOLOGICAL LABORATORY,2014,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX2175764,USA,North America,"USA: New Hampshire\, Lebanon",Homo sapiens,Illumina MiSeq,43.674125 N 72.273013 W,nhbcs_0915800138293816,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2016-09-23T00:00:00Z,2016-09-19T14:37:00Z,1,nhbcs_0915800138293816,SRP064159,nhbcs_0915800138293816,human,gastrointestinal tract,stool,,,,
