Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR239848,AMPLICON,601,13528368,PRJDB9239,SAMD00200975,MIMARKS.survey.human-gut,7802921,METAGEN,2017-01-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229723,Japan,Asia,Japan,Homo sapiens,SC036,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200975,SC036-T1,DRP006895
DRR239849,AMPLICON,601,13322938,PRJDB9239,SAMD00200976,MIMARKS.survey.human-gut,7699375,METAGEN,2017-02-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229724,Japan,Asia,Japan,Homo sapiens,SC036,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200976,SC036-T2,DRP006895
DRR239850,AMPLICON,601,12601347,PRJDB9239,SAMD00200977,MIMARKS.survey.human-gut,7353988,METAGEN,2017-02-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229725,Japan,Asia,Japan,Homo sapiens,SC036,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200977,SC036-T3,DRP006895
DRR239851,AMPLICON,601,12737561,PRJDB9239,SAMD00200978,MIMARKS.survey.human-gut,7383313,METAGEN,2017-03-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229726,Japan,Asia,Japan,Homo sapiens,SC036,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200978,SC036-T4,DRP006895
DRR239852,AMPLICON,601,12656945,PRJDB9239,SAMD00200979,MIMARKS.survey.human-gut,7334573,METAGEN,2017-04-06,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229727,Japan,Asia,Japan,Homo sapiens,SC036,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200979,SC036-T5,DRP006895
DRR239853,AMPLICON,601,13143211,PRJDB9239,SAMD00200980,MIMARKS.survey.human-gut,7518165,METAGEN,2017-04-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229728,Japan,Asia,Japan,Homo sapiens,SC036,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200980,SC036-T6,DRP006895
DRR239854,AMPLICON,601,12363724,PRJDB9239,SAMD00200981,MIMARKS.survey.human-gut,7115190,METAGEN,2017-01-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229729,Japan,Asia,Japan,Homo sapiens,SC038,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200981,SC038-T1,DRP006895
DRR239855,AMPLICON,601,11597201,PRJDB9239,SAMD00200982,MIMARKS.survey.human-gut,6665579,METAGEN,2017-02-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229730,Japan,Asia,Japan,Homo sapiens,SC038,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200982,SC038-T2,DRP006895
DRR239856,AMPLICON,601,12389888,PRJDB9239,SAMD00200983,MIMARKS.survey.human-gut,7017644,METAGEN,2017-02-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229731,Japan,Asia,Japan,Homo sapiens,SC038,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200983,SC038-T3,DRP006895
DRR239857,AMPLICON,601,11788950,PRJDB9239,SAMD00200984,MIMARKS.survey.human-gut,6714917,METAGEN,2017-03-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229732,Japan,Asia,Japan,Homo sapiens,SC038,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200984,SC038-T4,DRP006895
DRR239858,AMPLICON,601,11673202,PRJDB9239,SAMD00200985,MIMARKS.survey.human-gut,6742133,METAGEN,2017-04-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229733,Japan,Asia,Japan,Homo sapiens,SC038,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200985,SC038-T5,DRP006895
DRR239859,AMPLICON,601,10580289,PRJDB9239,SAMD00200986,MIMARKS.survey.human-gut,6043787,METAGEN,2017-04-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229734,Japan,Asia,Japan,Homo sapiens,SC038,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200986,SC038-T6,DRP006895
DRR239860,AMPLICON,601,11710611,PRJDB9239,SAMD00200987,MIMARKS.survey.human-gut,6632954,METAGEN,2017-01-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229735,Japan,Asia,Japan,Homo sapiens,SC040,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200987,SC040-T1,DRP006895
DRR239861,AMPLICON,601,12528282,PRJDB9239,SAMD00200988,MIMARKS.survey.human-gut,7046851,METAGEN,2017-02-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229736,Japan,Asia,Japan,Homo sapiens,SC040,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200988,SC040-T2,DRP006895
DRR239862,AMPLICON,601,11703900,PRJDB9239,SAMD00200989,MIMARKS.survey.human-gut,6668740,METAGEN,2017-02-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229737,Japan,Asia,Japan,Homo sapiens,SC040,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T03:58:00Z,1,SAMD00200989,SC040-T3,DRP006895
DRR239863,AMPLICON,601,11939486,PRJDB9239,SAMD00200990,MIMARKS.survey.human-gut,6763676,METAGEN,2017-03-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229738,Japan,Asia,Japan,Homo sapiens,SC040,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200990,SC040-T4,DRP006895
DRR239864,AMPLICON,601,11703554,PRJDB9239,SAMD00200991,MIMARKS.survey.human-gut,6646825,METAGEN,2017-04-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229739,Japan,Asia,Japan,Homo sapiens,SC040,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T03:57:00Z,1,SAMD00200991,SC040-T5,DRP006895
DRR239865,AMPLICON,601,11871433,PRJDB9239,SAMD00200992,MIMARKS.survey.human-gut,6720196,METAGEN,2017-04-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229740,Japan,Asia,Japan,Homo sapiens,SC040,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200992,SC040-T6,DRP006895
DRR239866,AMPLICON,601,11167055,PRJDB9239,SAMD00200993,MIMARKS.survey.human-gut,6401635,METAGEN,2017-01-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229741,Japan,Asia,Japan,Homo sapiens,SC042,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T03:58:00Z,1,SAMD00200993,SC042-T1,DRP006895
DRR239867,AMPLICON,601,13801802,PRJDB9239,SAMD00200994,MIMARKS.survey.human-gut,7886207,METAGEN,2017-02-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229742,Japan,Asia,Japan,Homo sapiens,SC042,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200994,SC042-T2,DRP006895
DRR239868,AMPLICON,601,11697125,PRJDB9239,SAMD00200995,MIMARKS.survey.human-gut,6618714,METAGEN,2017-02-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229743,Japan,Asia,Japan,Homo sapiens,SC042,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200995,SC042-T3,DRP006895
DRR239869,AMPLICON,601,11737205,PRJDB9239,SAMD00200996,MIMARKS.survey.human-gut,6569669,METAGEN,2017-03-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229744,Japan,Asia,Japan,Homo sapiens,SC042,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200996,SC042-T4,DRP006895
DRR239870,AMPLICON,601,12448833,PRJDB9239,SAMD00200997,MIMARKS.survey.human-gut,7037220,METAGEN,2017-04-06,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229745,Japan,Asia,Japan,Homo sapiens,SC042,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200997,SC042-T5,DRP006895
DRR239871,AMPLICON,601,12439913,PRJDB9239,SAMD00200998,MIMARKS.survey.human-gut,7007914,METAGEN,2017-04-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229746,Japan,Asia,Japan,Homo sapiens,SC042,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200998,SC042-T6,DRP006895
