"","Abiotrophia_defectiva","Acetanaerobacterium_elongatum","Acetatifactor_muris","Acetobacter_pasteurianus","Aciditerrimonas_ferrireducens","Acinetobacter_baumannii","Acinetobacter_bereziniae","Acinetobacter_johnsonii","Acinetobacter_junii","Actinomyces_graevenitzii","Actinomyces_massiliensis","Actinomyces_naeslundii","Actinomyces_odontolyticus","Actinomyces_radingae","Actinomyces_turicensis","Actinospica_acidiphila","Actinospica_robiniae","Adhaeribacter_terreus","Adlercreutzia_equolifaciens","Advenella_faeciporci","Aeromonas_sobria","Aerosphaera_taetra","Aggregatibacter_aphrophilus","Aggregatibacter_segnis","Agromyces_cerinus","Akkermansia_muciniphila","Alcaligenes_faecalis","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Alkalibaculum_bacchi","Allisonella_histaminiformans","Allobaculum_stercoricanis","Alloprevotella_rava","Alloprevotella_tannerae","Alteromonas_macleodii","Anaerobiospirillum_succiniciproducens","Anaerofilum_pentosovorans","Anaerofustis_stercorihominis","Anaeromyxobacter_dehalogenans","Anaeroplasma_bactoclasticum","Anaerosporobacter_mobilis","Anaerostipes_hadrus","Anaerotruncus_colihominis","Aquamicrobium_aerolatum","Aquicella_siphonis","Arcobacter_mytili","Atopobium_parvulum","Atopobium_vaginae","Atopostipes_suicloacalis","Azospirillum_irakense","Bacteriovorax_stolpii","Bacteroides_acidifaciens","Bacteroides_barnesiae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_chinchillae","Bacteroides_clarus","Bacteroides_coprocola","Bacteroides_coprophilus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecichinchillae","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_graminisolvens","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_oleiciplenus","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_rodentium","Bacteroides_salyersiae","Bacteroides_sartorii","Bacteroides_stercorirosoris","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Barnesiella_viscericola","Bdellovibrio_bacteriovorus","Bdellovibrio_exovorus","Bifidobacterium_adolescentis","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bifidobacterium_pseudolongum","Bilophila_wadsworthia","Blautia_faecis","Blautia_glucerasea","Blautia_luti","Blautia_schinkii","Blautia_stercoris","Brachybacterium_muris","Brachymonas_denitrificans","Bradyrhizobium_elkanii","Bradyrhizobium_japonicum","Brevibacterium_luteolum","Bryobacter_aggregatus","Burkholderia_multivorans","Butyricicoccus_pullicaecorum","Butyricimonas_synergistica","Butyricimonas_virosa","Butyrivibrio_crossotus","Campylobacter_concisus","Campylobacter_gracilis","Campylobacter_ureolyticus","Capnocytophaga_gingivalis","Capnocytophaga_granulosa","Capnocytophaga_leadbetteri","Capnocytophaga_ochracea","Capnocytophaga_sputigena","Cardiobacterium_hominis","Catabacter_hongkongensis","Catelliglobosispora_koreensis","Catenibacterium_mitsuokai","Catonella_morbi","Caulobacter_fusiformis","Cetobacterium_somerae","Chelativorans_multitrophicus","Chitinophaga_terrae","Christensenella_minuta","Chryseobacterium_daecheongense","Chryseobacterium_indologenes","Citrobacter_freundii","Citrobacter_koseri","Citrobacter_murliniae","Clostridium_aldenense","Clostridium_aminobutyricum","Clostridium_bartlettii","Clostridium_butyricum","Clostridium_chartatabidum","Clostridium_cocleatum","Clostridium_disporicum","Clostridium_fusiformis","Clostridium_glycolicum","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_hiranonis","Clostridium_hylemonae","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_neonatale","Clostridium_nexile","Clostridium_oroticum","Clostridium_paraputrificum","Clostridium_perfringens","Clostridium_polysaccharolyticum","Clostridium_populeti","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_scindens","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_symbiosum","Clostridium_tertium","Clostridium_thermocellum","Clostridium_tyrobutyricum","Clostridium_viride","Collinsella_aerofaciens","Collinsella_tanakaei","Comamonas_kerstersii","Comamonas_testosteroni","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Corynebacterium_doosanense","Corynebacterium_durum","Corynebacterium_glutamicum","Corynebacterium_kutscheri","Corynebacterium_matruchotii","Corynebacterium_nuruki","Corynebacterium_stationis","Corynebacterium_striatum","Croceicoccus_marinus","Cronobacter_malonaticus","Cronobacter_sakazakii","Cupriavidus_campinensis","Cupriavidus_gilardii","Deefgea_chitinilytica","Desulfobacterium_catecholicum","Desulfovibrio_fairfieldensis","Desulfovibrio_legallii","Desulfovibrio_piger","Dethiobacter_alkaliphilus","Devosia_insulae","Dialister_invisus","Dialister_pneumosintes","Dialister_propionicifaciens","Dialister_succinatiphilus","Dietzia_maris","Dokdonella_fugitiva","Dokdonella_immobilis","Dolosicoccus_paucivorans","Dongia_mobilis","Dorea_formicigenerans","Dorea_longicatena","Duganella_nigrescens","Dyadobacter_fermentans","Eggerthella_lenta","Eggerthella_sinensis","Eikenella_corrodens","Enteroactinococcus_coprophilus","Enterobacter_aerogenes","Enterobacter_cloacae","Enterobacter_lignolyticus","Enterobacter_ludwigii","Enterococcus_asini","Enterococcus_cecorum","Enterococcus_faecalis","Escherichia/Shigella_coli","Escherichia/Shigella_hermannii","Eubacterium_biforme","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_dolichum","Eubacterium_eligens","Eubacterium_fissicatena","Eubacterium_hallii","Eubacterium_limosum","Eubacterium_plexicaudatum","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_siraeum","Eubacterium_sulci","Eubacterium_ventriosum","Facklamia_tabacinasalis","Faecalibacterium_prausnitzii","Fibrobacter_intestinalis","Finegoldia_magna","Flavitalea_gansuensis","Flavobacterium_aquatile","Flavobacterium_hercynium","Flavobacterium_oncorhynchi","Flavobacterium_suncheonense","Flavonifractor_plautii","Flexithrix_dorotheae","Fusicatenibacter_saccharivorans","Fusobacterium_equinum","Fusobacterium_mortiferum","Fusobacterium_necrogenes","Fusobacterium_nucleatum","Fusobacterium_periodonticum","Fusobacterium_varium","Gaiella_occulta","Galbibacter_marinus","Gallibacterium_anatis","Garciella_nitratireducens","Gardnerella_vaginalis","Gemella_haemolysans","Gemella_sanguinis","Gemmatimonas_aurantiaca","Gemmiger_formicilis","Geothrix_fermentans","Gordonibacter_pamelaeae","Granulicatella_elegans","Gynumella_flava","Haemophilus_parainfluenzae","Haemophilus_pittmaniae","Haemophilus_sputorum","Halomonas_cerina","Helcobacillus_massiliensis","Helicobacter_anseris","Helicobacter_ganmani","Helicobacter_hepaticus","Helicobacter_pylori","Helicobacter_rodentium","Helicobacter_typhlonius","Holdemania_filiformis","Howardella_ureilytica","Hydrogenoanaerobacterium_saccharovorans","Hydrogenophaga_intermedia","Hymenobacter_ginsengisoli","Ilumatobacter_fluminis","Insolitispirillum_peregrinum","Intestinimonas_butyriciproducens","Jeotgalicoccus_pinnipedialis","Kingella_oralis","Klebsiella_oxytoca","Klebsiella_pneumoniae","Kluyvera_cryocrescens","Kluyvera_georgiana","Kocuria_marina","Kofleria_flava","Kopriimonas_byunsanensis","Ktedonobacter_racemifer","Lactobacillus_acidipiscis","Lactobacillus_iners","Lactobacillus_intestinalis","Lactobacillus_jensenii","Lactobacillus_johnsonii","Lactobacillus_murinus","Lactobacillus_plantarum","Lactobacillus_reuteri","Lactococcus_lactis","Lactonifactor_longoviformis","Lautropia_mirabilis","Lentibacter_algarum","Leptotrichia_goodfellowii","Leptotrichia_hofstadii","Leptotrichia_trevisanii","Leptotrichia_wadei","Leucobacter_komagatae","Lysobacter_niabensis","Marinobacterium_nitratireducens","Marvinbryantia_formatexigens","Megamonas_funiformis","Megamonas_rupellensis","Methylobacillus_flagellatus","Methylobacterium_radiotolerans","Microcoleus_paludosus","Microvirga_aerilata","Mitsuokella_jalaludinii","Moraxella_porci","Morganella_morganii","Mucispirillum_schaedleri","Mycoplasma_pulmonis","Mycoplasma_salivarium","Mycoplasma_sualvi","Negativicoccus_succinicivorans","Neisseria_elongata","Neisseria_flavescens","Neisseria_meningitidis","Neisseria_mucosa","Neisseria_oralis","Neisseria_subflava","Neptunomonas_naphthovorans","Niastella_populi","Nitratireductor_lucknowense","Nitrospira_japonica","Nocardia_niigatensis","Nocardioides_alpinus","Nordella_oligomobilis","Odoribacter_laneus","Odoribacter_splanchnicus","Ohtaekwangia_koreensis","Ohtaekwangia_kribbensis","Olavius_ilvae","Oligella_ureolytica","Olivibacter_ginsengisoli","Olivibacter_jilunii","Olivibacter_oleidegradans","Olsenella_profusa","Oribacterium_sinus","Oscillibacter_valericigenes","Oscillospira_guilliermondii","Oxalobacter_formigenes","Paenalcaligenes_hominis","Paludibacter_propionicigenes","Panacagrimonas_perspica","Pantoea_cypripedii","Pantoea_stewartii","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_gordonii","Parabacteroides_johnsonii","Parabacteroides_merdae","Parachlamydia_acanthamoebae","Paraeggerthella_hongkongensis","Parapedobacter_pyrenivorans","Paraprevotella_clara","Parasutterella_excrementihominis","Parasutterella_secunda","Parvimonas_micra","Pasteurella_pneumotropica","Pediococcus_parvulus","Pedobacter_agri","Pelagibacterium_halotolerans","Pelagibius_litoralis","Peptoclostridium_difficile","Peptococcus_niger","Peptoniphilus_asaccharolyticus","Peptoniphilus_lacrimalis","Peptostreptococcus_anaerobius","Peptostreptococcus_stomatis","Petrobacter_succinatimandens","Phascolarctobacterium_faecium","Phenylobacterium_koreense","Photorhabdus_luminescens","Plesiomonas_shigelloides","Pluralibacter_gergoviae","Polaribacter_irgensii","Porphyrobacter_tepidarius","Porphyromonas_asaccharolytica","Porphyromonas_bennonis","Porphyromonas_catoniae","Porphyromonas_endodontalis","Porphyromonas_gingivalis","Porphyromonas_somerae","Prevotella_aurantiaca","Prevotella_brevis","Prevotella_bryantii","Prevotella_buccae","Prevotella_buccalis","Prevotella_copri","Prevotella_corporis","Prevotella_histicola","Prevotella_intermedia","Prevotella_loescheii","Prevotella_melaninogenica","Prevotella_multisaccharivorax","Prevotella_nanceiensis","Prevotella_nigrescens","Prevotella_oris","Prevotella_pallens","Prevotella_ruminicola","Prevotella_saccharolytica","Prevotella_salivae","Prevotella_shahii","Prevotella_stercorea","Prevotella_timonensis","Promicromonospora_thailandica","Proteus_mirabilis","Pseudoflavonifractor_capillosus","Pseudolabrys_taiwanensis","Pseudomonas_boreopolis","Pseudomonas_lutea","Pseudomonas_putida","Pseudomonas_stutzeri","Pseudoxanthomonas_mexicana","Pseudoxanthomonas_suwonensis","Psychrobacter_faecalis","Psychrobacter_fulvigenes","Rahnella_aquatilis","Ralstonia_insidiosa","Raoultella_ornithinolytica","Raoultella_planticola","Raoultella_terrigena","Reyranella_massiliensis","Rhizobium_giardinii","Rhizomicrobium_palustre","Rhodanobacter_thiooxydans","Rhodopila_globiformis","Rhodopseudomonas_palustris","Rikenella_microfusus","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Rosenbergiella_nectarea","Rothia_aeria","Rothia_dentocariosa","Rothia_mucilaginosa","Rubellimicrobium_roseum","Rubrobacter_xylanophilus","Rudaea_cellulosilytica","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Saccharofermentans_acetigenes","Salmonella_enterica","Sandaracinus_amylolyticus","Segetibacter_koreensis","Selenomonas_ruminantium","Sinomicrobium_oceani","Skermanella_aerolata","Slackia_equolifaciens","Slackia_isoflavoniconvertens","Slackia_piriformis","Solirubrobacter_ginsenosidimutans","Solobacterium_moorei","Sorangium_cellulosum","Sphingobacterium_daejeonense","Sphingobacterium_mizutaii","Sphingobacterium_multivorum","Sphingobacterium_thalpophilum","Sphingomonas_dokdonensis","Sphingomonas_jaspsi","Spirosoma_linguale","Staphylococcus_aureus","Stella_vacuolata","Stenotrophomonas_maltophilia","Steroidobacter_denitrificans","Streptobacillus_moniliformis","Streptococcus_acidominimus","Streptococcus_agalactiae","Streptococcus_lactarius","Streptococcus_merionis","Streptococcus_mutans","Streptococcus_pleomorphus","Streptococcus_thermophilus","Streptomyces_panaciterrae","Succinivibrio_dextrinosolvens","Sulfuritalea_hydrogenivorans","Sutterella_parvirubra","Sutterella_stercoricanis","Sutterella_wadsworthensis","Tannerella_forsythia","Terriglobus_saanensis","Terrimonas_lutea","Thioalkalivibrio_nitratireducens","Tistlia_consotensis","Treponema_amylovorum","Treponema_bryantii","Treponema_lecithinolyticum","Treponema_succinifaciens","Tumebacillus_ginsengisoli","Turicibacter_sanguinis","Vallitalea_guaymasensis","Veillonella_atypica","Vibrio_cholerae","Vibrio_lentus","Weeksella_virosa","Weissella_paramesenteroides","Wolinella_succinogenes","Woodsholea_maritima"
"A.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,0,0,0,0,0,0,0,0,0,35,0,500,0,48,0,0,0,0,0,0,0,0,0,0,0,0,2552,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,546,0,0,0,0,83,3,98,346,80,3,6,0,0,33,0,0,0,0,4404,0,0,0,138,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,232,0,119,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,2805,0,0,0,0,0,60,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,156,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,289,0,0,0,5716,0,0,217,604,33,111,0,238,0,7631,0,0,0,0,0,0,0,38,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,1052,0,0,0,0,0,0,0,503,1745,571,0,0,29,44,181,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0
"A.10.7",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,7,0,328,1,55,0,0,102,6,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,72,0,146,0,0,0,0,0,0,0,0,131,136,0,0,0,0,0,505,0,16449,0,15,0,0,2098,209,476,3792,460,492,0,0,0,0,0,0,0,0,72,0,0,0,44,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,91,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,955,0,0,0,0,0,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,114,0,44,0,199,0,0,0,1211,0,0,0,1705,0,11821,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,173,0,0,0,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,2044,0,0,0,0,0,0,0,0,0,7,0,0,0,0,117,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
"A.09",0,231,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,22,0,18,0,0,0,0,0,0,0,0,149,0,0,19,94,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,176,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,1497,23,0,0,0,0,26,445,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,8,0,0,18214,0,0,0,0,0,130,279,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,3069,90,0,1036,0,31,0,1071,0,0,0,749,17,0,0,12,0,15742,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,0,0,0,0,30,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,188,0,0,0,0,0,0,0,15,1120,0,0,16,0,219,172,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A.09.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,535,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,0,0,14,124,255,0,65,0,0,0,0,0,0,0,0,0,0,0,123,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,784,32,0,0,0,0,43,561,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4381,0,0,0,0,0,271,773,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,1043,444,0,234,0,268,0,194,0,0,48,684,0,0,0,0,0,9656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,116,0,879,6317,0,0,0,0,0,0,0,18,387,0,0,0,0,182,391,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A.07",0,9,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,30,37,29,33,0,20,0,0,0,0,0,0,0,0,929,11,0,52,74,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,90,0,0,0,65,0,0,0,0,0,162,0,0,0,0,0,0,0,0,2143,0,0,0,0,0,82,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,348,824,0,0,18,0,0,0,0,0,0,0,0,0,0,239,0,0,1128,0,305,0,173,0,923,0,0,91,1616,0,0,0,0,0,23969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,8,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,0,0,0,0,0,0,0,68,0,0,0,16,0,0,1719,5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0
"A30",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38,66,0,0,0,18,11,0,0,0,0,31,0,19,0,0,33,0,0,0,0,0,0,0,0,867,0,0,0,24,0,103,0,1793,0,139,1,0,0,0,0,0,0,34,107,29,584,0,3,0,0,0,23,86,13,1274,3,0,0,0,39,0,0,3,0,28,295,16,31,0,0,0,12,0,0,0,0,0,0,0,13,59,38,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,461,0,0,0,0,0,0,0,0,23,0,0,0,0,0,10,50,0,0,0,0,0,0,15,11,6,0,0,0,0,0,18,0,0,380,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,18,0,0,17,0,0,63,73,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,113,0,0,1269,0,0,0,23,0,25,0,26,47,0,0,340,8,51,0,54,0,0,0,0,0,0,7,66,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,51,0,0,0,0,0,0,0,0,219,12,0,0,28,0,0,0,20,114,0,13,0,0,0,0,0,0,0,0,0,0,131,0,847,7,0,6,0,0,23,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,37,5,0,0,12,0,0,0,0,0,0,36,0,0,0,0,0,0,218,0,0,0,20,0,0,0,2150,192,30,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,0,9113,0,0,12,0,22,0,0,0,0,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,23,0,0,0,0,0,0,50,0,0,0,0,232,148,0,0,311,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,21,0,227,0,0,0,0,0,118,0,0
