database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	QC1	QC2	QC3	QC4	QC5	QC6	QC7	QC8	A02	A03	A04	A-05	A-06	A-07	A08	A-09	A-10	A-12	A-13	A-14	A-15	A-16	A-17	A18	A-19	A-20	A21	A22	A-23	A24	A-25	A-26	A27	A-28	A30	A-05-7	A-06-7	A-07-7	A-09-7	A-10-7	A-12-7	A-13-7	A-14-7	A-15-7	A-16-7	A-17-7	A-19-7	A-20-7	A-23-7	A-24-7	A-25-7	A-26-7	A-28-7	A-29-7	A30-7
CHEBI:173257	C15H24O3	O1C2C(C(C1=O)C)CCC(=CCC(O)C(C2)C)C	InChI=1S/C15H24O3/c1-9-4-6-12-11(3)15(17)18-14(12)8-10(2)13(16)7-5-9/h5,10-14,16H,4,6-8H2,1-3H3/b9-5-	Hydroxypelenolide	297.1704268		M+FA-H		8.43695												4002.530671	4521.832003	4096.984796	3748.51791	4601.952877	4184.605892	4178.766368	3938.696681	1928.47092	343.944944	1057.084929	4.39612E-08	182.3781558	28058.23462	796.977013	2600.162348	36358.3513	23758.04046	509.8887608	424.3971062	1224.501132	1472.971924	676.8367372	23757.10505	276.7696516	1907.573843	22252.1987	6150.60475	168.3016084	3917.45433	14778.12097	461.8642525	1254.303052	300.1441318	14479.35529	1453.646879	132.0702697	1034.823312	2730.415514	6070.148622	1293.940768	1382.755385	565.1963925	1074.841926	402.8662023	386.5496296	795.1586194	4.39612E-08	320.0149751	3695.610699	307.752537	307.368204	1202.076088	2077.236788	1871.798161
CHEBI:185850	C23H38O4	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CC=O)C)[H])[H])C	InChI=1S/C23H38O4/c1-13(7-9-24)16-4-5-17-21-18(12-20(27)23(16,17)3)22(2)8-6-15(25)10-14(22)11-19(21)26/h9,13-21,25-27H,4-8,10-12H2,1-3H3/t13-,14+,15-,16-,17+,18+,19-,20+,21+,22+,23-/m1/s1	3alpha,7alpha,12alpha-Trihydroxy-24-nor-5beta-cholan-23-al	423.2752544		M+FA-H		7.71785												40446.99187	37913.07546	39268.36541	36963.27722	38665.19757	39828.44865	38171.45029	38043.50256	32347.65289	61714.32376	48233.14601	102742.9378	35190.87177	58457.3278	38505.50669	111331.6112	26115.64927	13094.56442	53034.50507	63870.8359	38254.54705	30985.42354	62673.33824	37074.83103	60414.34228	32381.09999	45259.79184	40727.99086	41051.28192	69927.51697	23798.08373	43112.00504	28291.48206	75798.16643	29300.05816	100377.8241	35041.42799	82725.36671	58665.26329	28404.48014	65875.81526	31503.23316	121598.9356	37831.28836	53735.43494	76956.40308	64942.04108	51583.78497	58895.62479	54750.80232	66149.32914	56949.08933	48677.6864	21050.94555	22008.43044
CHEBI:178534	C28H46O4	O1[C@H]2C[C@@]3([C@@]4([C@]([C@]5([C@@]([C@](CC5)([C@@H]([C@@H](O)[C@H](O)[C@H](C(C)C)C)C)[H])(CC4)C)[H])(CC(=O)[C@]3(C[C@@H]12)[H])[H])[H])C	InChI=1S/C28H46O4/c1-14(2)15(3)25(30)26(31)16(4)18-7-8-19-17-11-22(29)21-12-23-24(32-23)13-28(21,6)20(17)9-10-27(18,19)5/h14-21,23-26,30-31H,7-13H2,1-6H3/t15-,16-,17-,18+,19-,20-,21+,23+,24-,25+,26+,27+,28+/m0/s1	Secasterone	491.3378264		M+FA-H		11.31313333												15295.10563	13890.48166	13892.83329	13230.99021	15025.80537	13096.03809	16705.57303	15224.90605	11952.70133	43094.79796	9258.212118	21789.97322	18678.39514	19694.99219	10060.7576	26884.44532	22303.43022	15954.79155	42356.65829	35246.12009	16883.60599	19745.13463	23359.94088	16186.67146	30658.24868	17481.9559	13808.93402	10054.25227	21100.02947	14906.78482	10608.61958	16475.10685	9899.196719	85010.58726	21293.20208	7594.24301	3819.300713	5774.231569	15671.73922	9557.40008	1453.334671	7151.843824	1392.536912	2931.763612	7016.021575	5544.350238	5110.720558	9011.154558	4656.532705	8440.021556	9696.761542	7423.677738	22498.08642	16051.63835	18496.71482
CHEBI:86434	C27H44O4	C[C@H](CCC[C@@H](C)C(O)=O)[C@H]1CC[C@H]2[C@@H]3CC=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	InChI=1S/C27H44O4/c1-16(6-5-7-17(2)25(30)31)19-10-11-20-18-8-9-22-24(29)23(28)13-15-27(22,4)21(18)12-14-26(19,20)3/h9,16-21,23-24,28-29H,5-8,10-15H2,1-4H3,(H,30,31)/t16-,17-,18+,19-,20+,21+,23+,24-,26-,27-/m1/s1	(25R)-3beta,4beta-dihydroxycholest-5-en-26-oate(1-)	477.3220562		M+FA-H		9.841133333												180484.0093	181858.4729	197679.8994	191220.8955	190084.9534	177187.4565	193260.3429	196325.1787	156519.0877	105563.5942	248037.0715	230662.0595	105254.4009	271012.2696	335195.1797	240906.271	137544.2982	181484.1909	88301.23821	97798.67234	108017.4633	289754.5963	134060.3008	256312.4491	80524.57194	486742.1572	135329.5275	260623.0069	165558.6642	176908.4575	357822.7728	254483.0726	333352.9987	376387.6238	415103.7881	351098.4047	98767.24796	296308.5301	290891.5324	258045.1204	115600.5591	322348.7169	73737.1976	130671.7745	311125.2233	73819.62567	110399.1717	126179.1021	172220.0894	231731.2644	214119.6081	204351.6789	225831.6723	264312.5223	294045.7961
CHEBI:186108	C19H26O6	O[C@@H]1[C@@]2([C@]([C@@H](C(=O)CC2)CCC(=O)/C(/C)=C\C=C(\O)/C(O)=O)(CC1)[H])C	InChI=1S/C19H26O6/c1-11(3-6-16(22)18(24)25)14(20)7-4-12-13-5-8-17(23)19(13,2)10-9-15(12)21/h3,6,12-13,17,22-23H,4-5,7-10H2,1-2H3,(H,24,25)/b11-3-,16-6+/t12-,13-,17-,19-/m0/s1	3,17-dihydroxy-5,9-dioxo-4,5-9,10-diseco-androsta-1(10),2-dien-4-oic acid	331.1551577		M-H2O-H		5.276666667												5060.741938	6046.157959	5691.244548	5376.179401	5067.17971	5260.977854	5890.795518	4979.918184	2034.614808	1136.382836	12574.04665	527.9290194	3027.674004	865.3942744	1791.248243	2259.361885	700.1698284	39817.07986	1323.808595	1283.203178	3065.266574	1070.041139	1884.604319	4586.118737	1293.854452	4907.741506	4352.017849	9226.089809	2778.301071	40606.32216	48632.90313	8211.531035	1549.621076	1636.492912	40582.82015	759.5283366	2931.523245	1023.023196	3917.34609	5166.351561	499.023404	19746.25756	2717.96278	9836.706929	2807.707874	14919.78162	1802.952585	2591.038843	6196.679231	781.3834273	1446.02961	1841.467503	2208.677231	26798.55647	29900.03664
CHEBI:2323	C11H9NO4	COc1cccc2c(O)cc(nc12)C(O)=O	InChI=1S/C11H9NO4/c1-16-9-4-2-3-6-8(13)5-7(11(14)15)12-10(6)9/h2-5H,1H3,(H,12,13)(H,14,15)	8-Methoxykynurenate	264.051041		M+FA-H		2.503433333												5345.57036	5756.887175	5228.337452	5395.921522	5083.557074	4890.283321	5424.592701	4827.662912	6046.831032	7077.724638	5867.283112	2820.923524	5940.748553	13553.44158	18254.7623	9669.05343	3041.168404	4632.38942	6328.456335	7604.095456	8731.018892	2799.224556	8291.006265	29675.29342	6751.751931	8444.470701	6264.483283	10317.94642	5261.926366	2250.865532	8878.165128	21408.08863	15758.14299	7234.885963	7788.791769	3152.034535	2937.389288	1806.273995	4849.796527	2789.992506	2578.269126	2614.16804	1637.388423	1353.224961	57.40826291	1240.221364	15516.08481	498.8928554	1849.147346	2371.106162	2363.356457	2266.338995	6899.825167	3376.146593	3012.587755
CHEBI:173933	C15H16N2O3	OC(CC(O)CO)C1=NC=CC2=C1NC=3C2=CC=CC3	InChI=1S/C15H16N2O3/c18-8-9(19)7-13(20)15-14-11(5-6-16-15)10-3-1-2-4-12(10)17-14/h1-6,9,13,17-20H,7-8H2	(2S,4R)-4-(9H-Pyrido[3,4-b]indol-1-yl)-1,2,4-butanetriol	317.1140878		M+FA-H		5.7734												13265.26349	12013.99029	11243.57648	10537.5052	11554.22517	11808.38186	11933.2944	11780.69761	13668.32812	25801.57185	8316.60282	18467.31898	17501.51991	3247.283084	4388.88573	21625.9078	8303.515914	5010.757924	29066.17246	30237.74633	20218.15856	4837.278818	14804.95122	3906.608602	27785.37409	7245.226551	18673.45799	6693.712684	24344.38849	11186.08704	9597.467184	10774.01048	5297.019215	34135.33831	10385.32804	15619.08202	22321.01341	18145.10717	18710.99451	13258.10735	7661.362401	9199.24413	18307.82806	16918.91962	30219.36525	29762.7756	36856.10081	59881.9145	25390.95051	17104.0502	22418.12999	20592.94213	20772.44505	14570.54195	16598.60407
CHEBI:191477	C26H34O10	O1[C@]2([C@]3(C([C@]4(C(CC3=O)C(OC4)(C)C)C(O)CC(O)=O)CC[C@]2([C@@H](O)C=5C=COC5)C)C)[C@H]1C(O)=O	InChI=1S/C26H34O10/c1-22(2)15-9-16(27)24(4)14(25(15,12-35-22)17(28)10-18(29)30)5-7-23(3,19(31)13-6-8-34-11-13)26(24)20(36-26)21(32)33/h6,8,11,14-15,17,19-20,28,31H,5,7,9-10,12H2,1-4H3,(H,29,30)(H,32,33)/t14?,15?,17?,19-,20+,23-,24-,25+,26+/m0/s1	Isolimonic acid	505.2079498		M-H		5.857366667												8526.355747	9571.825257	9592.017418	8604.751401	9180.363904	8397.128785	9593.018021	8716.212613	313551.9982	6432.477783	15780.77751	191.0293284	4127.935304	593.4008072	23867.85543	208.0140911	380.8799186	179.1596751	5119.22985	5080.223618	142825.4501	129.4579249	1257.253958	3007.433694	6546.646048	921.6027785	218.5795071	2173.624536	4.39612E-08	1559.979058	1774.772737	144.8570019	20725.45403	276.4830725	1782.608628	3289.847551	1371.326446	2574.775894	332.4993193	591.1154855	3206.512746	5044.265657	4.39612E-08	153.616817	8472.738536	732.9412252	4.39612E-08	1546.490967	798.0715686	1024.88219	1225.032792	1475.102411	576.5974681	1034.175967	172.7263769
CHEBI:173886	C10H16O3	OC(=O)C1C(CCC1C)C(C)C=O	InChI=1S/C10H16O3/c1-6-3-4-8(7(2)5-11)9(6)10(12)13/h5-9H,3-4H2,1-2H3,(H,12,13)	(1'R)-Nepetalic acid	229.1075316		M+FA-H		6.34585												9213.22822	9234.945348	9785.409519	9434.785917	9752.720709	9298.656756	9473.06312	9354.068232	21617.5914	5749.451498	64387.57677	28580.0017	6767.939318	1249.783096	758.6498143	1932.733966	15245.4324	146.7715541	5481.595098	6242.912621	6297.393313	19350.06382	6814.735972	498.0600729	5843.574216	72888.15712	12556.88069	674.0398992	12708.19778	63250.41502	289.1304079	15202.22128	590.9155082	13769.06391	174.4269867	14376.38635	14573.3412	3312.149715	1049.999666	12650.0464	10747.63307	613.2432093	6945.821725	6914.407931	43108.02548	11021.25474	11305.76333	5829.268415	5971.906474	15090.80413	6659.075068	7962.094293	13116.44138	4.39612E-08	55.59671797
CHEBI:193297	C20H22O9	C1=CC(=CC(=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O)CCC3=CC(=CC(=C3)O)O	InChI=1S/C20H22O9/c21-12-6-11(7-13(22)9-12)5-4-10-2-1-3-14(8-10)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-3,6-9,15-18,20-25H,4-5H2,(H,26,27)	6-{3-[2-(3,5-dihydroxyphenyl)ethyl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid	387.1086481		M-H2O-H		5.40785												17354.61297	18333.9041	17890.24149	18426.02302	19222.94109	18128.76686	18059.94424	17568.32616	159008.1498	6051.65848	24099.13565	18607.93415	21983.19859	31500.24948	2226.993824	8449.504956	30375.42382	8282.016227	4512.552211	6572.434297	19924.6654	24931.11211	15892.07003	1627.710114	5153.492468	107836.8767	11479.7738	13966.72633	1340.112529	19076.27415	33390.09511	11328.91621	2025.101903	14919.16553	30430.37669	28252.66019	18833.87535	10306.71109	6824.768615	56925.97988	9768.713494	5088.699865	26073.67357	28360.73909	74922.25642	20997.04683	7342.291709	40903.89556	11287.51511	42949.294	43294.90308	47728.50928	2816.109561	7726.672274	8504.398849
CHEBI:15694	C13H21N3O8S	C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O	InChI=1S/C13H21N3O8S/c1-6(17)13(24)25-5-8(11(21)15-4-10(19)20)16-9(18)3-2-7(14)12(22)23/h6-8,17H,2-5,14H2,1H3,(H,15,21)(H,16,18)(H,19,20)(H,22,23)/t6-,7+,8+/m1/s1	S-Lactoylglutathione	378.0972507		M-H		1.61875												28720.31988	26789.93811	27282.64729	27245.28379	26749.3275	28075.10794	26940.13659	27232.32377	3297.436357	21470.40273	2628.5527	6942.804009	6669.812238	5786.306728	2703.677095	6343.076774	140844.3392	1271.06796	30394.56938	26355.82594	135598.9194	11980.87485	24258.73218	739.9061473	17317.75166	1037.624479	174085.784	5665.959964	557753.892	4010.80289	74.86492549	20093.4211	2036.153466	5386.570477	243.6302238	590.4723913	1395.101447	31525.13082	136.8923292	1922.748779	6198.942034	1618.480859	120448.6533	93674.90743	41230.62861	4395.448179	2381.785414	13315.50011	29670.56156	918.2727167	1504.234671	2160.595034	1317.085803	897.9213109	1821.176156
CHEBI:73652	C12H16N2O5	N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O	InChI=1S/C12H16N2O5/c13-9(6-15)11(17)14-10(12(18)19)5-7-1-3-8(16)4-2-7/h1-4,9-10,15-16H,5-6,13H2,(H,14,17)(H,18,19)/t9-,10-/m0/s1	Seryltyrosine	267.09863		M-H		4.618266667												35376.94618	34420.70112	36239.07794	34791.11972	34952.24334	34574.3587	35255.12876	35598.79383	8549.563859	20905.54232	3076.908853	7197.217403	41082.36934	2753.039373	3976.80631	12589.40512	5617.366801	8100.410241	20401.56813	46410.55062	17661.48413	10800.93243	7175.950071	8354.732324	41368.59448	7649.962428	19858.00511	9151.76436	9491.294188	22012.90457	11023.81987	21525.79126	4372.843814	10452.40784	10899.10093	13738.70784	138812.2386	34124.22749	166598.9486	236010.62	55442.93159	16354.4355	30774.66302	54104.48648	364371.2408	194178.6069	126419.8817	31902.82048	25265.52659	326684.7602	119478.8425	105396.4511	40838.02519	1600.425697	2293.02658
CHEBI:47820	C23H34O3	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CC=O	InChI=1S/C23H34O3/c1-15(10-12-24)20-8-9-21-17(5-4-11-23(20,21)3)6-7-18-13-19(25)14-22(26)16(18)2/h6-7,12,15,19-22,25-26H,2,4-5,8-11,13-14H2,1,3H3/b17-6+,18-7-/t15-,19-,20-,21+,22+,23-/m1/s1	(1S)-1-hydroxy-23-oxo-24,25,26,27-tetranorcalciol	403.2487076		M+FA-H		8.65475												91317.70976	91871.73618	95590.88964	93947.62287	96410.15354	96944.20392	93461.95114	92976.92844	7708.55494	216233.0585	27234.14598	559542.9797	727176.5975	16700.53831	9803.569511	81834.16496	3492.872538	13408.41414	756858.8524	540187.4756	70541.34199	9801.224247	15891.51571	8174.306896	75493.79353	26562.19916	45330.55882	6373.115089	1148473.444	50254.71355	51402.18057	107597.5806	13133.87872	438666.1057	21875.26843	57317.81937	102400.7372	3861.480368	6229.214968	4087.028317	15376.71491	5399.316964	26518.37275	8664.854183	7632.87375	6161.890412	5952.001209	32545.5215	115886.6057	2014.174846	22539.78781	23377.31036	2119.147105	8820.292633	14441.28342
CHEBI:172495	C11H18N4O3	OC(=O)[C@@H](NC(=O)CCCN)CC=1N(C=NC1)C	InChI=1S/C11H18N4O3/c1-15-7-13-6-8(15)5-9(11(17)18)14-10(16)3-2-4-12/h6-7,9H,2-5,12H2,1H3,(H,14,16)(H,17,18)/t9-/m0/s1	Homoanserine	253.1303324		M-H, M+FA-H		2.264983333												19245.03384	19690.09075	19406.35525	19055.92714	19719.50766	19292.7594	19342.29174	19210.54206	16560.13711	990.5511586	4160.876182	261.336598	58107.95065	51914.18465	1893.549841	36535.9411	18718.68432	3557.509192	623.3487855	629.9621548	53690.80572	1773.207469	26878.61154	1862.033805	1349.533915	32899.79806	10520.50906	67201.81926	11287.82039	340.5137098	333.0820834	13478.26097	1457.892153	2101.960575	142.9058408	181270.6628	72476.62344	20695.58169	27013.92302	81997.92396	44.07200868	2008.905194	71.60567332	59454.01737	18895.05718	85539.09326	4311.594272	2334.676966	40398.23187	1002.657398	52948.2382	47667.71784	59836.00523	1600.271079	1142.683137
CHEBI:193299	C10H17NO4	C=C(CCCCCC(=O)NCC(=O)O)O	InChI=1S/C10H17NO4/c1-8(12)5-3-2-4-6-9(13)11-7-10(14)15/h12H,1-7H2,(H,11,13)(H,14,15)	7-hydroxyoct-7-enoylglycine	260.1138747		M+FA-H		4.346316667												1588.948575	1656.056129	1625.294088	1978.967606	1430.88426	1275.390163	1620.227211	1714.615221	4109.664431	376.588821	8702.554941	67.03606227	191.506461	1913.62695	2784.083713	233.2231205	453.1339274	3994.009783	104.9281934	391.4023171	813.6393907	1730.098289	116.3998034	1623.641476	170.6928992	6676.733862	4.39612E-08	4400.212018	4.39612E-08	3996.607427	10579.45898	4.39612E-08	3085.724151	499.3726273	11405.29641	285.2443677	102.1679468	129.5436842	2440.15188	713.4296781	4.39612E-08	2059.765362	117.5498451	563.1479243	244.6789773	927.1270592	63.36714855	4.39612E-08	4.39612E-08	602.2653421	185.0969514	335.0606621	1907.819853	4637.854486	4314.04187
CHEBI:27400	C21H24O9	C[C@@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O	InChI=1S/C21H24O9/c1-10-18(26)19(27)20(28)21(29-10)30-16-9-13(23)8-15(25)17(16)14(24)7-4-11-2-5-12(22)6-3-11/h2-3,5-6,8-10,18-23,25-28H,4,7H2,1H3/t10-,18-,19+,20+,21-/m0/s1	Glycyphyllin	419.1347326		M-H		6.724733333												771.6556166	445.7008764	608.4621047	599.1018623	891.6868255	976.3783798	643.9348058	623.9149467	4.39612E-08	69.94572539	4.39612E-08	4.39612E-08	4.39612E-08	72218.12662	301.3115569	1.223814708	184.0497168	1099.49847	4.39612E-08	103.2794466	4.39612E-08	12.71485781	167.1203638	3708.360707	4.39612E-08	4.39612E-08	294.384222	2103.727749	4.39612E-08	224.1631122	4.39612E-08	4.39612E-08	165.4475874	4.39612E-08	4.39612E-08	550.80038	878.6546587	409.8374052	2726.580431	492.3688211	697.9742426	4.39612E-08	4.39612E-08	4.39612E-08	4.39612E-08	4.39612E-08	337.9784727	4.39612E-08	4.39612E-08	144.4164829	4.39612E-08	4.39612E-08	75.50440271	264.2121455	114.3125401
CHEBI:193301	C26H44O4	CC(CCCCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	InChI=1S/C26H44O4/c1-16(6-4-5-7-23(29)30)19-8-9-20-24-21(11-13-26(19,20)3)25(2)12-10-18(27)14-17(25)15-22(24)28/h16-22,24,27-28H,4-15H2,1-3H3,(H,29,30)/t16-,17+,18-,19-,20+,21+,22+,24+,25+,26-/m1/s1	Dihomoursodeoxycholic acid	465.3218725		M+FA-H		8.5565												18597.91126	19984.65724	20215.09307	16854.66658	20086.65572	19775.07038	18846.73698	19460.36595	29140.99415	11295.48104	28390.44521	14728.38619	5797.353191	43918.57698	47743.50187	33199.20091	12189.08425	11496.12862	9350.739412	14102.97895	9069.354404	23998.24007	29022.26253	33487.99439	12856.01523	34812.23722	4320.514746	43265.4396	5732.609488	22101.77729	39878.2194	13956.77716	43606.9228	24103.5759	48138.18601	50569.57069	9634.535084	34028.26814	25463.02537	18353.17343	7352.479097	31949.77154	7495.634273	7069.869927	26161.26921	38896.7797	13131.95391	12713.24503	15475.88792	26853.93585	30637.40325	28849.23457	34445.56997	27651.24857	25193.17508
CHEBI:168060	C25H28O13	O(C1OC=C(C2C1C(O)(C=C2)COC(=O)/C=C/C3=CC=C(O)C=C3)C(O)=O)[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)CO	InChI=1S/C25H28O13/c26-9-16-19(29)20(30)21(31)24(37-16)38-23-18-14(15(10-35-23)22(32)33)7-8-25(18,34)11-36-17(28)6-3-12-1-4-13(27)5-2-12/h1-8,10,14,16,18-21,23-24,26-27,29-31,34H,9,11H2,(H,32,33)/b6-3+/t14?,16-,18?,19-,20+,21-,23?,24+,25?/m1/s1	Vaccinoside	517.1352686		M-H2O-H		5.556733333												4086.317828	4019.599989	4369.781642	4553.341346	4282.792048	4166.351151	3872.223121	4507.504574	3755.533284	4.39612E-08	1170.567967	610.1469595	4.39612E-08	4.39612E-08	4.39612E-08	303.2556925	8037.633468	161.6923328	117.320244	160.6073192	6191.36747	4.39612E-08	6180.400462	591.4965778	141.594312	1356.485931	729.371296	5004.09628	4.39612E-08	1835.146916	380.145081	20214.71438	340.6187314	2336.527348	239.3425121	196.3141082	24329.17379	620.1661984	4.39612E-08	7834.979501	10896.30711	1117.081431	1056.769387	14093.41131	118.9056206	29383.17907	23227.98778	4.39612E-08	4.39612E-08	2171.760684	53902.15877	58803.58503	5679.294773	2824.191087	3017.416722
CHEBI:193303	C15H14O7S	C1C(C(OC2=C1C=CC(=C2)O)C3=CC(=CC=C3)OS(=O)(=O)O)O	InChI=1S/C15H14O7S/c16-11-5-4-9-7-13(17)15(21-14(9)8-11)10-2-1-3-12(6-10)22-23(18,19)20/h1-6,8,13,15-17H,7H2,(H,18,19,20)	[3-(3,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl)phenyl]oxidanesulfonic acid	337.0389181		M-H		5.8744												433.4757104	181.2114488	380.3422274	188.553305	226.3140861	374.6087379	180.3665663	422.5119645	5069.707718	4.39612E-08	49.977969	4.39612E-08	59.10282473	132.1696324	4.39612E-08	4.39612E-08	61.31910481	4.39612E-08	22.95875807	25.71627979	4.39612E-08	223.2620334	50.93595979	4.39612E-08	0.102073517	4.39612E-08	4.39612E-08	4.39612E-08	121.4178901	4.39612E-08	4.39612E-08	4.39612E-08	4.39612E-08	27.74331456	4.39612E-08	4.39612E-08	32.0420309	196.9189435	18.56286598	182.0938293	8.146917076	4.39612E-08	3719.540836	4.39612E-08	1.070682389	9.939004234	143.2311282	4.39612E-08	17358.26542	4.39612E-08	37.83306814	4.39612E-08	32.72724741	4.39612E-08	4.39612E-08
CHEBI:184491	C14H22O3	O1[C@]2([C@@]([C@@H](C1=O)C)(CC=C([C@H](C2)C)CCCO)[H])[H]	InChI=1S/C14H22O3/c1-9-8-13-12(10(2)14(16)17-13)6-5-11(9)4-3-7-15/h5,9-10,12-13,15H,3-4,6-8H2,1-2H3/t9-,10-,12+,13+/m0/s1	Sundiversifolide	283.1550203		M+FA-H		5.507333333												33656.23024	32271.52685	31573.29949	32852.1738	32362.55911	32839.87695	32005.10995	32700.31975	68573.76111	6848.2759	30990.92771	12494.15993	21692.28799	79355.66546	66502.54012	10881.198	48733.66769	175324.6682	6364.176564	7143.050662	11282.84023	82883.14274	19440.45722	93865.40032	6966.804019	19036.80685	14590.50262	49566.57465	5888.884487	28529.22609	57163.83167	14176.77443	55117.37968	32965.55272	46209.35426	31540.04789	20138.72845	77252.79386	85603.35854	38189.04329	20760.19694	52896.15086	957.3330096	6817.222295	33303.92558	5176.328121	4173.300948	11540.52004	31201.53403	45559.58268	22789.9221	24125.82873	10505.75126	89532.8666	92501.43801
CHEBI:157850	C14H18N2O5	O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)[C@@H](N)CCC(O)=O	InChI=1S/C14H18N2O5/c15-10(6-7-12(17)18)13(19)16-11(14(20)21)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8,15H2,(H,16,19)(H,17,18)(H,20,21)/t10-,11-/m0/s1	Glutamylphenylalanine	275.1038347		M-H2O-H, M+FA-H		4.799216667												9018.759669	8732.969741	8272.62217	8183.733819	8283.051462	8465.133867	9158.729667	8715.761411	15689.50742	18201.7683	8188.207572	8359.378056	31185.33283	3294.540994	3917.390627	16023.1373	5085.812977	9863.199358	9315.105115	18596.18772	8471.915694	17756.52724	16345.90518	11266.93826	42213.16731	9010.275066	13421.39845	6406.30883	9849.392468	4040.601256	4471.845086	5208.451421	4234.388113	7905.716302	2873.251456	15461.02455	16790.96436	20418.22662	6314.240298	8821.01878	10371.18941	6322.507163	3643.307353	2719.880619	50844.95349	6653.140705	3545.745439	30588.80052	11644.31876	6669.200199	18844.70511	21172.84642	4091.005049	9368.49835	9456.989618
CHEBI:82941	C25H36N3O9PS	CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	InChI=1S/C25H36N3O9PS/c1-18(2)15-28(39(33,34)22-10-8-20(26)9-11-22)16-24(37-38(30,31)32)23(14-19-6-4-3-5-7-19)27-25(29)36-21-12-13-35-17-21/h3-11,18,21,23-24H,12-17,26H2,1-2H3,(H,27,29)(H2,30,31,32)/t21-,23-,24+/m0/s1	Fosamprenavir	630.1900588		M+FA-H		3.99755												19533.68023	18754.77267	19046.80994	17931.9657	19572.10572	18923.11486	19006.50759	19627.47312	4.39612E-08	72654.6077	1744.599218	1053.506694	2871.757811	5685.216307	165.022465	70825.30083	87676.62314	4.39612E-08	32587.7835	69582.31316	52475.01975	21262.76665	41265.25512	24.79421327	85630.87884	4.39612E-08	32917.88985	430.1559322	156724.8049	1921.841362	4.39612E-08	131947.9488	4.39612E-08	116.8845148	4.39612E-08	3243.743019	4.39612E-08	50531.25701	3688.591175	1784.938387	26470.50417	3129.83998	51154.86431	19932.65563	24414.85979	14940.40687	1067.153491	25774.07266	69521.28852	4.39612E-08	7453.720713	10686.9378	11.49349254	20.00842705	4.39612E-08
CHEBI:188134	C18H33NO15	O(C1C(O)C(N)C(OC1CO)OCC2OC(O)C(O)C(O)C2O)C3OC(C(O)C(O)C3O)CO	InChI=1S/C18H33NO15/c19-7-10(24)15(34-18-14(28)12(26)8(22)4(1-20)32-18)5(2-21)33-17(7)30-3-6-9(23)11(25)13(27)16(29)31-6/h4-18,20-29H,1-3,19H2	beta-D-Galactopyranosyl-(1->4)-2-amino-2-deoxy-beta-D-glucopyranosyl-(1->6)-D-mannose	502.1792713		M-H		1.275916667												5175.27838	4969.642658	5542.269567	5683.923973	5053.312141	6176.530762	6109.738278	4402.214907	5.778200463	30239.02292	4.39612E-08	4.39612E-08	4.39612E-08	41.25538891	276.6060324	28851.34509	25243.64806	4.39612E-08	25582.06001	32444.24992	13423.40193	419.7892982	333.3198979	47.63358314	32796.44789	138.8995071	8921.765572	4.39612E-08	80759.51245	29.44319998	4.39612E-08	35903.62963	4.39612E-08	816.5755486	3.651418048	40.08633267	4.39612E-08	10859.51515	454.300407	79.22267426	3408.452253	206.9693333	14167.38596	10505.16699	18040.32218	1349.899698	2210.52332	4769.697167	37272.71468	4.39612E-08	94.0631797	4.39612E-08	1.943689344	29.61148514	84.93258209
