"sample_id","Putrescine","5-Aminovaleric Acid","Pyroglutamic Acid","Alanine","Aspartic Acid","Cysteine","Glutamic Acid","Proline","Tyrosine","2-Aminobutyric Acid","N-Acetyl-L-Aspartic Acid","beta-Alanine","Sarcosine","Anthranilic Acid","Cinnamic Acid","p-Cresol","Succinic Acid","Glutaric Acid","Malonic Acid","Acetic Acid","Propionic Acid","Valeric Acid","Isovaleric Acid","Caproic Acid","2-Methylbutanoic Acid","Glutarate semialdehyde","Enanthic Acid","Caprylic Acid","Pelargonic Acid","Capric Acid","Undecylic Acid","Lauric Acid","Tridecylic Acid","Sebacic Acid","Myristic Acid","Pentadecylic Acid","Palmitic Acid","Margaric Acid","Stearic Acid","Arachidonic Acid","Eicosatrienoic Acid","Eicosenoic Acid","Docosahexaenoic Acid","Clupanodonic Acid","Behenic Acid","Isotridecanoic Acid","Isomyristic Acid","Isopentadecanoic Acid","Anteisopentadecanoic Acid","Isopalmitic Acid/Anteisopalmitic Acid","Isomargaric Acid","Anteisomargaric Acid","Pimelic Acid","Methylsuccinic Acid","Suberic Acid","3-Methyladipic Acid","Undecanedioic Acid","Ethylmalonic Acid","Azelaic Acid","Dodecanedioic Acid","Indole","3-methylindole","Indoleacetic Acid","Linoleic Acid/Oleic Acid","Stearidonic Acid","Phenylacetic Acid","Hydrocinnamic Acid","Nicotinic Acid","Acetoacetate","2-Oxobutanoic Acid","Citric Acid","Tryptophan"
"Inf_04_UT",85705.895,375985,30833.643,36535.549,1271447.361,77964.941,158638.348,781755.729,146287,344617.309,1312165.832,39320.031,1189333.367,1460.537,310311.682,3213.363,2698238.011,33761.106,13774.375,1414469.681,1657.958,2786.241,12231.982,2354.221,2824.377,1289.469,1397,5779.605,3409.423,8661.433,601.471,4708.813,4597.893,1199.386,9096.335,1943.22,939267.121,3428.963,184054.894,4270.442,4440.943,1488.802,3810.941,21.901,2949.363,537.718,856.458,1063.53,2393.779,1035.992,2079.814,1255.712,3330.967,7289.589,6870.192,2656.573,997.016,1529.416,3471.38,4770.215,2883.288,488.197,1543.933,55746.144,1535.13,3244.474,1720.171,61087.516,1805.166,4464.76,593992.988,80705.651
"Inf_54_UT",158003.428,291466,45250.271,27078.252,413612.357,25779.813,202669.176,515108.151,84342,49190.961,215657.78,51321.636,500458.446,2102.181,13583.487,0,5929322.659,60017.435,32755.496,891360.92,5891.247,363647.632,82360.698,66223.285,30084.059,1523.111,1397,10701.463,8998.583,49997.056,58546.748,63058.313,6312.915,635.973,108344.383,14992.097,1612710.727,3646.507,205898.626,11407.213,4964.584,1969.373,4014.551,661.632,3545.879,3329.885,11226.429,21760.703,158077.268,5498.211,2486.254,2123.13,2204.506,121653.842,8958.31,1166.773,1223.917,1971.109,4207.581,11094.092,4172.859,516.028,5294.236,81177.652,883.377,30087.901,0,90476.898,1226.15,19051.315,706013.572,89148.36
"Gran_12_UT",21714.476,237597.838,48896.943,76751.087,711904.453,4642.08,698510.585,941372.037,415343.207,5408859.985,340988.828,410140.274,29917.107,5494.689,332844.91,62775.635,1731730.965,156141.277,51491.571,775681.714,9444.499,187078.695,371731.593,120724.798,222921.54,3280.34,2157.843,7309.812,5505.896,10516.055,2914.879,3796.684,8914.396,4252.983,72961.074,27867.159,1039589.728,5741.807,446917.28,1092.109,719.645,4948.58,2003.189,143.899,1894.607,2513.952,10470.051,14674.767,78690.152,9021.259,3941.184,3249.594,10032.489,27159.286,12522.439,51630.328,3160.948,2410.155,44494.552,17093.036,100301.723,3031.637,15461.395,99772.985,2151.223,70694.069,336303.026,212505.561,1094.438,17445.456,20540.942,99312.449
"Gran_58_UT",84840.906,226106.128,23909.719,61816.857,1129495.447,16842.217,670582.937,811031.224,562255.141,132587.73,154051.1,150036.088,32482.633,3970.607,44207.159,89859.197,5433945.699,231225.592,133670.665,665044.103,18693.767,470829.013,333292.277,71908.41,179642.985,2296.658,1244.385,169991.872,5337.882,447324.895,10198.891,34770.537,26236.188,2284.951,210811.833,80801.56,2204074.508,10977.51,471789.235,29629.163,11803.762,13749.933,8776.869,5276.654,2939.946,18321.48,104637.091,63563.836,360230.282,15610.818,18815.089,10606.634,7868.737,111849.364,14889.733,1264.717,1003.437,650.627,27939.259,15911.417,143888.058,572.149,5583.09,125268.133,3363.673,98712.39,417710.763,159028.428,996.219,57807.724,15583.759,226850.079
"Inf_30_UT",280685.256,282096,219481.71,26603.346,653398.312,53413.755,373771.581,410275.443,133026,1289639.282,61537.983,66357.507,27267.476,2503.947,9843.834,3138.918,2655472.76,9941.505,38004.607,545235.588,5493.48,7151.065,220493.754,1719.493,104460.739,1740.98,218,107158.809,9790.683,122733.583,924.523,217006.303,7997.312,2044.505,262052.684,6452.528,1886075.357,1498.521,47584.005,47495.008,20073.675,11668.053,8731.925,3816.485,1578.675,9217.236,10379.019,29714.362,99360.433,1833.85,876.75,608.555,3184.107,5696.974,3478.514,1312.492,2956.437,856.555,10589.665,14475.304,113116.228,456.887,8316.515,116312.091,7350.776,49534.689,5626.806,37836.25,1266.547,3615.005,986321.191,86302.472
"Inf_32_UT",1236424.833,362194,26113.854,39288.286,511178.486,65967.518,363350.668,845456.675,27196,974134.333,34564.461,32309.312,47983.576,1646.059,287519.168,2327.164,464325.787,4786.003,15249.048,445022.932,12609.084,15839.739,30332.112,1063.725,21453.429,452.497,1291,10217.74,1246.066,11935.013,317.738,19239.247,14593.002,215.548,86977.193,8251.926,1645031.919,7829.483,270673.844,41908.987,9786.784,8574.114,8734.378,2538.176,1842.991,338.278,1432.455,1684.584,6700.721,2830.894,5049.152,3795.52,1830.902,13227.093,2229.48,1570.303,786.46,1440.664,2495.462,8378.036,45288.74,516.028,2597.271,128340.194,4161.195,8472.15,3884.728,30977.673,745.354,32185.978,39392.679,50156.338
"Moth_35_UT",90771.651,79054.258,86658.655,20091.755,522959.225,3931.062,523295.984,284694.016,73647.691,84846.118,472827.888,760784.063,27070.916,5673.485,7561.599,206974.081,559039.471,154464.544,284026.746,2098157.508,16096.505,602822.353,733712.322,107583.661,320250.249,2055.787,1639.461,106564.136,0,80166.535,3114.419,64024.773,9340.338,3051.11,99118.897,58310.7,2449937.633,16321.638,901549.828,3970.226,5717.271,49316.883,995.223,315.445,13423.765,7512.079,16146.353,67153.785,241567.877,7837.554,8187.872,5190.53,14179.54,158180.964,16343.026,2723.463,3263.793,3569.831,74511.571,4327.618,283571.233,653.36,27106.928,275234.099,1517.095,168987.762,483862.404,285595.364,7056.534,23808.082,39508.44,51054.113
"Moth_23_UT",115527.088,327908.801,67811.521,25015.402,547464.299,4623.541,494806.018,417807.733,46840.092,228271.773,82863.516,610026.656,76538.006,8724.098,9586.57,434017.166,521445.64,243169.607,79241.08,1001158.848,20599.445,868663.343,1118609.586,55142.04,487125.913,3271.997,1225.166,22529.41,0,53687.38,19612.116,113212.615,23534.245,3948.323,352348.688,76022.989,1867281.86,12425.248,717436.279,18335.364,9010.143,45551.269,1018.887,1214.436,26428.941,13328.045,21966.521,117169.835,199086.613,11293.342,11599.301,7096.03,13649.684,64372.347,20495.967,9553.911,247.199,3827.429,72780.891,9363.392,477683.503,110805.474,975648.078,138044.642,1328.415,278069.267,1809709.338,206681.933,1461.945,19959.285,29331.528,26056.119
"Gran_50_UT",67464.488,137847.499,46063.331,26423.302,305002.825,7449.982,454679.898,191799.115,155738.827,184595.682,74091.586,336656.108,6981.308,14518.251,7035.4,503102.919,405392.329,233511.736,81588.423,1094887.756,23440.672,880117.051,1343517.966,1014558.347,929570.121,4113.01,1193.104,453623.413,6030.136,62617.922,6759.36,54026.95,43424.786,7853.541,113461.69,113587.786,1968906.268,10302.703,837118.338,1193.997,1820.92,25086.897,447.821,1508.825,4332.973,11231.639,46698.726,61111.081,256809.814,74497.442,9513.692,12827.608,15451.924,96364.438,29328.741,64895.309,4979.526,4275.166,95938.686,4741.271,148945.086,11347.631,13669.013,259378.606,1520.071,284124.142,499255.358,91308.176,3196.118,24764.497,27861.816,24387.187
"Moth_51_UT",42291.181,666288.006,30191.917,37006.181,967916.945,15869.63,791554.294,337104.052,271501.493,147571.658,407307.211,395586.09,21418.638,13727.378,14326.11,661706.11,680036.911,613017.085,136273.991,1551945.227,18536.532,250540.687,1019693.754,134725.326,530663.107,9648.271,3685.039,79884.693,14414.865,151728.616,9203.775,48494.886,27745.45,6728.613,155355.996,102225.638,2480430.932,11532.152,717273.96,10393.479,3060.367,54860.635,2050.958,635.454,7062.408,12876.493,40692.831,81304.635,336070.317,30219.834,21214.268,8731.132,27402.362,284398.865,33235.497,79034.204,4866.406,6964.277,101532.261,5472.737,122818.119,50412.411,10516.363,256199.114,2521.2,192671.04,97150.752,189843.192,8276.242,29727.106,59014.044,46071.614
"Inf_23_UT",440964.911,1678648,29647.924,42637.342,1155695.241,16791.917,507889.692,624967.474,242525,315225.706,228633.082,856715.525,4493.642,4100.376,8311.302,115115.084,672309.535,56996.941,453318.761,3512383.222,31396.093,191091.519,419236.475,8529.669,398738.242,1642.397,4493,6390.789,1776.082,33267.706,1570.626,65866.699,9928.754,1451.214,157120.278,20139.413,2296262.681,4927.484,200578.738,4125.189,18820.467,873.892,878.221,1830.437,1775.106,3843.362,16753.194,38119.427,227833.808,3974.825,1625.762,817.462,8606.611,28419.366,3250.316,1562.151,1309.485,1907.125,13036.983,2101.438,89652.881,713.162,6843.416,67110.676,2701.267,158971.817,25893.321,112812.304,3079.633,37393.592,23627.326,83709.334
"Inf_08_UT",50042.982,1952476,510510.598,27303.887,1126716.705,32222.987,592207.877,572982.824,103046,492382.169,46790,65250.763,479586.362,2175.444,6936.175,0,468855.235,61301.938,19949.443,275796.975,2963.541,860.457,370127.452,3025.186,150956.206,2699.209,86,33069.747,10579.273,186480.086,2473.896,210431.073,23091.55,2247.248,293262.639,4892.113,2369480.944,2776.33,111150.106,11118.09,5887.133,488.881,5875.252,530.227,4549.703,2109.001,2699.048,825.427,3220.646,423.966,170.705,577.9,1897.069,14619.095,2638.42,235.393,2728.575,223.943,6604.749,8616.058,5463.537,568.21,92634.698,133906.513,2213.956,85232.342,685.356,47662.912,661.392,2408.549,50056.996,63331.489
"Gran_29_UT",14702.924,103299.912,24035.491,59153.118,817569.795,2802.706,719103.431,961860.719,269771.134,2724868.561,29018.958,222177.773,212562.007,9679.167,216153.906,409794.695,862160.581,309802.698,92220.503,379030.775,7283.887,219113.525,587738.149,13876.468,310306.551,3667.312,1241.981,23708.933,7016.185,14748.283,4383.142,25464.681,21361.682,4486.76,219031.055,124430.816,2443577.369,13909.94,716082.013,4383.295,1473.983,162272.139,812.132,1321.544,18639.419,8464.798,21672.07,77112.048,193272.273,15642.841,23394.175,7283.711,2898.744,176077.18,16915.029,1929.081,2435.704,4253.892,49456.442,7655.865,139636.832,219037.894,19610.776,213083.322,2106.671,160324.714,70611.927,107341.295,2185.868,12377.639,61609.148,108236.808
"Gran_18_UT",191659.751,2104956.938,10212.831,30689.401,638709.123,9604.231,476615.305,388662.565,150244.991,127675.606,147701.722,213758.967,30497.942,5412.738,5266.443,83903.783,3143473.94,74286.427,233601.479,1554072.574,19652.809,552031.449,384363.503,1120611.049,154711.522,6433.788,1898.228,327144.701,11529.606,20290.676,6579.807,5823.463,15142.336,3467.531,81118.873,71798.87,1741462.788,10228.276,757143.748,33145.351,6620.535,18250.817,891.466,924.764,8084.567,8471.768,22017.094,62913.978,208588.707,17990.868,12682.891,6360.565,13746.662,73432.344,16795.429,75802.524,1610.844,2874.635,36231.586,5808.476,90356.836,342.723,25602.794,241365.514,2941.49,122882.396,1124666.181,231959.724,1563.482,59280.546,22344.715,52023.137
"Moth_05_UT",177360.864,273305.698,54311.16,37068.838,783634.466,5923.374,414236.073,391408.345,576835.127,207793.807,245806.875,540054.061,49531.082,5688.734,23826.687,230551.67,1570907.778,211319.818,104270.977,3075153.879,61360.417,968249.386,1053199.839,670388.572,644839.19,3636.86,9572.38,35466.18,0,2815.566,1683.103,12642.838,11534.615,2826.076,56536.126,45558.191,1399746.353,9933.718,356897.982,5622.138,1862.045,4619.997,1428.267,0,21889.976,4528.931,36651.154,19870.29,260867.431,16525.972,10804.829,8863.861,11053.762,159449.318,10803.957,6172.997,2687.248,2741.316,44295.121,12739.927,292225.896,3810.104,24583.209,206092.956,1175.831,284655.109,962983.404,216860.712,2891.024,383603.159,54246.466,115151.099
"Moth_20_UT",23513.469,221580.602,59723.61,21542.978,486647.042,3666.122,458379.932,225273.096,94478.076,66969.51,96831.102,607863.284,116249.593,9618.467,5487.017,263896.94,418649.332,350972.363,130717.912,1374200.852,18835.474,570116.534,668404.609,62834.658,304728.157,4583.346,1668.08,14606.535,112.647,10895.055,2533.595,13270.979,16686.556,5895.695,105858.155,114595.721,2264780.348,15128.628,671600.587,7406.853,3577.669,73553.914,1331.584,0,6101.866,7585.289,35473.126,93398.267,474565.53,38373.23,15211.75,22852.593,30567.847,82022.029,26829.283,24732.788,2722.997,4532.626,148127.34,6808.837,200410.71,140761.977,33543.516,210675.142,1716.166,149891.869,573295.616,203545.907,2581.837,22945.102,27700.469,36847.302
"Inf_09_UT",173848.348,4536,181621.156,39579.461,790258.638,70557.58,477151.19,1172204.662,77242,1366373.206,121809.124,43064.701,149301.381,1045.773,166158.587,0,395153.419,2984.419,53715.625,1696305.066,30874.099,0,40617.332,1700.79,14834.323,996.677,12043,4155.005,3967.52,51277.531,4038.146,181305.276,56734.571,1066.002,248181.917,15786.904,1537579.269,2269.431,35092.418,20101.65,6986.189,1256.133,4126.169,1618.346,3067.799,1930.496,5097.531,3871.171,37749.564,2105.366,1057.906,2228.719,2634.595,5734.845,3143.284,1368.538,640.321,1584.111,4762.24,7166.734,5265.567,330.49,6473.502,158265.963,1744.694,4052.953,0,85981.653,1626.154,49475.606,97981.898,58717.742
"Inf_17_UT",290701.14,645658,37377.361,57188.599,1234438.766,11131.892,611504.52,2097496.787,190258,1246656.094,362841.977,298443.724,97485.286,4405.245,173681.137,537.43,948593.619,23925.641,471863.129,2623847.638,34962.853,3507.602,878124.445,4590.381,289631.867,2048.56,2742,29522.791,6334.46,16223.115,5937.138,27026.464,147305.102,1330.635,147106.233,51092.514,2377621.861,11647.069,524425.666,62316.361,29221.5,105631.538,17871.071,3813.027,6007.052,5514.915,12379.43,42922.179,302848.185,6603.195,10896.088,5553.063,21917.567,28147.107,3539.098,1305.359,1704.639,1615.071,12187.443,6001.08,152503.463,352.522,46197.323,149825.956,2358.345,210014.753,0,352449.894,762.779,82886.584,308060.458,98230.626
"Inf_11_UT",107922.792,384,45509.184,42785.616,30499.973,16646.475,193015.224,457423.345,11391,294747.037,18188.805,18764.486,28595.164,822.438,169796.187,0,980095.947,1855.15,31832.565,2436088.887,4730.198,0,40220.318,1332.578,12367.221,583.613,7376,9087.311,2194.948,144995.571,4172.043,336832.145,33619.541,914.478,434322.491,44947.095,2856754.397,15843.774,573956.819,139856.633,79876.963,71423.716,91185.39,22211.918,52200.255,3033.479,10294.579,14628.502,50360.314,16834.029,16798.764,15769.064,1671.132,2702.122,5820.074,651.151,1047.973,1112.49,7278.765,3493.701,2962.918,913.775,5337.524,128979.683,15709.262,5580.199,0,31834.585,1218.229,4064.426,695534.153,41927.28
"Inf_22_UT",86573.144,608057,16146.558,19950.361,657577.666,9062.143,149155.805,163242.334,50283,171168.862,99650.054,45674.531,361498.338,1702.778,16845.738,0,306777.393,12597.966,105914.213,1394084.965,5998.751,3234.8,31475.559,0,14992.878,1591.133,428,12943.515,9089.844,5308.786,2299.618,11739.569,36274.763,754.418,81899.128,9901.013,1648098.987,11698.815,434004.392,6825.514,3920.833,4188.035,4615.569,740.013,4052.846,1143.753,1482.717,1647.877,3071.81,3697.744,7757.206,3560.5,3677.942,8280.367,3595.643,818.269,1050.857,2219.82,5869.551,3498.592,3160.888,1080.759,4444.22,122471.521,1878.052,10086.999,3279.695,35689.056,644.759,12528.162,20890.466,30846.749
"Moth_17_UT",9500.634,63560.875,42947.711,54533.031,1581521.649,9077.788,806611.183,607785.996,1118061.062,162861.175,107936.268,477516.967,13230.943,8819.406,27320.981,890856.342,657637.706,200021.837,147742.307,1298717.807,23567.867,411051.806,1296782.663,29362.826,752726.805,2432.42,2224.106,3632.084,3124.768,13813.119,536.476,4072.114,5181.267,3071.567,55221.852,54229.323,1745745.137,7847.612,546270.291,4332.806,1279.176,3851.721,951.615,224.177,7963.82,3958.903,9087.731,41400.699,187058.683,7051.336,9147.891,5170.762,17348.749,12082.266,13971.16,1289.866,2092.448,2459.968,104122.569,17198.94,331836.987,83459.88,19781.258,116752.035,1404.981,303431.621,293140.47,204256.221,3711.467,42435.517,37841.25,159523.787
"Gran_09_UT",16124.756,219022.887,23298.695,33969.876,683826.857,2801.667,534429.244,397746.814,140246.631,735149.801,58040.454,136670.592,9048.096,11147.283,12475.386,273231.311,778881.608,16870.013,122957.512,348803.89,11163.327,274131.587,676623.074,58280.224,437027.438,6321.577,967.944,22336.921,9449.172,35957.067,16254.045,21598.49,63902.44,13160.966,195531.057,184904.897,2256275.536,11284.15,358771.741,10107.05,5187.193,70244.308,1127.381,1349.054,974.662,21628.944,78915.011,83447.652,511755.405,40765.597,18406.749,15454.405,30953.115,232945.362,37747.212,126581.302,6906.222,4886.791,219048.37,4636.72,43825.573,7024.41,34826.816,247342.427,2872.541,188985.261,180668.822,109203.863,2072.616,12122.61,26825.878,20875.768
"Moth_11_UT",23407.259,105298.482,65093.889,37664.082,743970.82,16680.71,718709.992,424785.656,295786.826,911519.62,56373.335,515509.945,9570.147,9854.068,17852.651,802820.041,751615.388,493942.594,70972.495,1076737.393,28924.2,539499.946,1228905.632,19644.893,662037.816,2288.24,1463.658,10381.983,745.692,131680.966,44666.24,34677.385,20058.965,2851.404,170154.551,67618.772,1921911.738,10428.036,532881.336,4793.794,708.776,10174.399,443.861,0,6397.516,12174.017,21918.815,64347.521,202902.578,16594.312,14503.007,9367.946,11869.021,72201.526,10324.144,2494.421,2301.617,5535.614,39925.583,6985.303,374349.759,2640.003,21509.414,120534.264,667.762,261412.355,175068.696,218719.401,2010.936,19516.258,27900.05,73346.693
"Inf_07_UT",199021.668,111450,25637.258,60205.65,470198.529,15874.515,421135.499,1047746.397,167077,357871.924,166274.518,46335.768,62121.091,2615.023,155939.404,98483.304,677909.256,85041.736,38240.635,685028.704,12601.917,12205.98,553359.921,3061.423,314429.732,3420.838,6099,135428.934,13313.597,1119054.055,2127.466,157820.986,16558.132,1224.996,219478.879,7476.584,2178691.047,3627.499,174221.569,2552.305,8518.28,9470.165,626.775,3558.287,7825.489,2804.288,6603.368,14960.856,81599.337,1763.745,1074.164,801.567,5112.647,35501.178,7688.072,1851.551,1777.708,1169.25,8132.317,131956.926,29857.013,1052.928,9165.219,156198.549,3329.959,105487.609,24383.868,106607.6,5882.828,38614.229,2193050.133,92675.698
