"sample_id","Putrescine","5-Aminovaleric Acid","Pyroglutamic Acid","Alanine","Aspartic Acid","Cysteine","Glutamic Acid","Proline","Tyrosine","2-Aminobutyric Acid","N-Acetyl-L-Aspartic Acid","beta-Alanine","Sarcosine","Anthranilic Acid","Cinnamic Acid","p-Cresol","Succinic Acid","Glutaric Acid","Malonic Acid","Acetic Acid","Propionic Acid","Valeric Acid","Isovaleric Acid","Caproic Acid","2-Methylbutanoic Acid","Glutarate semialdehyde","Enanthic Acid","Caprylic Acid","Pelargonic Acid","Capric Acid","Undecylic Acid","Lauric Acid","Tridecylic Acid","Sebacic Acid","Myristic Acid","Pentadecylic Acid","Palmitic Acid","Margaric Acid","Stearic Acid","Arachidonic Acid","Eicosatrienoic Acid","Eicosenoic Acid","Docosahexaenoic Acid","Clupanodonic Acid","Behenic Acid","Isotridecanoic Acid","Isomyristic Acid","Isopentadecanoic Acid","Anteisopentadecanoic Acid","Isopalmitic Acid/Anteisopalmitic Acid","Isomargaric Acid","Anteisomargaric Acid","Pimelic Acid","Methylsuccinic Acid","Suberic Acid","3-Methyladipic Acid","Undecanedioic Acid","Ethylmalonic Acid","Azelaic Acid","Dodecanedioic Acid","Indole","3-methylindole","Indoleacetic Acid","Linoleic Acid/Oleic Acid","Stearidonic Acid","Phenylacetic Acid","Hydrocinnamic Acid","Nicotinic Acid","Acetoacetate","2-Oxobutanoic Acid","Citric Acid","Tryptophan"
"Moth_49_UT",60074.463,347446.337,13440.906,12789.153,329477.22,3552.303,369096.879,121629.906,69382.458,25098.586,84631.366,132133.853,16502.27,4277.416,3086.654,39125.582,2471281.859,54119.233,98733.894,1828801.645,18920.162,450541.185,206016.75,11653.798,112212.644,1730.157,1000.303,8956.933,0,1851.197,21.459,2407.741,3362.168,2647.802,82062.875,45143.136,2082120.033,13359.052,678660.045,4780.418,6510.521,62851.611,1806.885,418.692,3692.429,3808.572,13255.988,41815.065,281995.127,15675.723,12215.664,8268.7,5091.332,77300.182,8052.375,3060.998,1394.965,1351.019,26359.072,5373.427,114124.703,13662.994,43891.675,369520.367,2298.612,73072.011,589109.97,141593.014,1765.046,30004.921,17969.174,23817.973
"Inf_19_UT",614925.006,209665,96721.033,39400.028,604521.595,16235.576,522001.528,334046.072,62198,235847.034,36588.937,273884.634,10064.671,4171.275,7052.066,3943.534,207027.074,80600.089,37242.053,1754492.884,19981.503,629052.22,1665352.389,109489.991,664731.805,2272.344,598,33543.022,20461.217,39056.029,7888.2,19066.107,53221.838,2799.99,90602.297,98787.368,2092967.359,9138.973,536248.761,1329.412,13040.416,12597.342,642.721,7802.412,9076.296,10169.261,29695.554,72485.742,551296.812,10263.105,4834.319,5211.319,8890.647,140214.556,21580.925,2014.593,1099.891,4401.456,9552.564,12791.219,225701.587,1568.956,68758.166,127024.648,3122.4,414876.767,7316.725,98680.338,1860.612,40444.639,979934.543,114772.526
"Inf_14_UT",326118.697,1205803,77599.458,38405.089,1327729.015,18001.22,646957.393,549760.889,198020,1357261.581,548760.988,412907.991,1693346.824,3008.518,26162.008,215662.446,1274549.054,12906.247,419372.028,2094056.496,8293.375,17316.965,426017.058,2314.478,241698.843,3683.07,355,4772.458,4520.937,9237.493,4912.724,18631.193,64321.503,3227.885,95481.833,9394.932,1328487.997,4047.803,82603.517,11354.645,49065.714,5212.884,2654.289,5236.572,1675.446,1650.618,2590.483,3702.514,3802.553,3609.835,4599.745,2674.917,9147.248,18013.125,6195.693,1368.538,817.227,1633.647,27984.679,2668.777,83145.3,649.383,51742.104,99930.647,5817.651,154447.074,2383.621,131676.395,557.629,12967.766,11518.502,89380.165
"Inf_16_UT",1837985.204,2605173,24733.539,50756.95,1011375.971,35262.008,469044.923,510989.293,141879,284193.555,86685.992,99992.304,83540.938,2349.149,124150.619,2066.098,5637647.139,1825793.332,70491.797,980585.405,21038.631,8965.788,447552.172,2703.731,175166.363,2009.126,14263,19080.428,2886.426,72683.131,3702.343,122290.008,31009.236,1069.203,233434.313,24790.38,2029197.025,6260.207,144558.959,25895.175,194689.579,60740.35,6108.3,35429.566,4421.155,11773.6,45348.02,58087.407,328685.701,11322.465,7473.859,8227.98,3660.997,139101.978,3795.569,1058.757,640.321,3364.301,3498.461,6579.832,64470.842,569.37,16475.62,191319.61,16509.415,99401.847,1187.116,112664.937,1141.397,21920.194,41336.023,105531.07
"Moth_36_UT",17566.579,69266,11894.393,16171.634,406124.941,6140.491,373470.645,168373.652,132727.281,14249.925,32893.222,234504.82,11013.282,7655.125,3120.555,1264343.564,236672.493,104098.707,75009.912,798812.917,9432.213,457660.372,1280535.905,266453.637,560875.855,2333.357,1463.658,129101.826,13593.81,267064.325,1265.367,15959.583,10766.571,2557.204,72432.791,64726.437,1997473.152,11788.034,778589.771,4794.271,2740.171,22181.096,892.118,0,33741.481,5000.043,21028.933,57196.395,216540.283,18007.288,35225.071,8185.392,11823.108,113816.518,16556.276,31033.752,1493.845,5626.047,75782.45,4257.337,473689.938,502978.677,11285.299,295338.484,2308.456,282293.219,131952.74,38920.909,4503.912,17014.079,44995.197,38126.364
"Moth_13_UT",35932.301,120103.222,23331.123,34527.177,634439.366,27379.702,605814.306,440247.019,275794.613,130485.445,32844.99,324543.99,17477.6,13093.771,6850.503,839350.966,500169.886,126480.49,87033.837,1638218.621,36569.28,824776.192,1543599.485,27313.03,820002.866,3299.46,2350.848,12405.941,0,18236.561,1303.278,10101.468,11557.889,3825.577,120806.582,60573.273,2149175.82,16275.945,749030.605,13296.507,17095.498,51545.337,10930.554,9854.674,7264.045,9024.89,25335.857,75300.983,355045.732,7557.421,11257.863,7947.469,9991.569,39995.971,8242.778,3221.42,1938.804,2973.337,40279.715,8865.315,824753.588,3879.678,40614.606,219242.057,6493.867,348537.1,1034780.954,329732.066,1993.894,43903.044,31812.527,58537.174
"Moth_14_UT",4898.497,302760.341,12701.179,25932.017,531587.842,4224.696,333089.778,239600.232,598486.643,91152.152,26909.504,137231.986,4289.685,6368.851,6355.216,383219.991,184025.436,116414.042,88453.724,529213.365,12685.824,27806.383,683211.228,7379.075,390678.351,2388.283,791.793,33546.18,0,15500.319,0,1838.813,1072.933,2009.719,20958.494,11972.648,1339431.986,5175.802,393312.521,2933.123,7407.151,6939.732,700.781,815.138,1337.867,2972.53,5896.498,24770.296,174175.026,3476.722,5009.243,3267.379,16106.627,100256.759,10457.97,1753.513,1751.693,3031.799,33499.792,3575.155,322787.037,1953.754,11656.778,232356.013,2536.513,147368.172,7050.062,29082.958,1544.72,17228.209,10785.978,63281.807
"Moth_53_UT",8310.913,125115.373,27810.964,16243.387,505533.016,2214.211,326878.775,160170.376,270726.842,44767.135,139890.443,172456.08,9102.342,18747.432,4131.8,1374210.642,258472.467,727793.282,159023.522,2385259.818,32839.39,1389624.812,2739350.807,1017328.459,1464897.679,3150.376,3176.711,501507.294,18520.139,277968.293,7521.387,75519.353,20996.909,5612.21,100437.494,81149.182,1843112.625,12606.359,903387.546,3564.652,1155.683,35130.718,428.649,0,16632.094,14610.05,28631.408,59128.108,240597.509,20394.263,16023.96,6053.265,39597.734,29111.745,41863.431,9455.618,3644.1,1020.343,231966.304,10023.42,154108.798,242040.292,22366.674,362091.468,964.728,539493.482,1058751.164,113335.003,3082.136,48612.051,21491.091,53288.873
"Inf_18_UT",528315.422,832220,33788.87,32718.033,1146465.5,17475.392,463617.391,248114.101,244242,595736.752,440084.539,477611.904,11048.647,3441.007,24281.803,2517.865,245836.436,100406.575,321289.116,1433224.814,8607.527,25695.098,513677.082,7222.807,200558.277,3286.765,299,61691.956,5634.791,50666.559,735.368,29327.794,7635.933,2264.321,56832.872,9118.102,1418938.84,3029.78,275510.31,5089.393,6507.264,120.489,1937.975,1810.842,6927.103,2049.499,5223.185,7926.872,38469.972,2944.397,1235.579,853.793,7800.498,52209.301,14731.937,3694.95,1634.453,1280.705,85050.317,7652.559,244304.156,587.923,11875.302,75394.602,1625.373,145762.777,82928.101,255842.521,1173.872,20517.388,739274.799,58723.328
"Moth_33_UT",7720.764,225292.344,44078.733,21621.805,516684.23,5222.287,420705.745,285652.777,194614.209,74054.525,20472.997,109784.429,31948.668,9114.479,4735.405,355323.376,321081.432,8914.707,107989.276,710341.937,4865.577,158659.846,552008.863,12114.225,259572.004,7149.156,496.063,7774.758,5211.119,9770.255,5942.719,2723.811,15179.33,7266.356,36406.979,67597.236,1723582.239,8788.063,1001155.865,2815.13,714.81,61403.907,595.309,0,7506.095,10354.397,25882.889,71416.306,335907.906,37896.081,18027.509,12305.622,40550.73,78244.912,25377.876,39009.409,1948.692,2709.345,275838.75,5802.751,27887.138,113405.63,8654.422,383387.422,538.148,129798.867,102370.5,85706.449,2848.42,5612.597,17146.763,34331.504
"Moth_16_UT",24304.903,79545.836,54010.43,45493.207,732604.641,8044.808,606359.183,520354.504,520105.83,75195.889,65832.708,498212.254,26880.043,11390.43,27010.91,1508782.447,807405.179,131654.401,258858.184,1614449.118,27944.859,792705.223,1621585.675,311051.989,945705.853,3839.888,2225.469,42140.641,2920.099,0,489.981,4020.102,8126.364,6633.144,70266.832,70564.62,1960992.701,10477.884,904010.244,5378.507,2669.776,13889.2,774.814,780.913,18103.11,5507.48,13739.412,39509.492,213378.737,4908.784,9640.095,5008.381,20235.036,181257.434,27763.886,1335.304,4327.892,2755.018,63339.262,8202.994,355631.738,7221.742,66348.621,256488.639,1468.968,386346.814,711211.637,186571.039,2546.536,47055.919,53632.238,96151.405
"Moth_34_UT",48103.596,444005.767,23009.653,28580.802,947975.139,6037.193,498153.96,393336.532,237588.789,119921.173,61378.633,680402.925,14517.408,9856.355,7083.677,384672.55,644470.122,22731.401,84622.404,1007914.068,23993.478,765023.146,1395635.331,468338.247,684915.97,6787.236,1771.653,142496.746,13988.869,255085.468,75668.804,14456.845,22430.59,6538.649,53541.541,35977.332,1430424.436,5155.032,573616.791,3327.232,905.479,16878.932,721.402,0,5145.578,3848.809,9591.509,31295.226,99856.527,7272.979,4600.551,3226.431,18053.569,91624.38,21606.827,24338.688,3171.759,2982.472,115298.686,6251.174,158099.457,64333.46,22762.182,240817.494,1950.785,257055.398,503084.205,164885.991,2628.093,28936.118,88023.833,35932.236
"Inf_20_UT",277460.399,1436278,86837.842,29540.888,786395.292,78463.308,335406.006,700086.749,145289,399335.388,130741.096,77966.785,10498.164,3062.874,11288.15,40513.257,4046056.764,24957.616,1265837.439,3804268.613,9885.636,14488.671,197240.567,1670.398,99972.601,2176.718,1133,30636.504,7496.284,138094.149,1182.752,191998.785,12517.621,4380.319,255070.101,8820.726,2279634.155,2994.931,122124.128,16944.815,34412.014,9004.828,2305.945,2950.831,4364.826,4917.696,9677.367,18847.9,153490.226,2613.904,861.654,1382.873,5871.152,15460.438,4183.305,1002.711,1126.811,497.421,6572.653,6509.729,93052.661,529.943,10427.126,107039.946,3580.633,78824.665,9908.978,61506.694,1573.876,17304.899,246951.055,97648.322
"Moth_44_UT",11471.51,145462.822,26368.151,33677.262,439310.625,10712.383,503548.632,392319.605,415589.817,128409.114,24241.981,233083.839,14817.509,4716.594,44428.634,1057784.678,747588.032,256383.657,110807.205,843688.912,13658.65,301737.924,788651.418,19946.195,387880.549,4791.278,1458.207,29084.273,17367.489,39213.82,2293.254,24165.425,7934.121,5232.283,83747.509,46212.752,1865039.764,7001.041,632688.612,2365.129,1627.932,2689.116,175.449,0,12273.071,5538.775,12095.135,44602.736,188491.034,8533.267,10350.316,5250.54,28542.731,68300.909,40622.009,77078.541,3377.885,607.456,74154.583,8833.994,651341.589,123925.793,3976.514,96284.489,2705.504,183769.902,125634.203,98671.215,2221.524,16380.92,41444.032,64284.063
"Inf_12_UT",1060081.624,2364117,56383.497,25552.535,840004.091,20002.824,539516.518,156315.667,88039,123421.101,140780.291,149626.23,499646.779,3713.971,93129.829,12730.057,487916.338,98796.301,219237.095,961702.834,6333.21,4981.593,238249.109,2002.374,125677.394,6865.336,391,12413.823,5198.375,24849.636,2897.901,12645.466,46786.421,2167.218,80929.838,9241.378,1415834.551,5644.536,208536.698,13187.601,10165.688,1182.732,4426.678,1149.21,3867.969,1811.493,1730.004,1393.899,3260.955,2377.996,2097.233,927.592,2895.23,26490.01,5701.936,2246.929,666.28,2333.339,7993.903,4165.379,118855.154,1168.889,43716.798,80424,2545.849,67114.374,40439.146,80755.031,586.936,7255.099,23456.874,36761.951
"Inf_06_UT",749922.023,198915,39804.869,38488.896,916607.952,34864.332,369955.542,554999.545,94469,327392.887,201495.444,190669.091,613633.845,3677.34,42812.288,61645.376,3879805.86,47545.187,81254.289,1371487.701,15631.155,45799.382,466300.062,5460.063,608505.343,3957.131,1700,68826.613,11273.092,885508.553,2268.801,10460.594,6778.421,2355.022,64898.606,18827.713,2443175.645,6919.177,238667.028,282343.039,72308.297,24977.25,73866.274,18982.142,14683.263,2470.418,25857.579,10100.562,160138.234,5639.533,1653.632,951.435,6535.247,10649.842,10328.512,1234.028,1699.831,1711.047,20986.754,28335.989,129608.589,1025.097,38919.717,152783.481,7228.447,302725.005,26056.054,55362.028,2453.885,31127.875,1774859.47,123710.962
"Gran_07_UT",3863.826,134447.261,29195.875,38027.652,665247.638,4769.9,408742.997,449982.451,125468.488,964220.63,71697.031,77118.028,49068.243,14066.524,10647.266,2352504.57,420475.996,24295.925,66397.33,2244471.129,30053.33,886089.037,2675837.108,45956.453,1284697.17,5344.186,767.625,15455.186,21509.444,20689.681,10233.274,9418.678,23304.825,7880.929,77746.858,85828.013,2092616.294,8974.923,533664.89,1008.264,2968.783,43928.991,1460.376,918.415,7233.02,17664.368,18659.283,74351.68,165831.974,16498.172,17157.354,6456.998,18539.694,48749.538,24567.466,23422.482,6261.156,4068.632,166474.843,2823.852,250255.813,194893.375,14983.492,226304.168,4922.992,578737.288,171974.619,28351.468,1464.261,30382.317,26928.925,38623.616
"Moth_12_UT",40970.412,93592.636,20555.419,21107.409,656145.889,12250.375,511470.981,186489.301,218022.635,30449.679,81426.4,129074.974,17352.925,10136.941,4580.783,575714.614,158058.43,141294.59,100350.38,1455020.893,15253.245,479460.995,880174.144,21710.695,473037.365,2901.249,1233.343,113249.637,0,72204.696,796.13,62935.728,11033.292,2693.588,57348.18,23891.783,1628154.184,5493.993,418378.96,3224.047,16004.579,22789.631,1734.204,17488.11,16577.218,3865.016,17742.924,26726.58,152270.08,7214.49,5012.199,4301.673,12400.118,81737.168,11822.336,3040.597,1797.33,3343.291,45074.784,6212.977,567232.569,2886.673,35896.433,288908.696,8776.072,236243.154,584801.877,137950.352,6575.711,19368.583,26692.241,32856.054
"Gran_14_UT",8842.831,36100.139,57467.236,65912.51,870647.695,17334.795,646452.313,739521.688,224753.417,220580.505,208297.495,198772.431,73152.371,7077.735,29412.605,640379.653,779788.647,130787.189,60880.188,460578.056,17268.79,409896.579,972899.239,17216.036,593979.941,2041.823,1095.348,20594.271,11187.151,64427.339,3945.082,20324.198,13507.475,4000.621,195235.394,55802.297,2492761.343,13341.316,409349.402,7832.619,12275.596,52889.879,875.808,3091.715,6823.776,4153.745,12212.372,44254.503,170165.38,7804.376,15780.987,8309.317,14856.691,90778.785,12574.826,1035.827,2701.748,4021.652,32361.898,12388.259,302956.209,1806.142,28133.217,146102.003,5959.355,263880.97,7687.457,164991.929,1367.045,36837.944,21379.906,184256.641
"Gran_05_UT",5393.635,103337.908,47161.485,42108.483,417973.811,1866.392,481075.725,394935.875,153154.635,549031.521,85113.307,117361.881,2646.596,8134.098,33275.912,281478.756,347977.359,12617.735,83255.147,471936.45,11624.23,354472.523,953075.214,237795.915,595724.887,4326.945,402.242,44241.431,7189.707,28604.265,7280.192,15702.498,46205.768,7377.184,141812.018,215981.813,2296117.736,22109.828,517880.432,3326.21,2165.873,128249.282,739.061,1095.115,1758.952,19614.796,107236.062,91255.113,582333.373,74909.612,49105.319,26800.358,19712.062,104645.965,20086.906,104005.521,4185.037,4518.929,183430.415,4014.348,112471.823,64452.734,17592.745,260060.236,9748.394,245950.01,412766.082,81902.897,2203.908,11928.009,19406.517,22034.257
"Inf_29_UT",73123.486,127,40960.904,34757.336,875526.872,34175.772,311587.671,789925.538,72456,300757.461,178815.924,13703.363,42020.771,1607.064,105601.106,2825.842,1216144.009,3432.629,66786.958,718496.19,874.37,2874.659,14268.131,2220.963,3072.779,894.15,2173,256364.976,10264.539,860810.89,3940.381,148850.64,9437.727,1198.319,161615.407,9366.817,2339036.789,9542.381,555762.869,26307.417,12814.486,11123.774,11494.153,2554.313,27403.653,1085.353,7873.981,2139.958,5071.793,4179.575,7398.377,3676.307,2435.285,2707.24,3354.318,889.6,714.352,334.366,4485.412,23751.627,5007.874,1281.372,9638.762,116341.524,3029.149,4653.508,1527.186,40244.339,1876.453,1349.355,1055733.623,83957.895
"Moth_29_UT",8682.647,267626.559,23160.364,31374.103,1200227.73,6129.97,683720.847,333586.977,468655.011,159504.615,57795.686,133285.718,13384.304,9128.966,10599.469,613353.973,479120.031,275948.557,127869.591,1079052.433,15517.442,397059.38,962442.855,79318.704,536254.808,4889.36,2831.92,12999.329,6506.561,4668.545,3210.27,5437.221,28404.105,6621.454,51722.885,74913.564,1850963.544,18406.082,862229.682,4723.093,1052.303,9088.773,726.134,0,13417.809,8567.191,78305.107,56496.489,384672.683,38006.903,30577.96,12777.938,28893.9,229590.106,26648.673,40300.202,4419.926,2606.123,209671.188,5973.87,235980.762,99776.791,12419.219,241742.969,1079.03,218948.33,264901.194,134334.301,2747.386,29877.55,52938.866,55144.401
"Inf_53_UT",90330.012,94473,34417.186,27609.03,844328.234,18432.46,319947.923,347530.76,153815,1041897.596,136996.624,61110.756,1112.755,2249.889,25131.095,791.358,555007.187,25774.231,26474.519,2124531.891,14914.458,222101.394,536376.539,1023.981,288601.266,1640.425,407,14795.873,3228.071,400374.866,3089.182,308118.588,11350.793,1891.914,288052.222,7604.186,1862568.262,1591.453,42314.59,5010.541,10155.098,6144.944,715.088,1899.597,1016.822,4026.274,7701.081,16495.633,110547.939,1937.338,1037.004,1144.446,5601.64,23741.829,9695.412,449.386,670.126,664.604,8873.534,1548.771,127317.001,96.248,10234.298,200713.053,2680.211,164009.511,0,78138.445,2031.702,12423.443,1508422.011,65211.06
"Gran_44_UT",11848.029,207094.66,21582.947,24774.007,300403.811,4226.402,546979.534,288829.727,83923.886,45147.77,58675.899,231382.838,16583.558,10118.902,28512.35,432342.513,395336.551,122308.235,99336.984,514829.189,7428.8,209306.651,595196.126,23897.995,271196.626,4593.316,898.233,17056.95,19922.953,40537.68,4034.222,10499.56,18171.447,4034.856,105693.251,86239.823,2064964.054,9747.973,683791.025,2484.575,4361.484,70227.357,607.533,991.423,6346.135,9446.484,18056.296,77842.374,214822.851,20688.052,18677.96,8418.808,17935.412,45812.111,27980.52,59309.799,2252.267,1014.056,121549.674,6609.373,50082.794,63279.166,15959.991,269920.556,2262.603,155380.186,147960.808,111470.736,2159.81,7477.794,14690.991,27335.342
"Gran_27_UT",24290.36,259130.324,23828.062,40669.158,864011.33,4444.633,702793.574,501211.415,105136.601,217617.382,78158.944,405078.566,39213.546,8539.854,27781.694,194533.574,740821.434,76107.491,195520.564,1056767.375,24647.273,438931.914,767982.79,348549.97,340556.702,4044.844,1081.726,28149.008,13318.081,12891.225,9686.973,9409.612,49206.952,4441.765,129784.575,152861.506,2034704.168,9842.247,435381.484,25824.293,13704.973,33661.909,5608.72,3153.084,13153.952,20350.562,54461.246,121517.301,485736.218,38949.569,19332.115,8995.398,19313.899,29027.449,25400.714,67906.771,3467.081,2628.212,82192.195,6054.071,325901.022,51515.169,30028.078,114501.95,4350.181,180184.363,645913.207,206503.185,1666.712,29791.345,23294.021,75416.621
"Moth_30_UT",135161.331,453102.134,42113.272,34635.312,1021309.392,9245.169,417562.377,456174.676,515259.609,311504.764,256999.646,723412.837,181616.543,18633.825,11876.962,574671.016,542191.137,54178.027,109109.99,5613653.113,84420.156,1977779.935,2320519.886,2450783.288,1211387.742,6077.126,4241.066,184738.585,6303.479,221879.793,33933.152,40366.662,25917.972,4743.248,192370.395,63331.172,2283390.938,14285.38,778923.902,10996.824,3924.816,5111.084,286.33,0,7201.512,6717.952,14162.408,45922.198,196760.322,25615.194,17195.345,11118.832,13204.208,58278.478,13518.547,21137.669,2748.097,3488.533,96433.515,7778.254,468842.823,119149.881,198741.924,177995.685,1014.496,482855.579,966335.811,239614.301,3401.062,158790.998,80401.903,124489.688
"Inf_58_UT",579941.074,4109,33648.695,50460.402,743865.171,49596.671,51617.863,764964.313,29670,274124.719,72633.817,40534.139,399739.189,1573.977,109364.976,2620.864,963223.28,2465.152,11258.756,499460.809,3901.219,3613.272,13592.51,2219.795,3192.223,1222.432,1532,5523.639,5461.629,7487.75,3462.179,20760.414,90697.117,866.46,163685.366,16218.37,2133664.496,8583.496,373983.761,37298.238,38392.859,9449.391,7452.617,1929.567,6349.363,826.411,1570.172,1396.876,4778.256,3735.579,5272.113,2413.783,958.621,4043.972,3558.283,1363.443,418.228,321.982,1866.581,10479.474,4126.408,534.581,1879.742,140925.731,4516.15,4378.034,1379.058,46715.396,480.005,13578.63,112567.571,124786.199
"Inf_66b_UT",186498.777,1043702,19298.031,20156.655,583828.221,6564.205,448540.911,94979.046,35247,30313.908,131192.977,94083.312,1165539.281,940.605,79636.287,2893.148,286064.662,96401.113,774403.118,1677734.312,7428.561,23058.735,130650.153,2119.267,67124.415,3501.677,708,3496.807,0,6318.174,3479.182,22061.031,73148.763,1030.789,72601.344,10364.92,2689468.405,9612.08,391752.613,3910.768,2513.475,19107.908,3461.37,285.862,8294.902,1280.386,2107.971,1552.635,3595.836,2149.877,2492.061,879.907,4181.461,56104.86,3173.576,1110.727,997.016,2331.275,6934.736,1710.169,5132.849,634.308,7030.997,112784.644,2402.463,29058.831,13586.118,143362.066,1436.053,11443.879,75806.784,19625.179
"Inf_31_UT",141422.439,1130022,41488.623,40322.98,427909.722,9504.571,136849.394,366761.339,13987,811740.126,57750.944,13847.851,51180.365,1056.408,183364.107,3210.304,1713519.064,3889.584,53242.559,857151.851,8668.446,3083.843,45655.464,1207.503,28586.251,1961.806,15836,230811.223,35.1,160742.23,1013.787,39286.486,28344.827,862.192,114648.657,5577.7,1842705.702,3870.388,153512.926,20627.328,8238.22,11903.491,6134.058,1656.384,3801.529,1138.243,2534.19,1813.557,3641.314,2019.683,2559.414,1689.421,3136.499,6088.987,2432.436,0,403.806,187.823,3688.028,3901.273,10436.019,993.788,3354.153,94862.896,3160.503,6753.867,49947.55,31490.729,2080.02,15482.125,514872.505,35894.779
"Gran_66_UT",4902.99,26612.52,16742.623,24344.186,556976.362,6666.43,353585.596,280331.091,150425.528,74999.749,13451.813,57651.167,2937.014,5529.668,8117.086,213878.348,342032.771,647677.425,61196.055,353580.797,6630.773,195035.64,591787.358,9860.709,350675.979,1962.122,273.236,1898.709,2791.05,6409.88,1604.52,7906.653,13697.6,3521.329,53044.428,55229.9,1710753.24,6789.742,724700.645,547.647,1960.685,14343.204,1313.19,960.738,4521.065,5114.522,32083.004,28472.532,117214.14,17827.653,7411.05,4932.15,4758.847,9702.04,10335.04,682.792,2945.926,1113.334,31894.091,6226.678,268449.902,10684.844,2400.354,158553.907,729.804,174756.656,252455.287,21664.883,1349.004,4847.61,46640.934,33190.703
"Inf_67a_UT",137380.132,44181,54391.357,39138.937,322729.517,6679.135,253348.668,563859.525,93200,189655.244,90236.974,22970.717,22773.834,846.072,276775.88,0,2461999.505,4334.514,62471.875,3537473.668,11454.007,849.674,44831.254,6508.592,9826.127,1165.254,17439,15157.359,3051.398,43424.225,722.616,113676.25,21201.963,964.631,275501.09,9485.767,2213942.119,5530.483,202427.183,27667.263,15013.777,7108.856,16190.675,4886.161,16792.014,1615.358,3432.867,7738.374,15291.865,3910.284,3588.288,2607.93,3067.911,5325.433,9420.766,0,808.574,1539.736,8051.074,4882.705,3365.495,491.676,4297.303,126125.617,1823.907,12707.697,1511.539,28714.768,2544.182,44554.88,1372610.391,85069.44
"Gran_25_UT",7268.968,34877.185,20010.804,17500.806,225103.42,5027.621,343949.118,150120.952,106961.402,52659.82,75959.846,97806.061,9491.419,7245.634,3928.386,585024.785,274229.263,56004.108,49174.16,989663.885,23740.561,743549.073,941845.751,378135.859,575837.617,2513.739,672.273,25322.619,3602.657,17417.247,9215.804,7520.84,35477.127,2506.012,60328.772,134903.414,2032133.83,13766.047,948143.88,5817.152,5534.129,11060.769,584.568,1783.926,19871.712,10057.797,36795.118,80383.746,334189.384,11658.529,24083.882,5514.766,7643.514,8834.441,10332.075,1499.427,2023.881,2285.171,167315.526,4036.047,512200.247,25652.313,59059.949,249245.435,1406.569,243749.533,55878.183,80691.709,1255.797,23950.246,13971.488,25863.262
"Gran_34_UT",16641.315,212223.294,14196.22,31592.684,531247.752,2641.631,538446.086,263197.337,136188.187,116444.794,63992.995,205280.854,8307.172,7751.329,6577.877,226050.093,434279.075,174063.479,73967.607,871647.444,13162.924,435647.953,680702.921,449954.926,393421.429,3194.347,993.585,129992.19,4694.288,160773.063,21020.489,16382.456,15474.249,4868.237,145024.749,62478.947,2295664.147,10780.03,545336.436,4004.4,2831.991,10344.855,20.877,1638.969,3102.96,6004.611,23823.906,31267.532,125052.957,43135.317,12684.923,9240.498,9501.606,177392.429,11637.793,46077.794,2576.622,2706.216,37778.873,6470.301,146040.198,27065.692,40364.579,205981.272,2786.619,179628.707,925690.32,118313.688,2636.873,13984.633,30479.02,30489.227
"Gran_03_UT",6031.991,65661.359,17764.751,27933.44,197726.353,2331.951,399885.245,221466.905,118783.755,117367.409,50447.261,190409.337,6965.915,10883.442,7323.324,611289.576,274959.187,12837.902,52745.562,195044.149,6555.297,351842.113,859533.255,173474.184,497804.884,4237.806,565.703,42440.259,7077.698,18105.084,11175.611,7966.087,26268.413,1930.862,117599.93,164170.532,2512207.745,16678.63,1005494.561,3581.99,3109.54,40784.155,2914.488,1510.941,15737.092,19163.778,53505.71,141310.463,434028.452,27875.722,44650.157,10086.297,13640.083,14730.347,18561.756,28140.925,1219.674,1184.247,77324.258,11180.009,409858.495,133148.438,10306.94,289671.954,2414.292,257914.721,428882.463,60745.988,1943.328,4369.302,5185.163,22724.357
"Gran_02_UT",17704.666,405322.899,20745.722,47631.933,565670.912,6701.762,727228.787,584139.906,220613.205,937394.98,31783.272,313740.492,6415.866,5171.883,92646.404,284176.658,981311.029,287300.529,67431.268,1073622.689,16426.484,432589.943,830065.057,462631.368,385704.653,5890.56,1636.21,95195.535,12215.433,24253.924,6601.455,10362.561,22603.403,10056.328,119894.441,127514.469,2139340.873,14342.61,674949.032,5252.525,3965.977,11466.586,1047.003,1164.948,16083.638,12252.153,39605.834,92781.973,344931.612,27918.076,18978.627,10924.059,31880.15,30741.594,34709.762,67810.754,6377.778,4350.511,161127.354,5212.735,176169.153,110507.935,28104.641,191495.392,1971.955,183191.143,326287.116,140908.126,2191.882,22656.662,31533.196,56025.915
"Moth_03_UT",19406.406,357814.96,30641.975,19636.985,291222.348,7337.982,477688.629,213763.111,111802.388,114528.23,33212.144,588138.905,15464.051,9357.704,6543.74,645463.632,392443.495,16327.006,136779.262,878800.905,13791.834,498078.495,1222514.405,247616.61,666113.024,7491.46,963.507,62183.342,13715.184,64193.836,55620.355,13398.208,23526.797,11830.356,52031.278,79059.549,1729530.364,12718.516,829791.487,2329.779,1046.671,33642.85,611.197,0,7478.87,6610.652,32772.95,41649.053,234826.477,13010.462,11794.409,7982.063,41127.739,29829.307,48691.793,83176.427,4913.564,5860.808,258785.176,8495.576,62340.116,174278.118,12033.452,321017.472,887.615,282426.224,300559.796,135511.334,3020.055,8735.014,12647.587,21911.655
