Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Collection_Date,host_subject_id,subject_information
SRR8056971,AMPLICON,350,17867850,PRJNA436359,SAMN10242058,Metagenome or environmental,9924513,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886600,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75215,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75215,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G75215_SubjectID_4522,
SRR8056975,AMPLICON,350,6443150,PRJNA436359,SAMN10242295,Metagenome or environmental,4127539,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886596,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94513,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94513,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94513_SubjectID_2730,
SRR8056978,AMPLICON,350,15758400,PRJNA436359,SAMN10242417,Metagenome or environmental,8905484,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886593,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75148,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75148,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G75148_SubjectID_2570,
SRR8056979,AMPLICON,350,4068050,PRJNA436359,SAMN10242418,Metagenome or environmental,1997849,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886592,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93209,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93209,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G93209_SubjectID_10710,
SRR8056982,AMPLICON,350,41928600,PRJNA436359,SAMN10242049,Metagenome or environmental,27317602,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886589,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94616,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94616,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94616_SubjectID_10710,
SRR8056983,AMPLICON,350,15506750,PRJNA436359,SAMN10242405,Metagenome or environmental,10211213,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886588,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94634,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94634,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94634_SubjectID_15259,
SRR8056984,AMPLICON,350,50458100,PRJNA436359,SAMN10242725,Metagenome or environmental,33452845,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886587,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94663,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94663,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94663_SubjectID_1395,
SRR8056987,AMPLICON,350,81048800,PRJNA436359,SAMN10242467,Metagenome or environmental,57272746,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886584,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94311,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94311,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94311_SubjectID_2674,
SRR8056988,AMPLICON,350,5893300,PRJNA436359,SAMN10242654,Metagenome or environmental,2827894,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886583,USA,North America,USA,Homo sapiens,Illumina MiSeq,G74991,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74991,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G74991_SubjectID_2076,
SRR8056989,AMPLICON,350,72770600,PRJNA436359,SAMN10242720,Metagenome or environmental,48408104,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886582,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94741,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94741,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94741_SubjectID_14516,
SRR8056990,AMPLICON,350,2035950,PRJNA436359,SAMN10242414,Metagenome or environmental,1171282,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886581,USA,North America,USA,Homo sapiens,Illumina MiSeq,G74948,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74948,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G74948_SubjectID_12455,
SRR8056991,AMPLICON,350,8300250,PRJNA436359,SAMN10242719,Metagenome or environmental,5906113,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886580,USA,North America,USA,Homo sapiens,Illumina MiSeq,G104242,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104242,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G104242_SubjectID_13310,
SRR8056993,AMPLICON,350,16205700,PRJNA436359,SAMN10242234,Metagenome or environmental,11411975,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886578,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94273,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94273,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94273_SubjectID_14298,
SRR8056996,AMPLICON,350,46562950,PRJNA436359,SAMN10242229,Metagenome or environmental,32899592,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886575,USA,North America,USA,Homo sapiens,Illumina MiSeq,G104275,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104275,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G104275_SubjectID_8155,
SRR8056997,AMPLICON,350,27676950,PRJNA436359,SAMN10242230,Metagenome or environmental,17207550,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886574,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94453,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94453,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94453_SubjectID_9687,
SRR8056998,AMPLICON,350,11196500,PRJNA436359,SAMN10242231,Metagenome or environmental,7032068,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886573,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94452,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94452,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94452_SubjectID_11789,
SRR8057000,AMPLICON,350,60902800,PRJNA436359,SAMN10242721,Metagenome or environmental,40395694,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886571,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94740,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94740,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94740_SubjectID_11516,
SRR8057001,AMPLICON,350,45540250,PRJNA436359,SAMN10242237,Metagenome or environmental,32018877,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886570,USA,North America,USA,Homo sapiens,Illumina MiSeq,G104276,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104276,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G104276_SubjectID_12052,
SRR8057005,AMPLICON,350,95000500,PRJNA436359,SAMN10241855,Metagenome or environmental,66628501,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886566,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94366,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94366,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94366_SubjectID_11935,
SRR8057043,AMPLICON,350,40875100,PRJNA436359,SAMN10242078,Metagenome or environmental,28741014,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886702,USA,North America,USA,Homo sapiens,Illumina MiSeq,G104296,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104296,SRP165757,2018-10-15T12:42:00Z,1,2012/2016,G104296_SubjectID_2682,
SRR8057048,AMPLICON,350,15002050,PRJNA436359,SAMN10241812,Metagenome or environmental,7429205,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886697,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93117,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93117,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G93117_SubjectID_6259,
SRR8057049,AMPLICON,350,25856250,PRJNA436359,SAMN10242504,Metagenome or environmental,18210849,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886696,USA,North America,USA,Homo sapiens,Illumina MiSeq,G104224,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104224,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G104224_SubjectID_5560,
SRR8057050,AMPLICON,350,111825000,PRJNA436359,SAMN10242505,Metagenome or environmental,75337283,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886695,USA,North America,USA,Homo sapiens,Illumina MiSeq,G96079,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96079,SRP165757,2018-10-15T12:42:00Z,1,2012/2016,G96079_SubjectID_5356,
SRR8057051,AMPLICON,350,65927750,PRJNA436359,SAMN10242506,Metagenome or environmental,44250789,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886694,USA,North America,USA,Homo sapiens,Illumina MiSeq,G96078,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96078,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G96078_SubjectID_894,
SRR8057058,AMPLICON,350,11969300,PRJNA436359,SAMN10242076,Metagenome or environmental,5870747,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886687,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93240,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93240,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G93240_SubjectID_11985,
SRR8057059,AMPLICON,350,8264900,PRJNA436359,SAMN10241811,Metagenome or environmental,4190638,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886686,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93114,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93114,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G93114_SubjectID_9329,
SRR8057065,AMPLICON,350,20095250,PRJNA436359,SAMN10241813,Metagenome or environmental,9840113,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886680,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93118,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93118,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G93118_SubjectID_2198,
SRR8057069,AMPLICON,350,25420150,PRJNA436359,SAMN10241817,Metagenome or environmental,17892959,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886676,USA,North America,USA,Homo sapiens,Illumina MiSeq,G104230,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104230,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G104230_SubjectID_855,
SRR8057070,AMPLICON,350,17425450,PRJNA436359,SAMN10242070,Metagenome or environmental,9589005,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886675,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75181,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75181,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G75181_SubjectID_9872,
SRR8057071,AMPLICON,350,4190550,PRJNA436359,SAMN10242121,Metagenome or environmental,2408998,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886674,USA,North America,USA,Homo sapiens,Illumina MiSeq,G90287,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90287,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G90287_SubjectID_1682,
SRR8057072,AMPLICON,350,26469450,PRJNA436359,SAMN10242122,Metagenome or environmental,18572045,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886673,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94284,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94284,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94284_SubjectID_399,
SRR8057073,AMPLICON,350,46263700,PRJNA436359,SAMN10242119,Metagenome or environmental,32586612,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886672,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94288,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94288,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94288_SubjectID_8298,
SRR8057078,AMPLICON,350,24739050,PRJNA436359,SAMN10242124,Metagenome or environmental,17412384,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886667,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94280,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94280,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94280_SubjectID_3184,
SRR8057079,AMPLICON,350,7789600,PRJNA436359,SAMN10242072,Metagenome or environmental,3911455,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886666,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93245,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93245,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G93245_SubjectID_8058,
SRR8057080,AMPLICON,350,28713650,PRJNA436359,SAMN10242223,Metagenome or environmental,19038332,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886665,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94758,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94758,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94758_SubjectID_5028,
SRR8057081,AMPLICON,350,14274750,PRJNA436359,SAMN10242127,Metagenome or environmental,8937421,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886664,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94449,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94449,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94449_SubjectID_11806,
SRR8057083,AMPLICON,350,35969150,PRJNA436359,SAMN10242220,Metagenome or environmental,25290400,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886662,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94295,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94295,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94295_SubjectID_11250,
SRR8057084,AMPLICON,350,5224100,PRJNA436359,SAMN10242219,Metagenome or environmental,2952331,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886661,USA,North America,USA,Homo sapiens,Illumina MiSeq,G90292,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90292,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G90292_SubjectID_9131,
SRR8057085,AMPLICON,350,16223550,PRJNA436359,SAMN10242071,Metagenome or environmental,9157406,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886660,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75188,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75188,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G75188_SubjectID_8009,
SRR8057086,AMPLICON,350,7670600,PRJNA436359,SAMN10242221,Metagenome or environmental,4324390,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886659,USA,North America,USA,Homo sapiens,Illumina MiSeq,G90290,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90290,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G90290_SubjectID_14401,
SRR8057087,AMPLICON,350,21732900,PRJNA436359,SAMN10242294,Metagenome or environmental,13656050,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886658,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94511,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94511,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94511_SubjectID_8816,
SRR8057088,AMPLICON,350,6252050,PRJNA436359,SAMN10242293,Metagenome or environmental,3968837,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886657,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94510,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94510,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94510_SubjectID_15259,
SRR8057089,AMPLICON,350,13258700,PRJNA436359,SAMN10241907,Metagenome or environmental,7239090,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886656,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75149,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75149,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G75149_SubjectID_14014,
SRR8057090,AMPLICON,350,19684000,PRJNA436359,SAMN10241908,Metagenome or environmental,12987698,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886655,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94639,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94639,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94639_SubjectID_4160,
SRR8057091,AMPLICON,350,13744500,PRJNA436359,SAMN10242290,Metagenome or environmental,8631566,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886654,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94515,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94515,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94515_SubjectID_11721,
SRR8057092,AMPLICON,350,15849050,PRJNA436359,SAMN10242289,Metagenome or environmental,9985989,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886653,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94514,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94514,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94514_SubjectID_15124,
SRR8057095,AMPLICON,350,14344750,PRJNA436359,SAMN10241901,Metagenome or environmental,8129574,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886650,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75147,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75147,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G75147_SubjectID_7748,
SRR8057097,AMPLICON,350,19589150,PRJNA436359,SAMN10241899,Metagenome or environmental,11020867,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886648,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75140,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75140,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G75140_SubjectID_1115,
SRR8057098,AMPLICON,350,8807050,PRJNA436359,SAMN10241900,Metagenome or environmental,4992225,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886647,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75146,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75146,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G75146_SubjectID_10473,
SRR8057114,AMPLICON,350,14290850,PRJNA436359,SAMN10241951,Metagenome or environmental,8833241,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886631,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94556,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94556,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94556_SubjectID_13172,
SRR8057115,AMPLICON,350,20098050,PRJNA436359,SAMN10241950,Metagenome or environmental,12904766,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4886630,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94555,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94555,SRP165757,2018-10-15T12:41:00Z,1,2012/2016,G94555_SubjectID_10848,
