Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Collection_Date,host_subject_id,subject_information
SRR27217289,WGS,230,617453275,PRJNA436359,SAMN38849553,Metagenome or environmental,244516898,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896253,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10504,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10504,SRP165757,2023-12-15T05:17:00Z,1,,,STL10504_Subject2960
SRR27217290,WGS,169,1347857120,PRJNA436359,SAMN38849552,Metagenome or environmental,531750346,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896252,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20368,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20368,SRP165757,2023-12-15T05:20:00Z,1,,,STL20368_Subject9975
SRR27217291,WGS,235,2873707672,PRJNA436359,SAMN38849551,Metagenome or environmental,1211495025,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896251,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20552,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20552,SRP165757,2023-12-15T05:41:00Z,1,,,STL20552_Subject2548
SRR27217292,WGS,171,572508721,PRJNA436359,SAMN38849550,Metagenome or environmental,311119701,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896250,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20653,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20653,SRP165757,2023-12-15T05:18:00Z,1,,,STL20653_Subject6184
SRR27217293,WGS,171,1503847222,PRJNA436359,SAMN38849478,Metagenome or environmental,755374663,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896249,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20481,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20481,SRP165757,2023-12-15T05:21:00Z,1,,,STL20481_Subject8821
SRR27217294,WGS,171,681298351,PRJNA436359,SAMN38849549,Metagenome or environmental,375129093,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896248,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10331,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10331,SRP165757,2023-12-15T05:18:00Z,1,,,STL10331_Subject2766
SRR27217295,WGS,171,676070609,PRJNA436359,SAMN38849548,Metagenome or environmental,344914667,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896247,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40181,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40181,SRP165757,2023-12-15T05:19:00Z,1,,,STL40181_Subject11724
SRR27217296,WGS,169,1013059924,PRJNA436359,SAMN38849547,Metagenome or environmental,379145932,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896246,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10180,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10180,SRP165757,2023-12-15T05:20:00Z,1,,,STL10180_Subject10473
SRR27217297,WGS,171,524908304,PRJNA436359,SAMN38849546,Metagenome or environmental,271277120,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896245,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40487,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40487,SRP165757,2023-12-15T05:19:00Z,1,,,STL40487_Subject9287
SRR27217298,WGS,168,1529864260,PRJNA436359,SAMN38849545,Metagenome or environmental,569827339,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896244,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40701,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40701,SRP165757,2023-12-15T05:19:00Z,1,,,STL40701_Subject2682
SRR27217299,WGS,169,1766477329,PRJNA436359,SAMN38849544,Metagenome or environmental,666745005,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896243,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40635,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40635,SRP165757,2023-12-15T05:21:00Z,1,,,STL40635_Subject11668
SRR27217300,WGS,171,614205192,PRJNA436359,SAMN38849543,Metagenome or environmental,336274692,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896242,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40458,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40458,SRP165757,2023-12-15T05:18:00Z,1,,,STL40458_Subject2826
SRR27217301,WGS,171,1648715269,PRJNA436359,SAMN38849542,Metagenome or environmental,839481790,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896241,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL50351,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL50351,SRP165757,2023-12-15T05:19:00Z,1,,,STL50351_Subject6565
SRR27217302,WGS,169,1345494746,PRJNA436359,SAMN38849541,Metagenome or environmental,501302031,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896240,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL50311,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL50311,SRP165757,2023-12-15T05:20:00Z,1,,,STL50311_Subject9975
SRR27217303,WGS,171,601145389,PRJNA436359,SAMN38849540,Metagenome or environmental,325356184,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896239,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20119,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20119,SRP165757,2023-12-15T05:18:00Z,1,,,STL20119_Subject1456
SRR27217304,WGS,169,1622954460,PRJNA436359,SAMN38849477,Metagenome or environmental,626853553,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896238,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL50462,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL50462,SRP165757,2023-12-15T05:20:00Z,1,,,STL50462_Subject9660
SRR27217305,WGS,182,487042810,PRJNA436359,SAMN38849539,Metagenome or environmental,254412373,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896237,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL11125,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL11125,SRP165757,2023-12-15T05:19:00Z,1,,,STL11125_Subject1739
SRR27217306,WGS,169,974355575,PRJNA436359,SAMN38849538,Metagenome or environmental,372057602,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896236,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20117,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20117,SRP165757,2023-12-15T05:20:00Z,1,,,STL20117_Subject8680
SRR27217307,WGS,171,602205243,PRJNA436359,SAMN38849537,Metagenome or environmental,326788341,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896235,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL50354,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL50354,SRP165757,2023-12-15T05:19:00Z,1,,,STL50354_Subject1568
SRR27217308,WGS,219,635700524,PRJNA436359,SAMN38849536,Metagenome or environmental,261592109,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896234,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10171,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10171,SRP165757,2023-12-15T05:21:00Z,1,,,STL10171_Subject9872
SRR27217309,WGS,170,1107355132,PRJNA436359,SAMN38849535,Metagenome or environmental,556328737,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896233,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20136,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20136,SRP165757,2023-12-15T05:20:00Z,1,,,STL20136_Subject13450
SRR27217310,WGS,171,427930058,PRJNA436359,SAMN38849534,Metagenome or environmental,232865313,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896232,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL50558,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL50558,SRP165757,2023-12-15T05:19:00Z,1,,,STL50558_Subject9149
SRR27217311,WGS,171,1332154858,PRJNA436359,SAMN38849533,Metagenome or environmental,694687438,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896231,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL50471,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL50471,SRP165757,2023-12-15T05:20:00Z,1,,,STL50471_Subject588
SRR27217312,WGS,171,3735883869,PRJNA436359,SAMN38849532,Metagenome or environmental,1929703119,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896230,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20461,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20461,SRP165757,2023-12-15T05:24:00Z,1,,,STL20461_Subject9287
SRR27217313,WGS,171,1417120839,PRJNA436359,SAMN38849531,Metagenome or environmental,715420620,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896229,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40521,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40521,SRP165757,2023-12-15T05:20:00Z,1,,,STL40521_Subject8534
SRR27217314,WGS,169,1359485981,PRJNA436359,SAMN38849530,Metagenome or environmental,528988385,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896228,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20185,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20185,SRP165757,2023-12-15T05:19:00Z,1,,,STL20185_Subject7678
SRR27217315,WGS,171,1872037906,PRJNA436359,SAMN38849476,Metagenome or environmental,1012444937,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896227,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20122,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20122,SRP165757,2023-12-15T05:20:00Z,1,,,STL20122_Subject2076
SRR27217316,WGS,225,920587205,PRJNA436359,SAMN38849529,Metagenome or environmental,373640824,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896226,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40496,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40496,SRP165757,2023-12-15T05:21:00Z,1,,,STL40496_Subject750
SRR27217317,WGS,171,730294406,PRJNA436359,SAMN38849528,Metagenome or environmental,365676969,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896225,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20292,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20292,SRP165757,2023-12-15T05:19:00Z,1,,,STL20292_Subject5366
SRR27217318,WGS,171,878717041,PRJNA436359,SAMN38849527,Metagenome or environmental,447465944,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896224,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20454,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20454,SRP165757,2023-12-15T05:19:00Z,1,,,STL20454_Subject11229
SRR27217319,WGS,230,2347315278,PRJNA436359,SAMN38849526,Metagenome or environmental,1010895332,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896223,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10022,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10022,SRP165757,2023-12-15T05:36:00Z,1,,,STL10022_Subject14232
SRR27217320,WGS,167,321399324,PRJNA436359,SAMN38849525,Metagenome or environmental,122608125,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896222,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20318,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20318,SRP165757,2023-12-15T05:18:00Z,1,,,STL20318_Subject4390
SRR27217321,WGS,171,882605241,PRJNA436359,SAMN38849524,Metagenome or environmental,451578303,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896221,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20556,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20556,SRP165757,2023-12-15T05:20:00Z,1,,,STL20556_Subject3115
SRR27217322,WGS,215,2362328184,PRJNA436359,SAMN38849523,Metagenome or environmental,954681298,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896220,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10749,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10749,SRP165757,2023-12-15T05:37:00Z,1,,,STL10749_Subject5560
SRR27217323,WGS,168,1377908148,PRJNA436359,SAMN38849522,Metagenome or environmental,515578270,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896219,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10872,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10872,SRP165757,2023-12-15T05:19:00Z,1,,,STL10872_Subject2826
SRR27217324,WGS,169,1179984550,PRJNA436359,SAMN38849521,Metagenome or environmental,443550272,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896218,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10037,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10037,SRP165757,2023-12-15T05:20:00Z,1,,,STL10037_Subject13450
SRR27217325,WGS,169,2717146975,PRJNA436359,SAMN38849520,Metagenome or environmental,1033182118,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896217,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20641,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20641,SRP165757,2023-12-15T05:21:00Z,1,,,STL20641_Subject2682
SRR27217326,WGS,171,573023921,PRJNA436359,SAMN38849475,Metagenome or environmental,305621642,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896216,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL11021,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL11021,SRP165757,2023-12-15T05:19:00Z,1,,,STL11021_Subject11668
SRR27217327,WGS,189,351697420,PRJNA436359,SAMN38849519,Metagenome or environmental,129315585,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896215,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20563,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20563,SRP165757,2023-12-15T05:19:00Z,1,,,STL20563_Subject5560
SRR27217328,WGS,169,2594628255,PRJNA436359,SAMN38849518,Metagenome or environmental,970503364,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896214,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10896,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10896,SRP165757,2023-12-15T05:20:00Z,1,,,STL10896_Subject894
SRR27217329,WGS,188,570718680,PRJNA436359,SAMN38849517,Metagenome or environmental,217573682,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896213,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL50122,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL50122,SRP165757,2023-12-15T05:19:00Z,1,,,STL50122_Subject14195
SRR27217330,WGS,171,941210101,PRJNA436359,SAMN38849516,Metagenome or environmental,521044566,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896212,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20173,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20173,SRP165757,2023-12-15T05:20:00Z,1,,,STL20173_Subject12548
SRR27217331,WGS,171,2156977298,PRJNA436359,SAMN38849515,Metagenome or environmental,1105104949,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896211,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40373,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40373,SRP165757,2023-12-15T05:20:00Z,1,,,STL40373_Subject6565
SRR27217332,WGS,169,2991779369,PRJNA436359,SAMN38849514,Metagenome or environmental,1132322181,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896210,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10956,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10956,SRP165757,2023-12-15T05:21:00Z,1,,,STL10956_Subject11516
SRR27217333,WGS,171,2465618499,PRJNA436359,SAMN38849513,Metagenome or environmental,1274380153,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896209,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40595,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40595,SRP165757,2023-12-15T05:21:00Z,1,,,STL40595_Subject9334
SRR27217334,WGS,171,1185159937,PRJNA436359,SAMN38849512,Metagenome or environmental,651090920,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896208,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40280,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40280,SRP165757,2023-12-15T05:20:00Z,1,,,STL40280_Subject2960
SRR27217335,WGS,168,574881122,PRJNA436359,SAMN38849511,Metagenome or environmental,220771908,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896207,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40390,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40390,SRP165757,2023-12-15T05:19:00Z,1,,,STL40390_Subject5206
SRR27217336,WGS,169,916900338,PRJNA436359,SAMN38849510,Metagenome or environmental,353779725,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896206,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40143,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40143,SRP165757,2023-12-15T05:19:00Z,1,,,STL40143_Subject4983
SRR27217337,WGS,171,423525433,PRJNA436359,SAMN38849474,Metagenome or environmental,218626628,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896205,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20116,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20116,SRP165757,2023-12-15T05:19:00Z,1,,,STL20116_Subject6464
SRR27217338,WGS,171,1336172946,PRJNA436359,SAMN38849509,Metagenome or environmental,737641220,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896204,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL10590,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL10590,SRP165757,2023-12-15T05:20:00Z,1,,,STL10590_Subject9687
SRR27217339,WGS,169,427493416,PRJNA436359,SAMN38849508,Metagenome or environmental,164793790,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896203,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40555,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40555,SRP165757,2023-12-15T05:19:00Z,1,,,STL40555_Subject9687
SRR27217340,WGS,169,4456229184,PRJNA436359,SAMN38849507,Metagenome or environmental,1699714107,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896202,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL40173,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL40173,SRP165757,2023-12-15T05:23:00Z,1,,,STL40173_Subject5356
SRR27217341,WGS,171,580721055,PRJNA436359,SAMN38849506,Metagenome or environmental,311338549,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896201,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL50522,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL50522,SRP165757,2023-12-15T05:19:00Z,1,,,STL50522_Subject5356
SRR27217342,WGS,171,1987616495,PRJNA436359,SAMN38849505,Metagenome or environmental,1079051156,TECHNICAL UNIVERSITY OF MUNICH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX22896200,USA,North America,USA,Homo sapiens,Illumina HiSeq 2500,STL20331,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-02-28T00:00:00Z,STL20331,SRP165757,2023-12-15T05:21:00Z,1,,,STL20331_Subject7850
