Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR18272911,WGS,297,10426173181,PRJNA1196639,SAMN26423217,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3348536204,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case144,mising,SRX14411157,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZMZ_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:48:00Z,2,ZMZ_6,SRP551143
SRR18272912,WGS,298,9574628929,PRJNA1196639,SAMN26423216,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3097077475,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case143,mising,SRX14411156,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZLY_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:47:00Z,2,ZLY_6,SRP551143
SRR18272916,WGS,297,10237902688,PRJNA1196639,SAMN26423213,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3220772858,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case140,mising,SRX14411152,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZLM_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:17:00Z,2,ZLM_6,SRP551143
SRR18272918,WGS,297,10982097884,PRJNA1196639,SAMN26423211,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3572374421,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case138,mising,SRX14411150,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZJM_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:49:00Z,2,ZJM_12,SRP551143
SRR18272919,WGS,297,10679542445,PRJNA1196639,SAMN26423210,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3375443723,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case137,mising,SRX14411149,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZJL_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:46:00Z,2,ZJL_6,SRP551143
SRR18272920,WGS,298,9749471410,PRJNA1196639,SAMN26423209,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3161726990,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case136,mising,SRX14411148,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZJ_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T08:47:00Z,2,ZJ_6,SRP551143
SRR18272923,WGS,297,9926265381,PRJNA1196639,SAMN26423206,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3326247477,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case133,mising,SRX14411145,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZGG_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:58:00Z,2,ZGG_6,SRP551143
SRR18272924,WGS,297,10315792085,PRJNA1196639,SAMN26423205,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3358134889,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case132,mising,SRX14411144,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZGG_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:01:00Z,2,ZGG_0,SRP551143
SRR18272925,WGS,297,10891660421,PRJNA1196639,SAMN26423204,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3449007446,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case131,mising,SRX14411143,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZDD_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T08:01:00Z,2,ZDD_6,SRP551143
SRR18272930,WGS,297,9991050404,PRJNA1196639,SAMN26423169,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3217785089,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case96,mising,SRX14411138,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,WZM_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:38:00Z,2,WZM_6,SRP551143
SRR18272931,WGS,298,9793234660,PRJNA1196639,SAMN26423168,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3110787228,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case95,mising,SRX14411137,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,WYP_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:02:00Z,2,WYP_0,SRP551143
SRR18272933,WGS,297,9490128011,PRJNA1196639,SAMN26423166,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3026171014,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case93,mising,SRX14411135,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,WXM_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:22:00Z,2,WXM_0,SRP551143
SRR18272934,WGS,297,10378085877,PRJNA1196639,SAMN26423165,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3283863108,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case92,mising,SRX14411134,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,WXL_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:48:00Z,2,WXL_6,SRP551143
SRR18272939,WGS,298,11405948721,PRJNA1196639,SAMN26423203,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3683269804,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case130,mising,SRX14411129,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZCW_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:24:00Z,2,ZCW_6,SRP551143
SRR18272942,WGS,297,9897350202,PRJNA1196639,SAMN26423200,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3144346117,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case127,mising,SRX14411126,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YZM_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:23:00Z,2,YZM_6,SRP551143
SRR18272943,WGS,297,10381589946,PRJNA1196639,SAMN26423199,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3326676472,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case126,mising,SRX14411125,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YZM_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:38:00Z,2,YZM_12,SRP551143
SRR18272944,WGS,297,10391966135,PRJNA1196639,SAMN26423198,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3314156584,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case125,mising,SRX14411124,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YYT_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:47:00Z,2,YYT_6,SRP551143
SRR18272947,WGS,297,10683361089,PRJNA1196639,SAMN26423195,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3416171423,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case122,mising,SRX14411121,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YYL_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:18:00Z,2,YYL_6,SRP551143
SRR18272948,WGS,297,9934965499,PRJNA1196639,SAMN26423194,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3158964059,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case121,mising,SRX14411120,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YY_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:36:00Z,2,YY_6,SRP551143
SRR18272949,WGS,297,10582592420,PRJNA1196639,SAMN26423086,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3404570163,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case13,mising,SRX14411119,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,CY_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:49:00Z,2,CY_6,SRP551143
SRR18272950,WGS,297,10772597326,PRJNA1196639,SAMN26423193,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3430838823,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case120,mising,SRX14411118,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YY_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:21:00Z,2,YY_12,SRP551143
SRR18272951,WGS,298,10902621250,PRJNA1196639,SAMN26423192,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3535642066,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case119,mising,SRX14411117,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YXS_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:34:00Z,2,YXS_6,SRP551143
SRR18272954,WGS,298,9749122123,PRJNA1196639,SAMN26423189,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3077810338,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case116,mising,SRX14411114,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YXM_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:45:00Z,2,YXM_6,SRP551143
SRR18272955,WGS,296,8883982634,PRJNA1196639,SAMN26423188,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3037310346,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case115,mising,SRX14411113,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YXM_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:04:00Z,2,YXM_0,SRP551143
SRR18272956,WGS,297,10590136339,PRJNA1196639,SAMN26423187,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3382330247,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case114,mising,SRX14411112,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YXL_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:20:00Z,2,YXL_6,SRP551143
SRR18272957,WGS,298,10943369542,PRJNA1196639,SAMN26423186,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3572261012,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case113,mising,SRX14411111,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YQH_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:22:00Z,2,YQH_6,SRP551143
SRR18272960,WGS,297,10787651655,PRJNA1196639,SAMN26423085,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3454405433,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case12,mising,SRX14411108,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,CWZ_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T06:17:00Z,2,CWZ_0,SRP551143
SRR18272961,WGS,297,11152531097,PRJNA1196639,SAMN26423183,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3611907423,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case110,mising,SRX14411107,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,YLP_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:39:00Z,2,YLP_6,SRP551143
SRR18272971,WGS,298,10990186138,PRJNA1196639,SAMN26423084,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3599311288,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case11,mising,SRX14411097,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,CWJ_6,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2024-12-14T07:48:00Z,2,CWJ_6,SRP551143
