"","(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one","(2S)-2-[[(2S)-2-azaniumyl-4-methylpentanoyl]amino]-3-phenylpropanoate","(7r)-4,7-Dihydroxy-N,N,N-Trimethyl-10-Oxo-3,5,9-Trioxa-4-Phosphaheptacosan-1-Aminium 4-Oxide","(R)-(+)-Atenolol","(R)-Baclofen","(R,S)-ANATABINE","1,5-isoquinolinediol","1-Isomangostin","1-O-palmitoyl-sn-glycero-3-phosphocholine","1-Oleoylglycerophosphocholine","1-Palmitoylglycerophosphocholine","1-oxo-1,2-dihydroisoquinoline-3-carboxylic acid","1-phenyl-1H-pyrazole-5-carboxylic acid","1453-93-6","15861-40-2","2,3-Diaminonaphthalene","2,3-Diaminonaphthalene (Chimeric precursor selection)","2,6-DIMETHYLQUINOLINE","2-(1H-imidazol-2-yl)benzoic acid","2-Amino-1-phenylethanol","2-methyl-3-(pyridin-2-yl)benzoic acid","2-oxo-1,2,3,4-tetrahydroquinoline-4-carboxylic acid","2-phenyloxazole-5-carboxylic acid","2227803-25-8","23012-16-0","2971-31-5","3-(2-aminocyclohexyl)propanoic acid","3-Acetamidobenzoic acid","3-Acetamidophenol","3-Cyclopropylquinoline-2-carboxylic acid","3-isomangostin","34014-51-2","4-Aminoquinoline-2-carboxylic acid","4-hydroxyisoquinoline-3-carboxylic acid","4-methyl-2-propyl-1,3-oxazole-5-carboxylic acid","4-methylquinoline-6-carboxylic Acid","5-methyl-1-(4-methylphenyl)-1H-pyrazole-4-carboxylic acid","5-methyl-2-(3-methylphenyl)-1H-imidazole-4-carboxylic acid","76474-56-1","8-Aminooctanoic acid","8-HYDROXYQUINOLINE","8-HYDROXYQUINOLINE (Chimeric precursor selection)","8-methylquinoline-5-carboxylic acid","883715-21-7","890-38-0","961-07-9","98483-00-2","Ala-phe","BEPHENIUM","Benzododecinium","Bisdemethoxycurcumin","Butylscopolamine","CHEMBL5028245","CID 6993119","Cer 18:1;2O/16:0","Cer 18:5;2O/9:0;O","Cer 27:5;3O","Cer 34:1;2O","Columbamine","Cratoxyarborenone E","Cratoxylone","D-Tryptophan","D-phenylalanine","D-tyrosine","DL-Tryptophan","Demethoxycurcumin","Fendizoic acid","Feruloylputrescine","GARCINONE D","GLYCOCHENODEOXYCHOLIC ACID","Garcinone C","Glycitein","Glycocholic acid","Glycoursodeoxycholic acid","H-ILE-TRP-OH","H-gamma-glu-phe-oh","Hispidol","INDOLE-3-CARBOXALDEHYDE","INDOLE-3-CARBOXALDEHYDE (Chimeric precursor selection)","Indolizine-1-carboxylic acid","Jatrorrhizine","Jineol","L-phenylalanine","L-tryptophan","L-tyrosine","LETESTUIANIN B","LEVOFLOXACIN","LPC 16:0","LPC 16:1","LPC 18:0","LPC 18:1","LPC 18:2","LPC 18:3","LPE 16:0","LPE 18:0","Levocetirizine","METHYL NICOTINATE","Moxacin","N-(5-acetamidopentyl)acetamide","N-Valylphenylalanine","NCGC00024645-01","NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","NCIOpen2_005816","Oleamide","PAF C-16-d4","Phe-ala","Piperolein B","Robinetin","SCHEMBL3706","SCHEMBL424527","SPB 18:0;2O","SPB 18:1;2O","Solanidine","Sulfachloropyridazine","TAUROCHENODEOXYCHOLIC ACID","TAUROCHOLIC ACID","TAURODEOXYCHOLIC ACID","Tauroursodeoxycholic acid","Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate","UFIPRAZOLE","VORTIOXETINE","Val-Tyr","Vidarabine","Z2961795382","abacavir","amitriptyline","amoxicillin","aspartame","atenolol","atorvastatin","baclofen","berberine","celecoxib","cetirizine","cholic acid","ciprofloxacin","curcumin","daidzein","diphenhydramine","diprotin A","doxepin","doxycycline","enoxolone","famotidine","fluconazole","gabapentin","gamma-Mangostin","genistein","glycodeoxycholic acid","hydroxyzine","lisinopril","loperamide","m-Tyramine","metoprolol","minocycline","minocycline zwitterion","montelukast","mycophenolic acid","naringenin chalcone","nortriptyline","octopamine","ofloxacin","piperine","protriptyline","ranitidine","sertraline","sphingosine","sulfadimethoxine","sulfamethazine","sulfamethizole","sulfapyridine","trans-Zeatin","trazodone","trimethoprim","tryptamine","tyramine","tyramine (Chimeric precursor selection)","valsartan","sample_clean"
"PLCL20427",0,0,2196,0,0,0,0,5580,0,0,0,0,0,10950,0,0,0,0,0,0,4014,0,0,0,0,0,0,0,7690,3093,2790,0,0,0,0,0,0,0,0,750,29620,88860,0,9264,9788,3724,3876,0,0,24378,34650,0,0,0,0,0,53230,0,3448,2790,2790,0,1460,0,0,0,0,5320,0,0,2436,12570,0,0,0,3675,4828,0,0,0,5172,0,5840,0,0,0,0,0,0,732,0,0,0,0,5617,0,0,10058,0,0,0,0,0,0,5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3080,3724,0,0,0,40232,8575,0,0,0,17360,0,0,11244,11576,0,7242,0,0,0,6580,0,0,0,8670,3654,0,0,0,0,7310,0,0,0,0,5824,29790,0,0,9078,0,0,0,0,113400,0,0,0,48810,0,4916,16260,16770,0,0,0,0,"PLCL20427"
"PLCL20431",0,17864,2526,0,0,0,0,5472,7088,25600,10632,0,0,0,0,0,0,0,0,1111,0,0,0,0,0,0,0,0,8790,6700,2736,0,0,0,0,0,0,0,22572,0,0,0,0,9570,31560,4152,3892,0,0,149160,32150,0,0,0,0,0,16540,0,16496,2736,2736,0,0,2499,0,14350,0,0,0,0,0,0,0,0,767,2679,0,0,0,0,24744,0,0,0,5831,15048,14456,1772,0,842,2560,0,0,551,6064,0,0,6474,0,0,0,0,0,0,5894,0,0,0,0,0,0,0,0,0,0,0,0,0,6136,0,0,3282,4152,0,0,0,25896,6251,0,7264,0,0,0,0,9252,4232,0,0,0,0,0,0,3676,0,0,8250,0,0,0,9270,0,9910,4384,0,0,0,0,0,0,0,5616,3614,0,0,16530,134900,0,0,0,0,103400,2760,0,0,0,4384,2192,0,"PLCL20431"
"PLCL20434",0,9128,2499,1024,0,0,2385,4724,0,30360,0,0,0,10980,0,0,0,0,0,1117,5184,0,0,0,0,0,0,0,8420,3080,2362,0,0,0,8224,0,0,0,6222,0,1206,1206,0,10796,30272,28304,5846,0,0,204000,29990,0,0,0,796,0,16590,796,2504,2362,2362,0,1330,3243,0,14890,0,14740,0,0,3024,10782,0,0,2264,6909,2696,0,0,7155,3756,14310,5320,0,7567,4148,0,0,0,833,3036,0,0,0,4933,0,0,9468,0,0,0,0,0,0,5831,0,0,0,0,0,0,0,0,0,0,0,0,0,18112,0,0,8958,28304,0,0,0,37872,16121,4096,38240,0,0,0,0,80200,8600,0,4044,0,0,0,5080,0,0,0,6730,4536,0,0,30130,0,25410,0,0,0,0,0,13460,0,0,18306,0,0,0,16610,48790,0,0,0,0,0,5248,5390,0,0,0,0,0,"PLCL20434"
"PLCL20503",0,0,2907,0,0,0,0,5700,4480,9560,6720,0,0,0,0,0,0,0,0,0,3372,0,0,0,0,0,0,0,6690,562,2850,0,0,0,0,0,0,0,4830,0,0,0,0,6058,28944,0,4206,0,0,68640,28980,0,0,0,605,0,3977,605,4416,2850,4942,0,0,0,0,13130,0,9030,3138,0,0,0,0,0,0,4353,0,0,0,0,6624,0,0,0,0,3220,0,1120,0,969,956,0,0,0,3840,0,0,2682,0,0,0,0,0,0,6783,0,0,0,0,0,0,0,3548,0,0,0,0,0,0,0,0,4078,0,0,0,0,10728,10157,0,12680,0,0,0,0,6692,4600,0,0,0,0,0,0,8052,0,0,6650,0,0,0,7250,0,81660,31764,0,0,0,0,0,0,0,13398,0,0,0,8640,22790,0,0,0,0,0,0,0,0,0,31764,15882,0,"PLCL20503"
"PLCL20507",0,0,2487,0,0,0,0,4784,64282,68260,101028,0,0,28080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392,0,0,0,0,0,0,0,3630,0,0,0,0,7562,0,0,0,0,0,687000,31760,0,0,0,692,0,0,692,0,2392,2392,0,0,0,0,523900,0,0,0,0,0,0,17997,0,1669,2112,0,0,0,0,0,0,0,0,0,2420,0,16531,0,829,6826,0,947,0,3611,0,0,3086,0,0,0,0,0,0,5803,0,0,0,0,0,0,0,0,0,8952,0,5968,14920,13352,0,0,2966,0,0,0,0,12344,4928,0,5208,0,0,0,0,4020,0,0,0,0,0,24240,6360,3776,0,0,9080,0,0,0,10010,0,0,241160,0,0,0,0,12140,0,0,5328,0,0,0,0,21140,0,0,0,0,0,2644,7320,0,0,241160,120580,0,"PLCL20507"
"PLCL20511",0,0,2976,1322,0,0,0,6188,10066,32050,26914,0,0,0,0,0,0,0,0,0,8586,0,0,0,0,0,0,0,12680,3715,3094,0,0,0,5744,0,0,0,0,906,0,0,0,6590,15748,0,5202,0,0,201960,36870,0,0,0,726,0,77440,726,0,3094,3094,0,0,2538,0,7550,0,15250,0,0,2172,5904,0,0,0,4227,0,0,0,0,0,0,0,0,5922,0,0,3698,0,992,3205,0,0,0,2826,0,0,10252,0,0,0,0,0,0,6944,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,9432,0,0,0,0,41008,9863,5288,12112,0,0,0,0,16364,14056,0,0,0,0,0,0,0,0,0,6130,3258,0,0,0,0,21930,0,0,0,0,0,0,0,0,18234,0,0,0,14480,10800,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL20511"
"PLCL20518",0,0,2913,0,0,0,0,5232,2768,14470,4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,0,0,0,0,0,0,0,0,0,0,0,0,10300,9612,3276,0,0,0,84720,21590,0,0,0,600,0,23270,600,7504,2616,2616,0,1240,2361,0,7560,0,0,0,0,0,6324,0,0,0,1578,2380,0,0,0,11256,0,4960,0,5509,0,0,692,0,971,1447,0,0,0,5375,0,0,3200,0,0,0,0,0,0,6797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,3276,0,0,0,12800,3682,0,17024,0,5610,0,0,14632,0,0,3570,0,0,0,8820,2216,0,0,8180,0,0,0,26440,0,5800,0,0,0,0,0,21170,0,0,5964,0,0,0,0,72590,0,0,0,0,0,0,21100,0,0,0,0,0,"PLCL20518"
"PLCL20531",0,0,2919,1348,0,0,0,4788,12128,50240,18192,0,0,0,0,0,0,0,0,1261,9096,0,0,0,0,0,0,0,20830,5064,2394,0,0,0,7320,0,0,0,16230,1153,0,0,0,8534,5604,2932,0,3190,0,399540,27160,0,0,0,647,0,29340,647,0,2394,2394,0,0,3453,0,19650,0,21480,0,0,0,18774,4921,0,4237,8142,0,0,0,0,0,0,0,0,8057,10820,6480,3032,0,973,5024,0,0,0,3590,0,0,4516,0,0,0,0,0,0,6811,1276,0,0,0,0,0,0,0,0,5340,0,3560,8900,33896,0,0,12348,2932,0,0,0,18064,18998,5392,10688,0,5440,0,0,23108,16392,0,0,0,0,0,0,2612,0,0,7120,0,0,0,12830,0,118900,3404,0,0,0,0,9890,5480,0,20334,1620,0,0,11500,43140,0,0,0,0,0,6988,9140,0,0,3404,1702,0,"PLCL20531"
"PLCL20533",6588,0,3186,0,0,0,0,5856,0,0,0,0,0,0,4281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,0,0,0,0,0,0,0,44610,0,1427,2854,0,10172,97120,0,4500,0,0,7926,24400,0,0,0,0,0,0,0,0,2928,15896,0,1332,3549,0,182740,0,0,19452,0,0,0,0,0,8846,0,3004,1427,1427,0,0,0,5328,0,8281,29740,0,0,0,1062,0,1765,0,0,5008,23317,0,1340,0,0,0,0,0,0,7434,0,0,0,0,0,0,0,0,0,0,0,0,0,70768,0,0,1488,0,0,0,0,5360,0,0,7288,0,15840,0,9993,0,0,15372,4506,0,0,0,9860,0,0,0,8240,0,0,0,0,0,0,0,0,0,0,0,29830,0,0,4044,0,0,0,0,23880,0,0,160700,0,0,0,16890,0,0,0,0,0,"PLCL20533"
"PLCL20538",0,10045,2880,1894,0,0,5196,6357,9948,32630,14922,0,0,0,3870,0,0,0,0,2139,6660,0,0,0,0,0,0,0,12980,1110,4636,0,0,0,4648,0,0,0,4878,1149,1290,2580,0,10684,13348,2676,2040,2805,0,231720,31960,0,0,0,778,0,4975,778,14200,3470,2887,0,0,2457,0,23920,41100,5370,0,0,0,0,16282,0,0,5010,0,1290,1290,15588,21300,31176,0,0,5733,3252,0,2487,0,960,3263,0,0,0,4991,0,0,5224,0,0,0,0,0,0,6720,1122,0,0,0,0,0,0,0,122600,10701,0,7134,17835,0,0,0,6972,2676,0,0,0,20896,11690,7576,0,0,0,0,0,5340,8568,0,0,0,0,0,0,13232,0,0,14840,0,0,0,113500,0,5750,3832,0,0,0,0,0,17750,0,13746,0,0,0,22030,98830,0,0,0,0,0,3748,0,0,0,3832,1916,0,"PLCL20538"
"PLCL20541",0,0,2826,0,0,0,0,5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668,0,0,0,0,0,0,0,0,0,0,0,0,10388,2376,0,0,0,0,21132,21380,0,0,0,650,0,0,650,0,2668,2668,0,0,0,0,56640,0,0,0,0,0,0,0,0,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,626,0,4444,0,0,0,0,0,0,0,0,0,6594,0,0,0,0,0,0,0,0,0,0,0,0,0,11232,0,0,0,0,0,0,0,0,0,0,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL20541"
"PLCL20935",0,68426,2829,0,0,9532,0,5308,12924,18720,19386,0,0,0,0,0,0,13761,0,45320,8604,4524,0,3028,0,10556,0,0,16440,1434,2654,0,0,0,9072,0,1514,1514,3018,644,0,0,0,8540,3228,2312,0,0,0,194400,27030,0,0,0,618,517,11607,618,8184,2654,2654,0,0,0,0,12710,0,12930,0,0,0,16122,0,0,8547,12114,3808,0,0,0,12276,0,0,0,0,2012,0,3231,0,943,1872,0,0,125800,3740,0,0,3136,0,0,0,0,0,0,6601,0,0,0,0,0,0,0,0,0,0,0,0,0,68376,0,0,5736,2312,0,142600,0,12544,15806,0,0,0,7780,0,0,130120,23024,0,5712,0,0,0,14560,5228,0,0,7640,0,0,0,7960,0,17470,0,0,0,0,4968,45310,0,0,9948,0,0,0,7860,162700,0,0,0,0,436200,3604,30340,0,14298,0,0,0,"PLCL20935"
"PLCL20936",0,0,3600,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,0,8342,0,0,0,2975,0,5670,30180,0,0,0,626,0,0,626,0,3150,3150,0,0,0,0,54250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,637,0,3905,0,0,1144,0,0,0,0,0,0,8400,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,0,0,0,0,4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,7410,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL20936"
"PLCL20940",0,0,3288,1184,0,0,0,4620,18980,18940,28470,0,0,0,0,0,0,0,0,1705,3954,0,0,0,0,0,0,0,7240,2955,2310,0,0,0,5216,0,0,0,4344,0,0,0,0,9490,26624,0,3444,3680,0,133140,39100,0,0,0,505,0,52140,505,4860,2310,2310,0,0,4893,0,16670,0,10820,0,0,0,3900,0,0,0,4860,0,0,0,0,7290,0,0,0,11417,2896,0,4745,0,1096,1894,0,0,0,4490,0,7336,5726,0,0,0,0,0,0,7672,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6584,0,0,0,0,22904,11340,4736,0,0,0,0,0,31512,8320,0,0,0,0,0,0,0,0,0,345070,0,0,0,0,0,12050,0,9220,0,0,0,0,0,0,13848,0,0,0,9850,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL20940"
"PLCL20947",0,0,2841,0,0,0,0,4956,3164,18980,4746,0,0,3966,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,3940,2478,0,0,0,0,0,0,0,0,0,0,0,0,8300,6564,2636,1344,0,0,144420,18830,0,0,0,754,0,32030,754,5064,2478,2478,0,0,0,0,5920,0,5330,0,0,2992,3498,0,0,1305,3444,0,0,0,0,7596,0,0,0,0,0,0,791,0,947,1898,0,0,0,4324,0,0,6542,0,0,0,0,0,0,6629,0,0,0,0,0,531,0,0,0,0,0,0,0,10440,0,0,2292,2636,0,0,0,26168,8036,0,0,0,0,0,0,6440,12496,0,0,0,0,0,0,0,0,0,8890,4488,0,0,0,0,36300,0,0,0,0,0,0,0,0,7488,0,0,0,0,63410,0,0,0,175900,0,3448,0,15180,0,0,0,0,"PLCL20947"
"PLCL20952",0,0,2016,0,0,0,0,5668,5032,49360,7548,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,2834,0,0,0,0,0,0,0,8928,0,0,0,0,9148,15200,0,5114,0,0,299640,28210,0,0,0,583,0,567,583,8540,2834,5334,0,3814,0,0,10790,0,0,3750,0,0,0,27615,0,0,0,0,0,0,0,12810,0,15256,0,0,5952,0,1258,0,672,4936,0,0,0,6019,0,0,3096,0,0,0,0,0,0,4704,0,0,0,0,0,0,0,0,0,12183,0,8122,20305,0,0,0,1934,0,0,0,0,12384,0,0,0,0,0,0,0,4404,0,0,0,0,0,0,0,10252,0,0,7950,0,0,0,84390,0,0,16860,0,0,0,0,0,0,0,0,0,0,0,0,19620,0,0,0,0,0,0,0,5980,0,16860,8430,0,"PLCL20952"
"PLCL20955",0,0,3498,1134,0,0,0,5344,2924,5790,4386,0,0,0,6894,3075,3075,0,0,1598,5496,0,0,0,0,0,0,0,10410,916,2672,0,0,0,4928,0,0,0,0,692,2298,4596,0,8808,42200,0,8296,3075,0,71700,19340,0,0,0,548,0,1904,548,3492,2672,2672,0,0,7254,0,7270,0,5540,0,0,0,0,4543,0,0,5769,0,2298,2298,0,5238,0,0,0,16926,0,0,731,0,1166,579,0,806,0,3970,0,0,2234,0,0,0,0,0,0,8162,1230,0,0,0,0,0,0,0,0,2589,0,1726,4315,0,0,0,11784,0,0,0,0,14366,13461,4536,0,0,0,0,0,0,6808,0,0,0,0,0,0,4472,0,0,6350,0,0,0,19590,0,0,8140,0,0,0,0,0,0,0,14922,0,0,0,16880,41010,0,0,0,0,0,5500,0,0,0,8140,4070,0,"PLCL20955"
"PLCL20960",0,3766,2532,1972,0,0,6344,5672,2368,0,3552,0,0,0,5913,0,0,0,0,520,0,0,0,0,0,0,0,0,7280,0,2836,0,0,0,0,0,0,0,0,0,1971,3942,0,10060,84160,0,8602,3015,0,40818,37140,0,0,0,0,0,7113,0,0,2836,2836,0,0,8367,0,9010,0,5470,0,0,0,0,0,0,0,9714,0,1971,1971,19032,0,38064,0,0,19523,0,0,592,0,844,0,0,0,0,4982,0,0,1880,0,0,0,0,0,0,5908,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5404,0,0,0,0,7520,22666,7888,0,0,0,0,0,0,0,0,0,0,0,12526,0,0,0,0,6600,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,8568,0,0,0,15120,24320,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL20960"
"PLCL20963",0,0,3729,0,0,0,0,6108,0,5440,0,0,0,0,5418,0,0,0,0,945,3480,0,0,0,0,0,0,0,8810,580,3054,0,0,0,0,0,0,0,0,0,1806,3612,0,5630,27384,0,1572,0,0,64320,19220,0,0,0,601,0,3336,601,17452,3054,3054,0,0,6357,0,7510,0,0,0,0,0,0,10381,0,0,3387,0,1806,1806,0,26178,0,0,0,14833,0,0,0,0,1243,544,0,0,0,2312,0,0,3628,0,0,0,0,0,0,8701,0,0,0,0,0,0,0,0,0,13218,0,8812,22030,0,0,0,6126,0,0,0,0,14512,7903,0,0,0,0,0,0,8120,4832,0,0,0,0,0,0,2072,0,0,6520,0,3486,0,54590,0,0,192040,0,0,0,0,0,9580,0,5904,0,0,0,25370,58900,0,0,0,0,0,4312,0,9000,0,192040,96020,0,"PLCL20963"
"PLCL20966",0,0,3696,0,0,0,0,5036,2992,0,4488,0,0,6282,0,0,0,0,0,0,3036,0,0,0,0,0,0,0,6410,7022,2518,0,0,0,0,0,0,0,0,603,0,0,0,5642,3716,0,1186,0,0,20088,21970,0,0,0,646,0,21070,646,2136,2518,2518,0,1032,0,0,0,0,7640,0,0,0,10650,0,0,1743,3783,0,0,0,0,3204,0,4128,0,0,0,0,748,0,1232,0,0,0,0,2691,0,0,9932,0,0,0,0,0,0,8624,0,0,0,0,0,0,0,0,0,0,0,0,0,13944,0,0,2936,0,0,0,0,39728,8827,0,0,0,0,0,0,4664,8424,0,0,0,0,0,0,0,0,0,7600,0,6294,0,0,0,56290,0,5980,0,0,0,7120,0,0,6774,0,0,0,15310,40070,0,0,0,0,0,0,6040,10870,0,0,0,0,"PLCL20966"
"PLCL20968",30028,0,3369,0,0,0,0,5408,4744,0,9656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,0,0,0,0,0,0,0,0,0,0,6214,25976,0,0,0,0,7134,31500,0,0,0,737,0,0,737,0,2704,2704,0,0,4317,0,603700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10073,0,0,1440,0,1123,0,0,11380,0,3938,46116,0,0,0,0,0,0,0,0,7861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4434,0,0,0,0,0,0,0,0,0,0,0,19764,0,0,58062,0,0,0,0,0,0,0,12820,5850,0,5217000,0,0,0,0,45960,0,0,0,0,0,0,0,3444,0,0,0,27240,12710,0,0,0,0,0,0,0,0,0,45960,22980,0,"PLCL20968"
"PLCL20973",18093,0,2916,0,0,0,0,5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,8514,3052,0,0,3005,0,0,20130,0,0,0,554,0,0,554,0,2946,2946,0,0,1644,0,320200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3836,0,0,0,0,972,0,0,0,0,3761,73920,0,0,0,0,0,0,0,0,6804,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,6730,0,0,0,0,0,0,0,0,0,0,0,0,0,31680,3320,0,42217,0,0,0,0,0,2808,0,0,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8330,43370,0,0,12980,0,0,0,0,0,0,0,0,0,"PLCL20973"
"PLCL20974",3291,0,2637,0,0,0,0,5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914,0,0,0,0,0,0,0,0,0,0,0,0,6356,0,0,0,0,0,23196,23450,0,0,0,614,0,0,614,0,2914,2914,0,0,0,0,140600,0,0,0,0,0,0,0,0,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,3036,11942,0,0,0,0,0,0,0,0,6153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,0,0,0,0,0,4438,0,0,0,0,0,5118,0,0,7679,0,0,0,0,0,0,0,0,22450,0,0,0,0,0,0,12704,0,0,0,0,0,0,0,0,0,0,0,5760,9990,0,0,0,0,0,0,0,0,0,12704,6352,0,"PLCL20974"
"PLCL20980",0,0,2313,1184,0,0,1394,5316,3996,54120,5994,0,0,3744,0,0,0,0,0,1791,5280,0,0,2592,0,0,0,0,7440,5156,2658,0,0,0,4120,0,1296,1296,7236,685,0,0,0,9814,0,5928,0,0,0,413700,26800,0,0,0,587,0,7041,587,6276,2658,4790,1716,0,0,1716,0,0,10140,3198,0,4436,14682,0,0,3792,0,0,0,0,4182,9414,8364,0,2288,0,4824,4272,999,0,771,5412,0,0,3855,5281,0,0,5644,0,0,0,0,0,0,5397,0,0,0,0,0,0,0,0,0,0,0,0,0,30336,0,0,6054,5928,0,5100,0,22576,0,4736,0,0,0,0,0,8564,14808,0,0,0,0,0,0,0,0,0,6650,6654,0,0,0,0,74450,0,0,0,0,0,7200,0,0,13662,1068,0,0,12920,16510,0,0,0,144800,743100,7180,7580,0,0,0,0,0,"PLCL20980"
"PLCL20981",0,31752,2814,1910,0,0,0,4412,2368,16980,3552,0,0,0,0,0,0,0,0,1712,9228,0,0,0,0,0,0,0,17190,1538,2206,0,0,0,8816,0,0,0,3438,1178,0,0,0,9262,47640,0,5384,2745,0,141420,36390,0,0,0,595,0,8108,595,7288,2206,4850,0,0,3747,0,7950,0,15380,3966,0,0,4740,0,0,598,8064,0,0,0,0,10932,0,0,0,8743,2292,0,592,0,938,1698,545,0,0,4652,0,0,6634,0,0,0,0,0,0,6566,1098,0,0,0,0,0,0,0,0,0,0,0,0,4784,0,0,8868,0,0,0,0,26536,18816,7640,11304,0,0,0,0,11832,13448,0,0,0,0,0,0,2808,0,0,8120,0,0,0,24100,0,6470,3208,0,0,0,0,5740,0,0,18366,0,0,0,15210,104600,0,0,0,0,0,4520,0,0,0,3208,1604,0,"PLCL20981"
"PLCL20993",0,5915,2595,0,0,0,1588,5704,5656,12100,8484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852,0,0,0,0,0,0,0,4458,0,0,0,0,9108,0,6272,5080,3175,0,94920,37120,0,0,0,601,0,12450,601,10312,2852,2852,0,0,0,0,7020,0,0,0,0,0,0,0,0,575,0,0,0,0,4764,15468,9528,0,0,0,2972,0,1414,0,865,1210,0,0,0,5668,0,0,3158,0,0,0,0,0,0,6055,1270,0,0,0,0,0,0,0,5580,0,0,0,0,4600,0,0,1836,6272,0,0,0,12632,0,0,47872,0,0,0,0,7764,0,0,0,0,0,0,8520,12424,0,0,7070,0,0,0,36700,0,36720,0,0,0,0,4544,13620,16340,0,3348,0,0,0,7420,40730,0,0,0,0,0,0,11270,0,0,0,0,0,"PLCL20993"
"PLCL21373",0,0,2727,0,0,19824,5065,5444,0,26260,0,0,0,0,0,0,0,9070,0,9328,0,5001,0,0,0,11669,0,0,0,0,2722,0,0,0,0,0,0,0,0,0,0,0,0,7412,4520,0,0,2705,0,207480,22500,0,0,0,601,0,3011,601,6216,2722,2722,0,0,2832,0,49780,0,0,0,0,0,0,0,0,0,6613,0,0,0,15195,9324,30390,0,0,6608,0,0,0,0,909,2626,0,1335,0,3165,0,0,2142,0,0,0,0,0,0,6363,1082,0,0,0,0,0,0,0,0,1527,0,1018,2545,0,0,0,1714,0,0,106800,0,8568,5502,0,6520,0,0,0,0,14268,0,0,0,0,0,7758,0,2640,0,0,6650,0,0,0,35640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120100,0,0,0,0,86940,2024,0,0,29736,0,0,0,"PLCL21373"
"PLCL21376",0,48024,2715,1746,0,6140,0,4956,0,8580,0,0,0,6822,0,0,0,8680,0,23480,11730,12522,0,2336,0,29218,0,0,15660,4063,2478,0,0,0,6592,0,1168,1168,0,1053,0,0,0,7926,5312,0,1196,2845,0,67320,33120,0,0,0,0,836,13136,0,7344,2478,2478,0,0,0,0,29130,0,16420,0,0,0,5388,0,0,0,14624,0,0,0,0,11016,0,0,0,0,0,0,0,0,905,858,0,0,40660,4810,0,0,7046,0,0,0,0,0,0,6335,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016,0,0,124500,0,28184,18816,6984,0,0,0,0,0,14600,11768,0,0,0,0,0,0,4368,0,0,11870,0,0,0,0,3060,12330,0,0,0,0,0,0,0,0,12732,0,11460,0,14590,124000,0,0,0,0,401500,3476,0,0,9210,0,0,0,"PLCL21376"
