Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,rel_to_oxygen,ReleaseDate,create_date,version,samp_collect_device,Sample Name,SRA Study
SRR33980715,AMPLICON,446,91347971,PRJNA1276713,SAMN49082410,Metagenome or environmental,29502528,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179099,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 287,20.044923 N 99.894760 E,BH287,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH287,SRP592103
SRR33980716,AMPLICON,446,90733094,PRJNA1276713,SAMN49082409,Metagenome or environmental,29200042,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179098,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 286,20.044923 N 99.894760 E,BH286,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH286,SRP592103
SRR33980717,AMPLICON,446,90799419,PRJNA1276713,SAMN49082408,Metagenome or environmental,28824156,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179097,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 285,20.044923 N 99.894760 E,BH285,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH285,SRP592103
SRR33980718,AMPLICON,446,91289880,PRJNA1276713,SAMN49082381,Metagenome or environmental,29570395,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179096,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 211,20.044923 N 99.894760 E,BH211,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH211,SRP592103
SRR33980719,AMPLICON,446,97009924,PRJNA1276713,SAMN49082407,Metagenome or environmental,30566055,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179095,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 284,20.044923 N 99.894760 E,BH284,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH284,SRP592103
SRR33980720,AMPLICON,446,91941711,PRJNA1276713,SAMN49082406,Metagenome or environmental,29323664,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179094,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 282,20.044923 N 99.894760 E,BH282,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH282,SRP592103
SRR33980721,AMPLICON,446,92415440,PRJNA1276713,SAMN49082405,Metagenome or environmental,29269420,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179093,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 280,20.044923 N 99.894760 E,BH280,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH280,SRP592103
SRR33980722,AMPLICON,446,92244271,PRJNA1276713,SAMN49082404,Metagenome or environmental,29379836,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179092,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 279,20.044923 N 99.894760 E,BH279,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH279,SRP592103
SRR33980723,AMPLICON,446,96448836,PRJNA1276713,SAMN49082403,Metagenome or environmental,30666600,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179091,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 277,20.044923 N 99.894760 E,BH277,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH277,SRP592103
SRR33980724,AMPLICON,446,94906982,PRJNA1276713,SAMN49082402,Metagenome or environmental,29402941,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179090,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 273,20.044923 N 99.894760 E,BH273,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH273,SRP592103
SRR33980725,AMPLICON,446,95627348,PRJNA1276713,SAMN49082401,Metagenome or environmental,30613253,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179089,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 272,20.044923 N 99.894760 E,BH272,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH272,SRP592103
SRR33980726,AMPLICON,446,91687580,PRJNA1276713,SAMN49082400,Metagenome or environmental,28876059,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179088,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 271,20.044923 N 99.894760 E,BH271,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH271,SRP592103
SRR33980727,AMPLICON,446,90806057,PRJNA1276713,SAMN49082399,Metagenome or environmental,29302354,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179087,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 269,20.044923 N 99.894760 E,BH269,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH269,SRP592103
SRR33980728,AMPLICON,446,91276724,PRJNA1276713,SAMN49082398,Metagenome or environmental,27708689,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179086,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 266,20.044923 N 99.894760 E,BH266,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH266,SRP592103
SRR33980729,AMPLICON,446,91513414,PRJNA1276713,SAMN49082380,Metagenome or environmental,29432437,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179085,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 210,20.044923 N 99.894760 E,BH210,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH210,SRP592103
SRR33980730,AMPLICON,446,91577272,PRJNA1276713,SAMN49082397,Metagenome or environmental,29032602,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179084,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 262,20.044923 N 99.894760 E,BH262,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH262,SRP592103
SRR33980731,AMPLICON,446,91887643,PRJNA1276713,SAMN49082396,Metagenome or environmental,29236077,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179083,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 258,20.044923 N 99.894760 E,BH258,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH258,SRP592103
SRR33980732,AMPLICON,446,90731950,PRJNA1276713,SAMN49082395,Metagenome or environmental,29361464,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179082,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 256,20.044923 N 99.894760 E,BH256,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH256,SRP592103
SRR33980733,AMPLICON,446,96254546,PRJNA1276713,SAMN49082394,Metagenome or environmental,30554802,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179081,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 249,20.044923 N 99.894760 E,BH249,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH249,SRP592103
SRR33980734,AMPLICON,446,91679598,PRJNA1276713,SAMN49082393,Metagenome or environmental,29560368,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179080,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 248,20.044923 N 99.894760 E,BH248,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH248,SRP592103
SRR33980735,AMPLICON,446,90920987,PRJNA1276713,SAMN49082392,Metagenome or environmental,29592237,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179079,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 247,20.044923 N 99.894760 E,BH247,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH247,SRP592103
SRR33980736,AMPLICON,446,90597898,PRJNA1276713,SAMN49082391,Metagenome or environmental,28354675,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179078,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 243,20.044923 N 99.894760 E,BH243,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH243,SRP592103
SRR33980737,AMPLICON,446,91889088,PRJNA1276713,SAMN49082390,Metagenome or environmental,29106710,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179077,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 236,20.044923 N 99.894760 E,BH236,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH236,SRP592103
SRR33980738,AMPLICON,446,84800489,PRJNA1276713,SAMN49082389,Metagenome or environmental,26788310,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179076,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 234,20.044923 N 99.894760 E,BH234,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH234,SRP592103
SRR33980739,AMPLICON,446,92935174,PRJNA1276713,SAMN49082388,Metagenome or environmental,29233837,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179075,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 231,20.044923 N 99.894760 E,BH231,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH231,SRP592103
SRR33980740,AMPLICON,446,92325531,PRJNA1276713,SAMN49082379,Metagenome or environmental,29090813,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179074,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 206,20.044923 N 99.894760 E,BH206,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH206,SRP592103
SRR33980741,AMPLICON,446,90850923,PRJNA1276713,SAMN49082378,Metagenome or environmental,29363506,MAE FAH LUANG UNIVERSITY,2021-03-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX29179073,Thailand,Asia,Thailand: Chiang Rai,Homo sapiens,Illumina NovaSeq X Plus,Stool sample 205,20.044923 N 99.894760 E,BH205,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,anaerobe,2025-06-14T00:00:00Z,2025-06-14T05:35:00Z,1,stool collection container,BH205,SRP592103
