"","Abiotrophia_defectiva","Acetanaerobacterium_elongatum","Acetivibrio_cellulolyticus","Acetivibrio_ethanolgignens","Acidaminococcus_fermentans","Acidaminococcus_intestini","Aciditerrimonas_ferrireducens","Acidithiobacillus_thiooxidans","Acidovorax_caeni","Acidovorax_temperans","Acinetobacter_beijerinckii","Acinetobacter_calcoaceticus","Acinetobacter_johnsonii","Acinetobacter_junii","Acinetobacter_marinus","Acinetobacter_parvus","Acinetobacter_ursingii","Actinomyces_graevenitzii","Actinomyces_lingnae","Actinomyces_naeslundii","Actinomyces_odontolyticus","Adlercreutzia_equolifaciens","Aggregatibacter_aphrophilus","Aggregatibacter_segnis","Akkermansia_muciniphila","Alcaligenes_faecalis","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Altererythrobacter_dongtanensis","Altererythrobacter_troitsensis","Anaerococcus_lactolyticus","Anaerococcus_murdochii","Anaerococcus_octavius","Anaerococcus_vaginalis","Anaerofilum_pentosovorans","Anaerofustis_stercorihominis","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerotruncus_colihominis","Anaerovorax_odorimutans","Aquabacterium_fontiphilum","Arcobacter_cryaerophilus","Atopobium_parvulum","Atopobium_rimae","Bacillus_flexus","Bacillus_megaterium","Bacillus_thermoamylovorans","Bacteroides_acidifaciens","Bacteroides_barnesiae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_clarus","Bacteroides_coprocola","Bacteroides_coprophilus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecichinchillae","Bacteroides_finegoldii","Bacteroides_fluxus","Bacteroides_fragilis","Bacteroides_helcogenes","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_oleiciplenus","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_rodentium","Bacteroides_salyersiae","Bacteroides_stercorirosoris","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Barnesiella_viscericola","Bifidobacterium_adolescentis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bilophila_wadsworthia","Blastocatella_fastidiosa","Blautia_faecis","Blautia_glucerasea","Blautia_hydrogenotrophica","Blautia_luti","Blautia_schinkii","Bosea_thiooxidans","Brachymonas_chironomi","Brachyspira_aalborgi","Brachyspira_ibaraki","Brachyspira_pilosicoli","Butyricicoccus_pullicaecorum","Butyricimonas_synergistica","Butyricimonas_virosa","Butyrivibrio_crossotus","Butyrivibrio_fibrisolvens","Caldilinea_aerophila","Campylobacter_concisus","Campylobacter_hominis","Campylobacter_ureolyticus","Cardiobacterium_hominis","Cardiobacterium_valvarum","Catabacter_hongkongensis","Catenibacterium_mitsuokai","Cetobacterium_somerae","Christensenella_minuta","Chryseobacterium_taihuense","Citrobacter_freundii","Citrobacter_koseri","Cloacibacillus_porcorum","Clostridium_aldenense","Clostridium_aminobutyricum","Clostridium_asparagiforme","Clostridium_bartlettii","Clostridium_cellulolyticum","Clostridium_citroniae","Clostridium_clariflavum","Clostridium_clostridioforme","Clostridium_disporicum","Clostridium_fusiformis","Clostridium_glycolicum","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_hiranonis","Clostridium_hungatei","Clostridium_hylemonae","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_lavalense","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_neonatale","Clostridium_nexile","Clostridium_paraputrificum","Clostridium_perfringens","Clostridium_polysaccharolyticum","Clostridium_propionicum","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_scindens","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_symbiosum","Clostridium_tertium","Clostridium_viride","Collinsella_aerofaciens","Collinsella_tanakaei","Comamonas_denitrificans","Comamonas_kerstersii","Comamonas_terrigena","Comamonas_testosteroni","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Corynebacterium_argentoratense","Corynebacterium_durum","Corynebacterium_lipophiloflavum","Cronobacter_dublinensis","Dehalobacterium_formicoaceticum","Delftia_tsuruhatensis","Denitrobacterium_detoxificans","Dermacoccus_nishinomiyaensis","Desulfovibrio_desulfuricans","Desulfovibrio_fairfieldensis","Desulfovibrio_piger","Desulfovibrio_vulgaris","Dethiosulfatibacter_aminovorans","Dialister_invisus","Dialister_micraerophilus","Dialister_pneumosintes","Dialister_propionicifaciens","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Eikenella_corrodens","Elusimicrobium_minutum","Enterobacter_aerogenes","Enterobacter_cloacae","Enterobacter_lignolyticus","Enterobacter_ludwigii","Enterorhabdus_caecimuris","Erwinia_billingiae","Escherichia/Shigella_coli","Eubacterium_biforme","Eubacterium_contortum","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_dolichum","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_infirmum","Eubacterium_limosum","Eubacterium_pyruvativorans","Eubacterium_ramulus","Eubacterium_rangiferina","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_siraeum","Eubacterium_sulci","Eubacterium_ventriosum","Eubacterium_xylanophilum","Ewingella_americana","Faecalibacterium_prausnitzii","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Fusobacterium_equinum","Fusobacterium_mortiferum","Fusobacterium_necrogenes","Fusobacterium_nucleatum","Fusobacterium_periodonticum","Fusobacterium_varium","Gallicola_barnesae","Gardnerella_vaginalis","Gemella_haemolysans","Gemella_morbillorum","Gemella_sanguinis","Gemmiger_formicilis","Gordonibacter_pamelaeae","Granulicatella_elegans","Haemophilus_influenzae","Haemophilus_parahaemolyticus","Haemophilus_parainfluenzae","Haemophilus_pittmaniae","Haemophilus_sputorum","Helicobacter_pametensis","Helicobacter_pullorum","Holdemania_filiformis","Howardella_ureilytica","Hydrogenoanaerobacterium_saccharovorans","Hydrotalea_flava","Intestinimonas_butyriciproducens","Kineosporia_aurantiaca","Klebsiella_oxytoca","Klebsiella_pneumoniae","Klebsiella_variicola","Kluyvera_cryocrescens","Kluyvera_georgiana","Lachnospira_pectinoschiza","Lactobacillus_acidophilus","Lactobacillus_amylovorus","Lactobacillus_coleohominis","Lactobacillus_delbrueckii","Lactobacillus_fermentum","Lactobacillus_gasseri","Lactobacillus_helveticus","Lactobacillus_iners","Lactobacillus_johnsonii","Lactobacillus_mucosae","Lactobacillus_murinus","Lactobacillus_oris","Lactobacillus_reuteri","Lactobacillus_ruminis","Lactobacillus_salivarius","Lactobacillus_vaginalis","Lactococcus_garvieae","Lactococcus_lactis","Lactonifactor_longoviformis","Lautropia_mirabilis","Leptotrichia_amnionii","Megamonas_funiformis","Megamonas_hypermegale","Megamonas_rupellensis","Megasphaera_elsdenii","Megasphaera_micronuciformis","Melittangium_lichenicola","Methanobrevibacter_smithii","Methanomassiliicoccus_luminyensis","Micropruina_glycogenica","Mitsuokella_jalaludinii","Mitsuokella_multacida","Mobiluncus_curtisii","Moraxella_osloensis","Morganella_morganii","Moryella_indoligenes","Murdochiella_asaccharolytica","Mycoplasma_moatsii","Natranaerovirga_pectinivora","Negativicoccus_succinicivorans","Neisseria_flavescens","Neisseria_subflava","Odoribacter_laneus","Odoribacter_splanchnicus","Oligosphaera_ethanolica","Olsenella_profusa","Olsenella_uli","Oribacterium_sinus","Oscillibacter_valericigenes","Oscillospira_guilliermondii","Oxalobacter_formigenes","Parabacteroides_chinchillae","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_gordonii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraprevotella_clara","Paraprevotella_xylaniphila","Parascardovia_denticolens","Parasutterella_excrementihominis","Parasutterella_secunda","Parvimonas_micra","Peptoclostridium_difficile","Peptococcus_niger","Peptoniphilus_asaccharolyticus","Peptoniphilus_duerdenii","Peptoniphilus_koenoeneniae","Peptoniphilus_lacrimalis","Peptoniphilus_tyrrelliae","Peptostreptococcus_anaerobius","Peptostreptococcus_stomatis","Petrimonas_sulfuriphila","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Phocaeicola_abscessus","Plesiomonas_shigelloides","Pluralibacter_gergoviae","Porphyromonas_asaccharolytica","Porphyromonas_bennonis","Porphyromonas_endodontalis","Porphyromonas_somerae","Porphyromonas_uenonis","Prevotella_albensis","Prevotella_baroniae","Prevotella_bergensis","Prevotella_bivia","Prevotella_buccae","Prevotella_buccalis","Prevotella_copri","Prevotella_corporis","Prevotella_denticola","Prevotella_disiens","Prevotella_intermedia","Prevotella_maculosa","Prevotella_nigrescens","Prevotella_oris","Prevotella_ruminicola","Prevotella_salivae","Prevotella_shahii","Prevotella_stercorea","Prevotella_timonensis","Propionibacterium_acnes","Propioniciclava_tarda","Proteus_mirabilis","Pseudoflavonifractor_capillosus","Pseudoxanthomonas_mexicana","Pyramidobacter_piscolens","Raoultella_ornithinolytica","Raoultella_planticola","Raoultella_terrigena","Robinsoniella_peoriensis","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Rothia_dentocariosa","Rothia_mucilaginosa","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Saccharofermentans_acetigenes","Salmonella_bongori","Salmonella_enterica","Sarcina_ventriculi","Scardovia_wiggsiae","Schlegelella_thermodepolymerans","Sediminibacterium_salmoneum","Selenomonas_lacticifex","Selenomonas_noxia","Slackia_exigua","Slackia_isoflavoniconvertens","Slackia_piriformis","Solobacterium_moorei","Sphingomonas_oryziterrae","Sporobacter_termitidis","Staphylococcus_pasteuri","Staphylococcus_succinus","Stenotrophomonas_maltophilia","Steroidobacter_denitrificans","Streptococcus_mutans","Streptococcus_parasanguinis","Streptococcus_peroris","Streptococcus_pleomorphus","Streptococcus_thermophilus","Subdoligranulum_variabile","Succinatimonas_hippei","Succiniclasticum_ruminis","Succinivibrio_dextrinosolvens","Sutterella_parvirubra","Sutterella_stercoricanis","Sutterella_wadsworthensis","Thauera_terpenica","Thermomonas_fusca","Tissierella_creatinini","Tropheryma_whipplei","Turicibacter_sanguinis","Uruburuella_suis","Veillonella_atypica","Veillonella_dispar","Veillonella_magna","Veillonella_parvula","Veillonella_rogosae","Veillonella_tobetsuensis","Victivallis_vadensis"
"BH230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,182,0,0,0,0,0,225,6,0,5535,115,0,0,0,0,3,0,670,0,147,0,0,0,0,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,18,0,0,7,0,0,21,0,0,0,0,0,0,1,58,0,0,42,0,0,0,24,0,0,0,311,5,0,38,0,0,0,0,10,217,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38409,0,291,6,0,0,128,0,79,0,0,0,0,47,0,0,38,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38850,224,299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665,12,1426,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,370,0,0,0,0,0,0,0,180,0,221,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,804,0,0,0,683,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4772,0,0,834,0,0,0,0,0,0,0,0,0,13,0,0,12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1612,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23146,0,0,0,0,0,9,0,60,3192,0,1073,1071,0,0
"BH221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,765,6,8,0,0,225,0,0,6,0,876,0,0,0,16,0,226,0,0,0,0,0,6117,149,3541,23351,324,0,0,0,0,0,0,122,0,3977,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,2103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,120,0,0,0,0,0,0,0,0,302,0,0,7,0,0,0,1155,0,0,0,0,0,1,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,35,25,0,0,0,0,14,0,0,1,325,0,0,93,0,16,0,84,10,0,0,0,0,0,8717,0,0,0,40,0,0,1644,596,25,0,1533,147,0,0,0,0,0,0,0,0,1679,0,0,0,0,149,0,0,0,0,21,0,0,0,0,0,25,3516,1,66,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,85,1909,0,0,569,0,0,0,1290,6282,0,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,603,0,192,58,0,0,0,230,0,0,0,37,0,44,67,0,1,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,7,13,0,0
"BH220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,340,0,2445,0,129,231,26340,0,0,0,0,0,0,24,0,0,11,26,0,0,0,0,0,0,0,2,0,0,81,0,0,1044,0,0,0,28,0,0,0,0,0,0,0,0,50,0,1142,0,0,0,185,54,709,1304,172,101,0,0,0,0,0,0,0,143,0,51,0,0,0,0,0,0,0,0,0,0,23,171,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,606,9,80,0,0,0,0,0,0,0,0,55,0,0,0,32,0,0,12249,0,0,0,0,0,0,0,51,369,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,31,0,0,464,0,0,0,0,0,0,32,216,0,213,0,232,0,173,24,0,0,0,13,0,1272,91,0,0,146,0,0,7139,409,3,0,160,0,0,0,0,0,0,0,0,0,415,0,0,0,0,182,185,0,0,0,9,32,0,0,0,0,0,105,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7999,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,792,653,0,0,406,0,0,0,392,201,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,34,11153,0,0,0,0,0,0,0,2,0,0,0,0,0,0,73758,4,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,396,229,0,1355,0,2,0,0,219,0,0,8,0,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,168,1214,0,0,0,0,8,0,0,11,0,0,0,0,0
"BH348",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,0,0,18,0,40,0,28495,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,0,0,0,0,0,0,0,0,0,1,0,5,0,51,0,0,0,0,0,70,56,694,875,85,5,0,0,0,0,0,0,0,91,0,90,0,0,18,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,108,5,5,2,0,0,0,0,0,0,0,239,0,0,5,2,0,0,62,0,0,0,0,0,0,0,6,152,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,173,0,0,94,0,42,0,264,0,0,0,0,0,0,0,0,0,0,35,0,0,7654,45,56,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,11,1152,0,0,192,26,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111773,0,0,0,0,0,0,0,0,0,0,8234,0,0,0,0,0,0,0,0,0,0,0,307,0,0,660,0,0,0,0,277,0,0,2,3,0,621,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,71,0,0,0,0,0,0,0,0,0,0,0,0,0
"BH346",0,5,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,546,0,0,204,0,0,5,0,83,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,67,0,0,0,350,0,0,0,0,72,0,0,0,0,38,0,0,42,10,0,0,0,696,0,0,0,230,21,1032,632,12,130,0,3,23,0,0,44,0,291,0,331,0,0,58,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,704,0,13,0,0,0,3,0,0,0,0,0,0,0,0,379,0,0,0,9,0,0,0,0,50,0,82,0,0,0,5,0,3,0,0,58,0,0,20,0,0,0,96,0,0,0,0,0,0,0,12,112,575,0,0,0,2,0,0,0,0,0,47,0,0,0,0,0,0,0,0,24,222,0,0,0,0,0,0,0,0,0,360,0,0,2108,5,118,0,99,3,0,0,0,0,0,1248,0,0,0,21,0,0,10493,95,0,0,82,0,0,0,0,0,0,0,0,8,2250,0,0,5,0,1020,0,0,0,0,4,0,0,0,15,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,0,0,360,47,0,0,0,0,1,791,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,26,1540,32,3,125,9,0,0,148,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,11369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87083,0,0,0,0,0,0,122,0,0,0,25719,0,0,0,0,0,0,14,0,0,0,0,1430,0,72,938,0,12,3,14,220,0,0,6,16,209,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,30,0,0,0,0,123,0,0,16,0,2,85,0,0
"BH345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21320,0,0,755,144,0,374,0,206,165,0,0,0,0,48,9,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4314,174,24,0,0,3697,0,114,0,0,47688,0,4388,0,14,0,1793,0,1060,0,129,0,0,504,7972,6513,105,23,0,0,1880,1,0,2045,30,102,0,56,0,8,439,0,0,0,0,0,0,0,0,107,0,0,0,0,85,6,0,0,0,0,0,42,0,0,0,0,76,0,115,48,0,0,0,2,0,0,0,0,10423,0,0,949,299,229,956,218,0,0,1498,0,0,0,0,5,0,0,0,0,951,0,0,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,137,7,0,0,162,0,0,0,0,0,0,0,0,375,0,120,9552,100,62,42,0,8,0,0,0,24,0,0,0,0,0,0,0,0,1389,1363,0,0,0,0,0,0,0,3,12,0,0,0,2458,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,89,0,0,0,0,0,0,8,0,0,0,2,0,0,4,0,0,0,38,0,0,0,0,676,0,59,0,2257,0,0,0,1041,0,0,0,3,155,35,8,0,30,3,26,91,0,23,0,0,1871,0,0,0,0,212,333,0,19,362,0,0,1,471,0,922,75,498,0,0,0,0,0,0,0,0,0,707,815,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,8,0,0,0,438,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,11,0,0,0,0,238,0,1,82,0,0,0,0,0,0,0,8,0,5,0,0,0
"BH344",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42,1012,0,2758,0,0,0,0,0,0,0,0,0,45,63,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,66,0,26,0,0,0,0,0,0,0,0,153,231,0,0,0,0,0,0,0,33,538,21,0,0,0,0,0,0,0,193,0,18,0,0,82,0,0,0,4,0,0,5,0,80,93,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,20,317,0,42,0,0,3,0,0,0,29,0,0,0,0,0,0,500,0,183,0,0,0,0,0,17,0,0,0,0,0,9,0,0,0,23,0,0,0,0,0,0,0,43,183,326,0,0,0,0,0,0,0,0,0,0,1337,0,0,0,0,0,0,1473,50,318,0,0,0,0,0,0,0,0,0,165,2200,0,2961,0,368,0,0,16,0,0,0,8,0,8,0,548,0,22,157,0,11382,284,0,0,0,0,0,0,0,0,0,0,0,4,532,0,0,0,0,66,0,0,0,0,9,116,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,156,7472,24,0,65,0,0,0,13,42,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35591,0,0,0,0,0,0,3,0,0,0,15746,0,0,0,0,0,0,0,0,0,0,0,774,808,0,198,0,0,30,15,4,13,0,0,0,33,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"BH343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,66,473,0,0,40,38,76,324,5716,0,0,0,0,0,0,16,0,0,0,65,0,0,0,0,0,0,0,0,0,0,10,0,0,75,0,0,0,90,0,0,604,0,44,17,25,0,2417,0,141,0,0,0,71,128,3727,731,35,37,0,0,0,0,0,482,0,90,0,553,0,0,1844,0,0,0,2,0,0,38,0,84,0,0,0,0,0,0,0,0,14,1352,0,115,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,42,0,7,0,0,835,12,120,4,0,19,0,0,0,4,0,17,0,0,4,28,0,0,322,0,0,0,0,0,0,0,45,528,0,0,0,0,0,0,0,0,0,0,1,3028,0,0,0,0,0,0,0,361,284,0,0,0,0,0,0,0,0,0,0,1294,0,2776,0,1220,3,0,15,0,0,0,44,0,0,2,774,0,4,6,0,20853,495,0,0,0,0,0,0,0,0,0,0,0,0,1911,0,0,0,0,12,0,0,0,0,36,179,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,604,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,183,0,0,0,0,207,1769,3,17,277,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83278,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,42,0,0,0,0,0,0,458,0,818,3772,0,3,1388,12,545,0,0,6,0,63,2664,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BH336",9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,39,0,0,0,0,0,12,0,0,675,15,0,0,10,139,28,20,2883,12,56,0,156,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17829,3,0,0,0,0,0,1,0,0,210,0,0,0,0,148,0,5,0,0,2,0,2,0,0,0,0,0,0,0,6,27,0,0,0,2561,0,0,0,0,0,0,4421,3,0,0,0,0,0,0,81,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,25,0,0,192,133,0,0,0,0,0,0,0,0,0,1996,47,0,0,0,658,0,8,67,0,0,0,0,0,1556,0,0,3,0,0,0,16757,36,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,615,0,55,0,0,0,176,0,0,0,0,0,1,0,0,0,12,0,0,0,13,0,8,0,0,3,6,0,15,12,11,92,0,0,0,0,0,0,72960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8484,0,0,0,0,0,0,0,0,0,0,0,2656,0,0,262,0,0,3,0,0,0,0,400,2,47,693,0,0,6,0,0,0,0,1,0,0,23,0,62,0,0,0,0,0,0,3,0,0,0,90,0,0,39,0,0,44,0,0,0,0,0,18,0,395,1860,0,295,223,11,0
