database_identifier	chemical_formula	smiles	inchi	metabolite_identification	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	CON-001-F	CON-002-F	CON-003-F	CON-004-F	CON-005-F	CON-006-F	CON-007-F	CON-008-F	CON-009-F	CON-010-F	CON-011-F	CON-012-F	CON-013-F	CON-014-F	CON-015-F	CON-016-F	CON-017-F	CON-018-F	CON-019-F	CON-020-F	CON-021-F	CON-022-F	CON-023-F	CON-024-F	CON-025-F	CON-026-F	CON-027-F	CON-028-F	CON-029-F	CON-030-F	CON-031-F	CON-032-F	CON-033-F	CON-034-F	CON-035-F	CON-036-F	CON-037-F	CON-038-F	CON-039-F	CON-040-F	CON-041-F	CON-042-F	CON-043-F	CON-044-F	CON-045-F	CON-046-F	CON-047-F	CON-048-F	CON-049-F	CON-050-F	CON-051-F	CON-052-F	CON-053-F	CON-054-F	CON-055-F	CON-056-F	CON-057-F	CON-058-F	CON-059-F	CON-060-F	CON-061-F	CON-062-F	CON-063-F	CON-064-F	CON-065-F	CON-066-F	CON-067-F	CON-068-F	CON-069-F	KD-001-F	KD-002-F	KD-003-F	KD-004-F	KD-005-F	KD-006-F	KD-007-F	KD-008-F	KD-009-F	KD-010-F	KD-011-F	KD-012-F	KD-013-F	KD-014-F	KD-015-F	KD-016-F	KD-017-F	KD-018-F	KD-019-F	KD-020-F	KD-021-F	KD-022-F	KD-023-F	KD-024-F	KD-025-F	KD-026-F	KD-027-F	KD-028-F	KD-029-F	KD-030-F	KD-031-F	KD-032-F	KD-033-F	KD-034-F	KD-035-F	KD-036-F	KD-037-F	KD-038-F	KD-039-F	KD-040-F	KD-041-F	KD-042-F	KD-043-F	KD-044-F	KD-045-F	KD-046-F	KD-047-F	KD-048-F	KD-049-F	KD-050-F	KD-051-F	KD-052-F	KD-053-F	KD-054-F	KD-055-F	KD-056-F	KD-057-F	KD-058-F	KD-059-F	KD-060-F	KD-061-F	KD-062-F	KD-063-F	KD-064-F	KD-065-F	KD-066-F	KD-067-F	KD-068-F	KD-069-F	KD-070-F	KD-071-F	KD-072-F	KD-073-F	KD-074-F	KD-075-F	KD-076-F	KD-077-F	KD-078-F	KD-079-F	KD-080-F	KD-081-F	KD-082-F	KD-083-F	KD-084-F	KD-085-F	KD-086-F	KD-087-F	KD-088-F	KD-089-F	KD-090-F	KD-091-F	KD-092-F	KD-093-F	KD-094-F	KD-095-F	KD-096-F	KD-097-F	KD-098-F	KD-099-F	KD-100-F	KD-101-F	KD-102-F	KD-103-F	KD-104-F	KD-105-F	KD-106-F	KD-107-F	KD-108-F	KD-109-F	KD-110-F	KD-111-F	KD-112-F	KD-113-F	KD-114-F	KD-115-F	KD-116-F	KD-117-F	KD-118-F	KD-119-F	KD-120-F	KD-121-F	KD-122-F	KD-123-F	KD-124-F	KD-125-F	KD-126-F	KD-127-F	KD-128-F	KD-129-F	KD-130-F	KD-131-F	KD-132-F	KD-133-F	KD-134-F	KD-135-F	KD-136-F	KD-137-F	KD-138-F	KD-139-F	KD-140-F	KD-141-F	KD-142-F	KD-143-F	KD-144-F	KD-145-F	KD-146-F	KD-147-F	KD-148-F	KD-149-F	KD-150-F	KD-151-F	KD-152-F	KD-153-F	KD-154-F	KD-155-F	KD-156-F	KD-157-F	KD-158-F	KD-159-F	KD-160-F	KD-161-F	KD-162-F	KD-163-F	KD-164-F	KD-165-F	KD-166-F	KD-167-F	KD-168-F	KD-169-F	KD-170-F	KD-171-F	KD-172-F	KD-173-F	KD-174-F	KD-175-F	KD-176-F	KD-177-F	KD-178-F	KD-179-F	KD-180-F	KD-181-F	KD-182-F	KD-183-F	KD-184-F	KD-185-F	KD-186-F	KD-187-F	KD-188-F	KD-189-F	KD-190-F	KD-191-F	KD-192-F	KD-193-F	KD-194-F	KD-195-F	KD-196-F	KD-197-F	KD-198-F	KD-199-F	KD-200-F	KD-201-F	KD-202-F	KD-203-F	KD-204-F	KD-205-F	KD-206-F	KD-207-F	KD-208-F	KD-209-F	KD-210-F	KD-211-F	KD-212-F	KD-213-F	KD-214-F	KD-215-F	KD-216-F	KD-217-F	KD-218-F	KD-219-F	KD-220-F	KD-221-F	KD-222-F	KD-223-F
				Cyclotrisiloxane, hexamethyl-	Cyclotrisiloxane, hexamethyl-						NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens										0.0119306802	0.069543094	0.0648059466	0.0241736741	0.019268001	0.0197080375	0.0192343712	0.0273799689	0.0079366004	0.0222624583	0.0091841568	0.0248318927	0.0108263437	0.0196333542	0.0190298996	0.0202826071	0.0208319451	0.0357711506	0.0185588043	0.0090634012	0.0158057441	0.0144898385	0.0200612899	0.0176225848	0.0116735004	0.0172151982	0.0209367778	0.0135711412	0.0521704078	0.0392849939	0.0809951957	0.014770294	0.0238688211	0.0169347201	0.0192639339	0.0248405215	0.013423131	0.0186506185	0.0221598198		0.0166423522	0.017784479	0.0321932	0.0049543499	0.0144770808	0.0358380291	0.054720011	0.0200517881	0.0323299705	0.080480379	0.0249568189	0.0699800704	0.0274026209	0.05388025	0.0354082108	0.024875988	0.0292678448	0.0115913058	0.0157025219	0.0258668719	0.0377939373		0.0565157947	0.0408896696	0.0252174946	0.108148574	0.0347458288	0.0325802668	0.0169786281	0.0050476247	0.0245541101	0.0160066359	0.0150369483	0.0306797231	0.0066308845	0.0111687006	0.0148156383	0.0154352236	0.0153194307	0.0143402977	0.0393381384	0.0250771539	0.0130192232	0.00951424	0.0317547951	0.0337984567	0.0164299361	0.0160235485	0.0424349572	0.0198194261	0.0110801467	0.0152768818	0.0178575429	0.012682547	0.0337167124	0.0252809004	0.0120365138	0.0521325904	0.0284214764	0.0163393402	0.0196433867	0.0232183417	0.0123556375	0.022627133	0.0147606628	0.0278844455	0.0156691374	0.0109793884	0.0202514715	0.0302665942	0.0218632715	0.0183478416	0.0126682978	0.0411406304	0.0067434327	0.0183309903	0.0089447987	0.017333255	0.021050947	0.0171240098	0.0421732459	0.0175459891	0.0146366567	0.0118980423	0.0104048169	0.0281720062	0.0095273668	0.0196788464	0.0321846167	0.0237360543	0.0276121569	0.0085799987	0.014150144	0.0085319397	0.0072542113	0.009205257	0.0265375952	0.0077305678	0.0231047562	1.47290042210192E-08	0.0144886516	0.056513989	0.0141398924	0.0150461759	0.0119600997	0.0306432342	0.0298043135	0.0231734771	0.017247437	0.0128472246	0.0408974152	0.0258881274	0.0144185206	0.0110713893	0.0151266158	0.0261217297	0.0467222092	0.0334889986	0.0133029446	0.0208636878	0.1068295082	0.0303054877	0.0294667124	0.042294634	0.0107910912	0.0316562027	0.0314605262	0.0123949985	0.019973263	0.0146608479		0.0704415626	0.014035234	0.0129889885	0.066133808	0.0128948013	0.0117862919	0.0183622136	0.0259223873	0.0296894373	0.0699201381	0.0360145755	0.0240430692	0.0138623641	0.0102068265		0.0152300866	0.0983254316	0.0216748049	0.0180735837	0.0150148927	0.02568384	0.0073018455	0.0268006238	0.023076579	0.0196201378	0.0395612445	0.0394230374	0.0133752095	0.0213326395	0.0367653619	0.0375553312	0.0283658733	0.0123232319	0.0153960078	0.0140647733	0.0202353502	0.0053868236	0.0250340068		0.0090920461	0.0693033594	0.0136809604	0.022885815	0.0179381944	0.012305196	0.0315854815	0.0112042256	0.0247837169	0.0403780256	0.028054874	0.0208093539	0.0153650246	0.0024399503	0.0830865144	0.0337751382	0.0151031746	0.0258430976	0.0085185376	0.0207784556	0.0131457572	0.0152898054	0.0120394505	0.0145996667	0.0187408707	0.0102081322	0.0066814738	0.015794502	0.033105764	0.0120614222	0.0131120767	0.0207180676	0.0155385577	0.0239736985	0.03003818	0.019737396	0.0464939098	0.0103723799	0.0408178857	0.0149270216	0.0147463515	0.0268817924	0.0247907835	0.0120844749	0.0554765728	0.0330544585	0.0603549603	0.0410423613	0.0601734012	0.0416720418	0.0209122174	0.0178695776	0.0150113082	0.0320668016	0.0332003231	0.0656910697	0.0284726889	0.022564709	0.0551277753	0.0115043634	0.0158837956	0.0827809162	0.0170516637	0.0974544039	0.0227541161	0.0642767676	0.0654995502	0.0385291931	0.0191413272	0.0123462806	0.0349009804	0.0366753354	0.0240698768	0.0388837416	0.0712696947	0.0211957642	0.0217407596	0.0432813873	0.0147819671	0.0191492898	0.3900220228	0.0300160496
CHEBI:17169	C7H6O	O=Cc1ccccc1	InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H	Benzaldehyde	Benzaldehyde						NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens										0.0879671077	0.3593981871	0.371002364	0.7799972724	0.12703073	0.1789175306	0.8881018857	0.2361037574	0.2924024119	0.3413616289	0.3581369835	0.3189721669	0.2489445035	0.2596285335	0.3739167589	0.9993930309	0.4861159889	2.3222607498	0.982797075	1.2241658887	0.3554974094	0.2747290274	0.5958228625	0.2448095933	2.7402586507	0.6731205478	0.266747008	0.5571996746	0.6144512326	1.4169549859	2.9028252722	0.4463129854	0.6840646894	0.2805151404	0.417648903	1.567594669	0.4646731744	1.6441251054	1.2110574981		0.2545409686	0.1212706041	3.7477626114	0.1856450799	0.2017183615	0.2170211922	0.2809591752	0.4494535333	0.3819883194	1.3941805868	0.4694846787	0.6887853026	1.7680186102	3.385828965	0.9851483403	0.6896859409	0.2936825322	0.242153897	0.5283485988	0.3660911907	2.7094528434		2.5931829489	1.4428142425	0.9080100852	5.3880669684	1.5746573317	1.4329836283	0.2581924523	0.0251076605	0.278697622	0.1804247928	0.060213679	0.3972487122	0.04397059	0.0852839572	0.1451369517	0.2472615901	0.0767001964	0.1547994321	0.2326075965	0.0394557733	0.5512019547	0.187860207	0.2527272261	0.2810081758	0.1123723747	0.5496120699	0.6573163016	0.1252301774	0.2436241035	0.0528439297	0.0907025187	0.0502967832	0.3102431258	0.1638850248	0.2157082311	1.4945534813	0.3088922698	0.3762404699	1.1404282808	2.1739940829	0.3385222718	0.4266526455	0.3579092752	0.2085576526	0.451097696	0.435212138	0.3014872653	0.3028770471	0.3282209137	0.0326132981	0.1767478192	0.5768799746	0.085092286	0.4649168724	0.1744531919	0.1206401009	0.1100473245	0.2145177876	0.3945054497	0.4398131383	1.4565104548	0.8110897724	0.1237882345	0.7569827839	0.1940178475	1.6056013644	1.1093041671	0.3345720987	0.2345257473	2.4312114889	0.2478120252	0.3713163807	0.7259707351	0.1504434823	0.9134417343	0.4993847852	1.6341754262	0.3707833003	0.2900057451	1.4167349395	0.2362206103	1.3767763037	0.4006523668	0.7404285149	0.3086024535	4.2335007666	0.5877655571	0.8837650813	2.3999494754	0.4314865766	0.0693981428	0.454453225	0.7887362282	0.1877672527	0.1322529025	0.2748874291	0.0485693452	0.2170566575	0.9911905967	0.0915608433	0.947930737	1.5408708871	0.5041111883	0.2093725194	0.8997065456	0.9210101917	2.0677684452	0.2902891163		2.2564715894	0.5610773548	0.2691174372	0.229071261	0.6890580273	0.492446158	0.417000049	0.4175221849	2.0701812069	2.4200201442	1.278291033	0.24187941	0.212914714	0.1529077635		0.0862927181	0.3980821527	0.1774106913	0.2255668163	1.0979627145	0.4482081307	0.1800360755	0.1307224926	0.5281774575	0.2264713082	0.2535626469	0.1285886813	0.1348554259	1.0978399667	4.1614208063	1.4048863851	0.1264239299	0.2990564464	0.1785164112	0.0707789778	0.7932381111	0.0958079342	0.2649918335		0.1370813202	3.5953302563	0.4956483758	0.2676517985	0.1949415039	0.3624217206	0.2106835754	0.2920797007	0.5510858318	0.3909772749	0.3307989359	0.213069543	0.0349120861	0.1584379316	0.9031587808	0.0913343276	0.1161778629	0.0734621448	0.0421903958	1.0960273235	0.2031751132	0.0691615924	0.225936699	0.0565076987	0.1223653086	0.2089285911	0.0670077225	0.1641402398	0.6578043546	0.2663710516	0.1177053591	1.2748499108	0.9266039898	0.6215313841	0.5861857912	1.0552187075	6.2020024015	0.9420278804	0.5381064272	0.776413924	1.7254589101	1.4929694233	2.1352272863	0.5806743255	4.1880212083	2.3108229234	2.1345288029	0.5863085858	1.2165719537	1.0864448937	0.1555931117	1.1995620652	0.4684451794	11.2296653876	2.150233793	6.6105983189	1.3377449636	0.3141864793	0.2514610996	0.3616415599	0.5756344786	9.4137614041	1.7191181033	0.863268264	5.1720719196	2.613709886	2.5361516632	0.6806704791	0.8675506299	0.2057227454	0.5891224293	2.8772529789	1.3520021495	1.316209774	0.6752955254	0.1092470165	0.1544094983	0.3991070068	1.3492975852	0.2782883639	0.2466332105	1.3447222655
				Cyclopentasiloxane, decamethyl-	Cyclopentasiloxane, decamethyl-						NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens										0.0511974761	0.1914130151	0.192657898	0.1441179426	0.0924875207	0.1011968741	0.0985277297	0.2818563172	0.0431717619	0.0818847954	0.069774758	0.1183896784	0.0967483651	0.1205407663	0.0912819446	0.1231375976	0.0855246279	0.2095015161	0.0963006899	0.052395577	0.1106728556	0.0811806395	0.1032345302	0.0969763524	0.05624376	0.0822223199	0.1316490885	0.1411658403	0.5772757689	0.1900586027	0.3159934561	0.0496341216	0.1835806419	0.0935810143	0.0976771253	0.2835706232	0.0488374274	0.1197508146	0.0967734947		0.0577886048	0.0658279399	0.2010866262	0.0020682785	0.0891092367	0.1593781989	0.2090796407	0.0673079336	0.1175881256	0.3017184597	0.094157923	0.337505747	0.0974904432	0.3076772086	0.1343938482	0.0857476312	0.0834649519	0.0584046448	0.0694770415	0.0871147131	0.1293573547		0.3691516184	0.2113792246	0.0894881291	0.5372403322	0.1472300496	0.1235167898	0.0949145543	8.33303838821726E-09	0.0873197376	0.0528780349	0.0456573909	0.1149092325	0.0215537665	0.0701965603	0.0437341331	0.0363883767	0.0714503824	0.0440057988	0.1181506961	0.0743379514	0.0496418557	0.0310716847	0.0854448063	0.1741794891	0.0446182767	0.0606169788	0.1335500705	0.0690196018	0.0318471145	0.064617975	0.0502111719	0.0404646842	0.118147489	0.0913842348	0.0647798754	0.2709084635	0.0962987517	0.0560828284	0.0615187727	0.1251387365	0.0470643992	0.0874501569	0.0473852158	0.1373711227	0.0389775837	0.0453897835	0.0803450308	0.1247952247	0.0993094715	0.0675105807	0.0448094888	0.2038577621	0.034453251	0.0676484596	0.0475732546	0.0715214664	0.1246032615	0.0807118961	0.1486171985	0.0601073591	0.0640202972	0.084782299	0.0436998693	0.2344476902	0.0554213995	0.1013521972	0.116831387	0.0929144811	0.1590819697	0.104224455	0.1361690532	0.0656075803	0.167702385	0.0579980716	0.280012055	0.0460488503	0.1783383152	0.0784005408	0.1023646018	0.3385957388	0.1413855391	0.0964212014	0.0893791737	0.1271858883	0.1074542454	0.1903572361	0.1251294616	0.0776420821	0.220202231	0.0926425797	0.0727112194	0.0687269616	0.1062087524	0.190747404	0.164136821	0.1492647251	0.0572612892	0.0756094248	0.2769229484	0.1590291902	0.1037060213	0.2023314621	0.0746870049	0.1829362832	0.3133647718	0.0932538316	0.1054929032	0.0590389164		0.4888943014	0.0571722845	0.0505697296	0.2971083139	0.0977184137	4.8373127336	0.1183537622	0.1280839894	0.1918362174	0.3052452784	0.2000271234	0.1119885195	0.0704490909	0.0384283783		0.0580104185	0.227797494	0.0943607187	0.0715208559	0.0540406296	0.1248419747	0.0504102458	0.137798345	0.1422631626	0.0579260737	0.101683392	0.1306009518	0.0351570431	0.0891397599	0.1812862989	0.2205768159	0.0941481221	0.038111376	0.0420722701	0.0434417808	0.1065939701	0.0252286372	0.1075585981		0.0423945931	0.2641117599	0.091874402	0.1119724631	0.1218362161	0.0458909023	0.0922583417	0.0342386267	0.0889604524	0.1143569978	0.0826477707	0.0579950154	0.0593743473	0.1951331074	0.259439728	0.1533378388	0.1033783086	0.1213853609	0.0355412745	0.1011480316	0.0857997744	0.0427778158	0.1366044219	0.0612494707	0.0802080645	0.0440404066	0.0454372511	0.0662773625	0.1747335171	0.0563304795	0.0486332606	0.0864568088	0.0790900316	0.1338853477	0.1835329282	0.1243113648	0.3081746041	0.050909605	0.1567559479	0.0708200265	0.0624300463	0.1625009606	0.1271672817	0.0713355804	0.2859682137	0.1386586462	0.2704407289	0.1457016138	0.2682059737	0.1888382158	0.1064563918	0.0844751025	0.0839723129	0.14087442	0.1740107088	0.3543388978	0.1402381689	0.0838969025	0.2122744505	0.0646791937	0.1002723484	0.4613184299	0.1062651646	0.5028201003	0.1251300692	0.4927276118	0.283579604	0.1993444012	0.0634500949	0.0916099428	0.1517684041	0.1643135304	0.2584570345	0.1901709802	0.4354208281	0.0979102559	0.0885568075	0.1880494394	0.0705553386	0.0801609573	2.6457848176	0.249816176
CHEBI:27452	C8H8	C=Cc1ccccc1	InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2	Styrene	Styrene						NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens										0.172107333	0.7258683712	0.6126810994	0.925794533	0.5843676143	0.2676497466	0.6070377194	0.5755370554	0.401746881	0.2382194978	0.2602436485	0.6802047774	0.239160014	0.3064729284	0.1518249503	1.3059299387	0.4401229381	0.3425435112	0.2555326421	0.1242365539	0.3432097974	0.3047692754	0.3509992328	0.5046792532	0.2369630494	0.5929253248	0.6854726603	0.2318220213	0.2344459445	0.2722131174	2.3505560984	0.2385848757	0.4911827491	0.4308887258	0.3903168981	0.2236227652	0.2324685041	0.4779495272	0.6805181962		0.3207800318	0.2906512898	0.3755174771	1.03124591807084E-08	0.1539471401	0.1566922654	0.3376806585	0.1729553265	0.3822819911	0.9506946831	0.2131294111	1.7042313516	0.3658041166	0.5298006651	0.5253279535	0.2279021207	0.2218194255	0.1645128505	0.8149573241	0.2640183929	0.3965406924		0.6600848567	1.1831432293	0.196453069	1.7684590388	1.7741868081	0.3872854781	0.4737806818	8.33303838821726E-09	0.2788582683	0.2475683674	0.2533873714	0.3374332429	0.0326441941	0.2663155584	0.213431343	0.5074642257	0.246583178	0.2954082496	0.283999363	0.1638953303	0.3955122054	0.0816873772	0.3954063712	0.5722319246	0.2516135026	0.447647083	0.3561105755	0.4958456114	0.1867011874	0.2992579456	0.1466070132	0.2074497734	0.1914581849	0.2867496415	0.1931333118	0.5973648513	0.281444117	0.3171440602	0.2919341653	1.0918893456	0.1997385223	0.5275627612	0.1028013829	0.252191191	0.2182314747	0.1236050815	0.2073164781	0.4241306762	0.5960260252	0.3117048496	0.0656754242	0.5856570224	0.0963259026	0.3473624649	0.2574858725	0.334288851	0.3000314501	0.1342629637	0.2942320626	0.1391038263	0.4601466118	0.1637068102	0.0730148677	1.1919061539	0.1654217786	0.4035404617	0.5674471494	0.2201831252	0.2793406109	0.2417880498	0.1997202036	0.0978785351	0.4596128905	0.1738928582	0.2531871233	0.2746239568	0.146390195	0.4913502579	0.2949424181	1.0218355922	0.6998911316	0.215796259	0.3600526292	0.1751820289	0.664038583	0.6566581067	0.2210558662	0.3215607908	0.8565752046	0.6214560543	0.1969939228	2.0628573018	0.3937932613	0.5547323332	0.2505918734	0.4242659749	0.1143418817	0.2905687463	0.4967129624	0.4406079074	0.4030968595	0.7207537907	0.2929263939	0.4221650414	0.3677731581	0.2071115393	0.0843719996	0.044205739		0.6590693446	0.4818674777	0.3930518796	0.7669918076	0.3533899216	0.4205965693	0.2064751014	1.0344588635	0.9277998451	0.469153751	0.7292684949	0.3716861783	0.4718970593	0.2707191877		0.3776305428	0.2045251514	0.7213972404	0.3852427718	0.2274389256	0.3000891531	0.2238409314	1.2086304513	0.3486770845	0.2417193305	0.7119458517	0.4666779212	0.107370352	0.9328968319	1.2256866865	1.0945062488	0.3098769742	0.2981351765	0.3391773049	0.197939726	0.4527593277	0.1014277858	0.2316555883		0.2351692275	1.7043433193	0.1774743056	0.4965720909	1.0447211996	0.3386714783	0.1805741036	0.3637078823	0.2141234155	0.4134782607	0.3996751593	0.3064887293	0.2643912587	0.513697446	1.4099708676	0.3298242353	0.2845018009	0.6414762326	0.054954333	1.2335330525	0.2493191413	0.2373184381	0.3082133439	0.2425564657	0.2755559731	0.3266351364	0.2417064773	0.1551300253	3.5877152565	0.2738598039	0.2473839712	0.2289897692	0.4236555956	0.3319814945	0.4810280836	0.3587659763	0.9295949619	0.1795626139	1.1346739409	0.3394795257	0.4765797411	0.2578410195	0.482919531	0.3104756373	1.2658293711	0.4476666881	0.4987325074	0.8425088609	1.2504279265	1.8603403618	0.1970706869	0.1977048041	0.38667423	0.1953906168	0.7503264935	1.5614505409	0.4113055511	0.2553409223	1.1768553552	0.2122225453	0.1005738817	2.0989080466	0.8022945701	3.2136815898	0.6690220001	0.400292628	0.9345154244	1.20868987	0.1243829485	0.4823238394	1.0390701103	0.7843922417	1.1098019591	1.1177659541	0.5025896143	0.2421434494	0.1920266728	1.654338593	0.3109081768	0.2751561386	7.6973682977	1.510607453
CHEBI:15882	C6H6O	Oc1ccccc1	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	Phenol	Phenol						NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens										0.0499297773	0.1670471345	0.0936823876	0.0162452757	0.0126740458	0.0846025608	0.0209069427	0.0598427164	0.0116009875	0.3664827834	0.1453030054	0.0490276437	0.1382274765	0.0349542508	0.0321443446	0.09365871	0.0993579238	0.0373233444	1.4539029064	0.0161758452	0.0832404138	0.0953599188	0.1911071776	0.1408516756	0.2298384413	0.0187123272	0.4222872997	0.1368137085	1.5193005472	0.2864698319	0.0839914825	0.0997226428	0.1252643296	0.015845878	0.3099562532	0.1995300452	0.0464314897	0.2183312497	0.397225275		0.0179803803	0.4624178543	0.1832623047	0.0347685614	0.1268559399	0.2973354467	0.1844858984	0.0852113812	0.0654389587	0.5188059706	0.2405646821	2.6095478814	0.0729213454	0.0959721188	0.1838305396	2.6670865471	0.1404724225	0.5927461241	0.1160871786	0.2629597869	0.5340159847		0.2217400948	4.4200357085	0.8347951348	1.0355048408	0.1417587059	0.1153861	0.1019503124	3.9954688617	4.5516216109	0.5915507856	0.2258287907	2.7660025992	0.0852273244	0.2871972443	0.2735364729	0.0975531757	0.3347283645	0.5955448724	0.3513319198	0.1489911667	1.1410602136	1.017027004	0.5967154827	0.102027783	0.2420670493	0.1836862692	0.0240278078	0.2884670144	0.1854889285	0.102902094	1.6054693528	0.4161021235	0.5588523495	5.6014599073	0.6809985696	1.1145054863	0.5545563325	0.3402320828	0.4870221668	1.0675839432	0.6184709742	0.1905513142	1.8321009471	0.2981188719	0.5751870297	0.591615882	0.9417870965	0.3922854508	3.4156519295	2.0635509279	0.1443990476	0.4612791544	0.0814268893	1.3551632323	0.2963791972	0.819911932	0.0744469032	0.2669142073	6.4125903572	1.617977194	0.3875128518	0.1443997794	0.0113544478	0.2748554159	1.8490244621	2.0049579784	1.7988420996	0.0629676636	0.0410003336	0.2458553921	0.6393510268	0.0780867132	0.1070259504	0.0028210081	0.0540351139	0.2470842852	2.5846861581	0.4470686427	0.0314253998	0.0734719466	4.0040194044	0.6477663379	0.6183159127	1.3124808821	0.1500669057	0.0108391688	0.2056940451	0.0508764836	3.0313875237	0.2667089571	0.4965438665	0.0139890456	0.5024673688	0.7680026998	4.4147349555	1.2244372037	1.6459960598	0.3484172932	0.6959131337	4.2405833837	0.1687337767	0.3641835383	0.0451972051	0.0112979181	0.3157582137	2.9349427432	0.2515362725	3.0402411459		0.0944422906	4.4205798791	0.1038286733	0.3800499056	1.7646245201	1.0586153632	0.8020420186	0.950298253	0.0301021527	0.4871067714	1.3911474918	0.1560624351	0.3356345857	0.1648791969		0.9722336514	0.4041713899	0.378891032	0.0706289517	1.7519018704	0.2012910951	0.2616234105	0.6363021208	0.154408413	0.2243801674	0.0694356262	2.859603078	0.1266541194	0.4206380933	0.2608243136	0.3633260878	0.0119411137	0.6004634254	0.0245230036	0.5985130677	0.0735046793	0.1654639997	0.3435316111		0.4472099067	1.684145725	0.3236371695	0.3677662248	0.5401030493	0.5831316594	0.0432485997	0.0152527692	0.1121208944	0.5270872432	0.6565187047	1.2969074509	3.4536499945	1.232070592	1.0659515748	0.033345642	0.4294182673	0.1786030856	0.1429913536	0.0768388881	0.5087494879	0.0606240302	0.045350312	0.4827782003	0.8366626532	0.0427624939	0.4179492751	0.6189539069	8.4014050949	0.3734886076	3.3370874486	0.1335448932	1.8764032722	5.1345322898	0.5413850751	1.3416115357	0.2834740822	1.1671535138	0.0428597632	0.5457886688	0.303838851	0.0740229034	0.3408753286	1.4120320186	0.0336124962	0.2812880733	1.0164807136	0.3027085436	0.0125198963	2.6915022497	0.3431358756	0.1760102537	0.3630124879	0.7038840287	0.5143419116	0.0164795676	1.3365331929	0.1558245274	0.3484385466	0.0035569003	4.2248108652	0.3336588935	0.144187776	0.2702970287	2.2573176135	0.3350822646	0.0501013322	0.3960102962	0.2853745195	2.5109674843	1.9458969411	0.2080319891	0.0705585956	0.1468817957	0.0837564149	0.0853983975	0.6293055877	3.5810151318	1.5887264987	0.4287094795	66.8899333542	0.6723577067
