"","3-oxo-Δ4,6-LCA","3-oxo-Δ4-LCA","3-oxoalloLCA","3-oxoLCA","7-oxoCA","3-oxo-Δ4-CDCA","7-oxoCDCA","βMCA","12-oxoDCA","3-oxoDCA","CDCA","MDCA","DCA","alloCDCA","3-oxoCA","UCA","CA","isoCA","TLCA","Δ5-3b-ol","isoalloLCA","isoLCA","LCA","alloLCA","3-oxoCDCA","isoDCA","isoCDCA","GDCA","GCDCA","UDCA","HDCA","ωMCA","αMCA","HCA","LCA-3S","GCA","UDCA-3S","CDCA-3S","DCA-3S","CA-3S","TUDCA","TCDCA","TDCA","T-βMCA","TCA","TLCA-3S","TCA-3S"
"CE124",3.211813626,"1.441377815",NA,76.00032581,44.64548915,NA,160.9562095,NA,269.4835701,109.1179099,1119.686726,NA,"5690.786323",21.57170237,5.334953378,"299.3378551",314.5380457,44.49800129,NA,3.897647573,"36.14522063",991.2872699,8535.63746,89.32139565,26.88700716,248.3637653,117.6711387,1.417898111,19.03356551,1004.237725,10.03535633,NA,NA,33.29192836,505.8534428,2.751730022,1888.948175,"2608.861387",1587.403109,136.3176874,0.370438334,3.155019909,0.234819451,NA,0.96003137,NA,NA
"CE125",5.051345388,"11.85932755",455.9494835,3663.119035,6.006997034,NA,6.488257669,NA,7231.146211,2792.465044,10.07917015,NA,"26612.63578",NA,0.413457906,"3.400337195",8.736891577,NA,NA,9.039811825,"773.9054429",1874.629264,9747.418219,291.511901,71.57235081,986.0153357,116.2059491,36.58593303,4.749079376,5.7220334,8.689633019,0.178575194,NA,NA,5.726529001,4.036885097,NA,"3.415892429",1.017205844,0.185738638,NA,0.0089167,0.513174956,NA,NA,NA,NA
"CE127",2.021913031,"4.85065493",46.86774967,965.8356173,4.241674558,NA,3.506280714,NA,3449.903906,581.1595362,4.956439017,NA,"9089.237192",NA,NA,NA,NA,NA,NA,4.572468933,"206.863001",925.0795622,3882.767833,67.82015053,14.21052865,399.6409791,44.10674061,9.190883042,1.113781995,0.702171901,7.053812916,NA,NA,NA,1.482080565,0.82671294,NA,"0.071364276",0.513358142,NA,NA,0.251631981,0.834833131,NA,0.228357224,NA,NA
"CE128",0.84023357,"3.641461776",28.05009827,422.6492193,NA,NA,7.654672066,NA,508.4716697,250.4106801,42.69753862,NA,"1963.327384",NA,0.78126948,"1.482100922",10.03352681,NA,NA,2.933415264,"138.3412388",294.1170631,1898.367778,38.8679452,9.779450732,85.58000717,14.33720873,12.41841617,15.86809511,5.309077154,3.828830158,NA,NA,NA,0.76941991,5.195691555,NA,NA,0.378104804,NA,NA,1.059642704,0.317639055,NA,0.349180233,NA,NA
"CE129",0.764772377,"0.461001681",NA,122.755351,2.10093689,NA,NA,NA,276.1914993,45.61123864,0.998304418,NA,"251.2069406",NA,0.21684698,NA,0.432593472,NA,NA,0.857788705,"7.288865183",53.94707138,292.0802085,2.140887766,1.90507403,18.71689136,2.444964368,1.163550835,0.985786826,NA,1.541817743,NA,NA,NA,0.498563595,0.42610711,NA,NA,NA,NA,NA,0.316930365,NA,NA,NA,NA,NA
"CE130",0.776046984,"1.275300115",NA,174.6034548,7.132038068,NA,94.22391852,NA,1981.777591,372.8022648,117.0957464,NA,"16727.69903",5.101341391,0.51996955,"42.59975514",15.58415729,10.62613473,NA,3.961534586,"27.44103095",784.0699971,10374.15981,51.72018657,11.69493911,880.1343869,102.0478321,10.22090271,5.842364798,201.1660752,9.235751828,NA,NA,1.487579909,4933.983235,2.260617393,110.9595793,"288.5910017",2396.152354,19.10025763,NA,0.223471101,0.295845461,NA,NA,NA,NA
"CE131",0.695470098,"1.194079672",NA,150.2290749,2.244912419,NA,4.07050513,NA,116.9262594,116.4529265,21.30538923,2.379998596,"2057.746761",NA,NA,NA,6.524012863,NA,NA,2.094999536,"24.98883426",116.290138,984.8528722,13.39251323,4.870325703,52.43260684,5.897508762,31.01333908,54.74053214,3.782299933,6.942301386,0.336343302,NA,NA,5.392541816,16.56920969,0.073980335,"0.282533955",0.894015585,NA,0.129377515,5.163032754,0.929320455,NA,0.773806497,0.247488871,NA
"CE132",5.348119764,"2.376897605",NA,200.1793768,NA,NA,NA,NA,443.6474441,186.2289853,65.42526077,NA,"9293.270516",7.986815563,0.565149895,"21.03454269",26.65224723,6.608230545,NA,6.00318592,"59.9237272",1620.083996,6322.658441,53.43824823,6.06622196,571.3412578,60.9284843,40.63292383,27.57807883,33.1075669,6.892686316,NA,7.827427807,NA,337.6838224,7.543468969,84.94360527,"244.7092564",2536.815692,22.9914109,0.195012935,0.669631068,0.950280425,NA,NA,0.912618109,NA
"CE133",0.562353154,"1.340862668",15.72465471,250.437894,NA,NA,NA,NA,760.7778093,200.5276146,5.990476796,NA,"3207.613887",NA,0.443860593,"1.688681832",9.302807369,NA,NA,4.51432959,"152.3065628",469.7610681,2471.798693,41.8840047,7.58876917,194.9633821,22.89692929,12.74968203,5.111003235,3.690255525,NA,NA,NA,NA,7.155081855,2.289110652,0.282900179,NA,2.227753781,NA,NA,0.356936142,0.25341499,NA,0.246931041,NA,NA
"CE134",4.277481314,"2.813690758",NA,174.0462297,6.86446777,NA,11.85981377,NA,772.5648931,190.9409211,29.81965714,17.42480284,"7242.028533",34.83979689,0.258385824,"8.794289952",5.989399835,156.2733088,NA,5.359397821,"53.90715321",1326.130731,6908.712891,48.03063898,5.417760358,570.7509987,62.19708255,9.71918438,12.5352901,116.9515237,53.78101285,4.949263465,NA,5.534191137,4.850397605,2.903324001,2.703105122,"0.406640132",2.234357629,NA,0.254485165,0.560377272,0.165610545,NA,0.276016265,NA,NA
"CE136",2.02627837,"3.320676498",22.1788336,422.1055977,9.862001776,NA,23.00120689,NA,1077.734146,321.7233331,22.69698425,NA,"2803.038858",NA,0.517185156,"4.294902024",8.590634238,NA,NA,1.513671462,"137.6697472",316.2392912,1910.548964,35.98134603,9.976766144,100.5958545,14.4191327,17.73463136,10.9978626,12.78236981,20.4163961,NA,NA,NA,2.229252137,6.572793625,0.223301636,"0.159105768",1.592523018,NA,NA,1.769040332,0.587925842,NA,0.452577591,NA,NA
"CE137",4.903195302,"2.961075055",NA,118.4776767,139.5821607,NA,214.4575625,NA,953.4202824,200.409686,271.142132,NA,"8279.069971",4.300493546,4.571155761,"29.42180544",179.1697036,21.57994128,NA,1.69200725,"35.71900807",427.4297707,3520.502687,33.00615602,14.84397385,364.9855766,65.61620277,16.09614697,12.24419746,319.2569495,14.6759883,NA,NA,3.467776569,1.491997937,4.3269294,1.726800236,"2.994013312",2.440986678,0.464554025,NA,0.170169338,0.161436805,NA,0.454150143,NA,NA
"CE138",2.235986698,"2.887035302",26.07926794,224.9897287,7.605675927,NA,4.93020183,NA,1259.728796,90.99405003,192.4242762,NA,"3074.181422",NA,0.398278937,"11.14435281",146.3237863,4.166237198,NA,6.409201152,"243.8284895",561.8902693,5993.945587,160.623748,4.169223798,117.0316688,20.26626688,40.40602783,117.1210614,29.11277817,35.50159273,NA,NA,1.665173281,21.51296695,78.10565454,3.599586274,"5.270752007",13.92032833,0.564630556,0.626187641,6.887147366,2.088802599,NA,4.721506026,NA,NA
"CE139",7.235031494,"4.211002978",14.9678475,507.4089127,NA,NA,NA,NA,2026.915378,447.4467897,15.385288,NA,"5948.049172",NA,0.24105987,"1.781328228",23.0001254,2.513978591,NA,5.747760201,"125.3899165",723.4110351,3297.208348,63.33717071,18.19496015,298.785987,37.70489011,15.81012452,6.777000443,10.76198954,4.063598715,NA,NA,NA,87.22817627,9.826132692,9.255236299,"6.740089171",99.8049901,0.25887944,NA,0.293838193,0.826402959,NA,0.340630103,NA,NA
"CE140",0.969572191,"2.00309098",26.33873447,710.1637608,13.18737937,NA,17.86549442,NA,1061.855587,310.3302654,17.91047884,NA,"4307.428706",NA,0.833041926,"16.60737761",20.91726514,NA,NA,3.13312395,"96.89122891",678.6007535,4314.144064,60.57332284,12.5931545,182.6957,22.79057097,34.50895163,36.89116154,19.26679995,4.528757319,NA,NA,NA,3.320760503,46.55901708,1.48176638,"0.30665127",2.094924287,0.26492261,NA,0.527496357,0.409311673,NA,0.892285031,NA,NA
"CE143",1.19406571,"4.581462506",41.80548409,410.5261227,4.608728331,NA,17.25254338,NA,651.1492784,136.6485967,42.38933928,NA,"1820.842829",NA,0.715845618,"3.829846377",19.88596458,NA,NA,2.749917429,"241.0128984",612.2366135,3021.055049,83.41335436,6.37064219,91.97866338,11.41068687,6.381031024,11.30799369,13.43928212,9.866443059,NA,NA,NA,2.069535739,7.691126775,0.546846691,"0.368173779",0.851440951,NA,NA,1.052645501,0.273669792,NA,0.833288025,NA,NA
"CE145",3.079615962,"3.19335835",NA,330.9254939,8.876343938,NA,NA,NA,1247.902975,302.7958833,39.14764029,NA,"11022.40938",5.521774195,0.657057413,"6.594784399",77.17693063,9.09299346,NA,2.400872063,"52.68793159",1176.792214,7705.184031,40.76075457,10.30535899,563.6106769,63.42513611,15.15514202,6.503572354,45.44440995,25.29249065,NA,NA,1.985828325,1.28148592,2.77786048,1.50710822,"&lt; 0",1.438542346,NA,0.104343165,0.588871915,0.880160239,NA,NA,NA,NA
"CE148",1.88935613,"1.785207236",11.39211682,273.3526672,6.205145078,NA,12.16852369,NA,476.8129958,113.1064809,51.80255639,NA,"3074.732339",NA,0.679793597,"2.9677068",20.27476726,NA,NA,7.139908002,"215.2752436",794.974846,4679.867785,66.17090487,NA,126.2550172,17.43390422,12.45193731,10.28226841,16.73374788,8.289382106,NA,NA,NA,24.86589369,3.069760083,0.176055776,"1.199559975",5.260631992,0.313908749,NA,0.482452561,0.326103424,NA,0.430856531,NA,NA
"CE149",1.346639807,"0.971762693",NA,94.89833463,3.259554622,NA,NA,NA,1229.836853,250.7148638,63.16274264,NA,"12402.6482",1.946667264,0.313582937,"48.13229786",24.73819157,20.97288675,NA,1.809309951,"15.90315911",887.5635753,6320.168891,37.82205343,9.088973847,588.1593188,79.49094282,22.03850339,30.7788511,81.69549395,9.389768686,NA,NA,4.785912476,1418.881702,16.68282515,539.8827161,"546.3210555",7680.459713,128.9077079,NA,1.142341986,0.55143383,NA,0.251982828,NA,NA
"CE150",6.615063388,"4.67578287",13.08449607,469.3030628,NA,NA,NA,NA,3080.818643,583.9928239,26.52266557,NA,"12627.91589",22.01220819,0.923504946,"0.75655685",46.81492627,6.16300839,NA,2.601743201,"60.95382827",787.190854,4696.209057,33.46026368,13.51387448,623.1401178,73.21205541,24.60922643,7.239409194,NA,17.79956581,NA,NA,NA,1.203267362,3.934857712,1.650512647,NA,1.924635205,0.207045446,NA,0.966194359,2.236114665,NA,0.489821059,NA,NA
"CE151",0.782296456,"0.414547681",NA,28.77504621,2.095228355,NA,NA,NA,71.39145494,22.85512008,43.32171329,5.133302038,"749.628114",NA,NA,"1.725875014",8.82186782,NA,NA,6.825144225,"83.79623815",411.5512302,2543.60313,39.06014708,1.021584176,27.32460724,5.286300334,2.113943307,6.294017519,13.29380886,1.903509521,NA,NA,0.187645842,7.673613804,1.131948075,NA,"0.147402908",0.705507236,0.250209272,0.337553639,1.231936066,0.397760034,NA,0.465812593,0.41995667,NA
"CE153",1.357383756,"1.919208054",NA,154.16667,5.130611198,NA,13.38123613,NA,691.1886366,200.9101151,24.82483644,NA,"4333.490642",NA,0.937515725,"2.522328211",22.86735635,NA,NA,5.950423777,"49.6019284",418.6937795,2901.829091,22.54538731,6.982247058,155.4985985,18.75223146,23.18272022,14.95696979,5.812005983,7.162741072,NA,NA,NA,19.45084486,10.69086435,2.968323674,"3.237898365",36.95162321,0.60672933,NA,0.533518866,0.264939746,NA,0.43929403,NA,NA
"CE154",0.70574064,"2.088267551",48.80113584,309.015193,3.847582424,NA,12.68201874,NA,308.5955996,43.96315586,28.42453811,NA,"1219.066444",NA,0.479470552,"7.385168355",9.182156991,NA,NA,13.22045628,"480.9379324",489.3693396,3804.294258,114.0042684,2.651691015,49.38484839,6.663130342,67.86482514,44.80855464,NA,2.343150142,NA,NA,NA,70.70956503,11.51022707,1.495756455,"2.040433921",24.68545888,0.512900982,NA,2.112586191,1.566453855,NA,0.555837198,0.561928706,NA
"CE155",1.832084984,"2.129609333",51.70507335,826.7773202,3.960156105,NA,51.95569122,6.337970163,1918.431611,629.773397,45.4850773,NA,"10550.10932",NA,0.363521091,"3.861851896",9.456032682,2.439261882,NA,4.505711409,"356.1178525",1433.869788,9047.758361,181.0563663,NA,547.437418,65.04213902,11.00793506,3.722248551,19.37895094,8.025493187,NA,NA,NA,39.27566381,1.496380227,0.8272675,"0.657934804",9.411418039,NA,NA,0.353229987,0.228387916,NA,NA,NA,NA
"CE157",1.695913266,"1.403827137",NA,127.616213,NA,NA,NA,NA,1414.01187,178.5897486,17.73550073,NA,"4603.316249",6.258666876,0.384039911,"51.83132839",20.27350299,58.35228816,NA,6.579929197,"7.958468916",460.622208,5634.987002,31.64838297,5.371862221,146.7695007,22.02575653,3.919175904,3.874244345,88.52200973,14.72388544,2.776344925,NA,NA,2.211252496,1.506883372,4.943970519,"22.90353796",1.331238821,30.72779785,NA,0.670530364,0.322390978,NA,0.374174002,NA,NA
"CE159",2.452544438,"0.79389915",NA,79.64686972,NA,NA,2.97482086,NA,576.3685941,80.08466548,14.08006665,4.443141876,"6337.393094",NA,0.342412175,"2.132505906",13.60499698,66.21579231,NA,5.024952826,"46.32012436",502.8404616,3912.172091,27.79271387,2.951753276,365.3159213,47.65276765,2.753699005,5.380646147,7.180437975,20.77094958,NA,NA,NA,281.3190941,3.63089294,52.33069417,"131.9558941",270.0300987,12.15643821,NA,0.402166739,0.065616468,NA,0.373079746,NA,NA
"CE161",2.414957574,"6.291391618",122.7417914,933.9879755,7.920884466,NA,36.99057605,NA,3997.674236,677.331641,69.24807991,NA,"9084.377243",NA,6.738150464,"14.94673402",85.7202826,5.385857359,NA,7.845795334,"559.1065614",1337.473054,8172.321515,192.6442644,30.94905974,590.5760507,72.37462108,13.88407423,4.351761374,18.19918913,15.5168707,NA,NA,NA,3.438069664,2.54161111,4.574693412,"0.563321711",0.922120159,0.245485001,NA,0.145394713,0.142639416,NA,NA,NA,NA
"CE162",3.21985469,"3.211604451",14.61245458,1044.901798,31.31188838,NA,21.21822492,NA,3416.062493,766.9691212,36.82777264,5.964755341,"8293.589019",5.015948076,4.899136997,"0.563745034",134.2150332,23.81876809,NA,3.140925854,"46.97448074",897.1304393,5169.144296,30.61771281,1068.460278,360.3807868,45.70262703,11.14992015,3.580179501,5.258761623,8.631721132,NA,NA,NA,2.946449439,1.404958404,NA,"0.215007003",1.156947436,NA,NA,0.285653583,0.310702077,NA,NA,NA,NA
"CE164",1.155016929,"1.431649644",20.39144296,239.2111403,NA,NA,27.71875937,NA,835.8115167,254.4278522,32.33412633,NA,"4293.924172",3.960255989,0.527741633,"0.804949811",11.17453042,NA,NA,2.957856437,"110.3278286",410.9455057,2480.666486,42.17055183,369.5774026,198.3155704,22.4402429,39.62046136,26.08522908,11.89699685,28.66809677,NA,NA,NA,1.158431339,18.22473537,NA,"0.114998788",1.033722311,NA,NA,2.28187885,1.884732932,NA,1.834563061,NA,NA
"CE165",6.257163927,"4.554040816",18.92741579,649.5186862,51.44519955,NA,118.1482182,NA,3204.133747,476.5048149,150.4805428,6.150821051,"7160.118091",17.11360784,6.000798395,"24.42447569",104.2126238,NA,NA,1.966761966,"92.77004319",1456.976229,6374.037908,43.39731,26.50538149,643.7671217,82.86847828,11.88472292,13.49148633,177.1828399,30.92949365,3.53750271,NA,2.835493912,1.027416321,16.89264073,0.78262215,NA,0.944700237,NA,NA,0.68215028,0.774086091,NA,1.018114475,NA,NA
"CE166",4.412062616,"5.304562797",10.91604809,532.8423005,70.04346146,NA,228.319592,NA,1454.91882,363.6596981,326.4393182,9.323531072,"5435.450542",32.38021272,9.476561279,"84.15615511",285.17813,106.4108376,NA,17.78345068,"51.90998223",512.5212269,3798.929474,32.40727954,31.30569183,205.4994715,39.19498349,151.9649068,179.6596563,266.1582579,8.236121641,4.722474137,NA,6.557244993,170.4036264,105.4756209,22.62930881,"13.72515584",61.49459051,1.387123187,1.247997577,4.677031186,2.085905804,NA,2.236209727,1.990669481,NA
"CE167",2.169991224,"3.084316969",37.43591356,385.7329463,NA,NA,4.427623469,NA,1439.297787,374.0173212,10.62397711,4.090026864,"7841.009837",NA,0.331834329,"1.33245617",6.503155665,NA,NA,3.154848605,"355.2032571",959.2303122,5749.054541,104.7009646,14.26796766,364.6802714,40.44253456,7.310194854,4.424176987,NA,19.69024755,NA,NA,NA,1.308419334,3.823103289,NA,"0.052728427",0.288071257,NA,NA,0.289967944,0.190082335,NA,NA,NA,NA
"CE169",0.649806087,"0.075546652",NA,23.51848124,4.192729549,NA,19.28490418,NA,51.61863761,12.58294851,137.6289277,NA,"681.820839",NA,0.602610925,"22.64943283",28.42408058,42.17986408,NA,9.381690422,"0.817859536",58.36830359,847.5991882,1.839364111,3.12146564,25.68934665,11.33218297,1.680347253,21.07297046,139.4496279,2.538033515,NA,NA,4.960943733,1.036150958,8.180291317,1.477297718,"0.677813365",0.176881534,5.364522912,1.901943409,30.91674128,0.625228595,NA,8.601474632,1.774093614,1.044289646
"CE170",1.800314316,"3.181466882",NA,241.2528961,NA,NA,NA,NA,1011.354679,190.8528979,29.76392371,NA,"5797.905518",NA,0.542547372,"5.269646475",34.94490275,1.781207484,NA,2.791194238,"72.72831261",1111.854489,4755.726499,30.20137637,7.544535098,385.194653,43.66627153,8.849253173,14.59967859,14.8442552,6.765769587,NA,NA,NA,4.4534649,8.683175812,9.889690933,"39.43517592",6.180893296,30.56209484,NA,0.848168664,0.426097369,NA,0.512367341,NA,NA
"CE171",1.963485757,"1.33892656",5.011667016,286.7052267,3.3269175,NA,7.38812481,NA,937.0335874,248.8494705,55.98336023,NA,"9786.140152",NA,0.235797633,"1.30101107",20.1459966,2.545392599,NA,9.043150407,"148.1952792",1247.485488,6525.421647,47.05525278,7.594176268,627.7618882,68.70175817,43.00014997,42.51646286,5.583658546,48.10051705,NA,NA,0.639550052,17.72224872,14.48941989,0.325949794,"0.591842712",2.737722125,NA,NA,1.673952438,0.762059623,NA,0.498341249,NA,NA
"CE173",0.47080625,"1.488857923",14.90454115,232.3748313,3.969781479,NA,34.10216284,NA,669.6064436,308.0277195,62.24538077,14.89442508,"8317.461297",NA,0.673322115,"12.42246831",11.55045981,NA,NA,29.77412999,"200.6869824",647.9799462,6840.255561,80.48922472,11.10172858,306.7296088,35.18771698,83.13244101,39.14812433,37.40854568,5.930184704,NA,NA,NA,30.38708918,4.319713173,0.120617444,"1.385354995",7.645546187,NA,NA,1.896232747,2.092469823,NA,0.592104898,0.507261214,NA
"CE175",3.561021031,"1.320085595",21.04907106,289.1242036,21.61227193,NA,93.46944458,NA,1592.954851,385.2990527,72.61141862,NA,"10989.72561",16.2425906,1.174676436,"87.60447607",31.58511146,3.374527416,NA,8.662779581,"199.2830019",538.2623917,4100.975675,92.39714952,15.08417444,371.6820349,46.97144424,34.3020202,8.797403061,89.19653071,17.15283146,NA,NA,2.523045773,13.60877124,8.209825762,8.45927817,"3.015018595",7.197908773,NA,NA,0.312673293,0.510717762,NA,0.358094184,NA,NA
"CE176",1.55611057,"1.121393508",NA,136.417811,NA,NA,12.87747655,NA,580.5503328,168.0005903,52.49527807,NA,"11144.98404",15.96718898,0.398579878,"38.08896377",25.22290511,1.49427838,NA,11.11793018,"29.19246566",721.5258575,5790.568289,25.31884898,6.249229321,358.04496,41.62333434,14.9483511,10.3057191,69.19318647,10.07153968,NA,NA,3.100397658,9.370949288,4.293976017,0.187667303,"0.472176622",1.168099876,NA,NA,0.72470931,0.625342288,NA,0.354680215,NA,NA
"CE177",2.88906374,"9.830110041",21.97431273,764.7310403,NA,NA,NA,NA,1384.058098,215.9411369,19.84351058,NA,"1565.50155",NA,0.846826407,NA,19.34006625,NA,NA,2.325856745,"96.65852439",443.0552292,2359.086705,18.72271395,3.885921006,121.4420077,16.50701071,5.476314873,4.301397464,NA,26.71355243,NA,NA,NA,0.980160026,3.784394517,NA,"0.131612341",1.426021029,NA,0.428160708,3.070563843,1.597217163,NA,2.589590526,NA,NA
"CE178",1.044843193,"0.573178125",NA,62.07988708,5.8376109,NA,14.25901953,NA,329.9664964,146.7585607,99.73933295,NA,"7749.799505",5.340625788,2.345520942,"174.2322084",27.75625208,94.01634407,NA,2.165726733,"4.221601204",167.6730631,1112.036237,3.706647805,6.943789483,322.8732162,38.6813013,45.41104757,24.65097242,84.95977745,10.18709077,NA,NA,1.948708335,16.5609327,6.059241045,15.31718985,"31.33120762",26.9609888,5.238512726,0.458127861,1.889094237,1.233794682,NA,0.654765186,0.750788432,NA
"CE179",1.785105359,"1.277653305",NA,139.4699871,NA,NA,NA,NA,1028.277197,173.2304264,32.72770831,NA,"3376.397751",NA,0.299740474,"1.465006158",18.67151182,NA,NA,1.618299645,"26.05258846",202.8478549,1434.067035,9.125894847,8.370553271,174.6217888,26.5497668,10.09094224,11.83167036,NA,12.88847109,NA,NA,0.324264186,2.47859394,5.160239027,1.113850348,"1.096132259",4.841989586,NA,NA,1.14583695,0.547768047,NA,1.08605182,NA,NA
"CE180",2.40031884,"3.522604912",20.85785261,250.5312355,NA,NA,24.6526167,NA,1052.771995,222.8037428,88.59009314,NA,"5637.791979",7.631201784,0.644713483,"5.490698829",15.70609643,3.496314579,NA,4.482063842,"304.4558878",579.8928335,4691.424688,108.3169336,13.10741428,287.7520411,39.05993436,25.97621143,14.9680094,48.86251647,9.756007753,NA,NA,NA,5.641732388,2.167689311,NA,NA,1.880903943,NA,NA,1.369390017,1.266267259,NA,NA,NA,NA
"CE182",2.011649941,"0.779081408",NA,50.62667386,5.61925971,NA,16.36183658,NA,348.7580274,106.8438504,40.49588085,NA,"4667.147628",5.192637502,0.518617584,"269.4741218",26.81470393,6.772771766,NA,3.230897275,"5.464564229",209.7494584,1941.083428,8.452035071,3.629124057,179.6560327,20.12517349,3.2156597,5.166718974,242.5161842,NA,NA,NA,4.215503631,543.9421493,3.154999308,491.407483,"558.3281786",2490.142467,69.70074433,0.272090156,0.889012721,1.801020165,NA,1.216403759,0.82328554,NA
"CE183",1.945570926,"1.328770649",NA,273.0190913,NA,NA,NA,NA,456.6103838,98.31717086,47.23197916,NA,"3800.359545",4.111368047,0.188619191,"6.623114476",13.96706118,8.408988562,NA,3.251655775,"9.904566063",731.9196223,4954.771402,20.95605699,129.6223589,118.4126615,13.22312219,6.162489527,17.57257647,7.211762881,5.268707075,NA,NA,2.404725299,151.8283295,3.460509725,195.4312231,"665.8976093",1589.044987,56.97559115,NA,0.750162627,0.750179489,NA,0.258723859,NA,NA
"CE184",2.162042249,"0.77393139",NA,226.5781432,NA,NA,5.43448161,NA,620.5689001,271.493265,27.11592632,NA,"11098.58825",12.12512799,0.342563517,"5.508898505",11.1269709,15.43970577,NA,3.660848118,"38.54600017",1119.101851,7038.969526,28.6706931,7.078779624,469.2806651,50.67995494,10.64765522,6.02434247,5.115313213,5.992783147,NA,NA,NA,7.565123493,1.701515708,0.207538075,"0.737100581",4.054683959,NA,NA,0.520945018,0.718840199,NA,0.270179992,NA,NA
"CE185",2.932520872,"9.288805913",63.56648279,1234.120881,NA,NA,11.60356631,NA,2894.305189,575.7264865,6.808007922,NA,"5496.142597",NA,0.34804201,NA,3.791098952,NA,NA,4.339036638,"197.7651623",1116.829687,5620.288587,65.40898696,13.05107834,356.9152697,43.10818579,11.22858939,2.494617622,NA,4.649717514,NA,NA,NA,0.731177253,1.108376385,0.705143045,"0.238883135",4.504465728,NA,NA,0.21957889,0.569366684,NA,0.334734855,NA,NA
"CE188",2.157001551,"1.089698223",NA,100.8489304,16.66095355,NA,NA,NA,785.4187788,142.3896603,82.03869634,NA,"21187.7798",NA,2.175774936,"0.57011291",885.3256967,25.93958272,NA,7.973020844,"121.6395987",898.3564947,5478.696397,41.89796187,7.270449516,657.0692009,67.47118741,24.42642755,3.893384417,NA,7.025192612,NA,NA,NA,1.067375691,2.840451535,NA,"0.220170288",1.808917803,0.182303898,NA,0.202595902,0.781100677,NA,NA,NA,NA
"KWS10452",0.509291486,"0.047262811",NA,4.628258673,18.27350777,NA,37.01959351,NA,65.63520689,28.9227349,155.4463184,NA,"4258.809836",NA,2.103578218,"405.5322775",97.62489075,22.44484228,NA,7.581895494,"0.228715433",40.9614758,642.8893755,4.650112799,2.691472775,142.3592087,27.1662352,1.641661264,3.496228394,250.0517633,1.676989878,NA,NA,2.730103301,111.9849249,2.103801138,87.24761802,"104.1606222",448.1351944,13.54327188,0.455695339,1.624515826,1.093481094,NA,1.164234854,0.762311259,0.29464519
"KWS10454",2.80584533,"3.824526085",NA,244.9090694,2.264311904,NA,7.27567923,NA,757.3823309,206.9539541,28.5366155,1.314699391,"9229.357997",2.701526969,NA,"11.6706692",11.30306922,127.4150322,NA,2.395786245,"14.29930378",605.7651467,7403.91481,NA,4.90207927,167.3956228,21.08360911,3.730333324,7.373880557,16.98323923,24.55048538,NA,NA,4.499372289,547.2146265,2.453751,124.5187252,"850.7133876",2157.82377,59.33426547,NA,1.398398482,0.359890976,NA,0.562904423,NA,NA
"KWS10459",1.743767184,"0.096515304",NA,22.06462442,10.03032806,NA,28.43735994,NA,128.6860782,28.89407959,408.4309825,NA,"5038.277643",NA,2.704249543,"16.0492212",235.6522193,42.22189893,NA,2.73760563,"8.287698833",245.1894932,2090.673085,NA,4.293824064,158.0299622,59.08978963,2.731336651,4.521953213,40.39626636,6.76697829,NA,NA,2.244337622,75.17941963,5.415334483,1.423108603,"17.8207131",46.54551652,2.025226395,NA,5.744259284,5.491715757,NA,3.471513474,1.636760324,0.174657073
"KWS10460",1.130224694,"0.006538288",NA,85.30548944,7.511633541,NA,19.61070583,NA,721.5573615,207.0797815,218.4041052,NA,"22342.1811",NA,0.470430599,"16.23645475",220.0066158,44.57839914,NA,3.663802645,"3.944434186",659.9284613,6224.182862,0.285873713,5.305841035,1096.238652,142.3114746,97.84931516,92.73827024,111.3658675,15.55515398,NA,NA,0.760765607,2.200590097,126.5552827,0.37907941,"0.384200474",1.088813951,NA,0.22503351,3.024623596,1.687227068,NA,3.554527715,NA,NA
"KWS10461",2.239156817,"3.210715349",7.675305821,186.0447175,2.496153318,NA,NA,NA,395.9223939,102.8808305,32.23001819,2.279226201,"5902.014256",NA,0.238770371,"1.124120888",21.2739966,NA,NA,2.310651601,"83.73897032",538.8738464,5115.09617,85.2708206,2.438886695,134.8661993,14.25690327,12.44727217,21.85114953,6.283006774,22.31046523,NA,NA,NA,2.626901007,12.07641288,NA,"0.069795187",0.501402008,NA,0.232651935,2.7551238,0.803726453,NA,1.053506021,NA,NA
"KWS10463",2.657816161,"23.35961526",15.03021652,1103.262372,2.607518744,NA,3.632710441,NA,1188.844723,288.7845047,6.600616088,0.879442681,"1374.017061",1.715762441,0.071757796,NA,5.431822363,NA,NA,2.382265702,"20.94976447",242.1844759,1193.885125,NA,NA,40.37251852,7.034406376,6.866160034,6.344736975,NA,9.333649822,NA,NA,NA,0.551999936,3.524523156,NA,NA,0.174438085,0.420546572,NA,2.516751252,1.427071494,NA,1.075252423,NA,NA
"KWS10464",1.922558114,"1.034556131",NA,117.9633419,12.27901637,NA,49.95992299,NA,380.6784826,277.5249162,66.53356333,2.294316361,"6191.657416",NA,1.660366092,"7.258328806",32.31250929,53.76534892,NA,3.502387637,"1.125200597",214.8520019,1750.32675,NA,11.37816364,186.6229562,25.64907019,7.499733727,11.84210194,36.13161687,6.036760761,NA,NA,9.904343028,0.218634115,8.567940624,NA,NA,NA,4.934805323,0.375540889,14.35712259,4.814416482,NA,5.257426182,0.50518226,NA
