"","3-oxo-Δ4,6-LCA","3-oxo-Δ4-LCA","3-oxoalloLCA","3-oxoLCA","7-oxoCA","3-oxo-Δ4-CDCA","7-oxoCDCA","βMCA","12-oxoDCA","3-oxoDCA","CDCA","MDCA","DCA","alloCDCA","3-oxoCA","UCA","CA","isoCA","TLCA","Δ5-3b-ol","isoalloLCA","isoLCA","LCA","alloLCA","3-oxoCDCA","isoDCA","isoCDCA","GDCA","GCDCA","UDCA","HDCA","ωMCA","αMCA","HCA","LCA-3S","GCA","UDCA-3S","CDCA-3S","DCA-3S","CA-3S","TUDCA","TCDCA","TDCA","T-βMCA","TCA","TLCA-3S","TCA-3S"
"KWS10465",4.098205011,"2.373494196",NA,202.0360076,8.804839178,NA,38.28191389,NA,1218.103609,195.8577545,140.42317,3.333294994,"23317.13417",NA,3.386826263,"36.44190952",59.46628203,271.0289207,8.559590133,3.856306853,"3.403193133",820.3698176,9576.595817,NA,4.933853549,833.8084412,88.60760106,14.2164768,22.60231244,125.4654877,46.36922379,NA,NA,4.318217486,3891.55639,9.923929674,102.9232065,"783.2154428",5892.124915,93.02679043,0.318146554,6.425760365,25.48475561,NA,4.968182071,3.437952052,2.429542899
"KWS10466",3.146522855,"0.648706911",NA,73.71737881,4.117303284,NA,10.6327086,NA,273.526935,119.6702167,202.3562614,2.955735168,"6639.974712",NA,0.562071099,"1.846733669",56.02748147,3.196700789,NA,1.240251601,"17.72455926",328.2890281,2943.057733,NA,5.343369483,226.4794623,46.33839218,26.04304388,114.868129,9.767493367,45.5827706,NA,NA,0.833972599,188.0750931,29.62631535,25.23035571,"120.2045174",322.4562943,17.41557867,0.120247672,6.198500206,1.002317458,NA,2.068492226,NA,NA
"KWS10467",2.283906971,"1.076536191",NA,68.20001905,105.4124881,NA,187.3926701,NA,793.8205853,168.2936679,745.2538344,1.681377751,"18865.75005",NA,8.578977477,"16.08630433",1165.936792,60.84081689,NA,11.32877831,"4.922334782",277.7502501,4999.841749,NA,8.792071053,630.6916965,87.92169197,133.8590186,193.4639112,24.50571385,22.10291273,NA,NA,5.20161837,23.98465941,154.2389904,6.035090739,NA,14.96320313,12.64774208,0.512874672,46.35944072,26.34548498,NA,38.35159322,3.11057464,NA
"KWS10468",3.219667674,"0.135631339",NA,10.4955081,16.73650356,NA,23.55090083,NA,65.23488251,19.18405455,102.1780279,NA,"2095.09843",NA,0.243321774,"11.72215514",30.74502537,7.691595763,NA,1.017859171,"4.445033777",92.40936937,1075.793257,NA,2.110539696,73.4167977,27.29109892,4.416143072,31.09545861,49.17122861,24.33271839,NA,NA,7.011080615,802.8034796,4.330127036,167.9350513,"275.0735139",544.8373242,26.64218397,0.587525629,10.09104835,0.797970138,NA,1.325897156,11.11250353,NA
"KWS10469",1.984687521,"0.586207592",NA,58.45662272,41.26405533,NA,87.35807533,NA,681.8089381,159.8130489,189.6083691,5.417816519,"11223.88933",8.073475886,2.422625666,"229.8241657",152.6171566,89.17337637,NA,5.600653609,"2.596070013",293.3412494,2248.97357,NA,7.46416043,327.7466832,45.70902677,33.41670339,32.79995203,358.3451964,3.74240835,NA,NA,1.863516306,1851.844468,11.29123163,227.4930346,"448.9509013",3604.957147,28.59157161,0.75126976,3.097647425,2.208925533,NA,1.418583504,2.739204608,NA
"KWS10473",2.396342884,"0.323059568",NA,132.5525165,5.790167365,NA,14.50244502,NA,173.0000569,39.76976245,97.84976587,1.803119971,"835.2921883",NA,0.242880759,"1.588828402",37.50527347,48.04833901,NA,0.76094941,"25.36327303",226.5829102,2548.57268,NA,2.067883679,30.27138469,15.63983573,14.1032592,53.90265525,12.29534212,16.65999543,NA,NA,0.35774598,1.976917835,35.68478944,1.184077778,"2.084966923",2.871196038,NA,0.79724743,7.457814339,0.752404066,NA,2.760812708,NA,NA
"KWS10476",2.533662699,"2.562319331",NA,235.8029948,16.88170967,NA,26.38419684,NA,959.4705367,106.7477324,79.13614289,3.568310159,"1456.648278",NA,3.012931934,"2.972090358",59.68317059,2.054732433,NA,0.838324032,"20.2862503",245.106565,1786.968723,NA,6.004453543,70.13280337,14.62806201,15.58314355,31.3562539,13.8092267,33.67057779,NA,NA,0.254000001,1.83424672,34.49015772,0.402295684,"0.452429248",1.24737019,NA,0.602973762,9.73023049,2.5355457,NA,7.358590215,0.24639128,NA
"KWS10477",2.044710526,"2.549881841",NA,208.7328214,39.01696525,NA,52.26309495,NA,520.1623382,100.4238306,345.2242478,3.880741197,"7754.283207",NA,2.765523121,"50.2039645",292.6423405,15.91384707,NA,5.037936652,"53.67330645",800.5704303,6199.836496,NA,5.432996789,212.8125048,38.99448187,66.30962652,330.1276852,121.2256206,14.72391415,NA,NA,0.789108006,11.7831343,191.1916311,3.99925168,"9.246158252",14.43169046,0.907028472,6.818483276,51.55957912,5.98652374,NA,19.04322308,1.513767121,NA
"KWS10478",0.693732232,"1.361681377",NA,125.915161,NA,NA,2.691204107,NA,160.7724109,84.79358647,22.15699463,3.316689156,"5522.265144",NA,0.067826844,"1.101630943",5.870669178,NA,NA,3.820417174,"73.82831698",795.4518133,3300.767606,118.0957756,1.87298364,334.1033309,32.66908193,102.8950939,26.79938178,NA,8.885607081,0.706609126,NA,NA,20.02423358,13.53480588,0.289234179,"0.25848276",11.53027387,NA,NA,4.103258863,4.992939137,NA,1.155429133,0.214645071,NA
"KWS10480",2.262591512,"3.488090799",10.18040902,259.3690484,5.947506037,NA,10.62888482,NA,488.5392282,71.88519684,66.23430652,2.50110924,"1293.241083",NA,0.890586424,"10.71003882",36.31724391,0.722062236,NA,2.086844295,"115.3642328",315.4625796,2498.795551,88.03464171,3.782696765,53.07794799,11.41213328,15.26884162,73.71443097,28.99508129,22.58523089,NA,NA,0.369762203,6.891341902,37.77810451,1.125700664,"1.588781318",2.025815281,0.307959887,0.569444177,4.05475461,0.368157985,NA,1.575982404,0.248379465,NA
"KWS10481",3.471208407,"0.716127793",NA,133.9997032,20.66512209,NA,10.89825165,NA,1180.077237,251.2382978,45.02320035,NA,"14301.84702",NA,1.098923234,"5.435892438",45.5617031,4.376869993,NA,3.731428085,"174.2434545",576.2399089,4233.595555,NA,5.430328529,567.0504789,61.79053133,36.07095337,32.23033166,8.796300385,16.09882873,NA,NA,0.153499633,6.96195177,35.99333837,1.162658425,"1.970154694",10.2576413,0.309653656,0.313157469,2.508337657,1.65764596,NA,1.998285922,NA,NA
"KWS10486",1.976692524,"2.557869264",NA,228.1172602,2.279561854,NA,15.417362,NA,1060.713694,185.9260319,91.42539306,2.304088024,"7351.889684",NA,0.036003763,"1.672513249",19.84850907,NA,NA,5.211908061,"112.0581022",995.9326071,6998.144078,NA,3.915983873,272.6400162,40.90082486,13.92685927,27.34312994,9.367230713,30.42729101,NA,NA,NA,12.44849318,6.981779703,2.063150357,"0.570939492",3.46054212,5.411341626,0.250797373,3.089185282,1.160831141,NA,1.528628224,0.440803124,NA
"KWS10538",1.750720374,"0.952099168",NA,126.3052624,2.867075797,NA,11.37133366,NA,198.7988258,137.5891632,60.11430339,1.892668033,"5258.559999",NA,NA,NA,18.55614713,1.027568044,NA,2.786173202,"24.16356604",452.9823624,1919.375633,NA,6.30868304,205.4685859,27.84073828,11.32234495,14.94911689,11.79035871,7.394107833,NA,NA,NA,3.798032628,11.39632952,0.606261929,"0.961630892",2.926411578,NA,0.162903969,3.308894836,1.53711399,NA,2.125266494,0.302576475,NA
"KWS10539",2.374759057,"0.337423334",NA,53.51671223,6.078188421,NA,42.98385099,NA,98.04740261,58.96607008,240.078017,NA,"8126.549215",NA,0.272824933,"26.27564473",50.124242,13.15345006,NA,2.59316414,"12.36711933",473.5213989,4545.049811,NA,4.534359686,197.1053214,37.65061858,2.615845054,29.52456464,182.6073753,6.080925688,1.1048996,NA,9.921672244,350.854182,8.05961328,411.6034505,"809.360869",665.4989239,70.01157936,0.177575115,2.637112374,0.271190678,NA,0.618121475,0.426480419,NA
"KWS10540",1.579530203,"1.023269573",NA,NA,703.9498159,NA,187.0000007,NA,NA,NA,257.518344,NA,"0.753119706",NA,73.79318632,"1420.489463",1942.038877,244.7628333,NA,11.58668728,"0.424042304",1.3461729,5.394658356,2.059084386,21.5797963,NA,27.00677161,NA,41.26410119,642.9716995,NA,NA,NA,8.023625864,5.246512474,18.17830625,287.5642793,"504.252227",NA,73.20566051,1.407343351,4.898999957,0.056113668,NA,3.531659036,NA,0.12848735
"KWS10543",1.494837388,NA,NA,8.651424139,43.51819104,NA,100.1584041,NA,144.6244356,44.58778827,824.1402475,1.96738639,"8413.994472",NA,4.084789928,"253.1433322",370.6601405,59.3148053,NA,6.334239029,"1.16405106",138.5521567,2607.424149,NA,6.609470067,329.4072838,103.600073,6.086834273,23.85331508,740.7844543,5.232240272,NA,NA,7.372818567,49.82574392,7.999598426,23.46604334,"15.46409454",12.34962219,18.41192513,0.174013332,4.057112604,2.224605783,NA,3.916940929,1.9825545,0.107577311
"KWS10545",0.456701787,NA,NA,NA,142.479387,NA,108.8709972,NA,5.699883706,NA,505.9004871,NA,"39.77454041",NA,14.42842455,"2447.074892",1140.521047,97.42343249,NA,4.697394843,"0.027930438",0.25446818,3.438412974,0.519859489,5.280700339,1.546685572,26.7357044,0.571780391,91.95282142,1015.315335,NA,NA,NA,10.16814219,11.08803582,78.73917482,206.1788601,"240.9424016",14.3193353,20.74427517,1.903181281,6.33575986,0.047121904,NA,4.808671359,0.184668136,0.661639592
"KWS10546",2.724549505,"1.476502161",NA,233.8543869,3.195733824,NA,9.879946118,NA,1124.92749,269.208055,40.66679179,1.497082201,"19264.76774",4.427640787,0.492284669,"13.15780165",29.43325935,1.022032215,NA,2.641438757,"35.9583978",1182.031353,7160.57771,NA,6.353380944,683.2830638,68.79859973,29.12317455,20.37584148,31.59163815,29.0776862,0.514044987,NA,0.084211099,8.015694956,16.39812845,NA,"0.731263665",5.699888756,NA,0.143867934,1.920784066,1.903187227,NA,1.818659992,0.210373079,NA
"KWS10547",2.95313703,"1.19746454",NA,70.6041504,2.479989071,NA,12.1004812,NA,1040.749457,188.9321681,179.1875078,1.054877158,"10934.27792",NA,0.200390501,"2.870285143",35.30114396,1.717028608,NA,2.580460302,"35.57962941",506.2716478,4403.665734,NA,4.37508774,497.2714065,71.22982838,7.957159424,25.70496365,28.86756964,22.51317141,NA,NA,0.261576191,55.31666138,15.30699892,77.46097198,"4.325336925",20.02234713,2.861844265,0.403175725,3.961792591,0.617753803,NA,1.613270987,0.104173614,NA
"KWS10548",2.146478368,"2.868384153",NA,221.6512849,9.058490864,NA,9.518166092,NA,141.3608382,119.8716614,36.12078474,2.271129013,"3051.86521",12.62234659,0.560397661,"16.12242285",60.5217432,32.33637733,NA,13.76889541,"8.876308678",266.0331731,1891.106217,NA,NA,95.99405543,11.93369328,19.67718516,60.76648373,35.95202836,19.22820425,NA,NA,0.418214963,2.007561432,76.14161887,2.659923229,"3.182547262",5.484277212,1.170074723,5.928141243,24.41199811,5.084968869,NA,16.56203335,0.358530878,0.14228646
"KWS10549",3.327835913,"14.61204259",8.856774569,679.2925243,2.607966115,NA,NA,NA,1524.809781,343.1311694,50.85990531,NA,"4576.841364",NA,0.100998586,"1.139867804",14.72614574,NA,NA,5.51088131,"62.77867772",501.612806,3358.962184,NA,NA,197.2476144,24.15141345,20.83607181,26.7617959,5.284557751,20.76289447,NA,NA,NA,18.87498852,6.113991294,8.023937388,NA,13.88787745,31.19163686,0.25462265,3.040547161,1.366207152,NA,0.885546352,NA,NA
"KWS10550",2.110982614,"0.585919504",NA,46.49863801,5.695217247,NA,18.25108624,NA,296.1973492,63.83835181,75.9936789,NA,"2699.491493",NA,0.976473079,"9.175861414",30.690502,40.93952894,NA,3.942195915,"7.034807059",146.1038405,1450.461741,5.564112036,3.710430115,103.9071891,15.45856572,21.9386625,40.83304699,40.83538319,NA,NA,NA,2.16747678,28.06991271,9.689844738,16.70754625,"77.17506758",487.1552612,14.47415037,0.255896523,8.537171922,2.650520594,NA,2.992664921,1.033214066,NA
"KWS10551",2.10883647,"5.766641032",5.983866615,241.424146,3.140317047,NA,6.493402767,NA,863.7900114,138.9064195,56.4192906,NA,"6149.881154",NA,0.306211308,NA,26.79130813,NA,NA,5.334055345,"60.93498423",831.2226071,4104.911895,17.85915863,5.011818267,402.7060707,46.45592364,11.81392435,10.46022529,NA,14.06818296,NA,NA,NA,5.789972034,3.265431446,0.75315309,"0.697265679",7.142747559,NA,0.197845599,2.833713541,1.516925344,NA,1.385781923,NA,NA
"KWS10552",1.390895327,"0.810490227",NA,80.58758126,2.31828779,NA,NA,NA,462.1075119,132.5932655,60.17495398,NA,"11657.57438",NA,NA,NA,21.51839452,0.513481246,NA,5.946600791,"71.56023359",623.5267954,3879.824455,NA,4.775075764,521.0377054,54.40533077,11.27276373,12.07212741,NA,19.76044009,NA,NA,0.192268211,1.762095956,5.06532063,NA,"0.52054796",1.809633844,0.258309504,NA,1.210359374,0.833599579,NA,1.809698593,NA,NA
"KWS10555",3.408572691,"1.833545877",NA,97.45711223,111.2418923,NA,157.6228015,NA,473.9217852,114.5366064,488.1979194,NA,"1956.484032",10.35680145,14.44403447,"698.0359609",1353.158029,67.09974513,NA,4.849903888,"1.996158469",77.30049526,928.5378327,5.306256094,28.9394191,71.60806205,31.98880391,9.294838442,98.49615948,557.1730769,NA,NA,NA,6.5230798,37.37414553,124.1847808,204.6858976,"503.2320597",303.1556954,55.01703625,16.28811435,79.65021096,8.473780122,NA,76.97340065,0.714780175,0.823041078
"KWS10556",1.539359008,"0.176891587",NA,NA,392.2174647,NA,163.1292499,NA,18.37162276,5.182889249,1847.355428,NA,"708.8741629",12.21906303,22.02629665,"710.0914468",3127.648107,153.5638455,NA,8.574567227,"0.232060056",1.018293849,32.94824259,0.387304549,16.68631013,14.02993532,68.52192329,0.999998529,16.71832439,661.2864855,NA,NA,NA,23.29081797,81.81013355,9.731727712,194.4613899,"412.5607884",210.454233,39.59412308,1.751158943,8.243296893,0.300003573,NA,2.7448895,1.130374512,NA
"KWS10558",1.68402671,"2.453021283",NA,227.9391529,NA,NA,NA,NA,785.9465531,234.5508964,15.1813992,NA,"6998.850297",NA,0.15393222,"0.322694752",14.06447517,NA,NA,1.246591643,"19.75621527",513.1806519,4113.719322,16.01087255,4.397555721,247.7363131,26.01125572,6.180986217,4.577751821,NA,12.34337204,NA,NA,NA,3.055954677,2.092537138,4.203000899,"65.31947104",NA,14.78955653,NA,0.675685784,0.795680874,NA,0.264498419,NA,NA
"KWS10559",2.4156605,"2.726788511",NA,252.0367184,19.02593313,NA,7.896492182,NA,913.7284634,344.1418296,110.3990464,NA,"10698.20158",NA,0.755466249,"3.733230151",214.3695793,4.368721451,NA,8.198296726,"201.3605657",837.2196146,6873.826975,51.95878801,10.57959265,395.9420792,49.62001728,9.894290895,18.83318401,11.47876956,40.07496226,NA,NA,NA,3.483876644,5.083763571,1.19409111,"1.112678859",4.894861552,NA,0.452276763,3.479089779,0.611127693,NA,1.207132945,NA,NA
"KWS10560",3.40316002,"1.226230102",NA,99.44505088,3.401249547,NA,NA,NA,566.10828,158.6652593,41.61381788,2.531087563,"8361.381927",NA,NA,"10.9737763",33.91416835,0.930198577,NA,1.75698827,"28.36816244",413.1137934,3004.136512,NA,3.778223795,244.1676487,25.71913542,60.33008706,36.334271,15.13105385,8.884502346,NA,NA,NA,4.009734203,28.34865906,NA,"3.589718933",2.763699957,17.07996621,1.0271974,5.100574101,4.486835664,NA,3.538285142,0.462956081,NA
"KWS10561",3.371538265,"0.638456965",NA,32.96341061,10.52924281,NA,57.4724156,NA,1539.249997,177.2802778,374.8709244,NA,"29389.01601",11.90975551,3.693365019,"508.6540555",117.9965024,125.8422531,NA,2.268388338,"4.860393125",540.3337069,11684.49323,51.78446915,8.105264813,1651.405537,211.9156044,6.50672758,13.65041618,1001.926192,9.614995758,NA,NA,10.40044776,346.6362453,5.558515824,103.2013189,"154.0229476",280.108797,14.33821629,0.230980369,1.400301263,0.862807079,NA,0.713332564,NA,NA
"KWS10562",2.218254754,"2.28961213",NA,197.0236707,7.254748707,NA,7.223205046,NA,893.2882535,237.7617755,167.8045835,7.503589838,"20245.26386",NA,1.076827414,"57.39313512",125.8857482,6.221468476,NA,5.347759648,"67.58268066",1837.004446,13492.46001,15517.97885,8.597250737,838.2365933,90.08912883,33.36134232,110.5164914,63.62083013,6.261820615,5.466206239,NA,NA,1756.895498,50.70066293,523.620141,"430.2341389",1576.459294,27.30872634,1.035308265,7.257208787,1.2215603,NA,3.761492436,NA,NA
"KWS10563",2.459925681,"2.055254607",NA,278.0726017,4.435223431,NA,NA,NA,1027.734444,184.6889994,55.01666839,4.392725043,"9740.718844",NA,NA,"3.159507667",45.45355985,1.861882366,NA,3.728660065,"147.427076",1040.958722,6489.910542,NA,4.440935891,277.3177084,30.35903541,21.108212,48.83860375,14.84817384,25.29213726,0.387233425,NA,0.112772922,1.457225391,25.8272677,0.408953173,"0.496229906",1.540842253,NA,0.939031302,6.807066832,1.429710352,NA,2.700996647,0.243843901,NA
"KWS10567",3.356898096,"0.532442584",NA,30.08259905,37.63687612,NA,138.0118463,NA,458.3414888,97.5985763,1062.58047,NA,"21424.23469",NA,2.113755564,"164.7698118",365.1744368,140.4103809,NA,9.324235687,"0.780358157",315.5564458,7253.76311,21.58931874,10.31112916,923.2865221,156.8539548,15.5058022,24.26603841,1151.498243,18.85486284,NA,NA,8.507387353,2430.025099,7.243370234,121.9992237,"396.9345313",1356.659762,25.50020535,0.36307868,7.43206641,2.322805801,NA,1.082494619,6.189802542,NA
"KWS10631",4.05417498,"1.910597243",NA,185.1751515,3.469978641,NA,11.24758637,NA,692.9155805,146.3863718,40.70818935,5.056520578,"7182.700043",NA,0.200024177,"1.278774133",12.77139093,1.005400348,NA,2.49432877,"47.04483059",522.3253165,2985.431548,NA,0.357889303,241.9655169,27.93662082,26.62846695,23.74340977,11.68231739,22.53213367,NA,NA,NA,10.17835737,10.51868772,NA,"0.640404504",4.469167557,NA,NA,1.218810941,0.739641451,NA,0.58414,0.152462537,NA
"KWS10632",3.542586794,"0.325540167",NA,31.33835397,63.23998381,NA,178.1553029,NA,848.1018867,178.0983053,1181.419486,NA,"21697.30966",19.07353298,5.353955825,"10.40594275",744.8679774,125.6853865,NA,2.53678933,"2.61062346",203.3387147,8154.065706,46.02529946,17.32709999,510.3799159,107.6904474,9.175488469,9.521779848,68.99825478,25.55318245,NA,NA,14.4924731,2.491721703,3.524618717,3.153777314,NA,NA,9.810840681,NA,0.901691967,0.786136943,NA,0.399140213,NA,NA
"KWS10633",0.812780677,"1.001941549",NA,68.29934121,NA,NA,5.562458798,NA,388.9533625,70.35616865,5.76617666,NA,"2864.386083",NA,0.166375174,"0.267651104",2.775432731,NA,NA,1.138670231,"17.97051212",245.5730296,1572.644823,13.40247116,2.685425844,130.3482258,15.26305163,2.231964523,2.820662947,NA,3.896461989,NA,NA,NA,0.651508938,2.654334383,0.878090305,NA,NA,10.17802806,NA,0.064546473,0.039427847,NA,NA,NA,NA
"KWS10635",3.690991828,"4.726696468",NA,117.0099224,NA,NA,17.5952851,NA,1538.596269,233.5726026,139.0114431,NA,"21908.30541",NA,0.386906511,"59.57101777",53.39250694,62.8148866,NA,3.990303553,"5.231451937",1106.838822,13724.73824,82.67008824,7.081164135,1023.181344,112.6187784,11.34414015,15.09646385,278.3642834,19.30211349,NA,NA,5.432387354,439.3714365,9.268036231,279.4639434,"984.9330212",7550.91592,217.876699,0.345551243,1.158463901,0.704800544,NA,0.654329985,NA,NA
"KWS10636",2.399173683,"0.518111496",8.04770646,112.630408,2.217608492,NA,NA,NA,200.8815165,132.3368648,18.40436057,2.28958193,"10787.17249",NA,NA,"4.098506045",7.136332836,0.767779349,NA,3.809591607,"89.54546806",499.4552916,5112.418853,NA,2.303921254,266.678307,27.71272625,14.65945299,7.430801666,11.31901523,15.34526761,NA,NA,NA,0.268353914,6.591192209,NA,"0.003966106",0.263117619,NA,NA,1.937825105,1.32078462,NA,0.831809154,NA,NA
"KWS10637",0.79089792,"0.12630266",NA,25.53437965,1.759534475,NA,NA,NA,29.47560265,15.88589185,23.32036441,NA,"571.7824808",NA,NA,"1.247720022",8.302275982,9.799185969,NA,0.55674442,"4.679360054",53.83516095,417.1755171,NA,0.48729408,19.78478802,2.264451522,16.57232255,26.00381155,5.153786611,0.479191774,NA,NA,NA,985.4011512,9.330023859,169.6451475,"482.1203108",2213.136086,54.42331339,0.140602292,1.88608366,0.72821535,NA,0.546597957,0.287343898,NA
"KWS10638",0.603756475,"2.225419245",5.296153143,243.4743157,4.733534992,NA,8.398593091,NA,325.8706395,138.5502851,20.45744022,NA,"3442.81795",NA,0.536610322,"8.067577388",16.71403484,NA,NA,1.895117516,"45.42945705",385.7614632,1914.249983,7.756559656,4.329211464,138.418998,16.2412913,15.84392724,18.71608372,21.3133569,16.76355422,NA,NA,NA,4.630546364,12.43867408,0.106048381,"0.411371646",0.730663456,NA,0.229541028,1.87143013,0.976228166,NA,1.043506112,0.913032715,NA
"KWS10639",1.89355359,"5.251778628",32.93571703,756.3099209,NA,NA,NA,NA,1398.399734,435.1542908,32.17856978,NA,"2752.5373",NA,1.532544189,"3.022944982",18.46086468,NA,NA,3.895214463,"252.2425784",718.524802,3047.443273,26.68966628,14.83280587,165.256242,21.90540607,6.233748713,9.678097418,8.209101333,5.476422375,NA,NA,NA,3.64759886,3.007980874,0.700143472,"0.487329533",1.309598739,NA,0.335183348,2.009369111,0.445484294,NA,0.845249334,NA,NA
"KWS10641",1.422703411,"0.547447887",NA,71.33718069,6.898086875,NA,27.83677298,NA,374.2340849,120.4997283,89.53577176,NA,"9008.731835",NA,0.738566436,"65.94890138",62.89042198,48.51688405,NA,5.351715687,"28.2618022",975.5960471,3465.460263,NA,2.122890499,437.1478001,52.02362306,14.57010952,15.93979806,150.5507127,9.58890875,1.863469244,NA,6.25298718,53.93772811,22.33029968,6.450034403,"9.605284879",29.9940912,2.155621631,0.521426962,2.184000499,1.037199986,NA,2.286845445,0.671415379,NA
"KWS10642",1.286881249,"0.857206575",NA,121.1675005,NA,NA,7.00084916,NA,635.997194,89.18587957,75.27045594,NA,"1122.467982",NA,0.498835818,"0.554682282",26.25450254,NA,NA,1.208104294,"9.752623711",138.3254309,1303.203976,5.470139878,8.378158899,38.81191291,10.43934649,4.106054209,11.41109123,5.632876177,8.270047434,NA,NA,NA,1.485941058,6.219748444,0.420672029,NA,NA,6.210773904,NA,2.955321371,0.273148881,NA,1.232488156,NA,NA
"KWS10644",2.466405249,"1.92968256",NA,123.5778437,9.192948144,NA,15.50003273,NA,1288.86471,139.0281448,145.2750293,NA,"3795.535833",NA,0.900671902,"15.29787778",103.1592357,4.536749917,NA,2.087405724,"41.04088588",306.8899757,2398.426831,8.831513491,7.514728463,207.8537749,39.61686795,37.1648152,91.67393307,39.33075357,11.46322104,NA,NA,NA,15.42811585,48.08537634,20.75707814,"2.251630936",7.729021071,NA,0.647969153,5.088066935,1.253893633,NA,2.910517474,NA,NA
"KWS10646",0.796328251,"1.158109014",NA,51.16410565,11.00329381,NA,18.6449523,NA,225.7509482,127.9655223,99.97303893,NA,"6848.644336",NA,1.05046976,"3.179875287",43.22595982,31.52660428,NA,4.374458629,"1.855677677",336.4960923,2436.052957,14.46147883,3.648662225,245.2635196,27.50667014,8.127011842,11.89116724,11.05709172,7.938231424,NA,NA,0.85262898,321.5333517,9.609052502,16.81845706,"261.3880672",1517.168906,21.86917961,NA,3.325731013,0.83760789,NA,1.221681522,NA,NA
"KWS10647",1.622462842,"0.180235952",NA,63.65196158,6.127880187,NA,2.637288715,NA,1342.140679,321.6021882,25.62037496,1.67904494,"32917.73271",NA,0.501864302,"2.753967359",94.54089951,5.009059579,NA,NA,"20.23810674",215.8542135,4079.677567,NA,5.966574035,898.7413278,89.81497564,83.03572944,26.08990289,5.787026452,14.89313189,NA,NA,NA,4.6099751,44.81367983,4.747442062,"1.747507306",2.399983017,2.096034361,0.183713287,1.576440231,3.655309785,NA,2.710822495,0.254647582,NA
"KWS10648",1.610569219,"3.254088476",NA,244.4838196,NA,NA,14.17034479,NA,1599.155694,169.2557717,230.2481036,NA,"3346.569304",NA,0.401064275,"0.309223971",23.78010055,NA,NA,1.243186852,"18.49232001",217.7049619,2184.688569,5.741256151,8.255737768,133.0953307,22.75831853,13.1785701,150.1180716,30.98150695,16.81262333,NA,NA,NA,16.29556882,11.13309428,1.498964495,"6.629428658",2.963176082,NA,3.037158314,29.90957733,0.983900847,NA,1.678129813,0.662824986,NA
"KWS10649",2.48152698,"0.817595651",NA,34.47588012,132.953002,NA,325.328856,NA,346.9460427,118.8810892,1569.111226,8.440686591,"15573.64032",11.97117313,6.694657892,"487.2105003",876.0491791,128.4101042,NA,5.967135753,"12.30789813",423.4929933,4234.834064,10.97464167,18.69326779,649.8527604,175.8704498,105.7458483,71.23481295,1829.614682,26.87984421,NA,NA,8.004600734,987.7926298,21.95475052,97.96412507,"105.915757",1222.696391,7.815972969,1.781606243,6.537909745,4.294190828,NA,1.408998778,NA,NA
"KWS10650",2.430782667,"1.699318439",5.163861513,215.8078417,NA,NA,3.204189523,NA,1710.721061,261.8612306,25.42068825,NA,"8447.311276",NA,0.234049088,"2.67487068",25.34400831,NA,NA,5.797962116,"116.6473862",839.368458,4962.949988,21.28851325,7.602467911,481.6995168,54.35692275,11.78630852,11.55451986,NA,41.48561576,NA,NA,NA,3.025677065,9.512093779,0.074144668,"0.175980739",1.972149899,NA,NA,3.951155114,1.905194233,NA,2.304867193,0.963435385,NA
"KWS10651",0.990501092,"1.84674022",NA,342.6833855,NA,NA,NA,NA,1607.111113,383.2121272,2.542781377,4.226848662,"6374.08166",NA,0.233002081,"3.029560574",5.617918445,NA,NA,1.451285251,"30.79295567",710.4705691,3632.264677,18.85323486,7.319775307,343.1563006,39.57941049,5.189767795,4.168226021,6.732395729,17.65419628,NA,NA,NA,0.529419365,2.387337199,0.59664291,NA,1.050432156,NA,NA,0.849762288,0.5698345,NA,0.430392808,NA,NA
"KWS10652",2.760251055,"5.266177856",6.39442663,404.5468904,NA,NA,NA,NA,1927.227107,245.4779467,23.88438676,NA,"3782.552794",NA,0.273154706,"0.230342459",12.63699158,NA,NA,3.350490407,"62.73887452",366.2984676,2802.051438,11.92258142,9.212960242,199.8589207,33.07714397,6.368100863,9.139517764,NA,7.963767481,NA,NA,NA,3.420996015,4.081154794,0.312837292,"0.566224846",2.28772936,NA,0.082986882,2.543720635,0.466422604,NA,0.982782879,NA,NA
"KWS10653",0.688179417,"0.072096012",NA,3.081095052,211.9681445,0.675478332,272.0942216,NA,218.5238189,37.82373649,2749.082579,NA,"9537.988099",27.25158582,9.171923926,"52.90963208",2068.298709,172.3990368,NA,4.37421814,"1.885167463",80.11637362,1431.453163,5.875557461,15.32069165,366.7339626,176.2525748,19.13500791,16.19229223,582.3746512,8.804234233,NA,NA,1.277667604,1530.233085,5.265120044,28.33920781,"86.43681386",895.6381855,5.256331336,0.294927514,3.341754198,2.12746415,NA,1.051087224,0.85705528,NA
"KWS10655",1.062656421,"5.991741193",18.17833698,477.339777,NA,NA,5.172699079,NA,1081.380399,135.573863,39.4853327,NA,"1140.574657",NA,1.573840027,"2.780830397",19.98126806,1.521372052,NA,4.121244832,"104.957926",411.9565138,2265.278698,14.94833736,5.997308566,43.77238268,8.148878273,14.04893455,12.69933103,NA,5.773322229,NA,NA,NA,1.688389982,8.508918543,0.084619684,NA,0.348925218,NA,0.420232519,6.823344252,2.163753564,NA,3.055119768,NA,NA
