"","Abiotrophia_defectiva","Acetanaerobacterium_elongatum","Acetivibrio_ethanolgignens","Acidaminococcus_fermentans","Acidaminococcus_intestini","Actinobaculum_schaalii","Actinobaculum_urinale","Actinomyces_funkei","Actinomyces_georgiae","Actinomyces_graevenitzii","Actinomyces_lingnae","Actinomyces_naeslundii","Actinomyces_odontolyticus","Actinomyces_oris","Actinomyces_radicidentis","Actinomyces_turicensis","Actinomyces_viscosus","Adlercreutzia_equolifaciens","Aerococcus_urinae","Aeromonas_veronii","Agrobacterium_tumefaciens","Akkermansia_muciniphila","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Allisonella_histaminiformans","Alloscardovia_omnicolens","Anaerococcus_lactolyticus","Anaerococcus_vaginalis","Anaerofustis_stercorihominis","Anaeroglobus_geminatus","Anaerostipes_butyraticus","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerotruncus_colihominis","Anaerovibrio_lipolyticus","Anaerovorax_odorimutans","Arcanobacterium_hippocoleae","Arthrobacter_cumminsii","Asteroleplasma_anaerobium","Atopobium_parvulum","Atopobium_rimae","Atopobium_vaginae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_chinchillae","Bacteroides_clarus","Bacteroides_coagulans","Bacteroides_coprocola","Bacteroides_coprophilus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecichinchillae","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fluxus","Bacteroides_fragilis","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_oleiciplenus","Bacteroides_ovatus","Bacteroides_plebeius","Bacteroides_pyogenes","Bacteroides_rodentium","Bacteroides_salanitronis","Bacteroides_salyersiae","Bacteroides_stercorirosoris","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Barnesiella_viscericola","Bifidobacterium_adolescentis","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_catenulatum","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bifidobacterium_pseudolongum","Bifidobacterium_stercoris","Bilophila_wadsworthia","Blautia_coccoides","Blautia_glucerasea","Blautia_hansenii","Blautia_hydrogenotrophica","Blautia_luti","Blautia_producta","Blautia_stercoris","Brachyspira_aalborgi","Brachyspira_pilosicoli","Brevibacterium_otitidis","Butyricicoccus_pullicaecorum","Butyricimonas_synergistica","Butyricimonas_virosa","Butyrivibrio_crossotus","Butyrivibrio_fibrisolvens","Campylobacter_concisus","Campylobacter_hominis","Campylobacter_ureolyticus","Catabacter_hongkongensis","Catenibacterium_mitsuokai","Cellulosilyticum_lentocellum","Cellulosilyticum_ruminicola","Cetobacterium_somerae","Christensenella_minuta","Chryseobacterium_indologenes","Citrobacter_freundii","Cloacibacillus_evryensis","Cloacibacillus_porcorum","Clostridium_algidixylanolyticum","Clostridium_aminophilum","Clostridium_bartlettii","Clostridium_beijerinckii","Clostridium_bolteae","Clostridium_butyricum","Clostridium_cellulosi","Clostridium_chauvoei","Clostridium_citroniae","Clostridium_clostridioforme","Clostridium_cocleatum","Clostridium_disporicum","Clostridium_fusiformis","Clostridium_glycolicum","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_hylemonae","Clostridium_indolis","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_lavalense","Clostridium_leptum","Clostridium_lituseburense","Clostridium_mayombei","Clostridium_methylpentosum","Clostridium_nexile","Clostridium_oroticum","Clostridium_paraputrificum","Clostridium_perfringens","Clostridium_propionicum","Clostridium_ramosum","Clostridium_rectum","Clostridium_saccharogumia","Clostridium_scindens","Clostridium_spiroforme","Clostridium_stercorarium","Clostridium_symbiosum","Clostridium_tertium","Clostridium_xylanolyticum","Clostridium_xylanovorans","Collinsella_aerofaciens","Collinsella_intestinalis","Collinsella_stercoris","Collinsella_tanakaei","Comamonas_kerstersii","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Coriobacterium_glomerans","Corynebacterium_argentoratense","Corynebacterium_aurimucosum","Corynebacterium_durum","Corynebacterium_kroppenstedtii","Corynebacterium_nuruki","Corynebacterium_riegelii","Corynebacterium_striatum","Corynebacterium_urealyticum","Cronobacter_muytjensii","Cryptobacterium_curtum","Desulfovibrio_desulfuricans","Desulfovibrio_fairfieldensis","Desulfovibrio_piger","Dialister_invisus","Dialister_micraerophilus","Dialister_pneumosintes","Dialister_propionicifaciens","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Dysgonomonas_capnocytophagoides","Edwardsiella_ictaluri","Eggerthella_lenta","Eikenella_corrodens","Elusimicrobium_minutum","Enterobacter_cloacae","Enterococcus_avium","Enterococcus_casseliflavus","Enterococcus_cecorum","Enterococcus_dispar","Enterococcus_durans","Enterococcus_faecalis","Enterococcus_faecium","Enterococcus_gallinarum","Enterococcus_gilvus","Enterococcus_pallens","Enterococcus_thailandicus","Enterorhabdus_caecimuris","Escherichia/Shigella_coli","Escherichia/Shigella_sonnei","Eubacterium_biforme","Eubacterium_brachy","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_dolichum","Eubacterium_eligens","Eubacterium_fissicatena","Eubacterium_hallii","Eubacterium_infirmum","Eubacterium_limosum","Eubacterium_nodatum","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_saphenum","Eubacterium_siraeum","Eubacterium_sulci","Eubacterium_tenue","Eubacterium_ventriosum","Eubacterium_xylanophilum","Facklamia_ignava","Faecalibacterium_prausnitzii","Finegoldia_magna","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Fusobacterium_gonidiaformans","Fusobacterium_mortiferum","Fusobacterium_naviforme","Fusobacterium_nucleatum","Fusobacterium_periodonticum","Fusobacterium_varium","Gardnerella_vaginalis","Gemella_haemolysans","Gemella_morbillorum","Gemella_sanguinis","Globicatella_sanguinis","Gordonibacter_pamelaeae","Granulicatella_elegans","Haemophilus_parainfluenzae","Hafnia_alvei","Holdemania_filiformis","Howardella_ureilytica","Hydrogenoanaerobacterium_saccharovorans","Intestinimonas_butyriciproducens","Klebsiella_oxytoca","Klebsiella_pneumoniae","Klebsiella_variicola","Lachnospira_pectinoschiza","Lactobacillus_alimentarius","Lactobacillus_amylovorus","Lactobacillus_antri","Lactobacillus_brevis","Lactobacillus_buchneri","Lactobacillus_casei","Lactobacillus_coleohominis","Lactobacillus_crispatus","Lactobacillus_curvatus","Lactobacillus_delbrueckii","Lactobacillus_fermentum","Lactobacillus_fructivorans","Lactobacillus_frumenti","Lactobacillus_gasseri","Lactobacillus_helveticus","Lactobacillus_intestinalis","Lactobacillus_kitasatonis","Lactobacillus_mucosae","Lactobacillus_oris","Lactobacillus_paracasei","Lactobacillus_plantarum","Lactobacillus_pontis","Lactobacillus_reuteri","Lactobacillus_rogosae","Lactobacillus_ruminis","Lactobacillus_sakei","Lactobacillus_salivarius","Lactobacillus_sanfranciscensis","Lactobacillus_ultunensis","Lactobacillus_vaginalis","Lactobacillus_versmoldensis","Lactococcus_garvieae","Lactococcus_lactis","Lactococcus_piscium","Lactococcus_raffinolactis","Lactonifactor_longoviformis","Lautropia_mirabilis","Lemna_minor","Leptotrichia_amnionii","Leptotrichia_wadei","Leuconostoc_carnosum","Leuconostoc_citreum","Leuconostoc_garlicum","Leuconostoc_gasicomitatum","Leuconostoc_inhae","Leuconostoc_mesenteroides","Megamonas_hypermegale","Megasphaera_elsdenii","Megasphaera_micronuciformis","Mitsuokella_jalaludinii","Mogibacterium_vescum","Morganella_morganii","Odoribacter_laneus","Odoribacter_splanchnicus","Oligella_urethralis","Olsenella_profusa","Olsenella_uli","Oribacterium_sinus","Oscillibacter_valericigenes","Oxalobacter_formigenes","Oxalobacter_vibrioformis","Papillibacter_cinnamivorans","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_gordonii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraeggerthella_hongkongensis","Paraprevotella_clara","Paraprevotella_xylaniphila","Parascardovia_denticolens","Parasutterella_excrementihominis","Parasutterella_secunda","Parvimonas_micra","Pediococcus_inopinatus","Peptoclostridium_difficile","Peptococcus_niger","Peptoniphilus_coxii","Peptoniphilus_indolicus","Peptoniphilus_lacrimalis","Peptoniphilus_tyrrelliae","Peptostreptococcus_anaerobius","Peptostreptococcus_russellii","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Phocaeicola_abscessus","Porphyromonas_asaccharolytica","Porphyromonas_gingivalis","Porphyromonas_somerae","Porphyromonas_uenonis","Prevotella_bivia","Prevotella_copri","Prevotella_corporis","Prevotella_disiens","Prevotella_histicola","Prevotella_loescheii","Prevotella_stercorea","Prevotella_timonensis","Propionibacterium_acidifaciens","Propionibacterium_propionicum","Proteus_mirabilis","Providencia_vermicola","Pseudobutyrivibrio_ruminis","Pseudoflavonifractor_capillosus","Pseudoramibacter_alactolyticus","Pyramidobacter_piscolens","Rikenella_microfusus","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Rothia_aeria","Rothia_dentocariosa","Rothia_mucilaginosa","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_flavefaciens","Ruminococcus_gauvreauii","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Scardovia_inopinata","Scardovia_wiggsiae","Selenomonas_artemidis","Selenomonas_ruminantium","Serratia_marcescens","Sneathia_sanguinegens","Solobacterium_moorei","Sporobacter_termitidis","Staphylococcus_aureus","Staphylococcus_epidermidis","Streptococcus_agalactiae","Streptococcus_anginosus","Streptococcus_australis","Streptococcus_constellatus","Streptococcus_cristatus","Streptococcus_dentirousetti","Streptococcus_downei","Streptococcus_dysgalactiae","Streptococcus_gordonii","Streptococcus_infantis","Streptococcus_intermedius","Streptococcus_lutetiensis","Streptococcus_macedonicus","Streptococcus_mitis","Streptococcus_mutans","Streptococcus_oralis","Streptococcus_parasanguinis","Streptococcus_pasteurianus","Streptococcus_pleomorphus","Streptococcus_rubneri","Streptococcus_salivarius","Streptococcus_sanguinis","Streptococcus_sobrinus","Streptococcus_thermophilus","Streptococcus_tigurinus","Streptococcus_vestibularis","Subdoligranulum_variabile","Succinatimonas_hippei","Succiniclasticum_ruminis","Succinivibrio_dextrinosolvens","Sutterella_parvirubra","Sutterella_stercoricanis","Sutterella_wadsworthensis","Syntrophococcus_sucromutans","Terrahaemophilus_aromaticivorans","Trueperella_bernardiae","Turicibacter_sanguinis","Varibaculum_cambriense","Veillonella_atypica","Veillonella_parvula","Veillonella_ratti","Veillonella_tobetsuensis","Vibrio_fluvialis","Victivallis_vadensis","Weissella_cibaria","Xylanibacter_oryzae"
"CE001",0,0,0,0,0,0,0,0,0,0,0,0,59,30,0,0,0,0,0,0,0,4,0,20,0,12,47,0,51,0,0,0,0,0,0,0,0,32,0,0,49,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,132,455,0,56,0,0,0,0,0,0,991,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,56,0,0,0,0,0,0,0,0,166,0,0,48,0,0,11,0,0,0,401,0,0,42,0,0,0,197,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1349,0,0,0,0,0,0,12,0,0,28,0,0,38,0,0,4,0,0,149,0,0,64,0,112,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,163,0,276,0,0,3537,0,135,170,0,0,0,360,396,0,0,0,0,0,0,0,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,6,0,0,0,0,948,0,0,0,109,394,0,24,178,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,140,0,0,0,156,0,111,126,4,0,0,0,0,0,0,0,0,0,0,463,0,0,26,0,0,0,64,0,0,0,0,0,439,66,124,0,0,0,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"CE003-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,67,0,0,0,0,0,0,0,0,0,0,0,475,153,1272,1203,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,209,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CE004",0,0,0,0,0,0,0,0,0,0,0,0,23,7,118,0,0,0,0,0,0,0,0,13,0,1216,679,0,0,0,0,0,0,0,0,0,17,0,38,0,153,0,0,0,0,0,0,0,425,0,0,0,0,0,831,0,0,0,0,0,331,0,0,46,0,0,0,0,0,0,0,0,0,0,334,244,178,0,0,0,0,0,0,0,21,0,0,0,0,94,0,874,0,0,359,26,0,0,0,0,46,0,0,0,31,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,126,0,0,17,0,0,0,63,77,47,179,0,32,0,132,0,0,0,38,354,0,0,60,0,0,73,0,0,0,1662,0,0,0,0,0,16,310,0,0,0,88,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,0,0,0,0,48,0,0,0,0,164,0,0,0,0,0,87,0,0,47,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,924,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,173,0,0,18,1207,217,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,135,34,0,0,0,68,120,247,0,19,0,3028,0,125,242,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,6,0,0,0,0,0,19,0,475,0,0,0,3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CE005",0,2,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,192,0,0,0,72,143,0,79,0,0,0,0,3,0,0,7,0,17,0,126,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,19,0,0,0,0,0,0,0,64,547,542,0,0,0,0,0,7,0,0,101,0,0,0,0,43,0,447,0,119,284,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,370,0,0,0,0,68,0,75,0,0,12,0,0,0,75,0,0,490,59,0,0,0,0,0,0,0,222,0,0,132,0,0,133,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5730,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,38,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,539,0,0,0,0,0,0,0,287,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,75,886,0,261,0,53,0,0,104,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,0,506,0,81,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CE006",0,0,0,0,0,0,0,0,0,0,0,0,58,0,10,0,0,0,0,0,0,9,0,75,0,119,24,0,38,0,0,0,0,8,0,0,28,0,0,0,520,0,0,0,0,0,0,31,13,0,0,0,0,0,27,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,9,0,0,15,116,31,0,0,0,0,1430,0,0,0,0,0,0,0,0,25,0,0,0,32,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,45,0,0,0,0,0,3148,0,89,581,16,0,0,0,0,0,0,21,1477,0,0,422,0,0,66,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,48,0,0,422,0,0,0,0,0,0,0,0,0,0,0,35,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,115,0,0,0,303,55,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"CE007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,236,0,10,0,107,145,0,106,0,0,0,0,0,0,0,0,172,69,0,35,0,0,0,0,0,0,308,0,0,0,0,0,0,0,47,0,0,0,0,29,0,0,0,0,86,0,0,0,0,18,0,0,105,666,361,0,445,0,0,0,0,0,0,0,859,11810,0,0,0,0,0,0,10,59,0,0,0,0,0,18,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,72,0,0,0,0,0,14,0,0,36,0,0,449,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,169,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,19,0,0,0,55,128,0,0,0,0,0,212,0,0,1748,0,55,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,525,0,0,0,2645,0,0,2399,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,49,0,137,0,0,0,0,440,162,0,0,0,0,1420,417,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"CE008",0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,130,19,0,744,297,0,117,0,0,0,0,4,0,0,0,43,0,0,120,0,0,0,0,0,0,654,303,0,66,0,0,0,736,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,77,0,136,60,166,108,0,0,0,139,0,1818,0,0,0,551,15302,0,66,25,0,29,0,0,167,0,0,0,0,0,40,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,152,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,236,0,0,54,0,0,0,1361,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,42,0,0,49,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,96,0,0,0,246,125,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,131,0,0,19,0,0,0,0,0,130,0,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"CE011",0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,192,96,41,0,580,0,0,0,0,0,0,0,0,0,0,0,0,4,0,163,0,0,0,0,0,0,0,0,0,0,5,0,0,1077,0,0,0,0,0,0,54,135,0,0,0,0,0,0,0,0,0,130,53,559,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,63,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,68,0,0,0,0,0,73,0,0,2177,43,0,98,0,0,0,89,0,0,0,7,1108,0,0,421,0,0,0,0,0,0,0,0,0,0,0,13,0,67,0,0,0,0,0,0,0,0,0,0,0,0,32,0,160,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,56,16,251,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,77,0,0,0,0,1590,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4130,0,0,0,0,315,98,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,334,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,27,0,3886,0,424,2957,0,0,0,0,0,0,0,4,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CE018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,17,0,0,43,192,44,226,0,72,0,0,0,0,0,0,23,0,0,9,0,0,0,0,0,0,46,0,0,0,0,0,0,302,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,19,0,0,42,389,1741,30,0,0,2489,0,905,144,0,0,506,403,0,52,23,0,0,16,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,45,0,0,193,0,0,0,0,0,0,0,111,76,0,0,0,16,0,0,16,0,0,232,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,764,0,0,0,0,0,0,15,0,0,0,0,0,0,0,25,0,44,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,49,0,0,6240,0,65,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,45,0,0,27,0,0,9,0,26,0,0,64,0,0,21,0,0,0,0,0,0,16,0,0,40,0,0,147,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,377,0,0,0,0,1300,12,0,0,325,80,0,0,302,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,185,158,0,0,37,307,1005,0,128,0,0,0,275,492,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1053,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
