accession_id,title,description,analysis_type,experiment_types,genome,chromosomes,platform,extra_attributes,study_accession_id,submission_accession_id,created_at,edited_at
EGAZ00001697950,Lifelines-DEEP plasma un-targeted metabolomics,Lifelines-DEEP plasma un-targeted metabolomics,SAMPLE PHENOTYPE,,,,,,EGAS00001001704,EGA00001823146,2021-02-05 16:07:09+01,2021-02-05 16:07:09+01
