accession_id,title,description,dataset_types,technologies,num_samples,access_type,extra_attributes,is_in_beacon,is_released,released_date,is_deprecated,policy_accession_id,submission_accession_id,created_at,edited_at
EGAD00001006953,Lifelines-DEEP plasma un-targeted metabolomics 1054 baseline and 311 4-year followup,Lifelines-DEEP plasma un-targeted metabolomics,"{""Phenotype information""}",,0,controlled,,f,t,2001-01-01 00:00:00+01,f,EGAP00001001934,EGA00001823187,2021-02-05 16:15:34+01,2025-04-14 23:16:51.30363+02
