"","(2-aminoethoxy)[2-hydroxy-3-(octadecanoyloxy)propoxy]phosphinic acid","(Z)-6-Octadecenoic acid","1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine","1,2-Dilinoleoyl-sn-glycero-3-phosphoethanolamine","1,2-Dioleoyl-rac-glycerol","1,2-Dioleoyl-sn-glycero-3-phospho-(1'-myo-inositol)","1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine","1,3-Diphenylguanidine","1.alpha.-Methyl-5.alpha.-androstan-3.alpha.,17.beta.-diol glucuronide","1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine","1-Methyladenosine","1-Myristoyl-sn-glycero-3-phosphocholine","1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine","1-Oleoyl-2-myristoyl-sn-glycero-3-phosphocholine","1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine","1-pentadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol)","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine","2,3-Dibromophenol","2,3-Dihydroxybenzoate","20-Hydroxyarachidonic acid","2-Arachidonoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine","2-Hydroxybutyric acid","2-Hydroxycinnamic acid","2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine","3,4-Dihydroxyphenylacetic acid","3-Formylindole","3-Hydroxy-2-naphthoic acid","3-Hydroxyoctadecanoic acid","4-Acetylbutyric acid","4-aminovaleric acid betaine","4'-Fluoro-4-aminodiphenyl","4-Hydroxy-L-proline","4-Hydroxy-L-proline","Acetylcholine cation","Acetyl-L-carnitine","Alanine","Androstan 3 beta ol 17 one sulfate","Arachidonic acid","Arginine","Atenolol","Azoxystrobin","Benzenesulfonic acid","Benzyl Alcohol","Beta Homolysine","Beta Hydroxypropionic acid","Betaine","Bilirubin","Biliverdin","Biocytin","Brefeldin A","Butyryl carnitine","Caffeine","Catechol","Cetirizine","Cholic Acid","Choline","cis-5,8,11,14-Eicosatetraenoic acid","CMPF","Coumarin","Creatine anhydrous","Creatinine","Cystine","Decanoyl-L-carnitine","Decylbenzenesulfonic acid","Dehydroisoandrosterone","Diethyl phthalate","Dihydrocoumarin","Dimethylaniline","Dodecanedioic acid","Erucamide","Galactose","Glucose","Glu-Gln","Glutamic acid","Glutamine","Glutamylglutamine","Glyceric acid","Glycochenodeoxycholate","Glycochenodeoxycholic acid","Glycocholic acid","Glycoursodeoxycholic acid","Hippurate","Histidine","Homoarginine","Hydroxychloroquine","Hydroxycinnamic acid","Hydroxycoumarin","Hydroxyhippuric acid","Hydroxyoctadecanoic acid","Hydroxypalmitic acid","Hyodeoxycholic acid","Hypoxanthine","Indoxyl sulfate","Karanjin","Lactic acid","Lauroylcarnitine","L-Carnitine","Lenticin","L-Homoarginine","LPC 18:3","LPE 16:0","L-Propionylcarnitine","Lysine","LysoPC(0:0/18:0)","Methionine","Mevalonic acid 5-pyrophosphate","Myristyl sulfate","N Oleoylglycine","N,N-Dimethylarginine","N8-Acetylspermidine","N-Acetyl-D-galactosamine 4-sulfate","N-Acetyl-L-glutamine","N-Docosanoyl-4-sphingenyl-1-O-phosphorylcholine","N-Oleoyl-D-erythro-sphingosylphosphorylcholine","Octanoyl-L-Carnitine","Oleoyl carnitine","Oleyloxyethylphosphorylcholine","Ornithine","Oxypurinol","Palmitic acid","Palmitoyl glycero 3 phosphocholine","Palmitoyl sphingomyelin","Palmitoylcarnitine","Palmitoylglycerol","Pantothenic acid","Paraxanthine","PE 34:2","PE 36:4","PE 40:6","Pheniramine","Phenylacetyl glutamine","Phenylalanine","Phlorobenzophenone","Phytanic acid","PI 38:4","Pipecolic acid","Piperine","Pro-Gly","Pro-Leu","Proline","Proline betaine","Pro-Trp","Pseudouridine","Pyroglutamic acid","Ribose/Xylose","Salicylic acid","Salicylic alcohol","Serine","sn-Glycero-3-phosphocholine","Spermidine","Spermine","Taurine","Threonine","Thyroxine","Trigonelline","Tryptophan","Tyrosine","Uric acid"
"SA001"," 3.543641713"," 6.263484799"," 0.208910035"," 0.326557093"," 0.364965398"," 0.760597145"," 0.095847751"," 0.095501730"," 0.018771626"," 0.267041522"," 0.013840830"," 0.120518688"," 0.100605536"," 0.010527682"," 0.257179931"," 0.028416955"," 0.359688581","45.787197232"," 0.109429066"," 0.100865052"," 1.713667820"," 2.194616977"," 0.177944862"," 1.708619375"," 0.341396971"," 0.069515571"," 0.378881988"," 0.013814879"," 0.050873702","10.384657295"," 0.026721453"," 6.310341070"," 0.369292797"," 0.120409720"," 0.114532872"," 0.133477509"," 0.258799172"," 3.884711779"," 0.009681813"," 1.657439446"," 0.067342269","10.494715050"," 0.019870242"," 0.185813149"," 0.001761246"," 0.070467128"," 5.449493298"," 2.365696851"," 0.016877163"," 6.161054811"," 0.054368512"," 0.142474048"," 0.096366782"," 9.758090879"," 0.072794118"," 0.062197232"," 0.170415225"," 1.468889615"," 0.001068339"," 0.005679066"," 0.466262976"," 1.144164760"," 2.079110821"," 0.004257785"," 0.028745675"," 1.475427700"," 0.015095156"," 0.128806228"," 0.048109404"," 4.417565653"," 0.044212803"," 0.304456794"," 0.009922145"," 0.094736842"," 0.031029412"," 0.030631488","11.779448622"," 0.007323529"," 0.274926447"," 0.060882353"," 0.378010243"," 0.038454833"," 0.011124567"," 0.017560554"," 0.104108096"," 0.909883404"," 3.173150267"," 0.117906574"," 0.009290657","0"," 0.147324834"," 0.132723112"," 0.367222404"," 0.369292797"," 0.556064073"," 0.024333910"," 0.096539792"," 2.618502779"," 0.002641869","17.489375613"," 0.025337370"," 6.775951557"," 0.038546713"," 0.080942907"," 0.923875433"," 0.123896698"," 0.252249135"," 0.067145329"," 0.223615917"," 0.007070934"," 0.416367004"," 1.888416694"," 0.027754168"," 0.081306228"," 0.009506920"," 1.049471505"," 0.031591696"," 0.032275087"," 0.327422145"," 0.052698962"," 0.021574394"," 0.055363322"," 0.012223183"," 0.344012204"," 2.992263267"," 8.823529412"," 3.544117647"," 0.021695502"," 0.144636678"," 0.280483818"," 0.153287197"," 0.191456903"," 0.320148197"," 0.244197450"," 0.029775087"," 0.733790999"," 1.401329410"," 0.007101211"," 0.186764706"," 2.108532200"," 0.065250865"," 0.082846021"," 0.025605536"," 0.131141869"," 0.536449820"," 3.507785467"," 0.102249135"," 3.263593767"," 1.165958374"," 0.466056445"," 0.292034434"," 1.327231121"," 0.968726163"," 0.181660900"," 0.041660900"," 0.072474048"," 0.006514706"," 2.457230032"," 0.047531873"," 0.172837370"," 0.018287197"," 0.011773356"," 0.057162630"
"SA002","5.489867e+00","6.727107e+00","3.475264e-02","1.805353e-01","4.140308e-01","7.906445e-01","3.342255e-01","9.213301e-02","1.287916e-02","5.662612e-01","6.598540e-03","5.275027e+00","5.943228e-02","9.545823e-03","6.553933e-01","2.505272e-02","3.197080e+00","5.081103e+01","8.329278e-02","1.008110e-01","1.282238e+00","2.687795e+00","7.031845e-01","6.995277e+00","6.256285e-01","7.656934e-02","9.079689e-01","1.819140e-02","1.433090e-01","4.703642e+00","2.910787e-02","1.019656e+01","5.779369e-01","2.082889e-01","2.328467e-02","1.695864e-01","1.146732e+00","7.188786e+00","2.184976e-02","1.774534e+00","1.406217e-01","1.724821e+00","1.726683e-02","1.336577e-01","2.077859e-03","1.746148e-01","2.885875e+01","4.066738e+00","6.314680e-03","2.401341e+01","4.540957e-02","3.593674e-01","6.640714e-02","1.276855e+01","3.016221e-02","5.927007e-02","1.780211e-01","8.707908e-01","0","3.962693e-01","5.018654e-01","2.363249e+00","3.530398e-02","5.672344e-03","3.630170e-02","9.420996e-01","1.695053e-02","1.958637e-01","2.687795e-02","3.463355e+00","3.593674e-02","4.382142e-01","9.197080e-03","5.598050e-01","4.583131e-02","5.641525e-02","3.886942e+01","5.123277e-03","1.303977e+00","5.325223e-02","5.639189e-01","5.599573e-02","1.415247e-01","1.849959e-01","4.133780e+00","1.983849e+01","7.613896e-01","9.294404e-02","1.023520e-02","6.381995e-04","2.899589e-01","1.930520e-01","4.967241e+00","5.779369e-01","7.028798e-01","1.525547e-02","3.181671e-02","9.360049e-01","1.933496e-03","4.078927e+01","8.450933e-02","4.966748e+00","2.429035e-02","4.987024e-02","8.337388e-01","1.146275e-01","1.851582e-01","4.567721e-02","1.630170e-01","6.119221e-03","1.090964e+00","2.002133e+00","5.997257e-02","4.910787e-02","1.356042e-02","1.701966e+00","2.129765e-02","3.325223e-02","2.420925e-01","6.635036e-02","2.460665e-02","5.208435e-02","8.126521e-03","5.448728e-01","3.210422e+00","8.483374e+00","2.980535e+00","3.283861e-02","1.242498e-01","2.559805e-01","4.152474e-02","3.716288e-01","1.171263e+00","4.465945e-01","3.304136e-02","1.468536e+00","2.183453e+00","1.452555e-02","1.799676e-01","1.602925e+00","4.793998e-02","1.159773e-02","1.934307e-02","1.406326e-01","8.240134e-01","1.311436e-01","1.322790e-01","4.002743e+00","1.555691e+00","8.771903e-01","1.458936e-01","2.476002e-01","1.308091e+00","1.413625e-01","3.919708e-02","1.569343e-01","3.635036e-03","5.765656e+00","4.696023e-02","4.821573e-02","2.043796e-02","1.676399e-02","2.734793e-02"
"SA003","5.813984e+00","1.053391e+01","2.394595e-02","2.013127e-01","5.333591e-01","1.205956e+00","1.688031e-01","6.435521e-02","1.172973e-02","4.762934e-01","5.974517e-03","6.330841e-01","9.196911e-02","1.049421e-02","6.993822e-01","1.937452e-02","3.399228e+00","3.910425e+01","1.128958e-01","1.218533e-01","2.097297e+00","2.530500e+00","4.492982e-01","3.372688e+00","5.472911e-01","1.877220e-02","3.123442e-01","1.345946e-02","7.268726e-02","3.422537e+00","2.209266e-02","8.637020e+00","6.454152e-01","1.606979e-01","2.857143e-02","1.445560e-01","6.149810e-01","3.977437e+00","3.044733e-02","1.935907e+00","1.008264e-01","4.111242e+00","1.828571e-02","2.021622e-01","1.565251e-03","1.378378e-01","9.017447e+00","1.144563e-01","6.728958e-03","9.165683e+00","3.569884e-02","2.039382e-01","7.257143e-02","1.256723e+01","2.091120e-02","5.263320e-02","8.316602e-04","2.931917e-01","2.383784e-02","4.943629e-03","4.712741e-01","3.282172e+00","4.090253e-02","4.002317e-03","2.259459e-02","8.999082e-01","1.510425e-02","4.264865e-01","4.134855e-02","1.155057e+01","1.477992e-02","3.469763e-01","8.223938e-03","1.193100e+00","8.471042e-02","3.032432e-02","1.492851e+01","6.761390e-03","1.645022e-01","6.017761e-02","5.328611e-01","4.416896e-02","2.987645e-02","3.712741e-02","3.283484e-01","2.454414e+00","1.554506e-01","1.052510e-01","9.220077e-03","4.779923e-04","1.908697e-01","2.300931e-01","2.091040e-01","6.454152e-01","8.587170e-01","1.648649e-02","6.898069e-02","2.131707e+00","1.877220e-03","2.311426e+01","1.057915e-01","4.517375e+00","7.969112e-02","3.725097e-02","9.513514e-01","1.453496e-01","1.199228e-01","3.293436e-02","2.910425e-01","5.097297e-03","9.923914e-01","2.113341e+00","6.948708e-02","5.415444e-02","6.379151e-03","1.645022e+00","1.603861e-02","3.206178e-02","3.287259e-01","1.430116e-01","2.132818e-02","6.312741e-02","9.567568e-03","3.974813e-01","3.586514e+00","1.015444e+01","2.544402e+00","2.769884e-02","9.567568e-02","2.317985e-01","0","3.258560e-01","7.138922e-01","2.872885e-01","3.008494e-02","1.250558e-01","1.631903e+00","4.803089e-03","1.143629e-01","3.335957e+00","3.254826e-02","2.433977e-03","1.915830e-02","1.063320e-01","6.253444e-01","3.359073e-01","7.196911e-02","4.377542e+00","9.338843e-01","6.022563e-01","8.821986e-02","4.216188e-02","1.101141e+00","1.704247e-01","3.840154e-02","8.486486e-02","4.650193e-03","3.179850e+00","6.427916e-02","9.003861e-02","1.108108e-02","1.136680e-02","2.147490e-02"
"SA004","2.786640e+00","7.067766e+00","2.045710e-02","1.295910e-02","4.146752e-01","1.026978e+00","1.258220e-01","6.748196e-02","1.400962e-02","1.874900e-01","7.163593e-03","7.613746e-01","2.617482e-02","1.228549e-02","1.924619e-01","1.208500e-02","4.877306e-01","3.372093e+01","4.738573e-02","4.226945e-02","9.013633e-01","2.134675e+00","1.803875e-01","2.606787e+00","4.151590e-01","2.458701e-02","3.163473e-01","1.753809e-02","9.085806e-02","6.247725e+00","3.744186e-02","5.252114e+00","4.982336e-01","2.147522e-01","3.113873e-02","2.622294e-01","3.349748e-01","4.722192e+00","1.749277e-02","1.797113e+00","9.071834e-02","2.404453e+00","1.676824e-02","3.285485e-01","2.818765e-03","7.295108e-02","7.682261e+00","3.078899e+00","9.310345e-03","6.444706e+00","5.526063e-02","2.291901e-01","3.943865e-02","9.231346e+00","1.013633e-01","9.005613e-02","9.029671e-02","8.760304e-01","5.801925e-04","1.083400e-02","4.991981e-01","1.559790e+00","2.157157e-01","5.279872e-03","3.384122e-02","1.248260e+00","1.603047e-02","4.871692e-01","2.758805e-02","8.993684e+00","3.043304e-02","3.594904e-01","8.444266e-03","1.440959e-01","2.843625e-02","3.377706e-02","1.499839e+01","8.604651e-03","2.206402e-01","6.673617e-02","3.806873e-01","2.836955e-02","1.858861e-02","2.264635e-02","2.314527e-01","1.202227e+00","1.758912e+00","1.449078e-01","1.401764e-02","7.125100e-04","2.092924e-01","1.691468e-01","1.201156e-01","4.982336e-01","5.822717e-01","1.627105e-02","7.583801e-02","4.684723e+00","2.219727e-03","1.668986e+01","8.404170e-02","5.396953e+00","2.050521e-01","5.657578e-02","8.748998e-01","7.899582e-02","2.904571e-01","4.346431e-02","1.613472e-01","6.102646e-03","1.100525e+00","1.914142e+00","4.814260e-02","4.275060e-02","9.550922e-03","1.727866e+00","3.173216e-02","2.441860e-02","1.315156e-01","1.687249e-01","1.862871e-02","3.720128e-02","6.291901e-03","3.996360e-01","2.966492e+00","6.432237e+00","1.508420e+00","2.054531e-02","1.514034e-01","1.918424e-01","4.200481e-02","3.487849e-01","4.778932e-01","3.815437e-01","3.971933e-02","4.198694e+00","1.676480e+00","5.813953e-03","1.977546e-01","1.157264e+00","4.740176e-02","2.457097e-01","1.633520e-02","1.713713e-01","4.465261e-01","7.182037e-01","1.273456e-01","3.932127e+00","7.943475e-01","3.238411e-01","1.466652e-01","1.455947e-01","6.851515e-01","9.414595e-02","3.983962e-02","8.203689e-02","4.506014e-03","4.003854e+00","2.781287e-02","1.038492e-01","1.304731e-02","1.400160e-02","3.068966e-02"
"SA005","5.112782e+00","1.417293e+01","4.633013e-02","7.850160e-02","5.249199e-01","1.023609e+00","2.943109e-01","1.092147e-01","8.461538e-03","1.674679e-01","6.748397e-03","1.974436e-01","5.450321e-02","1.165064e-02","3.396635e-01","1.593750e-02","6.542468e-01","2.567308e+01","6.411859e-02","7.262019e-02","1.143429e+00","2.615038e+00","2.303759e-01","3.330827e+00","1.664662e+00","1.176282e-01","9.317293e-01","1.463141e-02","1.313301e-01","1.263609e+01","3.540865e-02","2.267669e+01","7.251128e-01","2.252632e-01","2.542468e-02","2.308494e-01","8.556391e-01","8.192481e+00","1.935338e-02","2.782051e+00","1.619549e-01","5.389474e+00","1.793269e-02","1.520032e-01","1.600160e-03","1.134615e-01","8.300752e+00","1.067970e+00","1.846154e-02","1.353835e+01","4.241987e-02","2.602564e-01","9.527244e-02","1.224060e+01","1.104167e-01","7.018429e-02","2.112179e-01","1.211429e+00","2.044071e-04","5.288462e-03","6.435096e-01","3.929323e+00","8.539850e-01","4.509615e-03","4.346955e-02","1.616541e+00","1.272436e-02","1.478365e-01","5.273684e-02","1.079699e+01","2.423077e-02","3.990977e-01","9.326923e-03","2.506767e-01","1.522436e-02","4.143429e-02","2.400000e+01","1.345353e-02","8.003008e-01","7.005609e-02","4.201504e-01","3.947368e-02","6.403045e-03","9.238782e-03","1.669173e-01","8.592481e-01","2.766917e+00","1.232372e-01","1.142628e-02","3.014423e-04","2.491729e-01","9.905263e-02","3.690226e-01","7.251128e-01","8.699248e-01","2.207532e-02","1.512821e-01","1.885714e+00","3.953526e-03","4.621053e+01","6.270833e-02","5.318109e+00","1.056090e-01","1.206731e-01","1.040064e+00","2.434586e-01","1.306090e-01","8.389423e-02","1.974359e-01","6.387821e-03","7.240602e-01","2.496241e+00","4.639098e-02","4.539263e-02","6.501603e-03","1.956391e+00","2.468750e-02","1.621795e-02","2.262821e-01","6.338141e-02","1.698718e-02","5.333333e-02","1.010417e-02","5.723308e-01","4.583459e+00","8.822115e+00","1.982372e+00","2.199519e-02","1.383814e-01","1.185564e+00","2.955929e-01","8.724812e-01","2.054135e+00","6.466165e-01","3.427885e-02","7.798496e-01","1.890226e+00","8.149038e-03","1.666667e-01","2.902256e+00","9.310897e-02","1.976763e-01","2.508814e-02","1.543269e-01","6.778947e-01","2.422276e-01","7.662660e-02","4.693233e+00","1.684211e+00","8.965414e-01","6.187970e-01","1.135338e-01","9.231579e-01","9.735577e-02","3.315705e-02","9.615385e-02","4.469551e-03","5.972932e+00","5.473684e-02","1.336538e-01","1.826923e-02","1.240385e-02","4.677885e-02"
"SA006","4.407200e+00","5.885785e+00","6.813373e-02","2.320353e-01","4.440852e-01","6.059590e-01","1.660544e-01","8.104335e-02","1.504776e-02","2.875827e-01","1.294636e-02","5.014277e-01","6.561352e-02","1.086701e-02","3.204996e-01","2.076414e-02","1.002204e+00","4.211609e+01","8.626010e-02","6.773696e-02","1.215283e+00","2.449410e+00","4.183737e-01","3.257604e+00","2.525140e-01","5.642175e-02","5.555556e-01","1.396767e-02","1.007348e-01","5.924271e+00","1.842028e-02","9.910615e+00","4.883923e-01","1.103786e-01","1.561352e-01","1.092579e-01","6.297952e-01","3.754190e+00","1.005462e-02","1.625276e+00","7.721912e-02","7.648665e-01","1.697281e-02","2.084497e-01","1.412197e-03","5.045555e-02","5.528243e+00","2.008690e+00","3.814107e-03","8.295469e+00","3.742101e-02","2.094783e-01","5.918442e-02","1.173929e+01","5.848641e-02","4.166789e-02","2.849375e-01","1.312228e+00","0","1.732550e-02","5.828068e-01","1.253880e+00","6.949721e-02","4.124908e-03","2.077884e-02","9.389199e-01","1.499633e-02","6.305658e-02","4.311608e-02","1.617629e+00","2.925790e-02","2.636872e-01","7.935342e-03","9.770329e-02","1.019838e-01","3.082292e-02","1.581626e+01","4.877296e-03","5.416511e-01","4.920647e-02","2.477964e-01","2.741155e-02","4.687730e-02","5.496694e-02","7.345748e-01","3.196772e+00","1.156176e+00","1.019104e-01","1.167524e-02","6.747979e-04","1.806331e-01","1.157914e-01","1.853507e+00","4.883923e-01","5.299814e-01","2.157237e-02","1.045555e-01","1.952824e+00","3.705364e-03","2.538796e+01","2.527553e-02","4.412932e+00","3.341661e-02","8.060250e-02","8.464364e-01","6.374922e-02","9.169728e-02","4.963262e-02","1.484938e-01","5.735489e-03","6.913718e-01","2.059590e+00","2.780881e-02","5.132990e-02","7.428361e-03","1.644941e+00","1.872888e-02","2.375459e-02","1.317414e-01","2.484203e-02","1.870683e-02","4.931668e-02","8.368846e-03","5.688392e-01","2.250776e+00","8.060250e+00","1.803821e+00","1.540779e-02","1.540779e-01","2.252017e+00","1.975018e-01","2.330230e-01","4.081937e-01","2.553693e-01","2.429096e-02","5.565487e+00","1.495965e+00","5.097722e-03","2.210140e-01","8.198634e-01","5.825129e-02","2.311536e-01","1.859662e-02","7.310066e-02","4.117939e-01","8.839089e-01","1.102131e-01","3.858473e+00","7.418994e-01","5.342024e-01","1.440099e-01","1.422719e-01","6.762259e-01","1.065393e-01","3.324026e-02","7.700220e-02","6.130786e-03","3.559280e+00","5.776536e-02","2.575312e-01","1.041146e-02","1.165320e-02","3.277002e-02"
"SA007"," 5.409726849"," 9.677548301"," 0.039487395"," 0.188907563"," 0.782100840"," 1.014523651"," 0.301260504"," 0.128403361"," 0.018092437"," 0.262436975"," 0.021134454"," 1.001199201"," 0.089075630"," 0.015773109"," 0.373277311"," 0.037134454"," 1.134453782","41.226890756"," 0.104117647"," 0.075865546"," 2.011764706"," 2.215856096"," 0.542704863"," 3.084610260"," 2.111925383"," 0.074647059"," 0.604530313"," 0.017218487"," 0.163361345","11.838774151"," 0.034554622","20.493004664"," 0.413191206"," 0.151365756"," 0.163193277"," 0.237394958"," 0.886875416"," 4.875416389"," 0.029207195"," 2.131932773"," 0.133097935"," 0.488740839"," 0.018815126"," 0.238487395"," 0.002160504"," 0.054226891","11.790806129"," 0.272485010"," 0.006415966"," 9.289806795"," 0.059890756"," 0.193697479"," 0.105042017","10.806129247"," 0.047915966"," 0.040126050"," 0.294537815"," 0.919120586","0"," 0.010487395"," 0.505882353"," 2.487674883"," 0.053524317"," 0.004616807"," 0.027722689"," 1.832111925"," 0.031798319"," 0.121344538"," 0.074470353"," 2.002664890"," 0.032521008"," 0.409993338"," 0.009596639"," 0.092031979"," 0.036512605"," 0.037008403","18.294470353"," 0.007211765"," 0.687141905"," 0.068403361"," 0.345769487"," 0.029673551"," 0.021966387"," 0.026117647"," 0.269953364"," 1.849433711"," 2.595602931"," 0.080588235"," 0.013899160"," 0.001215966"," 0.218254497"," 0.149100600"," 0.835576282"," 0.413191206"," 0.426249167"," 0.025100840"," 0.218571429"," 1.542971352"," 0.004997479","38.907395070"," 0.018268908"," 5.164705882"," 0.174453782"," 0.092184874"," 1.195798319"," 0.227848101"," 0.165546218"," 0.058235294"," 0.264117647"," 0.006481513"," 0.568021319"," 2.266489007"," 0.067235177"," 0.111344538"," 0.008000000"," 2.730179880"," 0.033319328"," 0.025605042"," 0.162521008"," 0.049773109"," 0.024957983"," 0.077663866"," 0.013210084"," 0.442904730"," 3.047301799","11.773109244"," 2.652941176"," 0.016369748"," 0.134285714"," 5.460359760"," 0.210252101"," 1.095403065"," 2.114590273"," 0.527514990"," 0.053747899"," 2.551632245"," 2.005329780"," 0.007290756"," 0.171176471"," 3.424383744"," 0.066109244"," 0.047294118"," 0.022008403"," 0.201596639"," 0.645169887"," 2.126890756"," 0.085462185"," 6.720852765"," 1.126182545"," 0.694870087"," 0.182811459"," 0.090886076"," 0.798667555"," 0.131260504"," 0.033058824"," 0.091848739"," 0.006342017"," 4.358427715"," 0.091605596"," 0.450504202"," 0.011453782"," 0.014764706"," 0.048336134"
"SA008","4.202017e+00","3.989222e+00","5.253313e-02","1.489478e-01","6.894778e-01","6.292663e-01","1.406859e-01","9.602494e-02","1.929072e-02","1.740452e-01","3.875292e-02","4.418958e-01","7.036633e-02","1.173032e-02","2.416212e-01","2.646142e-02","3.778644e-01","3.823071e+01","7.210444e-02","8.963367e-02","1.907249e+00","2.343513e+00","2.670996e-01","2.626779e+00","5.043526e-01","4.922058e-02","7.327622e-01","1.572097e-02","7.934528e-02","8.492469e+00","1.904131e-02","1.832251e+01","4.582009e-01","1.665055e-01","2.493375e-02","1.043648e-01","1.224679e+00","5.936161e+00","1.011745e-02","1.201091e+00","1.349592e-01","5.697112e+00","1.640686e-02","1.993765e-01","1.744349e-03","4.893998e-02","2.939063e+00","4.276634e+00","8.269680e-03","1.319746e+01","3.734217e-02","1.830865e-01","9.781761e-02","1.205610e+01","6.264224e-02","4.932970e-02","4.459080e-02","5.376537e-01","0","4.256430e-03","4.381917e-01","2.426420e+00","2.082355e-01","4.282931e-03","3.890881e-02","1.459168e+00","2.173811e-02","8.176150e-02","3.851043e-02","5.235595e+00","5.231489e-02","3.696283e-01","8.682775e-03","1.021280e-01","2.699143e-01","4.900234e-02","2.744231e+01","1.036633e-02","5.395882e-01","6.689010e-02","4.594445e-01","2.445765e-02","6.017147e-03","8.215121e-03","1.804615e-01","8.506287e-01","3.284510e+00","1.236165e-01","9.306313e-03","9.820733e-04","2.162498e-01","7.909355e-02","4.366450e-01","4.582009e-01","4.138455e-01","2.143414e-02","1.069369e-01","2.250933e+00","8.261886e-03","3.909078e+01","2.066251e-02","4.182385e+00","8.986750e-03","1.276695e-01","1.082619e+00","1.085809e-01","1.255651e-01","4.623539e-02","2.811380e-01","6.242401e-03","8.256184e-01","1.977339e+00","3.334255e-02","8.924396e-02","4.812938e-03","1.999447e+00","2.710055e-02","2.446610e-02","1.965705e-01","3.470772e-02","1.534684e-02","6.159782e-02","8.090413e-03","5.212104e-01","2.250933e+00","9.282931e+00","2.941543e+00","1.379579e-02","9.212782e-02","3.891115e-01","9.984412e-02","2.506563e-01","5.413846e-01","3.226475e-01","4.010912e-02","4.354014e+00","1.818433e+00","8.534684e-03","1.241621e-01","1.564184e+00","4.699143e-02","4.880748e-02","2.628995e-02","1.678878e-01","5.523007e-01","2.500390e-01","1.399065e-01","4.535028e+00","1.191101e+00","7.362167e-01","1.412187e-01","4.021003e-01","6.379715e-01","1.593141e-01","2.151208e-02","1.193297e-01","3.395947e-03","6.125466e+00","5.028327e-02","3.533125e-02","1.220577e-02","1.220577e-02","3.867498e-02"
