database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	QC_Inf_1_GC	QC_Inf_2_GC	QC_Inf_3_GC	QC_Inf_4_GC	QC_Inf_5_GC	QC_Inf_6_GC	QC_Inf_7_GC	QC_Inf_8_GC	QC_Moth_1_GC	QC_Moth_2_GC	QC_Moth_3_GC	QC_Moth_4_GC	QC_Moth_6_GC	QC_Moth_7_GC	QC_Moth_8_GC	QC_Gran_1_GC	QC_Gran_2_GC	QC_Gran_4_GC	QC_Gran_5_GC	QC_Gran_6_GC	QC_Gran_7_GC	QC_Gran_8_GC	Inf_02	Inf_03	Inf_04	Inf_05	Inf_06	Inf_07	Inf_08	Inf_09	Inf_10	Inf_11	Inf_12	Inf_13	Inf_14	Inf_15	Inf_16	Inf_17	Inf_18	Inf_19	Inf_20	Inf_21	Inf_22	Inf_23	Inf_24	Inf_25	Inf_26	Inf_27	Inf_28	Inf_29	Inf_30	Inf_31	Inf_32	Inf_33	Inf_34	Inf_35	Inf_36	Inf_37	Inf_39	Inf_40	Inf_41	Inf_42	Inf_43	Inf_44	Inf_45	Inf_46	Inf_47	Inf_48	Inf_49	Inf_50	Inf_51	Inf_52	Inf_53	Inf_54	Inf_55	Inf_56	Inf_58	Inf_59	Inf_60	Inf_62	Inf_63	Inf_64	Inf_65	Inf_66a	Inf_66b	Inf_67a	Inf_67b	Moth_01	Moth_02	Moth_03	Moth_04	Moth_05	Moth_06	Moth_07	Moth_08	Moth_09	Moth_10	Moth_11	Moth_12	Moth_13	Moth_14	Moth_15	Moth_16	Moth_17	Moth_18	Moth_19	Moth_20	Moth_21	Moth_22	Moth_23	Moth_24	Moth_25	Moth_26	Moth_27	Moth_28	Moth_29	Moth_30	Moth_31	Moth_32	Moth_33	Moth_34	Moth_35	Moth_36	Moth_37	Moth_38	Moth_39	Moth_40	Moth_41	Moth_42	Moth_43	Moth_44	Moth_45	Moth_46	Moth_47	Moth_48	Moth_49	Moth_50	Moth_51	Moth_52	Moth_53	Moth_54	Moth_55	Moth_56	Moth_57	Moth_58	Moth_59	Moth_60	Moth_61	Moth_62	Moth_63	Moth_64	Moth_65	Moth_66	Moth_67	Gran_01	Gran_02	Gran_03	Gran_04	Gran_05	Gran_06	Gran_07	Gran_08	Gran_09	Gran_10	Gran_11	Gran_12	Gran_13	Gran_14	Gran_15	Gran_16	Gran_17	Gran_18	Gran_19	Gran_21	Gran_22	Gran_24	Gran_25	Gran_26	Gran_27	Gran_28	Gran_29	Gran_30	Gran_31	Gran_32	Gran_33	Gran_34	Gran_35	Gran_36	Gran_37	Gran_38	Gran_39	Gran_40	Gran_41	Gran_42	Gran_43	Gran_44	Gran_45	Gran_46	Gran_47	Gran_48	Gran_49	Gran_50	Gran_51	Gran_52	Gran_53	Gran_54	Gran_55	Gran_56	Gran_57	Gran_58	Gran_59	Gran_61	Gran_63	Gran_64	Gran_65	Gran_66	Gran_67
CHEBI:39250	C15H30O2	CC(C)CCCCCCCCCCCC(O)=O	InChI=1S/C15H30O2/c1-14(2)12-10-8-6-4-3-5-7-9-11-13-15(16)17/h14H,3-13H2,1-2H3,(H,16,17)	Isopentadecanoic Acid	213.1853			Positive	16.292												41075.882	42883.487	41195.926	43386.481	41794.162	38868.462	42824.953	42713.838	41115.159	35215.762	42254	50229.873	45070.889	28142.993	42877.541	40881.965	40826.961	42569.762	40592.686	42420.03	42254	42304.929	1144.882	8070.727	1063.53	13161.188	10100.562	14960.856	825.427	3871.171	976.226	14628.502	1393.899	19400.499	3702.514	2965.384	58087.407	42922.179	7926.872	72485.742	18847.9	8266.17	1647.877	38119.427	33229.37	2039.756	19596.935	50525.627	220.246	2139.958	29714.362	1813.557	1684.584	10800.984	10723.6	1797.684	15316.027	9900.158	7398.084	1976.262	15475.755	35075.666	28632.974	9791.027	2188.571	4868.231	4131.101	23456.201	34685.771	9032.071	43267.429	11597.639	16495.633	21760.703	1370.089	18966.952	1396.876	11525.216	430.571	2160.792	2140.95	1011.941	11200.8	6845.484	1552.635	7738.374	14473.735	50715.956	25250.402	41649.053	60248.356	19870.29	53197.501	52607.827	38409.83	54639.812	114238.066	64347.521	26726.58	75300.983	24770.296	66922.033	39509.492	41400.699	36085	69270.768	93398.267	56950.697	58175.2	117169.835	89711.475	57634.666	16935.201	62865.367	66728.131	56496.489	45922.198	68307.9	69983.955	71416.306	31295.226	67153.785	57196.395	55461.903	41886.782	1765.702	36822.756	88749.271	62337.45	44266.064	44602.736	53698.193	60962.871	53677.607	44291.961	41815.065	30458.526	81304.635	87022.747	59128.108	39322.895	61274.31	22732.999	7292.569	102618.565	39685.465	39488.243	51476.29	12426.319	66746.724	68103.373	49817.5	87521.447	71096.899	61681.489	92781.973	141310.463	56655.786	91255.113	49808.852	74351.68	84818.669	83447.652	92732.063	2101.343	14674.767	41502.284	44254.503	74387.33	54020.705	55182.911	62913.978	79331.546	85664.095	84245.205	100703.516	80383.746	31908.223	121517.301	263971.636	77112.048	41363.756	81901.439	26731.769	106287.404	31267.532	55915.274	58624.713	41102.998	45894.426	106190.639	91393.641	37465.628	116497.71	40025.334	77842.374	111196.988	65523.595	47461.011	51016.895	107352.845	61111.081	97982.873	98717.274	42846.817	98791.63	94825.257	159084.787	49881.171	63563.836	95053.42	103889.653	75022.928	19083.207	93488.872	28472.532	44079.306
CHEBI:39251	C15H30O2	CCC(C)CCCCCCCCCCC(O)=O	InChI=1S/C15H30O2/c1-3-14(2)12-10-8-6-4-5-7-9-11-13-15(16)17/h14H,3-13H2,1-2H3,(H,16,17)	Anteisopentadecanoic Acid	199.1693			Positive	16.34												191717.305	199647.99	191818.596	195624.25	199883.647	188647.563	199318.277	192315.75	185700.03	152218.901	194850.975	245221.431	219353.124	132761.031	193970	196071.075	187811.846	196460.894	187217.742	188384.239	195063.467	193970	2424.786	75174.583	2393.779	122591.252	160138.234	81599.337	3220.646	37749.564	2482.667	50360.314	3260.955	107629.1	3802.553	5613.391	328685.701	302848.185	38469.972	551296.812	153490.226	63732.815	3071.81	227833.808	184454.315	6875.396	199461.945	289137.702	1584.483	5071.793	99360.433	3641.314	6700.721	38783.147	62297.168	8609.749	41005.352	24218.925	57419.688	3857.333	110741.219	226704.101	171859.069	90927.426	9988.549	17633.965	18230.343	67220.126	554469.913	64125.577	505717.854	151899.541	110547.939	158077.268	4463.013	64065.629	4778.256	89108.32	649.09	2681.115	5853.182	3019.097	22298.527	82840.67	3595.836	15291.865	70818.029	155173.68	117209.202	234826.477	225717.841	260867.431	157883.479	207929.797	212413.145	240207.178	592032.678	202902.578	152270.08	355045.732	174175.026	134482.719	213378.737	187058.683	346667.261	310423.788	474565.53	529042.652	203982.13	199086.613	381092.828	264678.619	108112.166	204753.921	286623.826	384672.683	196760.322	254124.666	437799.341	335907.906	99856.527	241567.877	216540.283	217228.139	205508.652	3816.647	158923.452	371877.056	402570.593	205883.288	188491.034	227320.792	435140.04	139951.449	198361.225	281995.127	103387.249	336070.317	300977.366	240597.509	174973.431	277152.837	167120.405	60420.801	416313.387	185768.27	182154.977	157664.429	56136.029	370826.846	270148.031	241649.083	256482.348	237276.282	126202.676	344931.612	434028.452	130061.391	582333.373	158507.324	165831.974	316712.662	511755.405	571306.922	3406.722	78690.152	273635.193	170165.38	360585.56	236086.245	285103.767	208588.707	307153.708	298672.43	365911.771	415322.073	334189.384	377621.145	485736.218	1347864.912	193272.273	119934.978	385491.542	150518.501	326256.814	125052.957	240459.126	547033.533	178240.062	160303.452	335572.008	330266.522	140205.568	450795.604	127938.604	214822.851	745112.917	501831.303	210206.209	122443.637	412599.261	256809.814	371778.794	433330.725	140434.525	362481.363	308102.103	347241.907	216375.219	360230.282	464627.765	320516.112	511776.129	122432.781	381654.538	117214.14	246283.713
CHEBI:84890	C16H32O2	CC(C)CCCCCCCCCCCCC(O)=O	InChI=1S/C16H32O2/c1-15(2)13-11-9-7-5-3-4-6-8-10-12-14-16(17)18/h15H,3-14H2,1-2H3,(H,17,18)	Isopalmitic Acid/Anteisopalmitic Acid	227.2006			Positive	16.839												14713.084	15533.197	17862.231	16012.803	14841.053	12187.089	20144.528	16433.431	15583.988	10997.818	15773	19396.252	22214.817	12844.23	16379.441	16341.154	15659.369	16375.244	15512.682	15712.053	16246.118	15773	1280.802	3758.947	1035.992	3870.224	5639.533	1763.745	423.966	2105.366	1315.298	16834.029	2377.996	2156.554	3609.835	6569.811	11322.465	6603.195	2944.397	10263.105	2613.904	6371.738	3697.744	3974.825	5159.928	2964.427	3114.651	2896.548	557.499	4179.575	1833.85	2019.683	2830.894	1606.844	2800.849	4406.581	20391.564	16055.088	5068.681	3478.528	3676.602	3271.552	3296.033	1880.586	1696.979	4752.653	711.062	4198.492	5278.995	2489.273	14550.619	3436.243	1937.338	5498.211	1274.125	23526.245	3735.579	5579.444	387.245	3557.535	2590.535	953.646	14400.395	2627.257	2149.877	3910.284	3944.78	34741.973	18725.781	13010.462	28159.167	16525.972	18068.855	6207.86	9453.703	17763.48	114444.908	16594.312	7214.49	7557.421	3476.722	15192.418	4908.784	7051.336	53038.629	21930.374	38373.23	79077.408	12537.623	11293.342	22663.644	51804.814	3223.679	8445.842	4280.179	38006.903	25615.194	24752.017	29029.117	37896.081	7272.979	7837.554	18007.288	25177.449	6313.14	2349.419	4733.932	44145.191	64045.682	15832.105	8533.267	24596.251	71428.867	46045.167	7111.056	15675.723	9534.972	30219.834	41490.397	20394.263	13717.258	16994.501	17191.517	3027.894	11961.966	5171.062	17841.671	5536.157	7389.957	19627.747	19454.126	36187.58	49027.501	24372.76	15755.439	27918.076	27875.722	19208.785	74909.612	45564.952	16498.172	64690.063	40765.597	81841.096	2314.971	9021.259	27740.398	7804.376	52078.068	7191.802	20693.217	17990.868	26508.02	36024.09	67837.639	33530.408	11658.529	24888.263	38949.569	94853.899	15642.841	34411.564	30042.973	4150.626	18244.988	43135.317	20795.485	41953.556	18664.39	13731.776	24990.531	34419.828	25430.592	52740.226	12688.438	20688.052	13723.512	76290.744	15692.425	16570.482	102226.477	74497.442	14298.898	40686.055	9816.676	27071.009	37696.53	91890.199	15395.952	15610.818	14074.735	37044.702	56942.503	4865.468	45780.851	17827.653	28733.119
CHEBI:70850	C17H34O2	CC(C)CCCCCCCCCCCCCC(O)=O	InChI=1S/C17H34O2/c1-16(2)14-12-10-8-6-4-3-5-7-9-11-13-15-17(18)19/h16H,3-15H2,1-2H3,(H,18,19)	Isomargaric Acid	241.2168			Positive	17.358												16360.97	16403.936	17899.637	16511.933	16407.42	16387.678	20349.892	16444.58	17080.793	12335.389	16426	17506.483	20361.411	13670.104	16267.845	16321.376	16987.72	16944.042	10903.264	16365.054	17489.51	16426	2385.225	3313.07	2079.814	1744.21	1653.632	1074.164	170.705	1057.906	1690.792	16798.764	2097.233	498.18	4599.745	14018.711	7473.859	10896.088	1235.579	4834.319	861.654	6694.655	7757.206	1625.762	3475.646	4481.296	1374.93	1417.897	647.982	7398.377	876.75	2559.414	5049.152	1503.83	1516.603	5331.337	20786.525	23846.441	9370.194	7631.79	2752.182	1412.09	2535.027	1556.086	1672.212	6520.466	1820.853	4290.85	6326.536	2017.106	11542.908	2645.347	1037.004	2486.254	3071.528	33943.583	5272.113	7793.205	643.337	8330.868	4897.027	930.168	25108.729	2838.116	2492.061	3588.288	3165.59	8710.377	15119.37	11794.409	8922.483	10804.829	19654.885	7367.533	8852.273	28315.007	78077.82	14503.007	5012.199	11257.863	5009.243	17613.644	9640.095	9147.891	6418.6	50620.105	15211.75	76696.546	12144.716	11599.301	21407.898	25163.721	2592.568	7874.518	7673.498	30577.96	17195.345	19023.002	21680.605	18027.509	4600.551	8187.872	35225.071	9538.846	10053.96	3753.606	5504.402	30177.398	58957.264	7502.778	10350.316	14351.502	52376.074	13489.777	9407.296	12215.664	5423.108	21214.268	49476.064	16023.96	18062.983	5158.53	15662.567	6777.037	14396.584	11282.251	16388.309	10852.127	4262.808	29181.167	17210.126	25476.337	25712.092	19441.301	10203.399	18978.627	44650.157	19796.321	49105.319	13798.206	17157.354	14340.626	18406.749	25685.75	1911.677	3941.184	13121.704	15780.987	24647.634	13342.125	6425.754	12682.891	22569.371	17050.698	14932.82	57389.931	24083.882	11124.702	19332.115	104981.754	23394.175	17949.653	24316.493	7997.149	18790.71	12684.923	15860.217	44004.128	6373.95	7381.593	36345.229	37254.343	7393.782	63629.8	7351.12	18677.96	21062.985	72606.15	9098.243	13570.673	24943.223	9513.692	17261.978	27792.455	11144.001	22041.171	19958.844	63417.504	9832.644	18815.089	18077.64	25945.787	38997.402	3827.417	20416.956	7411.05	40641.932
CHEBI:84874	C17H34O2	CCC(C)CCCCCCCCCCCCC(O)=O	InChI=1S/C17H34O2/c1-3-16(2)14-12-10-8-6-4-5-7-9-11-13-15-17(18)19/h16H,3-15H2,1-2H3,(H,18,19)	Anteisomargaric Acid	199.17			Positive	17.405												8314.267	7756.804	8550.423	8611.733	7625.102	5865.288	11207.174	7940.733	8261.64	6682.313	8171.272	7871.927	9274.754	7857.807	8127.5	8415.795	8086.315	8200.829	8029.058	8096.36	8373.605	8127.5	1007.067	2248.02	1255.712	1481.649	951.435	801.567	577.9	2228.719	1532.741	15769.064	927.592	643.751	2674.917	9584.739	8227.98	5553.063	853.793	5211.319	1382.873	7445.714	3560.5	817.462	2898.583	2958.757	2150.379	1072.919	1596.321	3676.307	608.555	1689.421	3795.52	1298.856	1728.023	2768.016	19470.35	21512.869	7292.44	3431.069	1260.254	1973.262	1546.365	1327.24	1312.48	4387.045	525.673	2707.842	5131.843	1939.201	8671.907	1972.126	1144.446	2123.13	1722.347	30451.586	2413.783	6300.132	308.819	5285.117	2501.206	460.958	16495.697	1389.685	879.907	2607.93	1571.343	5705.912	11667.396	7982.063	5862.644	8863.861	9497.851	3642.267	7213.227	11185.197	54919.929	9367.946	4301.673	7947.469	3267.379	5208.18	5008.381	5170.762	10734.061	14252.071	22852.593	42681.377	9118.021	7096.03	7350.191	13767.047	2533.137	4632.082	3795.469	12777.938	11118.832	8253.168	12725.694	12305.622	3226.431	5190.53	8185.392	4915.895	6440.86	3230.667	2398.996	13565.131	41167.002	7037.432	5250.54	6497.34	38514.551	7618.472	6780.447	8268.7	4151.294	8731.132	24351.436	6053.265	5808.988	6771.975	9103.901	3984.678	7820.389	5645.195	9908.038	3412.11	4833.293	12755.346	7059.318	16629.887	12153.126	9576.217	5722.7	10924.059	10086.297	6888.938	26800.358	9655.362	6456.998	13094.808	15454.405	40908.718	1234.544	3249.594	7079.795	8309.317	15285.647	5069.768	6621.738	6360.565	9970.778	14078.224	24443.775	20702.976	5514.766	9272.643	8995.398	46644.477	7283.711	11620.185	9321.864	3655.416	11490.603	9240.498	10671.927	17430.278	5033.606	4197.852	12188.739	14517.196	6284.222	20397.604	6253.082	8418.808	6356.547	42789.163	6723.193	7670.447	40378.336	12827.608	12156.594	13918.507	5362.081	13692.492	15760.78	31527.588	5125.016	10606.634	7771.903	15547.824	26921.904	2367.633	14864.757	4932.15	11938.615
CHEBI:30531	C7H12O4	OC(=O)CCCCCC(O)=O	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	Pimelic Acid	115.0745			Positive	13.289												12721.904	13051.935	13140.696	13366.634	13289.976	13188.304	9620.91	13292.397	12480.775	13164.5	14437.643	12365.373	15446.479	10306.752	16735.754	11992.133	13164.5	13405.811	9302.525	13308.281	14478.637	11954.93	5968.789	3026.758	3330.967	2210.961	6535.247	5112.647	1897.069	2634.595	3473.792	1671.132	2895.23	4120.942	9147.248	886.805	3660.997	21917.567	7800.498	8890.647	5871.152	4544.575	3677.942	8606.611	1898.683	6265.736	8001.421	6005.907	8550.934	2435.285	3184.107	3136.499	1830.902	2901.685	4447.744	5012.588	1115.164	2390.098	7936.06	3453.619	10805.469	8981.829	11504.262	8115.197	3899.845	7353.464	1360.467	3815.926	5299.852	2167.388	7805.339	4111.259	5601.64	2204.506	6158.415	1895.456	958.621	6489.252	568.072	1390.324	4952.876	5269.996	1632.4	5338.584	4181.461	3067.911	2000.355	8890.908	37908.896	41127.739	24393.227	11053.762	46365.496	2120.665	43161.542	36509.183	85130.599	11869.021	12400.118	9991.569	16106.627	38732.84	20235.036	17348.749	19213.792	17168.821	30567.847	54070.122	19363.938	13649.684	46600.022	47850.829	4664.469	11919.897	21664.531	28893.9	13204.208	41042.119	37666.924	40550.73	18053.569	14179.54	11823.108	38503.277	12366.614	12020.408	8910.762	24929.287	64246.582	34268.153	28542.731	9655.29	67247.031	30030.546	8071.927	5091.332	10360.11	27402.362	43342.711	39597.734	18192.547	19795.765	689.929	6505.936	9122.953	6183.307	12649.535	36672.979	35950.787	6447.614	12422.454	27696.45	33203.477	41939.275	14154.879	31880.15	13640.083	59432.796	19712.062	12426.492	18539.694	39950.985	30953.115	20936.713	1354.356	10032.489	6503.321	14856.691	4929.775	5501.882	9430.218	13746.662	117928.502	25438.162	18929.813	6561.638	7643.514	7672.672	19313.899	8600.713	2898.744	18854.403	17476.922	5038.365	6018.689	9501.606	25950.947	18501.487	7755.12	6421.879	23290.497	16088.38	5786.428	56089.638	12321.924	17935.412	9402.065	157321.456	8706.286	2094.375	30973.224	15451.924	7839.579	21988.425	26425.524	8747.51	49608.437	28010.131	6416.852	7868.737	6511.365	38333.198	8145.239	6464.108	1548.41	4758.847	4797.054
CHEBI:91315	C5H8O4	OC(=O)C(CC(O)=O)C	InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)	Methylsuccinic Acid	129.0546			Positive	10.115												55342.329	69058.67	55313.671	53106.937	55162.188	46771.28	63259.343	57477.415	55328	49129.562	73953.062	53154.58	71620.084	30469.343	55363.157	55328	52146.803	63734.736	81204.17	49214.917	92455.256	55195.035	33190.045	12746.033	7289.589	3253.806	10649.842	35501.178	14619.095	5734.845	5411.409	2702.122	26490.01	6501.47	18013.125	1927.309	139101.978	28147.107	52209.301	140214.556	15460.438	26202.398	8280.367	28419.366	1784.015	8878.109	80160.913	23906.617	11367.337	2707.24	5696.974	6088.987	13227.093	9591.51	25401.996	3172.947	2414.51	5142.221	37009.863	5592.574	102983.61	15234.238	26840.057	39463.267	4166.795	8050.073	3164.758	24581.124	13112.458	4988.691	210574.135	9703.075	23741.829	121653.842	17075.57	1546.556	4043.972	15307.932	1812.674	514.836	99984.664	120969.1	724.66	15519.803	56104.86	5325.433	3979.489	132423.551	7254.047	29829.307	99895.274	159449.318	13839.212	20818.314	16522.858	19409.332	14304.365	72201.526	81737.168	39995.971	100256.759	89341.883	181257.434	12082.266	77022.533	9692.496	82022.029	170097.361	68890.464	64372.347	19473.336	13688.668	27479.201	131144.38	205518.423	229590.106	58278.478	18927.953	28398.69	78244.912	91624.38	158180.964	113816.518	104198.843	9308.474	3939.38	37221.277	171165.591	12866.536	17454.967	68300.909	71007.993	218699.569	101571.088	108181.493	77300.182	117547.661	284398.865	18648.5	29111.745	4967.044	255187.96	117825.31	44037.215	82946.026	21666.588	69432.241	21343.865	97134.102	170247.905	99500.434	244117.131	86984.566	99895.274	50863.688	30741.594	14730.347	288944.837	104645.965	29530.501	48749.538	290340.974	232945.362	26399.167	52061.484	27159.286	49822.125	90778.785	39693.488	124640.633	46548.961	73432.344	141325.571	36805.923	104038.757	27685.607	8834.441	100111.846	29027.449	22809.102	176077.18	97366.111	21302.161	27993.643	106240.442	177392.429	78315.497	235019.622	53858.733	84395.339	152629.844	20975.288	42073.568	25539.324	255912.914	45812.111	252162.183	80432.971	100452.016	55441.021	11111.473	96364.438	53961.781	293102.221	181063.381	220559.638	76150.378	32486.765	82941.584	111849.364	10548.586	13919.259	138826.93	129401.902	29688.952	9702.04	196898.449
CHEBI:9300	C8H14O4	OC(=O)CCCCCCC(O)=O	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	Suberic Acid	138.0675			Positive	14.097												15580.109	14628.945	15664.926	15349.891	16921.028	15164.101	12612.517	15650.79	12506.696	15465	16176.56	14665.311	18880.269	13007.181	20059.674	15339.469	15465	16628.384	12766.582	15917.702	19169.641	15376.041	9765.083	3742.053	6870.192	3550.205	10328.512	7688.072	2638.42	3143.284	4441.795	5820.074	5701.936	3544.147	6195.693	2899.94	3795.569	3539.098	14731.937	21580.925	4183.305	5364.687	3595.643	3250.316	3449.232	4317.599	5753.432	5099.128	2480.903	3354.318	3478.514	2432.436	2229.48	3805.666	2351.657	8344.395	1863.959	3726.907	5607.022	4635.663	23672.072	5326.317	19245.423	32331.503	3484.573	2583.895	2370.842	7210.47	4999.165	8840.172	8322.181	19530.166	9695.412	8958.31	21616.265	2852.483	3558.283	37502.322	1945.747	4052.04	13123.44	7485.117	11912.776	2720.208	3173.576	9420.766	8524.127	14375.9	27183.975	48691.793	34874.043	10803.957	53345.22	30026.95	33935.089	37365.59	63567.091	10324.144	11822.336	8242.778	10457.97	30956.112	27763.886	13971.16	22691.575	27377.641	26829.283	65018.498	15425.832	20495.967	61177.817	50812.328	7199.374	12035.587	28772.473	26648.673	13518.547	35344.064	25553.046	25377.876	21606.827	16343.026	16556.276	56662.568	13001.741	11883.265	17748.737	38485.154	41867.783	40425.079	40622.009	17131.834	56682.152	52633.66	18095.813	8052.375	12417.479	33235.497	54355.982	41863.431	18067.524	23370.494	12215.109	10639.668	13521.811	12591.561	18503.817	24122.31	27737.773	9697.449	17399.485	30579.66	25665.111	47103.296	25103.196	34709.762	18561.756	50920.04	20086.906	18046.783	24567.466	53610.55	37747.212	29641.085	4288.804	12522.439	10657.269	12574.826	31127.686	12620.294	13747.106	16795.429	28125.82	27502.119	35381.896	11623.955	10332.075	27465.547	25400.714	17600.012	16915.029	31960.934	20917.188	8241.542	9345.62	11637.793	37939.957	14717.746	11819.664	10918.215	20098.767	24365.826	12948.453	44661.291	14670.301	27980.52	10418.069	35775.291	15856.419	9785.472	26574.971	29328.741	8971.993	30263.797	30816.33	13742.164	49189.296	28687.249	11194.976	14889.733	13124.394	38593.31	12739.894	28303.737	19201.271	10335.04	17157.195
CHEBI:68503	C7H12O4	CC(CCC(O)=O)CC(O)=O	InChI=1S/C7H12O4/c1-5(4-7(10)11)2-3-6(8)9/h5H,2-4H2,1H3,(H,8,9)(H,10,11)	3-Methyladipic Acid	115.0754			Positive	12.762												24716.218	24850.728	24405.418	25916.618	25770.899	26501.533	22336.817	24826.272	24838.5	21581.843	27167.863	19842.239	44692.794	22220.749	26323.098	25406.847	21692.225	24838.5	11063.365	34847.611	29071.035	21244.143	1597.816	344.427	2656.573	0	1234.028	1851.551	235.393	1368.538	0	651.151	2246.929	1630.425	1368.538	520.717	1058.757	1305.359	3694.95	2014.593	1002.711	1637.558	818.269	1562.151	3859.011	1672.204	5151.123	940.551	4765.935	889.6	1312.492	0	1570.303	5046.164	4212.61	215.012	1061.814	165.08	6476.862	1084.232	2107.324	1153.525	32194.772	4771.03	0	0	663.379	0	10127.994	513.584	2270.366	823.364	449.386	1166.773	1611.063	10.19	1363.443	1152.506	101.902	137.567	1102.575	1845.437	0	734.71	1110.727	0	0	1933.408	52785.29	83176.427	9025.354	6172.997	62991.089	2407.256	67957.676	115730.941	108903.275	2494.421	3040.597	3221.42	1753.513	52789.926	1335.304	1289.866	79850.223	46167.192	24732.788	161039.459	70944.49	9553.911	90954.57	174584.444	1571.764	11298.151	2347.909	40300.202	21137.669	100925.764	5890.172	39009.409	24338.688	2723.463	31033.752	86616.688	2958.068	699.18	1453.997	4574.342	170976.342	37944.875	77078.541	1785.041	98580.637	103601.934	2121.649	3060.998	8534.815	79034.204	61979.411	9455.618	53134.88	29278.384	1619.983	934.712	1754.44	1954.736	1841.606	70710.812	122222.927	3420.788	2708.626	56520.431	34167.079	6091.395	37304.304	67810.754	28140.925	194160.256	104005.521	38453.606	23422.482	130407.459	126581.302	73056.808	653.696	51630.328	61572.517	1035.827	56232.385	1763.233	55500.13	75802.524	2054.195	57105.273	95780.01	49129.99	1499.427	4342.131	67906.771	3304.364	1929.081	63229.064	32282.291	2954.239	15662.512	46077.794	80441.437	5686.377	14165.025	1154.151	57249.784	63267.859	6861.866	126655.013	30417.221	59309.799	2804.879	98822.508	20454.665	26930.52	38326.552	64895.309	1757.414	117741.861	103546.77	168740.801	57931.607	112715.969	12889.639	1264.717	2328.67	51542.07	10320.44	1188.097	1767.112	682.792	75146.889
CHEBI:73713	C11H20O4	OC(=O)CCCCCCCCCC(O)=O	InChI=1S/C11H20O4/c12-10(13)8-6-4-2-1-3-5-7-9-11(14)15/h1-9H2,(H,12,13)(H,14,15)	Undecanedioic Acid	98.072			Positive	16.056												2141.134	2122.866	1657.528	2261.314	2382.456	1962.305	3019.893	1817.127	1715.944	2138.085	2344.972	1553.173	2891.092	1722.029	2132	2159.941	1755.407	2138.074	1066.607	2497.659	1859.881	2132	683.586	576.866	997.016	915.294	1699.831	1777.708	2728.575	640.321	606.671	1047.973	666.28	2126.712	817.227	263.435	640.321	1704.639	1634.453	1099.891	1126.811	572.059	1050.857	1309.485	403.806	934.523	1697.908	1480.622	757.617	714.352	2956.437	403.806	786.46	1663.297	2146.902	721.082	417.266	708.584	1567.152	672.049	1549.846	3225.641	1301.794	1327.753	1262.375	1676.757	587.442	2692.041	1968.074	478.799	1572.921	557.637	670.126	1223.917	667.241	1391.208	418.228	942.214	291.317	264.397	1084.508	1079.701	319.199	786.46	997.016	808.574	914.332	2638.569	3165.674	4913.564	6195.959	2687.248	3349.742	2265.868	2434.724	2433.203	4817.727	2301.617	1797.33	1938.804	1751.693	1299.889	4327.892	2092.448	3040.933	2696.375	2722.997	7711.101	2670.514	247.199	8418.472	5147.833	671.622	1649.771	3800.026	4419.926	2748.097	3722.443	4082.213	1948.692	3171.759	3263.793	1493.845	3793.18	2563.268	980.431	1527.312	2461.346	3320.839	4711.241	3377.885	1325.75	5273.334	3129.925	1402.572	1394.965	3129.164	4866.406	4352.231	3644.1	1394.205	2764.07	3334.53	2147.212	1966.947	2360.945	2333.563	1715.184	6324.502	2074.193	2415.709	3770.362	2562.507	2300.096	5477.6	6377.778	1219.674	6692.415	4185.037	3374.756	6261.156	5684.119	6906.222	5435.081	481.067	3160.948	1641.215	2701.748	5507.97	1375.17	3665.096	1610.844	10657.57	4913.926	5551.704	584.326	2023.881	3224.119	3467.081	1785.778	2435.704	4746.281	2327.585	1115.2	1677.659	2576.622	4998.963	1563.467	1208.741	2436.919	1822.222	1921.837	1755.407	2684.741	3290.933	2252.267	1286.489	3333.452	4067.2	1970.43	4700.119	4979.526	1471.141	4267.644	3322.519	2840.237	4683.111	3262.993	1664.296	1003.437	1563.467	5478.815	2571.763	696.089	2894.904	2945.926	4010.104
