accession_id,design_description,library_name,library_construction_protocol,paired_nominal_length,paired_nominal_sdev,platform,model,library_layout,library_strategy,library_source,library_selection,extra_attributes,study_accession_id,submission_accession_id,created_at,edited_at
EGAX00001383279,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:19+02
EGAX00001383280,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:19+02
EGAX00001383281,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:19+02
EGAX00001383282,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:19+02
EGAX00001383283,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:19+02
EGAX00001383284,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:42+02
EGAX00001383285,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:19+02
EGAX00001383286,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:19+02
EGAX00001383287,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:19+02
EGAX00001383288,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383289,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383290,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383291,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383292,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383293,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383294,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383295,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383296,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383297,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383298,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383299,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383300,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383301,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383302,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:23+02
EGAX00001383303,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:24+02
EGAX00001383304,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:19+02
EGAX00001383305,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:19+02
EGAX00001383306,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:19+02
EGAX00001383307,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:19+02
EGAX00001383308,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:20+02
EGAX00001383309,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:24+02
EGAX00001383310,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:24+02
EGAX00001383311,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:24+02
EGAX00001383312,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:24+02
EGAX00001383313,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:24+02
EGAX00001383314,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:24+02
EGAX00001383315,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383316,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383317,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383318,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:20+02
EGAX00001383319,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:20+02
EGAX00001383320,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:20+02
EGAX00001383321,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:20+02
EGAX00001383322,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:20+02
EGAX00001383323,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:20+02
EGAX00001383324,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:26+02
EGAX00001383325,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:26+02
EGAX00001383326,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:26+02
EGAX00001383327,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:26+02
EGAX00001383328,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383329,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383330,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383331,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383332,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383333,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383334,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383335,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383336,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:26+02
EGAX00001383337,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:26+02
EGAX00001383338,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:21:26+02
EGAX00001383339,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:42+01,2016-04-01 13:24:28+02
EGAX00001383340,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383341,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383342,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383343,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383344,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383345,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383346,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383347,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383348,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383349,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383350,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383351,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383352,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383353,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383354,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383355,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383356,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383357,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383358,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383359,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:24:28+02
EGAX00001383360,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383361,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383362,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383363,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383364,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:26+02
EGAX00001383365,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383366,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383367,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383368,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383369,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383370,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383371,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383372,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383373,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383374,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383375,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383376,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383377,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383378,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383379,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383380,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383381,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383382,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383383,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383384,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383385,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383386,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383387,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383388,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383389,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383390,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:23:02+02
EGAX00001383391,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383392,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:43+01,2016-04-01 13:21:35+02
EGAX00001383393,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:21:35+02
EGAX00001383394,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:21:35+02
EGAX00001383395,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:21:35+02
EGAX00001383396,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:23:02+02
EGAX00001383397,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:21:35+02
EGAX00001383398,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:23:02+02
EGAX00001383399,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:23:02+02
EGAX00001383400,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:21:35+02
EGAX00001383401,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:23:02+02
EGAX00001383402,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:21:35+02
EGAX00001383403,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:21:48+02
EGAX00001383404,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:21:41+02
EGAX00001383405,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:21:41+02
EGAX00001383406,,,,,,ILLUMINA,Illumina HiSeq 2000,PAIRED,OTHER,METAGENOMIC,unspecified,,EGAS00001001704,EGA00001252987,2016-03-24 17:32:44+01,2016-04-01 13:23:02+02
