sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
9002000001506629LL,EGAN00001374624,SAMEA3886399,EGAR00001421065,EGAX00001383961,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001506914LL,EGAN00001374320,SAMEA3886095,EGAR00001421066,EGAX00001383962,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001507813LL,EGAN00001373930,SAMEA3885705,EGAR00001421067,EGAX00001383963,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001508258LL,EGAN00001374107,SAMEA3885882,EGAR00001421068,EGAX00001383964,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001508561LL,EGAN00001374143,SAMEA3885918,EGAR00001421069,EGAX00001383965,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001509470LL,EGAN00001374598,SAMEA3886373,EGAR00001421070,EGAX00001383966,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001510130LL,EGAN00001374108,SAMEA3885883,EGAR00001421071,EGAX00001383967,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001510962LL,EGAN00001374187,SAMEA3885962,EGAR00001421072,EGAX00001383968,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001511413LL,EGAN00001374191,SAMEA3885966,EGAR00001421073,EGAX00001383969,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001512027LL,EGAN00001374621,SAMEA3886396,EGAR00001421074,EGAX00001383970,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001512770LL,EGAN00001374616,SAMEA3886391,EGAR00001421075,EGAX00001383971,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001514308LL,EGAN00001374642,SAMEA3886417,EGAR00001421076,EGAX00001383972,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001515190LL,EGAN00001373815,SAMEA3885590,EGAR00001421077,EGAX00001383973,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001515593LL,EGAN00001374532,SAMEA3886307,EGAR00001421078,EGAX00001383974,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001516607LL,EGAN00001373635,SAMEA3885410,EGAR00001421079,EGAX00001383975,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001517041LL,EGAN00001374394,SAMEA3886169,EGAR00001421080,EGAX00001383976,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001517364LL,EGAN00001374574,SAMEA3886349,EGAR00001421081,EGAX00001383977,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001518521LL,EGAN00001374393,SAMEA3886168,EGAR00001421082,EGAX00001383978,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001518970LL,EGAN00001373821,SAMEA3885596,EGAR00001421083,EGAX00001383979,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001519681LL,EGAN00001374293,SAMEA3886068,EGAR00001421084,EGAX00001383980,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001519968LL,EGAN00001374314,SAMEA3886089,EGAR00001421085,EGAX00001383981,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001520388LL,EGAN00001374609,SAMEA3886384,EGAR00001421086,EGAX00001383982,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001521222LL,EGAN00001374669,SAMEA3886444,EGAR00001421087,EGAX00001383983,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001521670LL,EGAN00001374619,SAMEA3886394,EGAR00001421088,EGAX00001383984,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001522195LL,EGAN00001374083,SAMEA3885858,EGAR00001421089,EGAX00001383985,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001522382LL,EGAN00001374025,SAMEA3885800,EGAR00001421090,EGAX00001383986,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001522730LL,EGAN00001373680,SAMEA3885455,EGAR00001421091,EGAX00001383987,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001523320LL,EGAN00001374089,SAMEA3885864,EGAR00001421092,EGAX00001383988,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001523343LL,EGAN00001374121,SAMEA3885896,EGAR00001421093,EGAX00001383989,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001523405LL,EGAN00001374627,SAMEA3886402,EGAR00001421094,EGAX00001383990,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001523915LL,EGAN00001374196,SAMEA3885971,EGAR00001421095,EGAX00001383991,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001524190LL,EGAN00001373926,SAMEA3885701,EGAR00001421096,EGAX00001383992,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001524270LL,EGAN00001373955,SAMEA3885730,EGAR00001421097,EGAX00001383993,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001524672LL,EGAN00001374551,SAMEA3886326,EGAR00001421098,EGAX00001383994,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001525016LL,EGAN00001373682,SAMEA3885457,EGAR00001421099,EGAX00001383995,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001525624LL,EGAN00001373909,SAMEA3885684,EGAR00001421100,EGAX00001383996,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001525642LL,EGAN00001374153,SAMEA3885928,EGAR00001421101,EGAX00001383997,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001526040LL,EGAN00001374239,SAMEA3886014,EGAR00001421102,EGAX00001383998,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001526416LL,EGAN00001374074,SAMEA3885849,EGAR00001421103,EGAX00001383999,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001526900LL,EGAN00001374676,SAMEA3886451,EGAR00001421104,EGAX00001384000,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001527093LL,EGAN00001374629,SAMEA3886404,EGAR00001421105,EGAX00001384001,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001527262LL,EGAN00001374554,SAMEA3886329,EGAR00001421106,EGAX00001384002,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001527647LL,EGAN00001374004,SAMEA3885779,EGAR00001421107,EGAX00001384003,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001528090LL,EGAN00001374161,SAMEA3885936,EGAR00001421108,EGAX00001384004,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001528680LL,EGAN00001373710,SAMEA3885485,EGAR00001421109,EGAX00001384005,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001528789LL,EGAN00001374046,SAMEA3885821,EGAR00001421110,EGAX00001384006,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001529614LL,EGAN00001374523,SAMEA3886298,EGAR00001421111,EGAX00001384007,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001529991LL,EGAN00001373597,SAMEA3885372,EGAR00001421112,EGAX00001384008,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001530437LL,EGAN00001373575,SAMEA3885350,EGAR00001421113,EGAX00001384009,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001530470LL,EGAN00001373706,SAMEA3885481,EGAR00001421114,EGAX00001384010,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001530580LL,EGAN00001374317,SAMEA3886092,EGAR00001421115,EGAX00001384011,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001530830LL,EGAN00001373931,SAMEA3885706,EGAR00001421116,EGAX00001384012,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001530894LL,EGAN00001374297,SAMEA3886072,EGAR00001421117,EGAX00001384013,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001531238LL,EGAN00001373915,SAMEA3885690,EGAR00001421118,EGAX00001384014,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001531363LL,EGAN00001374154,SAMEA3885929,EGAR00001421119,EGAX00001384015,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001531610LL,EGAN00001374648,SAMEA3886423,EGAR00001421120,EGAX00001384016,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001531940LL,EGAN00001374490,SAMEA3886265,EGAR00001421121,EGAX00001384017,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001532333LL,EGAN00001374649,SAMEA3886424,EGAR00001421122,EGAX00001384018,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001532389LL,EGAN00001374020,SAMEA3885795,EGAR00001421123,EGAX00001384019,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001532807LL,EGAN00001373961,SAMEA3885736,EGAR00001421124,EGAX00001384020,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001532830LL,EGAN00001374159,SAMEA3885934,EGAR00001421125,EGAX00001384021,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001533288LL,EGAN00001374650,SAMEA3886425,EGAR00001421126,EGAX00001384022,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001534070LL,EGAN00001374126,SAMEA3885901,EGAR00001421127,EGAX00001384023,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001534285LL,EGAN00001373543,SAMEA3885318,EGAR00001421128,EGAX00001384024,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001535130LL,EGAN00001374640,SAMEA3886415,EGAR00001421129,EGAX00001384025,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001536270LL,EGAN00001373695,SAMEA3885470,EGAR00001421130,EGAX00001384026,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001536628LL,EGAN00001373929,SAMEA3885704,EGAR00001421131,EGAX00001384027,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001536840LL,EGAN00001374078,SAMEA3885853,EGAR00001421132,EGAX00001384028,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001537035LL,EGAN00001373714,SAMEA3885489,EGAR00001421133,EGAX00001384029,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001537510LL,EGAN00001374385,SAMEA3886160,EGAR00001421134,EGAX00001384030,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001537690LL,EGAN00001374300,SAMEA3886075,EGAR00001421135,EGAX00001384031,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001538954LL,EGAN00001374006,SAMEA3885781,EGAR00001421136,EGAX00001384032,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001539090LL,EGAN00001374572,SAMEA3886347,EGAR00001421137,EGAX00001384033,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001539129LL,EGAN00001373702,SAMEA3885477,EGAR00001421138,EGAX00001384034,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001540676LL,EGAN00001373838,SAMEA3885613,EGAR00001421139,EGAX00001384035,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001541243LL,EGAN00001374137,SAMEA3885912,EGAR00001421140,EGAX00001384036,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001541299LL,EGAN00001374638,SAMEA3886413,EGAR00001421141,EGAX00001384037,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001541930LL,EGAN00001374651,SAMEA3886426,EGAR00001421142,EGAX00001384038,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001542302LL,EGAN00001374374,SAMEA3886149,EGAR00001421143,EGAX00001384039,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001542350LL,EGAN00001374162,SAMEA3885937,EGAR00001421144,EGAX00001384040,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001542732LL,EGAN00001373959,SAMEA3885734,EGAR00001421145,EGAX00001384041,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001542895LL,EGAN00001374604,SAMEA3886379,EGAR00001421146,EGAX00001384042,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001543168LL,EGAN00001374155,SAMEA3885930,EGAR00001421147,EGAX00001384043,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001543510LL,EGAN00001374157,SAMEA3885932,EGAR00001421148,EGAX00001384044,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001545313LL,EGAN00001373928,SAMEA3885703,EGAR00001421149,EGAX00001384045,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001546393LL,EGAN00001374158,SAMEA3885933,EGAR00001421150,EGAX00001384046,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001547000LL,EGAN00001374139,SAMEA3885914,EGAR00001421151,EGAX00001384047,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001547520LL,EGAN00001374601,SAMEA3886376,EGAR00001421152,EGAX00001384048,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001547739LL,EGAN00001374215,SAMEA3885990,EGAR00001421153,EGAX00001384049,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001548128LL,EGAN00001373910,SAMEA3885685,EGAR00001421154,EGAX00001384050,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001548558LL,EGAN00001374503,SAMEA3886278,EGAR00001421155,EGAX00001384051,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001548763LL,EGAN00001373778,SAMEA3885553,EGAR00001421156,EGAX00001384052,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001549564LL,EGAN00001373968,SAMEA3885743,EGAR00001421157,EGAX00001384053,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001549896LL,EGAN00001374146,SAMEA3885921,EGAR00001421158,EGAX00001384054,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001550654LL,EGAN00001374376,SAMEA3886151,EGAR00001421159,EGAX00001384055,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001551016LL,EGAN00001374262,SAMEA3886037,EGAR00001421160,EGAX00001384056,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001551301LL,EGAN00001373715,SAMEA3885490,EGAR00001421161,EGAX00001384057,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001551947LL,EGAN00001374145,SAMEA3885920,EGAR00001421162,EGAX00001384058,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001552480LL,EGAN00001373957,SAMEA3885732,EGAR00001421163,EGAX00001384059,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001552710LL,EGAN00001373960,SAMEA3885735,EGAR00001421164,EGAX00001384060,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001553020LL,EGAN00001374656,SAMEA3886431,EGAR00001421165,EGAX00001384061,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001554377LL,EGAN00001374531,SAMEA3886306,EGAR00001421166,EGAX00001384062,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001554439LL,EGAN00001373975,SAMEA3885750,EGAR00001421167,EGAX00001384063,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001554537LL,EGAN00001374080,SAMEA3885855,EGAR00001421168,EGAX00001384064,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001554813LL,EGAN00001374670,SAMEA3886445,EGAR00001421169,EGAX00001384065,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001555276LL,EGAN00001374631,SAMEA3886406,EGAR00001421170,EGAX00001384066,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001555356LL,EGAN00001374131,SAMEA3885906,EGAR00001421171,EGAX00001384067,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001555800LL,EGAN00001374140,SAMEA3885915,EGAR00001421172,EGAX00001384068,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001556570LL,EGAN00001374060,SAMEA3885835,EGAR00001421173,EGAX00001384069,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001556710LL,EGAN00001373954,SAMEA3885729,EGAR00001421174,EGAX00001384070,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001556980LL,EGAN00001374626,SAMEA3886401,EGAR00001421175,EGAX00001384071,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001557110LL,EGAN00001374501,SAMEA3886276,EGAR00001421176,EGAX00001384072,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001557420LL,EGAN00001373966,SAMEA3885741,EGAR00001421177,EGAX00001384073,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001557655LL,EGAN00001374675,SAMEA3886450,EGAR00001421178,EGAX00001384074,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001558115LL,EGAN00001374568,SAMEA3886343,EGAR00001421179,EGAX00001384075,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001559275LL,EGAN00001374123,SAMEA3885898,EGAR00001421180,EGAX00001384076,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001559794LL,EGAN00001373775,SAMEA3885550,EGAR00001421181,EGAX00001384077,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001561424LL,EGAN00001373982,SAMEA3885757,EGAR00001421182,EGAX00001384078,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001561934LL,EGAN00001373825,SAMEA3885600,EGAR00001421183,EGAX00001384079,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001562708LL,EGAN00001374559,SAMEA3886334,EGAR00001421184,EGAX00001384080,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001563080LL,EGAN00001374504,SAMEA3886279,EGAR00001421185,EGAX00001384081,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001563269LL,EGAN00001374657,SAMEA3886432,EGAR00001421186,EGAX00001384082,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001563859LL,EGAN00001373787,SAMEA3885562,EGAR00001421187,EGAX00001384083,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001564060LL,EGAN00001374337,SAMEA3886112,EGAR00001421188,EGAX00001384084,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001564180LL,EGAN00001374654,SAMEA3886429,EGAR00001421189,EGAX00001384085,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001564382LL,EGAN00001374052,SAMEA3885827,EGAR00001421190,EGAX00001384086,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001564560LL,EGAN00001373752,SAMEA3885527,EGAR00001421191,EGAX00001384087,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001564945LL,EGAN00001374375,SAMEA3886150,EGAR00001421192,EGAX00001384088,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001565405LL,EGAN00001373953,SAMEA3885728,EGAR00001421193,EGAX00001384089,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001566360LL,EGAN00001374506,SAMEA3886281,EGAR00001421194,EGAX00001384090,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001566660LL,EGAN00001374202,SAMEA3885977,EGAR00001421195,EGAX00001384091,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001567720LL,EGAN00001373761,SAMEA3885536,EGAR00001421196,EGAX00001384092,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001567974LL,EGAN00001373664,SAMEA3885439,EGAR00001421197,EGAX00001384093,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001568185LL,EGAN00001374141,SAMEA3885916,EGAR00001421198,EGAX00001384094,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001568750LL,EGAN00001374643,SAMEA3886418,EGAR00001421199,EGAX00001384095,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001569080LL,EGAN00001374163,SAMEA3885938,EGAR00001421200,EGAX00001384096,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001570129LL,EGAN00001373969,SAMEA3885744,EGAR00001421201,EGAX00001384097,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001570648LL,EGAN00001374548,SAMEA3886323,EGAR00001421202,EGAX00001384098,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001572150LL,EGAN00001374037,SAMEA3885812,EGAR00001421203,EGAX00001384099,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001572713LL,EGAN00001374422,SAMEA3886197,EGAR00001421204,EGAX00001384100,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001572920LL,EGAN00001374188,SAMEA3885963,EGAR00001421205,EGAX00001384101,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001573176LL,EGAN00001374614,SAMEA3886389,EGAR00001421206,EGAX00001384102,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001573560LL,EGAN00001374522,SAMEA3886297,EGAR00001421207,EGAX00001384103,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001573971LL,EGAN00001374181,SAMEA3885956,EGAR00001421208,EGAX00001384104,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001574290LL,EGAN00001374119,SAMEA3885894,EGAR00001421209,EGAX00001384105,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001575199LL,EGAN00001373764,SAMEA3885539,EGAR00001421210,EGAX00001384106,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001576552LL,EGAN00001374655,SAMEA3886430,EGAR00001421211,EGAX00001384107,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001576820LL,EGAN00001374419,SAMEA3886194,EGAR00001421212,EGAX00001384108,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001577190LL,EGAN00001374613,SAMEA3886388,EGAR00001421213,EGAX00001384109,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001577850LL,EGAN00001374652,SAMEA3886427,EGAR00001421214,EGAX00001384110,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001580090LL,EGAN00001373943,SAMEA3885718,EGAR00001421215,EGAX00001384111,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001580537LL,EGAN00001374256,SAMEA3886031,EGAR00001421216,EGAX00001384112,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001582170LL,EGAN00001373694,SAMEA3885469,EGAR00001421217,EGAX00001384113,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001582780LL,EGAN00001374160,SAMEA3885935,EGAR00001421218,EGAX00001384114,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001583127LL,EGAN00001374518,SAMEA3886293,EGAR00001421219,EGAX00001384115,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001583340LL,EGAN00001373973,SAMEA3885748,EGAR00001421220,EGAX00001384116,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001583619LL,EGAN00001374653,SAMEA3886428,EGAR00001421221,EGAX00001384117,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001584779LL,EGAN00001374005,SAMEA3885780,EGAR00001421222,EGAX00001384118,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001586835LL,EGAN00001374555,SAMEA3886330,EGAR00001421223,EGAX00001384119,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001587270LL,EGAN00001374094,SAMEA3885869,EGAR00001421224,EGAX00001384120,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001587322LL,EGAN00001374100,SAMEA3885875,EGAR00001421225,EGAX00001384121,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001587485LL,EGAN00001374200,SAMEA3885975,EGAR00001421226,EGAX00001384122,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001587770LL,EGAN00001374273,SAMEA3886048,EGAR00001421227,EGAX00001384123,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001588212LL,EGAN00001373927,SAMEA3885702,EGAR00001421228,EGAX00001384124,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001588517LL,EGAN00001373545,SAMEA3885320,EGAR00001421229,EGAX00001384125,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001589069LL,EGAN00001374152,SAMEA3885927,EGAR00001421230,EGAX00001384126,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001589140LL,EGAN00001374647,SAMEA3886422,EGAR00001421231,EGAX00001384127,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001589560LL,EGAN00001374130,SAMEA3885905,EGAR00001421232,EGAX00001384128,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001589917LL,EGAN00001374175,SAMEA3885950,EGAR00001421233,EGAX00001384129,EGAS00001001704,ENA-CHECKLIST=ERC000026
9005000001577950LL,EGAN00001374059,SAMEA3885834,EGAR00001421234,EGAX00001384130,EGAS00001001704,ENA-CHECKLIST=ERC000026
