accession_id,title,description,dataset_types,technologies,num_samples,access_type,extra_attributes,is_in_beacon,is_released,released_date,is_deprecated,policy_accession_id,submission_accession_id,created_at,edited_at
EGAD00001003453,LifeLines-DEEP 16s seq,"16S sequencing of stool samples of LifeLines-DEEP, domain V4",,"{""Illumina MiSeq""}",1010,controlled,,f,t,2017-08-09 00:00:00+02,f,EGAP00001000447,EGA00001356048,2017-07-19 13:33:41+02,2025-04-14 23:07:39.255875+02
