sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
G43537,EGAN00001565383,SAMEA104165973,EGAR00001570840,EGAX00001526525,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43538,EGAN00001565384,SAMEA104165974,EGAR00001570841,EGAX00001526526,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43539,EGAN00001565385,SAMEA104165975,EGAR00001570842,EGAX00001526527,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43540,EGAN00001565386,SAMEA104165976,EGAR00001570843,EGAX00001526528,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43541,EGAN00001565387,SAMEA104165977,EGAR00001570844,EGAX00001526529,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43542,EGAN00001565388,SAMEA104165978,EGAR00001570845,EGAX00001526530,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43543,EGAN00001565389,SAMEA104165979,EGAR00001570846,EGAX00001526531,EGAS00001001704,age=25;ENA-CHECKLIST=ERC000026
G43544,EGAN00001565837,SAMEA104166427,EGAR00001571294,EGAX00001526979,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43545,EGAN00001565390,SAMEA104165980,EGAR00001570847,EGAX00001526532,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43546,EGAN00001565391,SAMEA104165981,EGAR00001570848,EGAX00001526533,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43547,EGAN00001565392,SAMEA104165982,EGAR00001570849,EGAX00001526534,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43548,EGAN00001565831,SAMEA104166421,EGAR00001571288,EGAX00001526973,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43549,EGAN00001565393,SAMEA104165983,EGAR00001570850,EGAX00001526535,EGAS00001001704,age=62;ENA-CHECKLIST=ERC000026
G43550,EGAN00001565394,SAMEA104165984,EGAR00001570851,EGAX00001526536,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43551,EGAN00001565395,SAMEA104165985,EGAR00001570852,EGAX00001526537,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43552,EGAN00001565396,SAMEA104165986,EGAR00001570853,EGAX00001526538,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43553,EGAN00001565397,SAMEA104165987,EGAR00001570854,EGAX00001526539,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43554,EGAN00001565398,SAMEA104165988,EGAR00001570855,EGAX00001526540,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43555,EGAN00001565399,SAMEA104165989,EGAR00001570856,EGAX00001526541,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43556,EGAN00001565400,SAMEA104165990,EGAR00001570857,EGAX00001526542,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43557,EGAN00001565401,SAMEA104165991,EGAR00001570858,EGAX00001526543,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43558,EGAN00001565402,SAMEA104165992,EGAR00001570859,EGAX00001526544,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43559,EGAN00001565403,SAMEA104165993,EGAR00001570860,EGAX00001526545,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43560,EGAN00001565404,SAMEA104165994,EGAR00001570861,EGAX00001526546,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43562,EGAN00001565405,SAMEA104165995,EGAR00001570862,EGAX00001526547,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43563,EGAN00001565406,SAMEA104165996,EGAR00001570863,EGAX00001526548,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43564,EGAN00001565407,SAMEA104165997,EGAR00001570864,EGAX00001526549,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43565,EGAN00001565408,SAMEA104165998,EGAR00001570865,EGAX00001526550,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43566,EGAN00001565409,SAMEA104165999,EGAR00001570866,EGAX00001526551,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43567,EGAN00001565410,SAMEA104166000,EGAR00001570867,EGAX00001526552,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43568,EGAN00001565807,SAMEA104166397,EGAR00001571264,EGAX00001526949,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43569,EGAN00001565411,SAMEA104166001,EGAR00001570868,EGAX00001526553,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43570,EGAN00001565412,SAMEA104166002,EGAR00001570869,EGAX00001526554,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43571,EGAN00001565413,SAMEA104166003,EGAR00001570870,EGAX00001526555,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43572,EGAN00001565414,SAMEA104166004,EGAR00001570871,EGAX00001526556,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43573,EGAN00001565415,SAMEA104166005,EGAR00001570872,EGAX00001526557,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43574,EGAN00001565416,SAMEA104166006,EGAR00001570873,EGAX00001526558,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43575,EGAN00001565417,SAMEA104166007,EGAR00001570874,EGAX00001526559,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43576,EGAN00001565418,SAMEA104166008,EGAR00001570875,EGAX00001526560,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43579,EGAN00001565419,SAMEA104166009,EGAR00001570876,EGAX00001526561,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43580,EGAN00001565420,SAMEA104166010,EGAR00001570877,EGAX00001526562,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43581,EGAN00001565421,SAMEA104166011,EGAR00001570878,EGAX00001526563,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43582,EGAN00001565812,SAMEA104166402,EGAR00001571269,EGAX00001526954,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43583,EGAN00001565422,SAMEA104166012,EGAR00001570879,EGAX00001526564,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43584,EGAN00001565423,SAMEA104166013,EGAR00001570880,EGAX00001526565,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43586,EGAN00001565424,SAMEA104166014,EGAR00001570881,EGAX00001526566,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43587,EGAN00001565425,SAMEA104166015,EGAR00001570882,EGAX00001526567,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G43588,EGAN00001565426,SAMEA104166016,EGAR00001570883,EGAX00001526568,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43589,EGAN00001565427,SAMEA104166017,EGAR00001570884,EGAX00001526569,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43590,EGAN00001565428,SAMEA104166018,EGAR00001570885,EGAX00001526570,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43591,EGAN00001565429,SAMEA104166019,EGAR00001570886,EGAX00001526571,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43592,EGAN00001565430,SAMEA104166020,EGAR00001570887,EGAX00001526572,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43593,EGAN00001565431,SAMEA104166021,EGAR00001570888,EGAX00001526573,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43594,EGAN00001565432,SAMEA104166022,EGAR00001570889,EGAX00001526574,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43597,EGAN00001565832,SAMEA104166422,EGAR00001571289,EGAX00001526974,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43599,EGAN00001565433,SAMEA104166023,EGAR00001570890,EGAX00001526575,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43600,EGAN00001565434,SAMEA104166024,EGAR00001570891,EGAX00001526576,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43601,EGAN00001565435,SAMEA104166025,EGAR00001570892,EGAX00001526577,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43602,EGAN00001565436,SAMEA104166026,EGAR00001570893,EGAX00001526578,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43603,EGAN00001565437,SAMEA104166027,EGAR00001570894,EGAX00001526579,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43604,EGAN00001565438,SAMEA104166028,EGAR00001570895,EGAX00001526580,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43605,EGAN00001565799,SAMEA104166389,EGAR00001571256,EGAX00001526941,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43607,EGAN00001565439,SAMEA104166029,EGAR00001570896,EGAX00001526581,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43608,EGAN00001565440,SAMEA104166030,EGAR00001570897,EGAX00001526582,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43609,EGAN00001565441,SAMEA104166031,EGAR00001570898,EGAX00001526583,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43610,EGAN00001565442,SAMEA104166032,EGAR00001570899,EGAX00001526584,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43611,EGAN00001565443,SAMEA104166033,EGAR00001570900,EGAX00001526585,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43613,EGAN00001565444,SAMEA104166034,EGAR00001570901,EGAX00001526586,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43614,EGAN00001565445,SAMEA104166035,EGAR00001570902,EGAX00001526587,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43615,EGAN00001565446,SAMEA104166036,EGAR00001570903,EGAX00001526588,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43616,EGAN00001565447,SAMEA104166037,EGAR00001570904,EGAX00001526589,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43617,EGAN00001565448,SAMEA104166038,EGAR00001570905,EGAX00001526590,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43618,EGAN00001565449,SAMEA104166039,EGAR00001570906,EGAX00001526591,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43619,EGAN00001565450,SAMEA104166040,EGAR00001570907,EGAX00001526592,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43620,EGAN00001565451,SAMEA104166041,EGAR00001570908,EGAX00001526593,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43621,EGAN00001565798,SAMEA104166388,EGAR00001571255,EGAX00001526940,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43622,EGAN00001565452,SAMEA104166042,EGAR00001570909,EGAX00001526594,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43623,EGAN00001565453,SAMEA104166043,EGAR00001570910,EGAX00001526595,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43624,EGAN00001565454,SAMEA104166044,EGAR00001570911,EGAX00001526596,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43625,EGAN00001565455,SAMEA104166045,EGAR00001570912,EGAX00001526597,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43626,EGAN00001565456,SAMEA104166046,EGAR00001570913,EGAX00001526598,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43627,EGAN00001565457,SAMEA104166047,EGAR00001570914,EGAX00001526599,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43628,EGAN00001565458,SAMEA104166048,EGAR00001570915,EGAX00001526600,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43629,EGAN00001565811,SAMEA104166401,EGAR00001571268,EGAX00001526953,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43630,EGAN00001565459,SAMEA104166049,EGAR00001570916,EGAX00001526601,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43632,EGAN00001565460,SAMEA104166050,EGAR00001570917,EGAX00001526602,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43633,EGAN00001565461,SAMEA104166051,EGAR00001570918,EGAX00001526603,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43634,EGAN00001565462,SAMEA104166052,EGAR00001570919,EGAX00001526604,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43635,EGAN00001565463,SAMEA104166053,EGAR00001570920,EGAX00001526605,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43636,EGAN00001565464,SAMEA104166054,EGAR00001570921,EGAX00001526606,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43637,EGAN00001565465,SAMEA104166055,EGAR00001570922,EGAX00001526607,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43638,EGAN00001565466,SAMEA104166056,EGAR00001570923,EGAX00001526608,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43639,EGAN00001565467,SAMEA104166057,EGAR00001570924,EGAX00001526609,EGAS00001001704,age=67;ENA-CHECKLIST=ERC000026
G43640,EGAN00001565468,SAMEA104166058,EGAR00001570925,EGAX00001526610,EGAS00001001704,age=70;ENA-CHECKLIST=ERC000026
G43641,EGAN00001565469,SAMEA104166059,EGAR00001570926,EGAX00001526611,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43642,EGAN00001565470,SAMEA104166060,EGAR00001570927,EGAX00001526612,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43643,EGAN00001565471,SAMEA104166061,EGAR00001570928,EGAX00001526613,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43644,EGAN00001565472,SAMEA104166062,EGAR00001570929,EGAX00001526614,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43645,EGAN00001565473,SAMEA104166063,EGAR00001570930,EGAX00001526615,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43648,EGAN00001565474,SAMEA104166064,EGAR00001570931,EGAX00001526616,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43649,EGAN00001565475,SAMEA104166065,EGAR00001570932,EGAX00001526617,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43650,EGAN00001565476,SAMEA104166066,EGAR00001570933,EGAX00001526618,EGAS00001001704,age=75;ENA-CHECKLIST=ERC000026
G43651,EGAN00001565477,SAMEA104166067,EGAR00001570934,EGAX00001526619,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43652,EGAN00001565478,SAMEA104166068,EGAR00001570935,EGAX00001526620,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43653,EGAN00001565479,SAMEA104166069,EGAR00001570936,EGAX00001526621,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43654,EGAN00001565480,SAMEA104166070,EGAR00001570937,EGAX00001526622,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43655,EGAN00001565481,SAMEA104166071,EGAR00001570938,EGAX00001526623,EGAS00001001704,age=18;ENA-CHECKLIST=ERC000026
G43657,EGAN00001565482,SAMEA104166072,EGAR00001570939,EGAX00001526624,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43659,EGAN00001565483,SAMEA104166073,EGAR00001570940,EGAX00001526625,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43660,EGAN00001565484,SAMEA104166074,EGAR00001570941,EGAX00001526626,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43661,EGAN00001565485,SAMEA104166075,EGAR00001570942,EGAX00001526627,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43662,EGAN00001565486,SAMEA104166076,EGAR00001570943,EGAX00001526628,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43663,EGAN00001565487,SAMEA104166077,EGAR00001570944,EGAX00001526629,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43664,EGAN00001565787,SAMEA104166377,EGAR00001571244,EGAX00001526929,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43665,EGAN00001565488,SAMEA104166078,EGAR00001570945,EGAX00001526630,EGAS00001001704,age=78;ENA-CHECKLIST=ERC000026
G43666,EGAN00001565489,SAMEA104166079,EGAR00001570946,EGAX00001526631,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43667,EGAN00001565789,SAMEA104166379,EGAR00001571246,EGAX00001526931,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43668,EGAN00001565490,SAMEA104166080,EGAR00001570947,EGAX00001526632,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43669,EGAN00001565491,SAMEA104166081,EGAR00001570948,EGAX00001526633,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43670,EGAN00001565492,SAMEA104166082,EGAR00001570949,EGAX00001526634,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43671,EGAN00001565493,SAMEA104166083,EGAR00001570950,EGAX00001526635,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43672,EGAN00001565494,SAMEA104166084,EGAR00001570951,EGAX00001526636,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43673,EGAN00001565495,SAMEA104166085,EGAR00001570952,EGAX00001526637,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43674,EGAN00001565496,SAMEA104166086,EGAR00001570953,EGAX00001526638,EGAS00001001704,age=66;ENA-CHECKLIST=ERC000026
G43675,EGAN00001565785,SAMEA104166375,EGAR00001571242,EGAX00001526927,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43676,EGAN00001565497,SAMEA104166087,EGAR00001570954,EGAX00001526639,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43677,EGAN00001565498,SAMEA104166088,EGAR00001570955,EGAX00001526640,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43678,EGAN00001565499,SAMEA104166089,EGAR00001570956,EGAX00001526641,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43679,EGAN00001565500,SAMEA104166090,EGAR00001570957,EGAX00001526642,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43680,EGAN00001565501,SAMEA104166091,EGAR00001570958,EGAX00001526643,EGAS00001001704,age=78;ENA-CHECKLIST=ERC000026
G43681,EGAN00001565502,SAMEA104166092,EGAR00001570959,EGAX00001526644,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43682,EGAN00001565503,SAMEA104166093,EGAR00001570960,EGAX00001526645,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43683,EGAN00001565504,SAMEA104166094,EGAR00001570961,EGAX00001526646,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43684,EGAN00001565505,SAMEA104166095,EGAR00001570962,EGAX00001526647,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43685,EGAN00001565506,SAMEA104166096,EGAR00001570963,EGAX00001526648,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43686,EGAN00001565507,SAMEA104166097,EGAR00001570964,EGAX00001526649,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43687,EGAN00001565788,SAMEA104166378,EGAR00001571245,EGAX00001526930,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43688,EGAN00001565508,SAMEA104166098,EGAR00001570965,EGAX00001526650,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43689,EGAN00001565509,SAMEA104166099,EGAR00001570966,EGAX00001526651,EGAS00001001704,age=69;ENA-CHECKLIST=ERC000026
G43690,EGAN00001565510,SAMEA104166100,EGAR00001570967,EGAX00001526652,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43691,EGAN00001565511,SAMEA104166101,EGAR00001570968,EGAX00001526653,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43692,EGAN00001565804,SAMEA104166394,EGAR00001571261,EGAX00001526946,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43693,EGAN00001565790,SAMEA104166380,EGAR00001571247,EGAX00001526932,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43694,EGAN00001565796,SAMEA104166386,EGAR00001571253,EGAX00001526938,EGAS00001001704,age=68;ENA-CHECKLIST=ERC000026
G43695,EGAN00001565512,SAMEA104166102,EGAR00001570969,EGAX00001526654,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43696,EGAN00001565513,SAMEA104166103,EGAR00001570970,EGAX00001526655,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43698,EGAN00001565514,SAMEA104166104,EGAR00001570971,EGAX00001526656,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43699,EGAN00001565515,SAMEA104166105,EGAR00001570972,EGAX00001526657,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43700,EGAN00001565516,SAMEA104166106,EGAR00001570973,EGAX00001526658,EGAS00001001704,age=70;ENA-CHECKLIST=ERC000026
G43701,EGAN00001565517,SAMEA104166107,EGAR00001570974,EGAX00001526659,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43702,EGAN00001565518,SAMEA104166108,EGAR00001570975,EGAX00001526660,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43703,EGAN00001565519,SAMEA104166109,EGAR00001570976,EGAX00001526661,EGAS00001001704,age=59;ENA-CHECKLIST=ERC000026
G43704,EGAN00001565520,SAMEA104166110,EGAR00001570977,EGAX00001526662,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43705,EGAN00001565521,SAMEA104166111,EGAR00001570978,EGAX00001526663,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43706,EGAN00001565522,SAMEA104166112,EGAR00001570979,EGAX00001526664,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43707,EGAN00001565523,SAMEA104166113,EGAR00001570980,EGAX00001526665,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43708,EGAN00001565524,SAMEA104166114,EGAR00001570981,EGAX00001526666,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43710,EGAN00001565525,SAMEA104166115,EGAR00001570982,EGAX00001526667,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43711,EGAN00001565526,SAMEA104166116,EGAR00001570983,EGAX00001526668,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43712,EGAN00001565527,SAMEA104166117,EGAR00001570984,EGAX00001526669,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43713,EGAN00001565528,SAMEA104166118,EGAR00001570985,EGAX00001526670,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43714,EGAN00001565529,SAMEA104166119,EGAR00001570986,EGAX00001526671,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43715,EGAN00001565530,SAMEA104166120,EGAR00001570987,EGAX00001526672,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43716,EGAN00001565531,SAMEA104166121,EGAR00001570988,EGAX00001526673,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43717,EGAN00001565532,SAMEA104166122,EGAR00001570989,EGAX00001526674,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43718,EGAN00001565533,SAMEA104166123,EGAR00001570990,EGAX00001526675,EGAS00001001704,age=66;ENA-CHECKLIST=ERC000026
G43719,EGAN00001565534,SAMEA104166124,EGAR00001570991,EGAX00001526676,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43720,EGAN00001565535,SAMEA104166125,EGAR00001570992,EGAX00001526677,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43721,EGAN00001565536,SAMEA104166126,EGAR00001570993,EGAX00001526678,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43722,EGAN00001565537,SAMEA104166127,EGAR00001570994,EGAX00001526679,EGAS00001001704,age=70;ENA-CHECKLIST=ERC000026
G43723,EGAN00001565538,SAMEA104166128,EGAR00001570995,EGAX00001526680,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43724,EGAN00001565539,SAMEA104166129,EGAR00001570996,EGAX00001526681,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43725,EGAN00001565540,SAMEA104166130,EGAR00001570997,EGAX00001526682,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43726,EGAN00001565541,SAMEA104166131,EGAR00001570998,EGAX00001526683,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43728,EGAN00001565542,SAMEA104166132,EGAR00001570999,EGAX00001526684,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43730,EGAN00001565543,SAMEA104166133,EGAR00001571000,EGAX00001526685,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43731,EGAN00001565817,SAMEA104166407,EGAR00001571274,EGAX00001526959,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43732,EGAN00001565544,SAMEA104166134,EGAR00001571001,EGAX00001526686,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43733,EGAN00001565545,SAMEA104166135,EGAR00001571002,EGAX00001526687,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43734,EGAN00001565546,SAMEA104166136,EGAR00001571003,EGAX00001526688,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43735,EGAN00001565800,SAMEA104166390,EGAR00001571257,EGAX00001526942,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43737,EGAN00001565547,SAMEA104166137,EGAR00001571004,EGAX00001526689,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43738,EGAN00001565548,SAMEA104166138,EGAR00001571005,EGAX00001526690,EGAS00001001704,age=59;ENA-CHECKLIST=ERC000026
G43742,EGAN00001565549,SAMEA104166139,EGAR00001571006,EGAX00001526691,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43743,EGAN00001565550,SAMEA104166140,EGAR00001571007,EGAX00001526692,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43744,EGAN00001565551,SAMEA104166141,EGAR00001571008,EGAX00001526693,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43746,EGAN00001565552,SAMEA104166142,EGAR00001571009,EGAX00001526694,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43747,EGAN00001565553,SAMEA104166143,EGAR00001571010,EGAX00001526695,EGAS00001001704,age=66;ENA-CHECKLIST=ERC000026
G43748,EGAN00001565554,SAMEA104166144,EGAR00001571011,EGAX00001526696,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43749,EGAN00001565555,SAMEA104166145,EGAR00001571012,EGAX00001526697,EGAS00001001704,age=70;ENA-CHECKLIST=ERC000026
G43750,EGAN00001565556,SAMEA104166146,EGAR00001571013,EGAX00001526698,EGAS00001001704,age=23;ENA-CHECKLIST=ERC000026
G43751,EGAN00001565557,SAMEA104166147,EGAR00001571014,EGAX00001526699,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43752,EGAN00001565558,SAMEA104166148,EGAR00001571015,EGAX00001526700,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43753,EGAN00001565559,SAMEA104166149,EGAR00001571016,EGAX00001526701,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43755,EGAN00001565560,SAMEA104166150,EGAR00001571017,EGAX00001526702,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43756,EGAN00001565561,SAMEA104166151,EGAR00001571018,EGAX00001526703,EGAS00001001704,age=19;ENA-CHECKLIST=ERC000026
