database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	CON001	CON002	CON003	CON004	CON007	CON008	CON011	CON012	CON013	CON014	CON015	CON016	CON019	CON020	CON021	CON022	CON024	CON025	CON026	CON028	CON029	CON030	CON031	CON032	CON033	CON034	CON035	CON036	CON038	CON039	CON040	CON041	CON042	CON044	CON045	CON046	CON048	CON049	CON051	CON053	CON054	CON055	CON056	CON057	CON059	CON060	CON061	CON062	CON064	CON065	CON066	CON067	CON068	CON069	CON070	CON071	CON072	CON073	CON074	CON075	CON076	CON077	CON078	CON079	CON080	CON081	IBS001	IBS002	IBS003	IBS004	IBS005	IBS006	IBS007	IBS008	IBS009	IBS010	IBS011	IBS012	IBS013	IBS014	IBS016	IBS017	IBS018	IBS019	IBS020	IBS024	IBS025	IBS027	IBS029	IBS031	IBS032	IBS033	IBS034	IBS035	IBS037	IBS038	IBS039	IBS040	IBS041	IBS043	IBS044	IBS045	IBS046	IBS047	IBS048	IBS049	IBS050	IBS051	IBS052	IBS053	IBS054	IBS055	IBS056	IBS057	IBS058	IBS059	IBS060	IBS061	IBS062	IBS064	IBS065	IBS066	IBS067	IBS068	IBS069	IBS070	IBS071	IBS072	IBS073	IBS074	IBS075	IBS076	IBS078	IBS079	IBS080	IBS081	IBS082	IBS083	IBS084	IBS085	IBS086	IBS087	IBS088	IBS089	IBS090	IBS091	IBS092	IBS093	IBS094	IBS095	IBS096	IBS097	IBS098	IBS099	IBS100	IBS101	IBS102	IBS105	IBS106	IBS107	IBS108	IBS109	IBS110	IBS112	IBS113	IBS114	IBS115	IBS116	IBS117	IBS118	IBS119	IBS121	IBS122	IBS123	IBS124	IBS125	IBS126	IBS128	IBS129	IBS130	IBS131	IBS132	IBS133	IBS134	IBS135	IBS136	IBS138	IBS139	IBS140	IBS142	IBS143	IBS144	IBS146	IBS147	IBS148	IBS150	IBS151	IBS152	IBS153	IBS154	IBS155	IBS156	IBS157	IBS158	IBS159	IBS160	IBS162	IBS163	IBS164	IBS165	IBS166	IBS167	IBS168	IBS170	IBS172	IBS173	IBS174	IBS175	IBS176	IBS181	IBS182	IBS184	IBS185	IBS187	IBS188	IBS190	IBS192	IBS193	IBS194	IBS195	IBS197	IBS198	IBS199	IBS200	IBS201	IBS202	IBS203	IBS204	IBS206	IBS207	IBS208	IBS209	IBS210	IBS211	IBS212	IBS214	IBS215	IBS216	IBS217	IBS218	IBS219	IBS220	IBS221	IBS222	IBS224	IBS226	IBS227	IBS228	IBS229	IBS230	IBS233	IBS234	IBS236	IBS237	IBS238	IBS239	IBS240	IBS241	IBS242	IBS245	IBS248	IBS250	IBS252	IBS254	IBS255	IBS256	IBS257	IBS258	IBS259	IBS261	IBS262	IBS263	IBS264	IBS265	IBS266	IBS267	IBS268	IBS269	IBS270	IBS271	IBS273	IBS274	IBS275	IBS277	IBS278	IBS282	IBS283	IBS284	IBS285	IBS290	IBS291	IBS294	IBS295	IBS297	IBS304	IBS305	IBS307	IBS309	IBS310	IBS311	IBS312	IBS314	IBS317	IBS318	IBS319	IBS320	IBS322	IBS325	IBS326	IBS327	IBS331	IBS332	IBS333	IBS335	IBS336	IBS337	IBS339	IBS340	IBS346	IBS348
CHEBI:33270	C29H44O2	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1	InChI=1S/C29H44O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h12,14,16,30H,9-11,13,15,17-19H2,1-8H3/b21-14+,22-16+/t29-/m1/s1	alpha-Tocotrienol	397.3098875				344.2835249												228470.2695	3521.927298	6149.664471	95422.93852	39698.06262	20374.00672	29366.21099	966.8145408	9040.6434	50739.0773	37060.43834	101129.6061	96674.9908	507460.641	818365.9259	2375.835606	47796.9465	5018.432675	188726.3291	31201.80035	72765.60431	410014.344	380.3468291	435011.068	479.019404	4070.508713	9355.463957	337022.7234	85212.07508	91393.39945	7497.337035	3238.889639	44512.51619	7117.395189	4046.107463	258159.188	482074.0153	6589.33904	199701.4238	241893.306	41035.76146	49075.54107	296433.7313	2368.655922	342221.2475	4539.298069	22302.35217	614504.6009	3838.846958	268894.3563	30116.52656	181961.1026	398466.4282	3737.992834	2407.905046	6513.859549	180901.5614	10722.81789	89009.97665	136713.3435	484849.3264	5142.832695	110384.5701	6070.801303	359.5857402	2413.701901	614.988803	1069555.417	112637.4139	11983.49639	64269.2761	300594.1658	86234.70046	13612.76965	3348.060999	92089.50933	89978.38487	965.6858081	4678.307305	2811.940727	157390.0321	704262.975	76117.42685	19492.27872	172550.4386	68242.44223	133868.6537	37167.03707	13589.70397	40110.58222	184286.8872	4192.681202	76357.14163	58821.45414	455.494659	240555.7672	5815.567096	1288.250014	27803.0143	1565.964124	8831.300694	93302.44905	178553.8396	135292.9396	8283.616137	74288.93228	2321.944365	125950.5765	5352.786189	52474.12031	7348.13966	3969.841063	15454.45145	62776.12538	18742.51442	59013.06236	3498.289385	148706.0285	124746.663	89285.11046	131723.0161	13121.84127	103948.0541	0	60914.74087	5784.169749	3954.178435	1175.256903	29180.24584	1960.824495	11364.95768	264645.9577	25666.56741	9062.906677	9511.731181	4202.516146	76606.53588	4036.888427	3070.310018	1678.023061	150777.4332	385319.7603	2042.473502	304444.7875	404508.554	95836.37934	15244.42509	202041.778	35996.97321	10379.62216	43757.01682	38652.95726	77773.99278	6580.557298	96856.41502	260100.5933	177670.7405	6721.855846	9637.18955	7619.177492	214368.7805	56896.34498	186727.2367	276996.1279	291066.6012	51241.52668	78062.75056	10286.30409	45919.70789	385458.5639	21213.93692	24087.17459	161065.3089	68012.04846	52467.87754	60078.82242	705844.7769	115081.645	5134.363743	19791.78259	473952.8998	3067.702406	61087.73698	2238.042039	157009.8211	116574.4755	16908.80558	3343.025263	16598.09288	22731.74428	160935.7926	92724.53222	80984.13762	1575.733442	110156.7981	1403.461722	26090.98197	81097.48195	237761.2526	119555.5845	1784.049779	282650.0891	2907.360054	126901.8038	9514.921214	54818.2016	10443.73965	3303.141452	1329.922084	2156.311373	33610.80303	314.5908668	632035.4634	2411.144584	1286.000887	714945.3106	2011.034772	52696.09794	30655.57119	77100.16596	971.0253381	112423.691	53833.81535	6057.307123	98939.74195	283389.1008	178502.7583	4729.894723	182097.8937	29187.47402	78347.94634	67086.95566	9401.980528	61231.75286	76633.51343	4436.921223	2340.376884	114867.3234	79882.66389	2692.902404	181906.8505	357504.1389	3389.652664	2729.392921	303807.8624	8717.066897	156433.8445	3612.170315	130357.7316	1724.375633	230053.8495	174360.2734	304687.0877	219148.3711	209264.052	571336.9125	184458.5543	61826.05723	14518.2488	1896.593043	1945.509627	100286.1581	2180.033129	55403.70624	76393.58592	397872.0763	100517.2065	1177.832614	165372.9276	147269.1919	126636.1338	106361.5478	58837.95691	196515.2968	55690.84377	3509.357567	65353.3821	2728.599916	183866.0611	293178.7589	39858.05688	253412.4343	121659.8482	38435.07256	59858.92085	1516.717236	226015.0313	32778.15766	101402.9656	49332.99323	69326.65416	279229.3659	1124.37864	93610.44326	892285.287	86630.49375	692253.162	9215.706907	27498.03901	12598.60311	52832.49831	3076.648405	2093.964334	850294.2327	1462.456492	117937.3302	21315.59011	400400.9386	2096.417321	211514.838	136801.8419	44908.65133	8088.696757	104925.5008	9741.868286	1238.884065	3710.559014	81651.53813	92031.54429	0	78833.11706	3605.07719	83118.37211	6870.406892	75506.62615	266546.0946	1056000.034	56158.9818	78825.599	45232.27277
CHEBI:33270	C29H44O2	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1	InChI=1S/C29H44O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h12,14,16,30H,9-11,13,15,17-19H2,1-8H3/b21-14+,22-16+/t29-/m1/s1	alpha-Tocotrienol	425.3412187				371.4006673												45813.10376	47746.39622	31060.40364	90855.62812	34353.02184	37377.96661	69650.70014	44244.23818	37037.13195	59654.06091	48254.72046	101086.6256	168.7556872	45034.86398	43305.93035	46964.11121	26955.01868	43299.6533	40703.03533	39573.99109	36918.75464	105590.9004	48011.62389	1056.495544	48493.38143	42632.89823	33757.79706	42019.48248	40892.05132	48193.17236	41742.0729	29378.70815	50084.60391	48617.11279	44106.33365	66889.58319	85397.59463	42367.63927	31029.0722	84665.41648	56820.74141	59567.93879	0	36235.87428	28916.12009	54923.08629	22950.5502	78956.82219	26700.13578	5558.322136	39917.41589	0	48186.92834	31453.14473	37367.85013	34195.06177	2611.412621	29297.99087	34684.11966	250.1900263	50440.79395	26592.80443	25699.42491	30418.67535	32123.23664	29003.02328	45916.03875	35098.88694	120266.5336	29407.8948	43899.57095	44285.67606	48541.15781	32116.5916	41411.83264	46491.31494	106140.97	36393.23701	286.9386755	40495.19193	29768.6131	31767.21387	22993.14122	30186.85738	29373.00062	1871.988386	36550.53059	43709.5935	57677.68732	41901.65132	52267.38639	37707.64781	3889.539552	56864.79797	38041.90567	43795.31939	40113.43217	27990.39331	36124.28893	31857.12854	38160.97248	51474.03503	57874.32885	802.188949	43911.2783	28528.70984	28821.43194	47977.08195	42073.94231	37712.06429	25470.40437	29898.14773	32231.12732	45471.02905	56326.84539	46311.00221	42878.01254	45264.4801	29056.22651	43470.74112	34188.94031	40154.75099	28063.10861	42880.63714	38882.03296	46623.21163	40638.14343	34938.3431	35093.54032	34938.95555	36535.57608	170606.5135	44191.49084	45226.47605	40308.49358	45568.68604	20173.72911	39417.97063	36284.33405	35972.96362	41148.38342	78737.18141	33985.43743	50687.72173	52986.43963	694.5883226	36902.67765	30401.33432	30974.96694	33556.38386	28876.65426	41531.59221	33089.5699	41970.22029	30717.30788	45317.46081	40579.26571	35087.49034	29101.64191	40585.86602	113575.7624	38560.54821	47706.18388	17652.92645	46523.07977	1463.511163	106799.3635	32714.0282	1484.619377	32285.42639	35126.06477	30752.0691	36453.54473	32305.11633	37332.64075	43467.84104	19709.94129	106122.638	28156.53561	1188.682221	37337.41685	36309.29732	17920.15005	36553.74277	48728.42798	29341.27215	47823.76025	35832.31262	45943.82886	41374.00069	42970.74805	44409.54909	45100.15835	41108.2693	2314.440943	39837.05151	35778.1844	43152.06104	34852.8974	30849.27756	44428.87289	34224.0437	41510.94284	30656.12543	46051.87733	3839.20935	31827.88086	34963.2254	30265.84656	49718.42901	32227.06124	37040.70862	33158.4516	41086.6912	25898.47674	39076.45366	35756.99393	30228.07217	43028.29351	42767.37725	32098.59876	61596.83302	42680.31302	39071.60278	25919.97465	52609.40759	35742.24647	27691.86427	41821.62044	1761.878289	32284.72409	84350.20077	40600.10403	45719.14384	109068.2071	34890.58246	49113.20255	2639.378397	31005.51623	29322.21094	42460.56086	32374.3225	31656.45302	41792.31583	40695.22796	34159.47534	74042.22217	25252.24359	57081.74698	46614.90635	262755.0318	33602.23982	38985.18658	4819.388664	31315.50883	64672.04521	44887.8689	36941.60847	38637.94139	36960.06731	51417.05547	43955.49807	33243.24269	5191.270855	36814.86494	42790.43536	50054.78658	36997.31763	22670.3901	64069.26956	66926.3757	39149.61401	56741.23099	24788.38849	45585.45984	38938.44979	37308.10616	44216.30373	2524.551919	1968.194106	58730.18574	102807.1181	32495.34752	7297.142803	43955.66752	48443.53491	47820.76314	37870.67723	40617.4498	1727.986117	30912.98926	91911.84959	43079.12829	77847.43606	41033.91871	76102.68164	39407.58364	43169.33677	39091.83392	43254.32886	41601.6311	34860.04134	44887.98463	42272.0778	38142.06911	32117.53213	40106.96553	36900.95909	33119.25829	21123.5937	43821.74433	3183.956445	24136.70352	38382.07239	35330.93682	33792.21627	2100.230189	32843.10292	39343.24852	44672.31338	2410.954995	43847.84509	47134.71423	1324.764855	2258.523851	95809.03914	44752.57859	44089.34235	42759.8609	44450.08972
CHEBI:16530	C5H8O3	CC(C)C(=O)C(O)=O	InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)	alpha-ketoisovaleric acid	117.0577081				55.16257248												126562.5099	99926.8876	60540.37744	5673.483388	160196.4595	112970.219	62920.85299	178344.3323	51947.58305	92293.0806	70981.9442	3818.885929	3513.519001	89270.9861	103088.3577	52653.79041	187929.2096	92648.73428	89165.26941	69410.59781	55919.45148	6052.577394	33289.57451	5073.410862	50078.99245	63071.66128	140801.4134	88193.20462	249125.7915	53627.16253	63403.11218	179218.8732	6483.805459	111307.2174	4687.939945	39238.49854	47662.69294	44528.36547	89611.94011	3133.882545	77158.39539	54599.54398	3044.883339	20739.54571	259443.0028	5625.965503	5223.446925	6048.981133	102694.7114	6185.75567	74682.70685	2263.800343	112576.5704	121982.2484	294488.6573	57322.40222	874.5690143	52620.32136	85166.51538	5278.176815	1163.693798	102002.1184	85908.50937	131559.7993	24150.61658	68252.51849	108237.9036	42256.41143	54097.48926	52305.55144	59063.54149	99420.49406	94445.41222	188587.8886	214018.92	88475.25707	119882.2182	75836.75195	6297.120669	48937.46875	10156.28718	102641.7284	7707.485076	160850.3574	221669.1369	7582.665014	79124.5174	38267.64221	48909.38102	73894.13515	73110.64973	49267.02366	3726.987563	68363.93872	52785.45212	55533.15217	55761.75635	36336.04203	87542.20797	95525.89233	124110.6067	80078.86626	3631.009466	3090.429498	70719.23106	121484.9214	5420.492885	106069.232	107759.4783	3241.79756	113245.4929	92584.36205	32258.91427	48964.80926	186827.1331	68499.00649	73672.87086	3228.465615	189489.9229	135416.3543	98614.22979	84958.89763	89749.43225	55924.38223	123134.7533	46806.99273	51391.72238	49108.83645	78080.04634	40079.44511	49718.3359	5295.139696	48047.40491	68244.97253	98686.01526	167465.4331	3886.702775	80642.95036	232970.4223	70455.01112	5209.734442	6597.129427	77979.0597	6085.883487	4871.488094	5237.072621	103849.8521	1220.715129	33071.65819	67909.68679	4926.529569	121028.6348	336320.4853	67125.77364	16859.24534	85050.65491	47241.5968	73122.54794	34759.71118	15661.24051	3926.482401	69459.77213	6490.880009	7323.124805	63788.00983	12115.08626	69163.86052	86191.41781	5720.89176	73012.26855	134654.9166	3085.498232	88989.56074	129577.6909	48713.44675	60301.21328	16022.35589	5009.886581	39168.41478	3516.124252	84971.05582	22702.19655	43184.80994	136929.6493	0	6849.154278	121978.2073	82667.70229	51956.02515	38818.25314	96886.02663	74924.99831	2317.732976	147608.9536	7090.422372	51866.67716	370653.9347	4287.790573	76423.14422	56046.08244	55118.68591	118893.3527	57211.34707	380113.6961	0	4812.726839	217887.3083	83960.56879	5351.703576	123422.1385	71777.90844	81383.47242	310213.2834	32301.0708	9732.039843	1332.705101	106642.9521	163108.917	73560.4819	123437.3616	3774.535592	3527.918378	85072.57214	2723.663637	4282.467099	3860.887223	54327.54484	119741.4729	65013.41826	3872.175895	287205.7633	6374.473482	120979.7655	125566.7082	5188.33826	24204.36944	72900.57207	5349.57235	36547.90187	9467.163272	139647.8766	4505.05591	123955.0664	50099.36217	56645.08997	5686.252357	5472.542361	457490.0254	6459.985876	119031.7678	4622.435014	94518.1502	5149.506166	6477.837575	0	4602.196168	89705.05642	88053.84021	86993.01703	37911.03681	56498.13007	47004.87965	4913.911673	225604.9773	114384.1677	90420.80695	88834.57275	108651.4911	5445.680212	4626.517196	1526.810375	50210.7713	2410.637826	4446.892951	78885.77619	52666.442	81228.39543	77487.94934	3879.237317	875.8024345	0	2064.335658	309.8509945	0	9414.317073	137651.4499	68754.11267	2479.413723	4139.005119	4587.678403	2375.30877	1250.089686	78720.09785	3794.663601	45288.01915	0	43646.15102	60605.20866	54093.44543	104576.4659	49449.76156	49434.64039	66493.69717	73470.13517	54090.9472	33979.56846	130671.1967	105210.0623	185092.3869	16138.98868	49815.30908	1375.400717	4193.491643	96025.7147	85810.78963	3020.07124	12951.52255	6427.627029	60665.93042	26482.90169	1491.054278	58759.5171	249052.4761	3377.763117	3486.340135	7541.773032	120299.8608	65066.98652	34309.01252	63799.37205
CHEBI:30753	C7H7NO2	C1(C(O)=O)=CC=C(N)C=C1	InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)	Trigonelline/p-Aminobenzoic acid	138.0545381				48.59980449												2945460.869	196425.0572	18262.9306	22861.76081	47778.63023	72837.73079	118582.8059	675911.019	30275.87034	115126.3643	25789.93102	18720.42305	113780.297	34499.65511	43137.24403	15420.38893	35766.52798	42073.06893	16853.8658	26536.10343	39510.34818	65420.20825	8322.230862	26760.39113	22270.67201	44649.69922	25734.2546	10414.44232	40596.26087	22783.1899	137589.4949	13389.75394	53262.94922	115491.742	238718.2479	38031.49787	16343.47273	30849.37861	505682.1587	26540.86503	27012.40839	36383.00764	32528.7905	9311.499258	140341.5057	310817.1074	36100.22485	26329.34921	25184.16562	285895.2536	21262.84767	15790.4195	41043.78199	47785.23676	11495.47472	31447.30331	27503.79629	357650.0375	29957.30113	27373.26415	7619.331508	49578.12896	116871.7781	41971.39915	65445.58502	56216.82063	20213.42127	155680.8763	30514.61165	102987.1033	10281.1537	60159.2998	15486.07569	20543.98899	34036.7063	156854.9275	23931.28459	24319.83093	15183.05477	40113.49207	17451.19118	38343.51189	34037.53082	4370.681524	21307.96002	33940.45297	42072.50719	151435.9214	526480.0714	47720.17791	193216.0775	5728.672451	21145.08169	396332.665	8353.827207	21884.39903	7850.89048	13429.80173	22570.40548	8361.823628	77658.79481	156393.1469	97104.95425	26211.72201	43885.4751	12266.07865	15617.28373	21313.91622	8172.876329	65379.17626	38734.64346	7205.965372	28727.533	70187.13798	357505.1929	46006.38117	94382.81144	19951.04484	34457.47425	71951.82754	56296.21341	22884.24201	53342.64705	46748.82226	158760.4319	59567.52217	48327.17589	23284.07796	40400.53219	10972.84002	25820.48913	19001.87791	537763.6608	91979.31488	114237.6143	83237.08362	36462.70322	124392.035	41605.36579	16672.03751	29416.60947	155798.7696	1515140.677	27602.85694	51610.58019	28936.56143	1552222.183	27090.75763	23885.87363	98265.09961	5938.712714	42059.09768	36321.01488	34490.61435	173585.2273	18120.52806	25934.18071	12213.31934	47407.31633	15754.10516	57915.2577	15348.12122	55149.73531	332455.3786	72637.42403	3983052.204	32445.46703	25774.14787	26598.8971	22858.26654	1387962.78	33410.89803	45025.17395	54590.06245	168405.0407	19966.99469	39925.57498	23271.97162	33668.90039	4438.130646	31161.21895	17014.9878	304222.8957	43699.52844	26717.44785	339322.0414	26611.38637	7860.070136	55897.13414	33607.98604	15106.8454	818612.1645	1850394.171	238612.7664	55719.18087	273024.6463	49274.32274	42560.41499	254061.9829	40230.91163	34775.17809	21826.47361	118706.9901	23228.13042	9935.196353	30095.80909	22081.38192	53740.71303	40933.48336	22220.48345	506539.4176	36539.90335	158057.0531	7760.569139	17865.297	204236.2077	27967.419	106435.2343	15358.55934	34139.10165	14963.05131	35581.50374	14331.80051	43016.78722	68697.42278	688970.0146	40075.98473	27535.68183	50740.71013	37078.72605	46090.03668	70099.22583	34378.6921	86975.73112	43728.53633	8024.880824	1197332.579	67163.79602	17979.55011	9234.364466	1158336.035	30032.53995	33360.91479	318720.8418	16705.11677	21762.88522	748735.123	43855.04074	57361.79759	494076.3916	431117.9912	37497.48552	89227.14087	10051.58624	78576.82406	192781.9241	43874.45309	13893.17142	36932.27046	12104.78243	1419129.186	217214.632	326400.8797	1814264.191	69657.79801	51357.60846	53359.69285	124540.9099	53542.65749	36769.65002	10959.83279	149122.9668	16905.03901	10176.3562	56059.34327	7256.157362	55710.27344	21055.07995	36491.76868	310888.671	12897.07885	56830.94473	53437.12759	10302.78602	423644.4679	64747.77689	21906.47176	73784.49835	587122.644	100223.9984	27946.15945	21215.49328	21592.64083	24874.17042	12365.27883	33824.66538	33567.85449	444496.1365	12020.43694	48491.37585	4096639.961	18585.23033	81784.34253	36944.85234	24021.56559	6953.108529	21409.53412	24458.26215	97324.52516	1134663.08	3646936.635	47832.08414	12120.07172	29160.46311	22747.23148	55971.38827	22424.77181	78248.68142	21132.79461	30774.80568	19285.17623	27556.83798	142817.626	19044.75515	39199.61709	73446.48281	27184.67883	21325.39894	85459.58527	40926.58845
CHEBI:34461	C21H34O3	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO	InChI=1S/C21H34O3/c1-20-9-7-14(23)11-13(20)3-4-15-16-5-6-18(19(24)12-22)21(16,2)10-8-17(15)20/h13-18,22-23H,3-12H2,1-2H3/t13-,14+,15-,16-,17-,18+,20-,21-/m0/s1	Tetrahydrodeoxycorticosterone	335.2580499				328.979087												180923.4601	37502.97535	29681.49224	64991.9466	362051.3887	22923.3537	41626.43989	160782.2117	168526.795	60773.50836	52033.51758	2972.444589	1713.677744	10133.67951	62626.49783	196715.222	94270.09036	28949.48255	8478.570462	299423.6101	94989.2918	1295.933569	17049.40253	1062.649588	9415.84564	92766.91284	36280.85248	23709.58339	106565.3011	184306.6035	134234.0742	44526.0063	2641.289606	116718.1096	2417.888156	121108.5338	2941.835993	17159.78474	31320.79582	2037.794252	696606.1027	799103.9966	0	35381.60158	10261.83093	2691.053505	1462.357782	903.2677846	1470.159294	943.1447399	341953.6816	3388.199446	1995691.21	881.0913592	104352.5131	1415761.303	0	847934.685	16454.19282	6682.136092	2902.555063	56448.09041	437263.0059	63990.6103	1674.834191	283.2817223	28023.0943	869920.3073	34095.91313	73679.74975	133412.7664	282588.5197	5403.030873	619498.2254	44345.63188	242768.516	29056.7613	38213.90596	2158.355797	265800.4405	3169.631916	37343.51179	40688.94202	284.5597179	69411.96158	8730.755111	42456.42303	450633.8688	48028.08939	28448.37906	187331.3587	3812.501694	34684.9401	18831.52209	111351.3094	70348.66853	311120.2074	4862.659136	11922.31332	178371.2613	142341.7898	58658.99279	418.8627533	0	7714.266039	85592.31717	27834.0997	61310.57128	5849.974783	450.9723586	59739.58552	6464.106455	45437.90919	33191.65658	153628.4585	113826.9335	4519.328367	0	394453.4326	11665.41718	1294.479539	44240.97593	18570.93097	1908.876732	12504.58082	34941.84922	98715.77663	2152.136541	164035.137	2253.91829	16576.03511	4080.44848	68398.59641	551717.1828	1820029.689	21065.25281	528.9434769	2236.225603	5061.696648	404360.1211	2830.694325	2148.660647	25804.43319	1166.456069	0	1519.641014	1131225.651	3584.79885	2590.615968	30489.43027	475228.571	278238.0061	327555.797	18209.67697	2832.369059	7141.990123	144097.5927	1310.779524	76613.2297	53892.93293	862.208899	10318.77138	590.3907084	1894.03608	169750.0979	1552.795169	13637.75505	25142.75552	1301.591016	82254.11403	8831.912915	1865.250554	498185.9152	51875.96975	52543.34662	15172.6366	2436.233864	1784.587032	1990.622184	4037.459256	461021.0477	13758.63737	2180.15698	7324.955745	3055.057914	2431.580815	33571.03712	31789.79623	15486.24721	9829.435316	78350.90828	30394.64502	0	47905.11073	6223.458751	2532.585966	2171169.508	133.1820806	147895.5133	9147.057401	11587.67867	41583.43508	57002.89169	357551.0699	2865.303224	630.6989886	502830.7227	3260.175418	13864.74709	444754.961	164988.6464	4193.565627	63162.73177	3340.366389	2206.950438	3875.268348	2130.424913	52020.43043	7838.004503	7118.055012	3197.080002	2888.711081	109118.9563	1137.913451	69892.54005	1373.081207	9370.731979	11092.22154	11920.62455	326.1130986	65500.84261	796.1871948	7106.97245	30472.8576	212.7202614	26248.70532	1148637.567	182.1567795	6097.149147	2692.374826	127211.4773	854.7279951	15690.84986	51796.39734	28697.19653	2841.679822	0	39337.3754	307.5608154	993.8364994	1814.724408	261143.974	382.9746442	2259.662581	1256.283111	0	478.1401275	5541.537373	98716.39394	30074.04888	12686.6136	64065.63287	4913.572522	937.2321014	472913.3019	4982.161731	28012.44659	9888.974697	0	2895.78906	407.6848084	48828.57281	0	2319.913576	9511.088025	217249.057	30650.74917	6944.51956	0	443.6046548	3454.622481	16997.16557	1865.941327	2917.313947	795296.3438	316774.4993	93312.51282	708.2902941	3153.609426	284.7291731	3089.157489	150.6753635	65051.11723	51005.80681	24141.23625	761.8907324	297964.9842	13699.18871	21126.8416	159405.6313	82649.60836	186837.0985	657693.3289	810100.966	1388.942002	40786.60536	10120.05604	659208.1179	64765.40672	2435.681741	1128688.238	417.7295438	31557.79863	26747.5072	44380.81078	3292.829872	120.2192378	3307.982323	67017.56196	5636.494404	120.2359039	128854.385	182150.2919	6162.421615	273.2336795	321.7822737	19753.54643	5034.308493	68625.93232	1073169.847
